'y-axis saved as y
'Q,Y2Mn2O7_04032018.raw,Diff,Ycalc,Bkg
0.868973134,359,5.36854213,353.631458,353.631458
0.870418828,327,-25.2494809,352.249481,352.249481
0.871864494,365,14.1250544,350.874946,350.874946
0.873310132,340,-9.50781146,349.507811,349.507811
0.874755743,302,-46.148038,348.148038,348.148038
0.876201326,356,9.20441481,346.795585,346.795585
0.87764688,336,-9.45041296,345.450413,345.450413
0.879092407,332,-12.1124816,344.112482,344.112482
0.880537907,375,32.2182482,342.781752,342.781752
0.881983378,324,-17.4581841,341.458184,341.458184
0.883428821,359,18.8582605,340.141739,340.141739
0.884874236,317,-21.8323793,338.832379,338.832379
0.886319623,298,-39.5300648,337.530065,337.530065
0.887764981,323,-13.2347578,336.234758,336.234758
0.889210312,334,-0.946420012,334.94642,334.94642
0.890655614,314,-19.6650136,333.665014,333.665014
0.892100888,322,-10.3905007,332.390501,332.390501
0.893546134,293,-38.122844,331.122844,331.122844
0.894991351,326,-3.86200611,329.862006,329.862006
0.89643654,305,-23.60795,328.60795,328.60795
0.8978817,302,-25.3606388,327.360639,327.360639
0.899326832,337,10.8799641,326.120036,326.120036
0.900771935,296,-28.8861048,324.886105,324.886105
0.90221701,360,36.3411907,323.658809,323.658809
0.903662056,264,-58.4381134,322.438113,322.438113
0.905107073,296,-25.2239812,321.223981,321.223981
0.906552061,293,-27.0163771,320.016377,320.016377
0.907997021,291,-27.8152658,318.815266,318.815266
0.909441952,283,-34.6206119,317.620612,317.620612
0.910886854,291,-25.4323805,316.432381,316.432381
0.912331727,290,-25.2505368,315.250537,315.250537
0.913776571,311,-3.07504607,314.075046,314.075046
0.915221386,295,-17.905874,312.905874,312.905874
0.916666172,305,-6.74298627,311.742986,311.742986
0.918110928,298,-12.5863489,310.586349,310.586349
0.919555656,284,-25.435928,309.435928,309.435928
0.921000354,292,-16.29169,308.29169,308.29169
0.922445023,290,-17.1536013,307.153601,307.153601
0.923889663,288,-18.0216288,306.021629,306.021629
0.925334273,303,-1.89573922,304.895739,304.895739
0.926778854,277,-26.7758998,303.7759,303.7759
0.928223406,284,-18.6620778,302.662078,302.662078
0.929667928,290,-11.5542406,301.554241,301.554241
0.931112421,294,-6.45235595,300.452356,300.452356
0.932556884,279,-20.3563917,299.356392,299.356392
0.934001317,264,-34.2663157,298.266316,298.266316
0.93544572,275,-22.1820964,297.182096,297.182096
0.936890094,303,6.89629804,296.103702,296.103702
0.938334439,266,-29.031101,295.031101,295.031101
0.939778753,293,-0.964262304,293.964262,293.964262
0.941223037,247,-45.9031547,292.903155,292.903155
0.942667292,270,-21.8477473,291.847747,291.847747
0.944111517,278,-12.7980094,290.798009,290.798009
0.945555711,267,-22.7539103,289.75391,289.75391
0.946999876,238,-50.7154197,288.71542,288.71542
0.94844401,245,-42.6825073,287.682507,287.682507
0.949888114,270,-16.6551431,286.655143,286.655143
0.951332189,269,-16.6332972,285.633297,285.633297
0.952776233,257,-27.6169398,284.61694,284.61694
0.954220246,258,-25.6060415,283.606041,283.606041
0.95566423,275,-7.60057267,282.600573,282.600573
0.957108183,232,-49.6005042,281.600504,281.600504
0.958552105,269,-11.6058071,280.605807,280.605807
0.959995997,248,-31.6164523,279.616452,279.616452
0.961439859,286,7.36758881,278.632411,278.632411
0.96288369,237,-40.6536551,277.653655,277.653655
0.96432749,268,-8.68015568,276.680156,276.680156
0.96577126,247,-28.7118846,275.711885,275.711885
0.967214999,276,1.25118623,274.748814,274.748814
0.968658708,244,-29.7909153,273.790915,273.790915
0.970102385,270,-2.83816125,272.838161,272.838161
0.971546032,240,-31.8905241,271.890524,271.890524
0.972989648,220,-50.9479764,270.947976,270.947976
0.974433233,234,-36.0104907,270.010491,270.010491
0.975876787,253,-16.0780398,269.07804,269.07804
0.97732031,227,-41.1505968,268.150597,268.150597
0.978763802,253,-14.2281348,267.228135,267.228135
0.980207263,229,-37.310627,266.310627,266.310627
0.981650693,237,-28.3980469,265.398047,265.398047
0.983094091,233,-31.490368,264.490368,264.490368
0.984537458,256,-7.58756407,263.587564,263.587564
0.985980794,204,-58.6896089,262.689609,262.689609
0.987424099,239,-22.7964766,261.796477,261.796477
0.988867372,218,-42.9081412,260.908141,260.908141
0.990310614,262,1.97542295,260.024577,260.024577
0.991753825,255,-4.14575862,259.145759,259.145759
0.993197004,215,-43.2716605,258.27166,258.27166
0.994640151,259,1.5977427,257.402257,257.402257
0.996083267,252,-4.537524,256.537524,256.537524
0.997526351,224,-31.6774356,255.677436,255.677436
0.998969403,261,6.17803288,254.821967,254.821967
1.00041242,226,-27.971094,253.971094,253.971094
1.00185541,214,-39.1247915,253.124791,253.124791
1.00329837,232,-20.2830353,252.283035,252.283035
1.0047413,215,-36.445801,251.445801,251.445801
1.00618419,208,-42.6130645,250.613064,250.613064
1.00762705,211,-38.7848017,249.784802,249.784802
1.00906988,236,-12.9609887,248.960989,248.960989
1.01051268,203,-45.1416017,248.141602,248.141602
1.01195544,219,-28.3266171,247.326617,247.326617
1.01339817,244,-2.5160114,246.516011,246.516011
1.01484087,224,-21.7097612,245.709761,245.709761
1.01628354,227,-17.9078432,244.907843,244.907843
1.01772618,234,-10.1102343,244.110234,244.110234
1.01916878,259,15.6830885,243.316911,243.316911
1.02061135,258,15.4721481,242.527852,242.527852
1.02205389,246,4.25696714,241.743033,241.743033
1.0234964,247,6.03756832,240.962432,240.962432
1.02493887,234,-6.18602588,240.186026,240.186026
1.02638132,219,-20.4137931,239.413793,239.413793
1.02782372,243,4.3542889,238.645711,238.645711
1.0292661,219,-18.8817578,237.881758,237.881758
1.03070844,193,-44.1219111,237.121911,237.121911
1.03215076,199,-37.3661491,236.366149,236.366149
1.03359303,211,-24.6144503,235.61445,235.61445
1.03503528,215,-19.8667933,234.866793,234.866793
1.03647749,206,-28.1231664,234.123166,234.123155
1.03791967,210,-23.3836188,233.383619,233.383516
1.03936182,198,-34.6484184,232.648418,232.647854
1.04080393,212,-19.9183541,231.918354,231.916148
1.04224601,216,-15.1952724,231.195272,231.188377
1.04368806,189,-41.4831669,230.483167,230.46452
1.04513007,200,-29.7907502,229.79075,229.744557
1.04657205,183,-46.1388772,229.138877,229.028466
1.048014,204,-24.5831871,228.583187,228.316227
1.04945591,193,-35.2219693,228.221969,227.607819
1.05089779,197,-31.0154635,228.015463,226.903223
1.05233964,244,16.3498351,227.650165,226.202417
1.05378146,241,13.8983345,227.101665,225.505382
1.05522324,215,-11.5199582,226.519958,224.812098
1.05666498,183,-42.9531174,225.953117,224.122545
1.0581067,186,-39.4094575,225.409458,223.436703
1.05954838,190,-34.8992395,224.89924,222.754553
1.06099002,210,-14.4446648,224.444665,222.076074
1.06243163,207,-17.1015116,224.101512,221.401247
1.06387321,197,-26.9672666,223.967267,220.730053
1.06531476,197,-27.0123235,224.012323,220.062473
1.06675627,195,-28.9514554,223.951455,219.398488
1.06819775,221,-2.76847762,223.768478,218.738078
1.06963919,220,-3.60931322,223.609313,218.081225
1.0710806,191,-32.5284618,223.528462,217.427909
1.07252197,188,-35.545767,223.545767,216.778112
1.07396332,201,-22.683586,223.683586,216.131816
1.07540462,214,-9.97138264,223.971383,215.489001
1.07684589,209,-15.448727,224.448727,214.84965
1.07828713,194,-31.1698877,225.169888,214.213744
1.07972834,189,-37.2111808,226.211181,213.581265
1.08116951,206,-21.6833088,227.683309,212.952195
1.08261064,213,-16.7535036,229.753504,212.326515
1.08405174,211,-21.6890218,232.689022,211.704208
1.08549281,182,-54.9492898,236.94929,211.085256
1.08693384,221,-22.3755253,243.375525,210.469641
1.08837484,224,-29.5312383,253.531238,209.857346
1.0898158,233,-37.2569698,270.25697,209.248353
1.09125673,278,-20.619151,298.619151,208.642645
1.09269763,334,-13.6591128,347.659113,208.040204
1.09413849,402,-31.623847,433.623847,207.441013
1.09557931,510,-74.2843124,584.284312,206.845055
1.0970201,687,-144.945185,831.945185,206.252312
1.09846086,887,-263.629196,1150.6292,205.662769
1.09990157,1114,-244.80064,1358.80064,205.076408
1.10134226,1186,-87.3339048,1273.3339,204.493212
1.10278291,1016,3.60151053,1012.39849,203.913165
1.10422352,759,45.2698827,713.730117,203.33625
1.1056641,559,78.7811474,480.218853,202.76245
1.10710465,396,43.0266688,352.973331,202.19175
1.10854516,340,46.5906848,293.409315,201.624132
1.10998563,299,35.6858749,263.314125,201.059581
1.11142607,257,11.1464777,245.853522,200.498081
1.11286648,234,-0.606952497,234.606952,199.939615
1.11430684,204,-22.8129117,226.812912,199.384167
1.11574718,190,-31.1097126,221.109713,198.831722
1.11718747,187,-29.7548176,216.754818,198.282264
1.11862774,215,1.68783568,213.312164,197.735777
1.12006796,183,-27.5106958,210.510696,197.192246
1.12150815,186,-22.1741458,208.174146,196.651654
1.12294831,198,-8.18359056,206.183591,196.113987
1.12438843,178,-26.4562928,204.456293,195.579229
1.12582851,171,-31.9331642,202.933164,195.047366
1.12726856,200,-1.57099713,201.570997,194.518381
1.12870857,183,-17.3374041,200.337404,193.99226
1.13014855,195,-4.20733621,199.207336,193.468987
1.13158849,174,-24.1604707,198.160471,192.948548
1.13302839,178,-19.1788234,197.178823,192.430929
1.13446826,179,-17.2435375,196.243537,191.916113
1.13590809,183,-12.3277047,195.327705,191.404087
1.13734789,181,-13.3759264,194.375926,190.894835
1.13878765,195,1.69873215,193.301268,190.388344
1.14022737,171,-21.1613881,192.161388,189.884599
1.14166706,169,-22.2611887,191.261189,189.383585
1.14310671,169,-21.5815469,190.581547,188.885289
1.14454633,184,-5.95123639,189.951236,188.389695
1.14598591,172,-17.3042774,189.304277,187.896791
1.14742545,180,-8.58714041,188.58714,187.406561
1.14886496,167,-20.7152672,187.715267,186.918992
1.15030442,174,-12.7501842,186.750184,186.434071
1.15174386,183,-3.00701839,186.007018,185.951782
