'y-axis saved as y
'Q,Y2Mn2O7_04032018.raw,Diff,Ycalc,Bkg
2.1000371,311,65.7462772,245.253723,114.691932
2.10144203,380,66.514309,313.485691,114.724887
2.1028469,502,106.043238,395.956762,114.757924
2.1042517,522,68.205063,453.794937,114.791043
2.10565644,533,79.4760785,453.523921,114.824242
2.1070611,594,178.750108,415.249892,114.857521
2.1084657,531,144.836662,386.163338,114.890879
2.10987024,482,124.301824,357.698176,114.924315
2.1112747,438,127.136847,310.863153,114.957828
2.1126791,359,99.9476613,259.052339,114.991418
2.11408343,339,118.795717,220.204283,115.025082
2.1154877,316,119.881873,196.118127,115.058822
2.11689189,360,178.254969,181.745031,115.092635
2.11829602,423,250.043712,172.956288,115.126521
2.11970009,543,375.582663,167.417337,115.160479
2.12110408,609,445.125408,163.874592,115.194508
2.12250801,708,546.368207,161.631793,115.228607
2.12391187,733,572.717439,160.282561,115.262776
2.12531566,765,605.42144,159.57856,115.297014
2.12671939,665,505.637737,159.362263,115.331319
2.12812305,600,440.466938,159.533062,115.365692
2.12952664,554,393.94986,160.05014,115.40013
2.13093016,488,326.954606,161.045394,115.434634
2.13233361,387,223.544688,163.455312,115.469202
2.133737,342,171.443575,170.556425,115.503834
2.13514032,289,106.232862,182.767138,115.538529
2.13654357,274,86.9159106,187.084089,115.573286
2.13794676,248,58.0810526,189.918947,115.608103
2.13934987,213,20.0637252,192.936275,115.642981
2.14075292,218,21.7644337,196.235566,115.677919
2.1421559,218,18.1656327,199.834367,115.712915
2.14355881,220,16.2455137,203.754486,115.747969
2.14496165,194,-14.0222099,208.02221,115.78308
2.14636443,226,13.331326,212.668674,115.818247
2.14776714,217,-0.730393649,217.730394,115.853469
2.14916977,222,-1.24996319,223.249963,115.888746
2.15057235,219,-10.276951,229.276951,115.924076
2.15197485,218,-17.8690218,235.869022,115.95946
2.15337728,199,-44.0933352,243.093335,115.994895
2.15477965,228,-23.0282821,251.028282,116.030382
2.15618194,224,-35.7656467,259.765647,116.065919
2.15758417,196,-73.4133036,269.413304,116.101506
2.15898633,207,-73.0986022,280.098602,116.137141
2.16038842,215,-76.9726376,291.972638,116.172825
2.16179045,198,-107.21568,305.21568,116.208556
2.1631924,236,-84.04413,320.04413,116.244333
2.16459429,252,-84.7195143,336.719514,116.280155
2.1659961,228,-127.560219,355.560219,116.316023
2.16739785,262,-114.956975,376.956975,116.351934
2.16879953,285,-116.393509,401.393509,116.387888
2.17020114,286,-143.474423,429.474423,116.423885
2.17160268,300,-161.963137,461.963137,116.459924
2.17300415,318,-181.833678,499.833678,116.496003
2.17440555,382,-162.339777,544.339777,116.532122
2.17580689,409,-188.106144,597.106144,116.56828
2.17720815,484,-176.32943,660.32943,116.604477
2.17860935,566,-171.148124,737.148124,116.640711
2.18001047,685,-146.736704,831.736704,116.676982
2.18141153,862,-87.9598974,949.959897,116.713289
2.18281252,1168,67.5628323,1100.43717,116.749631
2.18421344,1658,361.857663,1296.14234,116.786007
2.18561429,2302,744.7072,1557.2928,116.822417
2.18701507,2999,1082.27198,1916.72802,116.85886
2.18841578,4114,1683.66085,2430.33915,116.895335
2.18981642,4934,1736.1864,3197.8136,116.931841
2.19121699,6301,1898.81051,4402.18949,116.968378
2.19261749,8028,1659.09361,6368.90639,117.004944
2.19401792,10290,716.073612,9573.92639,117.04154
2.19541828,13465,-812.093233,14277.0932,117.078163
2.19681857,17429,-1863.55789,19292.5579,117.114814
2.1982188,20753,-611.01847,21364.0185,117.151491
2.19961895,21029,1829.3066,19199.6934,117.188194
2.20101903,18127,1620.0905,16506.9095,117.224922
2.20241904,15807,613.983495,15193.0165,117.261675
2.20381899,13931,364.859954,13566.14,117.29845
2.20521886,11214,789.184321,10424.8157,117.335249
2.20661866,8178,995.190493,7182.80951,117.372069
2.20801839,5632,733.560259,4898.43974,117.408911
2.20941806,3807,327.0786,3479.9214,117.445773
2.21081765,2677,81.5194076,2595.48059,117.482655
2.21221717,1806,-212.456599,2018.4566,117.519555
2.21361662,1394,-229.239988,1623.23999,117.556474
2.215016,1082,-258.905826,1340.90583,117.59341
2.21641531,964,-168.072698,1132.0727,117.630362
2.21781455,783,-190.120979,973.120979,117.667331
2.21921372,645,-204.228376,849.228376,117.704314
2.22061282,602,-148.716873,750.716873,117.741312
2.22201185,536,-135.047559,671.047559,117.778323
2.22341081,442,-163.670491,605.670491,117.815347
2.2248097,375,-176.338091,551.338091,117.852384
2.22620852,366,-139.680431,505.680431,117.889431
2.22760726,318,-148.934128,466.934128,117.926489
2.22900594,275,-158.764403,433.764403,117.963557
2.23040454,298,-107.145384,405.145384,118.000634
2.23180307,271,-109.277782,380.277782,118.037719
2.23320154,250,-108.531157,358.531157,118.074812
2.23459993,246,-93.4026936,339.402694,118.111911
2.23599825,226,-96.4873017,322.487302,118.149017
2.2373965,199,-108.455599,307.455599,118.186127
2.23879468,209,-85.0374912,294.037491,118.223243
2.24019279,194,-88.0097732,282.009773,118.260362
2.24159082,197,-74.1866602,271.18666,118.297485
2.24298879,199,-62.4124835,261.412484,118.334609
2.24438668,190,-62.5560011,252.556001,118.371736
2.2457845,175,-69.5059268,244.505927,118.408863
2.24718226,165,-72.1673878,237.167388,118.445991
2.24857994,181,-49.4590966,230.459097,118.483117
2.24997754,150,-74.3110766,224.311077,118.520243
2.25137508,159,-59.6628206,218.662821,118.557367
2.25277255,168,-45.4617911,213.461791,118.594487
2.25416994,182,-26.6621898,208.66219,118.631605
2.25556726,159,-45.2239452,204.223945,118.668718
2.25696451,148,-52.1118722,200.111872,118.705826
2.25836169,150,-46.2949733,196.294973,118.742929
2.2597588,163,-29.7458532,192.745853,118.780025
2.26115583,158,-31.4402273,189.440227,118.817114
2.2625528,168,-18.3565066,186.356507,118.854195
2.26394969,183,-0.475446013,183.475446,118.891268
2.26534651,148,-32.7798103,180.77981,118.928331
2.26674325,127,-51.2522906,178.252291,118.965385
2.26813993,136,-39.8546277,175.854628,119.002427
2.26953653,153,-20.4163797,173.41638,119.039459
2.27093306,132,-38.0522876,170.052288,119.076478
2.27232952,150,-12.7058065,162.705806,119.113484
2.27372591,139,-12.1189161,151.118916,119.150477
2.27512223,156,8.02443956,147.97556,119.187456
2.27651847,142,-4.87313357,146.873134,119.22442
2.27791464,150,4.04701332,145.952987,119.261368
2.27931074,158,12.9164466,145.083553,119.2983
2.28070676,126,-18.2594877,144.259488,119.335214
2.28210271,145,1.52219079,143.477809,119.372111
2.28349859,135,-7.73574286,142.735743,119.40899
2.2848944,127,-15.0288339,142.028834,119.445849
2.28629014,120,-21.3298897,141.32989,119.482688
2.2876858,150,9.52333042,140.47667,119.519507
2.28908139,141,2.41646169,138.583538,119.556305
2.29047691,153,20.4274752,132.572525,119.593081
2.29187235,164,41.6078288,122.392171,119.629834
2.29326772,184,63.0835504,120.91645,119.666564
2.29466302,193,73.1746079,119.825392,119.703269
2.29605825,191,71.168721,119.831279,119.73995
2.2974534,170,50.2233939,119.776606,119.776606
2.29884848,172,52.1867643,119.813236,119.813236
2.30024349,156,36.1501614,119.849839,119.849839
2.30163842,142,22.113586,119.886414,119.886414
2.30303328,151,31.0770388,119.922961,119.922961
2.30442807,142,22.0405203,119.95948,119.95948
2.30582278,143,23.0040314,119.995969,119.995969
2.30721742,136,15.9675725,120.032427,120.032427
2.30861199,127,6.93114457,120.068855,120.068855
2.31000648,124,3.89474812,120.105252,120.105252
2.3114009,134,13.8583839,120.141616,120.141616
2.31279525,99,-21.1779476,120.177948,120.177948
2.31418953,117,-3.21424542,120.214245,120.214245
2.31558373,123,2.74949092,120.250509,120.250509
2.31697785,113,-7.28673787,120.286738,120.286738
2.31837191,108,-12.3229311,120.322931,120.322931
2.31976589,103,-17.3590882,120.359088,120.359088
2.32115979,106,-14.3952083,120.395208,120.395208
2.32255362,94,-26.431291,120.431291,120.431291
2.32394738,115,-5.46733539,120.467335,120.467335
2.32534107,117,-3.50334097,120.503341,120.503341
2.32673468,111,-9.53930702,120.539307,120.539307
2.32812821,108,-12.5752329,120.575233,120.575233
2.32952167,124,3.38888205,120.611118,120.611118
2.33091506,94,-26.6469615,120.646962,120.646962
2.33230838,106,-14.6827629,120.682763,120.682763
2.33370162,118,-2.71852153,120.718522,120.718522
2.33509478,125,4.24576331,120.754237,120.754237
2.33648788,93,-27.7899078,120.789908,120.789908
2.33788089,108,-12.8255341,120.825534,120.825534
2.33927384,114,-6.86111501,120.861115,120.861115
2.34066671,113,-7.89664989,120.89665,120.89665
2.3420595,114,-6.93213809,120.932138,120.932138
2.34345222,85,-35.967579,120.967579,120.967579
2.34484487,87,-34.0029719,121.002972,121.002972
2.34623744,120,-1.03831616,121.038316,121.038316
2.34762994,91,-30.0736112,121.073611,121.073611
2.34902236,101,-20.1088563,121.108856,121.108856
2.35041471,104,-17.144051,121.144051,121.144051
2.35180698,114,-7.17919443,121.179194,121.179194
2.35319918,97,-24.2142861,121.214286,121.214286
2.3545913,115,-6.24932535,121.249325,121.249325
2.35598335,96,-25.2843115,121.284312,121.284312
2.35737532,115,-6.31924403,121.319244,121.319244
2.35876722,105,-16.3541222,121.354122,121.354122
2.36015905,122,0.611054546,121.388945,121.388945
2.36155079,106,-15.4237131,121.423713,121.423713
2.36294247,119,-2.45842461,121.458425,121.458425
2.36433407,119,-2.49307927,121.493079,121.493079
2.36572559,126,4.47232349,121.527677,121.527677
2.36711704,133,11.4377843,121.562216,121.562216
2.36850841,121,-0.596696181,121.596696,121.596696
2.36989971,147,25.3688826,121.631117,121.631117
2.37129093,157,35.3345213,121.665479,121.665479
2.37268208,173,51.3002205,121.699779,121.699779
2.37407315,168,46.2659809,121.734019,121.734019
2.37546415,155,33.231803,121.768197,121.768197
2.37685507,164,42.1976874,121.802313,121.802313
2.37824592,162,40.1636348,121.836365,121.836365
2.37963669,158,36.1296458,121.870354,121.870354
2.38102738,163,41.095721,121.904279,121.904279
2.382418,139,17.061861,121.938139,121.938139
2.38380854,155,33.0280663,121.971934,121.971934
2.38519901,141,18.9943376,122.005662,122.005662
2.3865894,140,17.9606755,122.039324,122.039324
2.38797972,138,15.9270806,122.072919,122.072919
2.38936996,126,3.89355347,122.106447,122.106447
2.39076012,125,2.86009472,122.139905,122.139905
2.39215021,130,7.82670494,122.173295,122.173295
2.39354022,122,-0.206615278,122.206615,122.206615
2.39493016,108,-14.2398653,122.239865,122.239865
2.39632002,121,-1.27304465,122.273045,122.273045
2.3977098,93,-29.3061526,122.306153,122.306153
2.39909951,119,-3.33918869,122.339189,122.339189
2.40048914,119,-3.37215224,122.372152,122.372152
2.40187869,108,-14.4050427,122.405043,122.405043
2.40326817,113,-9.43785948,122.437859,122.437859
2.40465757,111,-11.470602,122.470602,122.470602
2.4060469,102,-20.5032697,122.50327,122.50327
2.40743615,102,-20.535862,122.535862,122.535862
2.40882532,96,-26.5683783,122.568378,122.568378
2.41021442,102,-20.600818,122.600818,122.600818
2.41160344,117,-5.63318059,122.633181,122.633181
2.41299238,143,20.3345345,122.665465,122.665465
2.41438125,135,12.3023279,122.697672,122.697672
2.41577004,147,24.2702002,122.7298,122.7298
2.41715875,133,10.2381519,122.761848,122.761848
2.41854739,144,21.2061836,122.793816,122.793816
2.41993594,147,24.1742958,122.825704,122.825704
2.42132443,161,38.1424891,122.857511,122.857511
2.42271283,182,59.1107641,122.889236,122.889236
2.42410116,163,40.0790747,122.920925,122.920879
2.42548941,168,45.0459318,122.954068,122.952439
2.42687759,175,51.9941234,123.005877,122.983915
2.42826568,150,26.7896383,123.210362,123.015308
2.4296537,140,15.8498867,124.150113,123.046616
2.43104165,159,32.8368731,126.163127,123.077839
2.43242951,166,39.1092752,126.890725,123.108977
2.4338173,155,27.9100219,127.089978,123.140028
2.43520501,127,-0.230958352,127.230958,123.170993
2.43659265,128,0.625991207,127.374009,123.201871
2.4379802,97,-30.5216842,127.521684,123.232661
2.43936768,101,-26.6742518,127.674252,123.263362
2.44075508,115,-12.8319979,127.831998,123.293975
2.44214241,113,-14.9952299,127.99523,123.324498
2.44352965,101,-27.164278,128.164278,123.354932
2.44491682,104,-24.3394973,128.339497,123.385275
2.44630391,106,-22.5212701,128.52127,123.415527
2.44769093,108,-20.7100082,128.710008,123.445687
2.44907786,110,-18.9061563,128.906156,123.475756
2.45046472,93,-36.1101943,129.110194,123.505731
2.4518515,122,-7.32264143,129.322641,123.535614
2.4532382,132,2.4559401,129.54406,123.565403
2.45462482,98,-31.7750592,129.775059,123.595098
2.45601137,111,-19.016301,130.016301,123.624698
2.45739784,113,-17.2685045,130.268505,123.654203
2.45878423,130,-0.532500177,130.5325,123.683612
2.46017054,103,-27.8106515,130.810651,123.712924
2.46155677,127,-4.12134152,131.121342,123.74214
2.46294293,131,-0.601489528,131.60149,123.771259
2.464329,160,27.1566575,132.843342,123.80028
2.465715,189,53.8056401,135.19436,123.829202
2.46710092,211,74.7251508,136.274849,123.858026
2.46848676,215,78.1418792,136.858121,123.88675
2.46987253,198,60.5897889,137.410211,123.915375
2.47125821,195,57.0079253,137.992075,123.943899
2.47264382,190,51.3913717,138.608628,123.972322
2.47402935,196,56.7371458,139.262854,124.000644
2.4754148,155,15.0419383,139.958062,124.028863
2.47680017,132,-8.69793137,140.697931,124.056981
2.47818546,143,1.51343409,141.486566,124.084995
2.47957067,125,-17.3285499,142.32855,124.112906
2.48095581,113,-30.2290194,143.229019,124.140714
2.48234086,133,-11.1937434,144.193743,124.168416
2.48372584,131,-14.2292204,145.22922,124.196014
2.48511074,138,-8.34279163,146.342792,124.223507
2.48649556,137,-10.542776,147.542776,124.250894
2.48788029,149,0.161369084,148.838631,124.278174
2.48926496,156,5.75885496,150.241145,124.305347
2.49064954,111,-40.7626696,151.76267,124.332413
2.49203404,139,-14.4173987,153.417399,124.359372
2.49341846,124,-31.2217103,155.22171,124.386222
2.49480281,136,-21.1945823,157.194582,124.412963
2.49618707,121,-38.3581057,159.358106,124.439595
2.49757126,111,-50.7381189,161.738119,124.466117
2.49895536,126,-38.3649992,164.364999,124.492529
2.50033939,132,-35.2746558,167.274656,124.51883
2.50172334,139,-31.5097879,170.509788,124.54502
2.50310721,139,-35.1214885,174.121488,124.571099
2.50449099,122,-56.1713101,178.17131,124.597065
2.5058747,137,-45.7339498,182.73395,124.622919
2.50725833,145,-42.9007757,187.900776,124.64866
2.50864188,115,-78.7845097,193.78451,124.674287
2.51002535,137,-63.5255241,200.525524,124.6998
2.51140874,146,-62.3004162,208.300416,124.725199
2.51279205,153,-64.3338597,217.33386,124.750483
2.51417528,139,-88.9152395,227.915239,124.775652
2.51555843,210,-30.4224125,240.422412,124.800704
2.5169415,202,-53.3562989,255.356299,124.825641
2.51832449,231,-42.3923142,273.392314,124.850461
2.5197074,277,-18.4586518,295.458652,124.875163
2.52109023,314,-8.85856692,322.858567,124.899748
2.52247298,396,38.5330223,357.466978,124.924215
2.52385565,480,77.9432773,402.056723,124.948564
2.52523824,665,204.141175,460.858825,124.972793
2.52662075,766,225.44115,540.55885,124.996903
2.52800318,928,275.876573,652.123427,125.020894
2.52938553,1122,307.818537,814.181463,125.044764
2.5307678,1337,278.072674,1058.92733,125.068513
2.53214999,1566,126.283633,1439.71637,125.092141
2.5335321,1945,-82.628503,2027.6285,125.115648
2.53491412,2604,-245.259588,2849.25959,125.139032
2.53629607,3197,-515.456761,3712.45676,125.162294
2.53767794,3838,-295.924614,4133.92461,125.185433
2.53905972,3917,50.1895918,3866.81041,125.208449
2.54044143,3471,110.676031,3360.32397,125.231341
2.54182305,3106,47.8739461,3058.12605,125.254109
2.5432046,2725,-185.562924,2910.56292,125.276752
2.54458606,2404,-207.377971,2611.37797,125.299271
2.54596744,2085,1.34018547,2083.65981,125.321664
2.54734874,1547,5.1686825,1541.83132,125.343931
2.54872996,1110,-22.130887,1132.13089,125.366071
2.5501111,832,-25.9017628,857.901763,125.388085
2.55149216,579,-98.4138839,677.413884,125.409972
2.55287314,460,-95.4367782,555.436778,125.431732
2.55425403,372,-97.9056067,469.905607,125.453363
2.55563485,335,-72.7796583,407.779658,125.474867
2.55701558,269,-92.2510553,361.251055,125.496241
2.55839623,253,-72.4879898,325.48799,125.517487
2.5597768,210,-87.3901244,297.390124,125.538602
2.56115729,204,-70.8991841,274.899184,125.559588
2.5625377,183,-73.606324,256.606324,125.580444
2.56391803,192,-49.5208784,241.520878,125.601169
2.56529827,168,-60.9295345,228.929534,125.621763
2.56667844,173,-45.3078555,218.307855,125.642225
2.56805852,123,-86.2630911,209.263091,125.662555
2.56943852,136,-65.4962507,201.496251,125.682753
2.57081844,122,-72.7763645,194.776365,125.702818
2.57219827,126,-62.9226483,188.922648,125.72275
2.57357803,119,-64.7919109,183.791911,125.742549
2.5749577,123,-56.2695111,179.269511,125.762214
2.5763373,116,-59.2627625,175.262763,125.781744
2.57771681,109,-62.6960549,171.696055,125.80114
2.57909623,124,-44.5071996,168.5072,125.820401
2.58047558,104,-61.6446585,165.644659,125.839527
2.58185484,92,-71.0654201,163.06542,125.858517
2.58323403,116,-44.7333555,160.733356,125.877371
2.58461313,112,-46.6179338,158.617934,125.896088
2.58599215,101,-55.6932092,156.693209,125.914668
2.58737108,95,-59.9370165,154.937016,125.933111
2.58874993,116,-37.3303269,153.330327,125.951417
2.59012871,110,-41.8567288,151.856729,125.969584
2.59150739,124,-26.5020062,150.502006,125.987614
2.592886,100,-49.2537946,149.253795,126.005504
2.59426453,99,-49.1012982,148.101298,126.023256
2.59564297,129,-18.0350567,147.035057,126.040868
2.59702133,104,-42.0467511,146.046751,126.05834
2.5983996,120,-25.1290423,145.129042,126.075672
2.5997778,86,-58.2754352,144.275435,126.092864
2.60115591,97,-46.4801649,143.480165,126.109915
2.60253394,88,-54.7381002,142.7381,126.126825
2.60391189,95,-47.0446613,142.044661,126.143593
2.60528975,107,-34.3957504,141.39575,126.160219
2.60666753,94,-46.7876919,140.787692,126.176703
2.60804523,106,-34.2171812,140.217181,126.193045
2.60942284,94,-45.6812405,139.68124,126.209244
2.61080038,106,-33.1771806,139.177181,126.225299
2.61217783,119,-19.7025683,138.702568,126.241211
2.61355519,94,-44.2551973,138.255197,126.256979
2.61493247,118,-19.8330634,137.833063,126.272603
2.61630968,112,-25.4343426,137.434343,126.288082
2.61768679,110,-27.0573262,137.057326,126.303416
2.61906383,112,-24.6990411,136.699041,126.318606
2.62044078,91,-45.3413786,136.341379,126.333649
2.62181764,105,-30.8534772,135.853477,126.348547
2.62319443,116,-18.676934,134.676934,126.363298
2.62457113,88,-44.5415504,132.54155,126.377903
2.62594775,114,-17.8248435,131.824843,126.392361
2.62732428,135,3.38043718,131.619563,126.406672
2.62870073,127,-4.47565428,131.475654,126.420836
2.6300771,104,-27.3403937,131.340394,126.434851
2.63145338,120,-11.2114995,131.2115,126.448719
2.63282958,130,-1.08859792,131.088598,126.462438
2.6342057,116,-14.9713414,130.971341,126.476009
2.63558173,118,-12.8594068,130.859407,126.48943
2.63695768,142,11.2475071,130.752493,126.502702
2.63833354,148,17.349728,130.650272,126.515825
2.63970932,174,43.4490158,130.550984,126.528798
2.64108502,156,25.5628034,130.437197,126.54162
2.64246063,193,62.8240413,130.175959,126.554292
2.64383616,163,33.8016159,129.198384,126.566813
2.64521161,154,26.7307026,127.269297,126.579183
2.64658697,162,35.1177627,126.882237,126.591401
2.64796225,148,21.0436707,126.956329,126.603468
2.64933744,140,12.2869304,127.71307,126.615383
2.65071255,137,8.59387216,128.406128,126.627145
2.65208757,122,-6.56617239,128.566172,126.638755
2.65346251,117,-11.6298387,128.629839,126.650212
2.65483737,108,-20.6907247,128.690725,126.661516
2.65621214,84,-44.7533431,128.753343,126.672667
2.65758683,99,-29.8177906,128.817791,126.683664
2.65896143,95,-33.88417,128.88417,126.694507
2.66033595,99,-29.952591,128.952591,126.705196
2.66171038,101,-28.0231706,129.023171,126.71573
2.66308473,124,-5.0960337,129.096034,126.726109
2.664459,102,-27.1713138,129.171314,126.736334
2.66583318,104,-25.2491538,129.249154,126.746403
2.66720727,107,-22.3297065,129.329706,126.756316
2.66858128,112,-17.4131358,129.413136,126.766074
2.66995521,110,-19.4996176,129.499618,126.775676
2.67132905,123,-6.58934044,129.58934,126.785121
2.6727028,119,-10.6825073,129.682507,126.794409
2.67407648,129,-0.77933636,129.779336,126.803541
2.67545006,95,-34.8800628,129.880063,126.812516
2.67682356,99,-30.9849399,129.98494,126.821333
2.67819698,98,-32.0942416,130.094242,126.829993
2.67957031,110,-20.208266,130.208266,126.838494
2.68094356,109,-21.3275203,130.32752,126.846838
2.68231672,119,-11.4556521,130.455652,126.855023
2.68368979,115,-15.6275018,130.627502,126.86305
2.68506278,128,-3.03088401,131.030884,126.870917
2.68643569,134,2.0590665,131.940934,126.878626
2.68780851,149,16.2012879,132.798712,126.886175
2.68918124,122,-11.1211276,133.121128,126.893565
2.69055389,139,5.64221877,133.357781,126.900795
2.69192645,153,19.397688,133.602312,126.907865
2.69329893,127,-6.86004386,133.860044,126.914774
2.69467132,154,19.8680007,134.131999,126.921523
2.69604363,144,9.5806991,134.419301,126.928112
2.69741585,129,-5.72318293,134.723183,126.934539
2.69878798,132,-3.04500526,135.045005,126.940805
2.70016003,142,6.61373109,135.386269,126.94691
2.701532,133,-2.74863404,135.748634,126.952854
2.70290387,145,8.86605935,136.133941,126.958635
2.70427566,141,4.45576749,136.544233,126.964254
2.70564737,142,5.0182151,136.981785,126.969711
2.70701899,149,11.5508632,137.449137,126.975006
2.70839052,140,2.05087137,137.949129,126.980138
2.70976197,175,36.515054,138.484946,126.985107
2.71113333,136,-3.06017178,139.060172,126.989913
2.71250461,164,24.3211532,139.678847,126.994555
2.7138758,149,8.65445785,140.345542,126.999034
2.7152469,151,9.93455466,141.065445,127.00335
2.71661792,171,29.1555374,141.844463,127.007501
2.71798885,159,16.310658,142.689342,127.011489
2.71935969,173,29.3921776,143.607822,127.015312
2.72073045,184,39.3911869,144.608813,127.01897
2.72210112,165,19.2973866,145.702613,127.022464
2.72347171,185,38.0988181,146.901182,127.025793
2.7248422,199,50.7815315,148.218469,127.028957
2.72621262,164,14.3291728,149.670827,127.031955
2.72758294,184,32.722469,151.277531,127.034788
2.72895318,177,23.9385769,153.061423,127.037456
2.73032333,166,10.9502585,155.049742,127.039958
2.7316934,184,26.7248229,157.275177,127.042293
2.73306337,199,39.2227594,159.777241,127.044463
2.73443327,220,57.3959519,162.604048,127.046466
2.73580307,219,53.1853228,165.814677,127.048303
2.73717279,181,11.5176888,169.482311,127.049973
2.73854242,211,37.3015088,173.698491,127.051476
2.73991196,203,24.4210593,178.578941,127.052812
2.74128142,194,9.72833419,184.271666,127.053981
2.74265079,194,3.03159591,190.968404,127.054982
2.74402007,214,15.0789055,198.921095,127.055816
2.74538926,263,54.5339618,208.466038,127.056482
2.74675837,272,51.9398926,220.060107,127.056981
2.74812739,284,49.663695,234.336305,127.057311
2.74949632,328,75.8087652,252.191235,127.057473
2.75086517,388,113.073301,274.926699,127.057467
2.75223393,404,99.5142726,304.485727,127.057293
2.7536026,437,93.142524,343.857476,127.05695
2.75497118,553,155.212023,397.787977,127.056438
2.75633968,613,138.968731,474.031269,127.055757
2.75770809,734,148.574455,585.425545,127.054907
2.75907641,828,75.4996639,752.500336,127.053888
2.76044464,1008,5.16437718,1002.83562,127.052699
2.76181279,1199,-154.210686,1353.21069,127.051341
2.76318084,1431,-324.504621,1755.50462,127.049814
2.76454881,1813,-235.908522,2048.90852,127.048116
2.7659167,1967,-102.014251,2069.01425,127.046249
2.76728449,1916,50.2167881,1865.78321,127.044212
2.7686522,1712,58.1739057,1653.82609,127.042005
2.77001981,1508,-38.4870093,1546.48701,127.039627
2.77138734,1400,-81.3762787,1481.37628,127.037079
2.77275479,1323,-19.2069572,1342.20696,127.03436
2.77412214,1132,23.8650854,1108.13491,127.031471
2.77548941,939,79.3720588,859.627941,127.028411
2.77685658,728,65.9585121,662.041488,127.02518
2.77822367,538,14.101176,523.898824,127.021778
2.77959067,476,45.9613447,430.038655,127.018204
2.78095759,396,30.783263,365.216737,127.01446
2.78232441,352,32.912441,319.087559,127.010544
2.78369115,347,61.770381,285.229619,127.006457
2.78505779,339,79.3260268,259.673973,127.002198
2.78642435,292,52.0887348,239.911265,126.997768
2.78779082,282,57.6930818,224.306918,126.993165
2.78915721,277,65.2362882,211.763712,126.988391
2.7905235,239,37.47572,201.52428,126.983445
2.7918897,257,63.9474841,193.052516,126.978326
2.79325582,262,76.0396854,185.960315,126.973036
2.79462185,242,62.0389538,179.961046,126.967573
2.79598778,260,85.160775,174.839225,126.961938
2.79735363,236,65.5697437,170.430256,126.95613
2.7987194,215,48.3933869,166.606613,126.95015
2.80008507,238,74.7317874,163.268213,126.943997
2.80145065,253,92.6644073,160.335593,126.937671
2.80281614,227,69.2550046,157.744995,126.931173
2.80418155,241,85.5552312,155.444769,126.924501
2.80554686,241,87.6073016,153.392698,126.917657
2.80691209,217,65.445997,151.554003,126.910639
2.80827723,214,64.1001884,149.899812,126.903449
2.80964228,212,63.5940072,148.405993,126.896085
2.81100723,222,74.9477519,147.052248,126.888548
2.8123721,222,76.1785993,145.821401,126.880837
2.81373688,255,110.301165,144.698835,126.872953
2.81510157,218,74.3279497,143.67205,126.864895
2.81646618,222,79.269698,142.730302,126.856664
2.81783069,233,91.1356864,141.864314,126.848259
2.81919511,208,66.9339588,141.066041,126.839681
2.82055944,221,80.6715183,140.328482,126.830929
2.82192368,254,114.354485,139.645515,126.822002
2.82328784,235,95.9882277,139.011772,126.812902
2.8246519,206,67.5774702,138.42253,126.803628
2.82601588,231,93.1263843,137.873616,126.79418
2.82737976,248,110.638664,137.361336,126.784558
2.82874355,255,118.117592,136.882408,126.774762
2.83010726,252,115.566091,136.433909,126.764792
2.83147087,232,95.9867722,136.013228,126.754647
2.8328344,239,103.381973,135.618027,126.744328
2.83419783,236,100.75379,135.24621,126.733835
2.83556118,244,109.104113,134.895887,126.723168
2.83692443,210,75.4346432,134.565357,126.712326
2.83828759,209,74.7469179,134.253082,126.701309
2.83965067,221,87.0423296,133.95767,126.690119
2.84101365,248,114.322141,133.677859,126.678753
2.84237655,231,97.587501,133.412499,126.667214
2.84373935,223,89.8394539,133.160546,126.655499
2.84510206,213,80.0789534,132.921047,126.64361
2.84646468,211,78.3068705,132.69313,126.631547
2.84782722,211,78.5240024,132.475998,126.619309
2.84918966,184,51.7310796,132.26892,126.606896
2.85055201,225,92.9287754,132.071225,126.594308
2.85191427,228,96.1178851,131.882115,126.581546
2.85327644,212,80.3021315,131.697868,126.568609
2.85463852,221,89.5149359,131.485064,126.555497
2.85600051,232,100.935066,131.064934,126.54221
2.8573624,232,101.818103,130.181897,126.528749
2.85872421,237,107.60221,129.39779,126.515113
2.86008593,230,100.802301,129.197699,126.501302
2.86144755,236,106.896455,129.103545,126.487316
2.86280909,238,108.983013,129.016987,126.473155
2.86417053,238,109.066782,128.933218,126.45882
2.86553188,249,120.147923,128.852077,126.44431
2.86689314,214,85.2265832,128.773417,126.429625
2.86825431,203,74.3029029,128.697097,126.414765
2.86961539,223,94.377012,128.622988,126.39973
2.87097638,247,118.449032,128.550968,126.38452
2.87233728,228,99.5190778,128.480922,126.369136
2.87369808,210,81.5872583,128.412742,126.353577
2.87505879,200,71.6538532,128.346147,126.337843
2.87641942,212,83.722116,128.277884,126.321934
2.87777995,232,103.824996,128.175004,126.30585
2.87914039,252,124.140189,127.859811,126.289592
2.88050074,204,76.9139635,127.086037,126.273158
2.88186099,200,73.5696749,126.430325,126.25655
2.88322116,212,85.6972346,126.302765,126.239768
2.88458123,198,71.7688195,126.231181,126.22281
2.88594121,199,72.7943217,126.205678,126.205678
2.8873011,222,95.8116284,126.188372,126.188372
2.8886609,224,97.8291097,126.17089,126.17089
