'y-axis saved as y
'x,PKT-3-104-1_2MnO2_Y2O3_FlowO2_650_72.raw,Diff,Bkg,Ycalc
21.3417008,150,4.30725517,142.922503,145.692745
21.3621361,156,10.3999189,142.980524,145.600081
21.3825715,158,12.3878972,143.038363,145.612103
21.4030068,180,34.323734,143.095995,145.676266
21.4234421,168,22.2811144,143.153396,145.718886
21.4438774,171,25.2902231,143.210543,145.709777
21.4643127,163,17.3285065,143.267411,145.671493
21.484748,166,20.4409734,143.323978,145.559027
21.5051834,129,-16.2397121,143.380222,145.239712
21.5256187,158,13.2851694,143.436119,144.714831
21.546054,144,-0.427864213,143.491647,144.427864
21.5664893,152,7.56084169,143.546786,144.439158
21.5869246,146,1.48316391,143.601512,144.516836
21.6073599,131,-13.6106837,143.655806,144.610684
21.6277953,158,13.2638662,143.709645,144.736134
21.6482306,160,15.1196891,143.76301,144.880311
21.6686659,162,17.0260035,143.815881,144.973997
21.6891012,138,-7.05615863,143.868237,145.056159
21.7095365,139,-6.13838497,143.920058,145.138385
21.7299718,128,-17.221365,143.971326,145.221365
21.7504072,129,-16.3051483,144.022021,145.305148
21.7708425,144,-1.38979041,144.072125,145.38979
21.7912778,143,-2.47535384,144.121618,145.475354
21.8117131,115,-30.5619082,144.170484,145.561908
21.8321484,131,-14.6495308,144.218704,145.649531
21.8525837,159,13.2616926,144.26626,145.738307
21.8730191,134,-11.8283331,144.313136,145.828333
21.8934544,115,-30.9197127,144.359314,145.919713
21.9138897,149,2.98743778,144.404778,146.012562
21.934325,138,-8.10700977,144.44951,146.10701
21.9547603,147,0.796803113,144.493496,146.203197
21.9751956,151,4.69871995,144.536719,146.30128
21.995631,138,-8.40143242,144.579164,146.401432
22.0160663,143,-3.50384582,144.620814,146.503846
22.0365016,133,-13.6087331,144.661657,146.608733
22.0569369,141,-5.71633109,144.701675,146.716331
22.0773722,145,-1.82690352,144.740856,146.826904
22.0978075,125,-21.9407454,144.779185,146.940745
22.1182429,114,-33.0581875,144.816648,147.058188
22.1386782,122,-25.1796026,144.853231,147.179603
22.1591135,152,4.69458775,144.888922,147.305412
22.1795488,119,-28.4360964,144.923706,147.436096
22.1999841,126,-21.5722049,144.957571,147.572205
22.2204194,130,-17.7143739,144.990504,147.714374
22.2408548,136,-11.8633546,145.022494,147.863355
22.2612901,142,-6.02006992,145.053527,148.02007
22.2817254,141,-7.18574381,145.083593,148.185744
22.3021607,134,-14.3623528,145.112679,148.362353
22.322596,119,-29.5534837,145.140774,148.553484
22.3430313,128,-20.7616651,145.167868,148.761665
22.3634667,120,-28.9828491,145.193949,148.982849
22.383902,163,13.7811358,145.219006,149.218864
22.4043373,122,-27.4769694,145.243031,149.476969
22.4247726,125,-24.7637794,145.266011,149.763779
22.4452079,138,-12.0907403,145.287938,150.09074
22.4656432,157,6.52273233,145.308802,150.477268
22.4860786,149,-1.90729045,145.328594,150.90729
22.5065139,148,-3.29754044,145.347304,151.29754
22.5269492,144,-7.67486049,145.364923,151.67486
22.5473845,132,-20.0449368,145.381444,152.044937
22.5678198,141,-11.4134656,145.396857,152.413466
22.5882551,127,-25.793835,145.411154,152.793835
22.6086905,151,-2.20305004,145.424328,153.20305
22.6291258,158,4.34087779,145.43637,153.659122
22.6495611,154,-0.178961898,145.447273,154.178962
22.6699964,163,8.22312089,145.45703,154.776879
22.6904317,134,-21.4652568,145.465633,155.465257
22.710867,142,-14.2567531,145.473077,156.256753
22.7313024,175,17.8334958,145.479354,157.166504
22.7517377,149,-9.21372313,145.484457,158.213723
22.772173,131,-28.4231062,145.488381,159.423106
22.7926083,154,-6.8268009,145.49112,160.826801
22.8130436,153,-9.46628797,145.492668,162.466288
22.833479,163,-1.39544123,145.493019,164.395441
22.8539143,158,-8.68486648,145.492168,166.684866
22.8743496,162,-7.4281247,145.490109,169.428125
22.8947849,149,-23.7507944,145.486839,172.750794
22.9152202,188,11.1761907,145.482351,176.823809
22.9356555,162,-19.8832429,145.476643,181.883243
22.9560909,168,-20.2596693,145.469708,188.259669
22.9765262,178,-18.4210494,145.461544,196.421049
22.9969615,166,-41.0321967,145.452146,207.032197
23.0173968,175,-46.0264232,145.44151,221.026423
23.0378321,206,-33.6591417,145.429633,239.659142
23.0582674,245,-19.4472881,145.416512,264.447288
23.0787028,265,-31.7717401,145.402143,296.77174
23.0991381,281,-55.7864021,145.386523,336.786402
23.1195734,321,-60.4942198,145.36965,381.49422
23.1400087,419,-4.15119078,145.351521,423.151191
23.160444,429,-21.9992248,145.332134,450.999225
23.1808793,421,-36.4191231,145.311486,457.419123
23.2013147,379,-63.6376286,145.289575,442.637629
23.22175,365,-47.3465786,145.266399,412.346579
23.2421853,294,-79.2385942,145.241958,373.238594
23.2626206,275,-56.8806741,145.216248,331.880674
23.2830559,242,-51.9899022,145.189269,293.989902
23.3034912,215,-47.7413984,145.16102,262.741398
23.3239266,191,-47.5393973,145.1315,238.539397
23.3443619,177,-43.2887026,145.100707,220.288703
23.3647972,185,-21.5720541,145.068642,206.572054
23.3852325,163,-33.1739438,145.035303,196.173944
23.4056678,151,-37.1881116,145.00069,188.188112
23.4261031,144,-37.9679984,144.964804,181.967998
23.4465385,158,-19.0393789,144.927644,177.039379
23.4669738,125,-48.0695619,144.88921,173.069562
23.4874091,127,-42.8383694,144.849503,169.838369
23.5078444,166,-1.18090041,144.808522,167.1809
23.5282797,148,-16.9741713,144.76627,164.974171
23.548715,153,-10.1264575,144.722746,163.126457
23.5691504,129,-32.568584,144.677951,161.568584
23.5895857,145,-15.2478816,144.631887,160.247882
23.610021,133,-26.1240885,144.584555,159.124088
23.6304563,127,-31.166705,144.535956,158.166705
23.6508916,144,-13.3535537,144.486091,157.353554
23.6713269,133,-23.6703184,144.434963,156.670318
23.6917623,147,-9.10987995,144.382573,156.10988
23.7121976,132,-23.6652939,144.328923,155.665294
23.7326329,144,-11.3057063,144.274015,155.305706
23.7530682,153,-1.9640497,144.217852,154.96405
23.7735035,134,-20.6166128,144.160435,154.616613
23.7939388,144,-10.3289654,144.101768,154.328965
23.8143742,125,-29.1007463,144.041853,154.100746
23.8348095,138,-15.9099838,143.980693,153.909984
23.8552448,143,-10.7812716,143.91829,153.781272
23.8756801,124,-29.7242194,143.854649,153.724219
23.8961154,138,-15.731272,143.789771,153.731272
23.9165507,136,-17.7996008,143.723661,153.799601
23.9369861,129,-24.9293011,143.656321,153.929301
23.9574214,154,-0.12291632,143.587755,154.122916
23.9778567,133,-21.3851806,143.517968,154.385181
23.998292,141,-13.7228679,143.446962,154.722868
24.0187273,119,-36.1449751,143.374742,155.144975
24.0391626,148,-7.66320477,143.301312,155.663205
24.059598,126,-30.2925713,143.226675,156.292571
24.0800333,129,-28.0513725,143.150837,157.051373
24.1004686,130,-27.9620185,143.073801,157.962019
24.1209039,134,-25.0556676,142.995573,159.055668
24.1413392,128,-32.3717324,142.916156,160.371732
24.1617745,133,-28.9612452,142.835556,161.961245
24.1822099,143,-20.8912139,142.753777,163.891214
24.2026452,174,7.74961411,142.670824,166.250386
24.2230805,164,-5.15729704,142.586702,169.157297
24.2435158,166,-6.770549,142.501417,172.770549
24.2639511,190,12.7111092,142.414974,177.288891
24.2843864,182,-0.929762301,142.327378,182.929762
24.3048218,187,-2.93080614,142.238634,189.930806
24.3252571,142,-56.4994608,142.148749,198.499461
24.3456924,198,-10.7026048,142.057727,208.702605
24.3661277,232,11.5465145,141.965575,220.453486
24.386563,219,-14.6886322,141.872299,233.688632
24.4069983,273,24.316071,141.777904,248.683929
24.4274337,312,45.879038,141.682396,266.120962
24.447869,324,37.4432241,141.585783,286.556776
24.4683043,389,79.5598566,141.488069,309.440143
24.4887396,364,31.8377423,141.389261,332.162258
24.5091749,390,39.9785341,141.289366,350.021466
24.5296102,388,29.8474567,141.18839,358.152543
24.5500456,343,-11.5077588,141.08634,354.507759
24.5704809,337,-3.61162736,140.983222,340.611627
24.5909162,323,3.43412411,140.879044,319.565876
24.6113515,290,-4.64507606,140.773811,294.645076
24.6317868,226,-43.1784687,140.667532,269.178469
24.6522221,228,-17.9434683,140.560212,245.943468
24.6726575,207,-19.3889142,140.451859,226.388914
24.6930928,197,-13.69362,140.342481,210.69362
24.7135281,163,-35.3636501,140.232084,198.36365
24.7339634,162,-26.7189233,140.120676,188.718923
24.7543987,159,-22.134162,140.008264,181.134162
24.774834,139,-36.1091044,139.894855,175.109104
24.7952694,130,-40.2655076,139.780458,170.265508
24.8157047,149,-17.3230959,139.665079,166.323096
24.83614,137,-26.0753492,139.548727,163.075349
24.8565753,148,-12.3695524,139.431409,160.369552
24.8770106,137,-21.0910913,139.313133,158.091091
24.8974459,126,-30.152425,139.193906,156.152425
24.9178813,162,7.51138822,139.073737,154.488612
24.9383166,124,-29.0492392,138.952634,153.049239
24.9587519,136,-15.7948283,138.830605,151.794828
24.9791872,128,-22.6939117,138.707657,150.693912
24.9996225,141,-8.72003307,138.5838,149.720033
25.0200578,127,-21.8460561,138.459041,148.846056
25.0404932,146,-2.03522752,138.333388,148.035228
25.0609285,137,-10.2690124,138.20685,147.269012
25.0813638,126,-20.6055084,138.079436,146.605508
25.1017991,103,-43.0599732,137.951153,146.059973
25.1222344,133,-12.5866956,137.822011,145.586696
25.1426697,138,-7.17251893,137.692017,145.172519
25.1631051,127,-17.8158245,137.561181,144.815824
25.1835404,127,-17.5178077,137.429511,144.517808
25.2039757,145,0.717563632,137.297016,144.282436
25.224411,122,-22.1173069,137.163704,144.117307
25.2448463,120,-24.035044,137.029585,144.035044
25.2652816,135,-9.05552448,136.894666,144.055524
25.285717,140,-4.20929057,136.758958,144.209291
25.3061523,129,-15.5423968,136.622469,144.542397
25.3265876,129,-16.1219565,136.485208,145.121957
25.3470229,139,-7.03819535,136.347183,146.038195
25.3674582,129,-18.3901213,136.208405,147.390121
25.3878936,159,9.77222469,136.068882,149.227775
25.4083289,138,-13.4250447,135.928623,151.425045
25.4287642,138,-15.5403195,135.787638,153.54032
25.4491995,119,-35.8979295,135.645935,154.89793
25.4696348,137,-18.0379888,135.503524,155.037989
25.4900701,144,-10.0614641,135.360414,154.061464
25.5105055,134,-18.3536629,135.216615,152.353663
25.5309408,149,-1.20709633,135.072135,150.207096
25.5513761,124,-23.8831494,134.926984,147.883149
25.5718114,134,-11.6958582,134.781172,145.695858
25.5922467,120,-23.8654918,134.634708,143.865492
25.612682,134,-8.42986673,134.487601,142.429867
25.6331174,131,-10.3051351,134.339861,141.305135
25.6535527,124,-16.3992359,134.191498,140.399236
25.673988,117,-22.709287,134.04252,139.709287
25.6944233,102,-37.2070657,133.892938,139.207066
25.7148586,124,-14.8165638,133.74276,138.816564
25.7352939,115,-23.5042299,133.591998,138.50423
25.7557293,103,-35.2539746,133.440659,138.253975
25.7761646,130,-8.055586,133.288754,138.055586
25.7965999,138,0.0974248378,133.136293,137.902575
25.8170352,102,-35.7911639,132.983285,137.791164
25.8374705,115,-22.7196632,132.82974,137.719663
25.8579058,113,-24.6881128,132.675667,137.688113
25.8783412,118,-19.6981088,132.521077,137.698109
25.8987765,123,-14.7527749,132.365978,137.752775
25.9192118,102,-35.8568592,132.210381,137.856859
25.9396471,126,-12.0169582,132.054296,138.016958
25.9600824,134,-4.24188246,131.897732,138.241882
25.9805177,133,-5.5432013,131.740699,138.543201
26.0009531,132,-6.93602151,131.583207,138.936022
26.0213884,124,-15.4400884,131.425266,139.440088
26.0418237,126,-14.0813386,131.266885,140.081339
26.062259,127,-13.8940965,131.108074,140.894097
26.0826943,125,-16.9242308,130.948843,141.924231
26.1031296,125,-18.2339751,130.789202,143.233975
26.123565,117,-27.9100347,130.629161,144.910035
26.1440003,152,4.91856338,130.46873,147.081437
26.1644356,153,3.04477901,130.307918,149.955221
26.1848709,142,-11.7707243,130.146736,153.770724
26.2053062,131,-27.6117749,129.985192,158.611775
26.2257415,162,-2.6805822,129.823298,164.680582
26.2461769,163,-9.25837549,129.661062,172.258375
26.2666122,196,14.7470278,129.498495,181.252972
26.2870475,195,4.04776199,129.335606,190.952238
26.3074828,192,-7.85073503,129.172406,199.850735
26.3279181,213,7.00945527,129.008904,205.990545
26.3483534,208,-0.0322539248,128.84511,208.032254
26.3687888,168,-37.8932544,128.681034,205.893254
26.3892241,183,-17.4485914,128.516686,200.448591
26.4096594,170,-22.7903049,128.352075,192.790305
26.4300947,184,0.00621657415,128.187212,183.993783
26.45053,159,-16.1551043,128.022105,175.155104
26.4709653,170,2.82135037,127.856766,167.17865
26.4914007,177,16.4660721,127.691203,160.533928
26.511836,141,-14.282511,127.525427,155.282511
26.5322713,143,-8.26855825,127.359447,151.268558
26.5527066,124,-24.2812251,127.193274,148.281225
26.5731419,146,-0.138563921,127.026915,146.138564
26.5935772,141,-3.71789083,126.860383,144.717891
26.6140126,144,0.0585481452,126.693686,143.941452
26.6344479,130,-13.7606647,126.526833,143.760665
26.6548832,134,-10.1294032,126.359835,144.129403
26.6753185,122,-22.9437265,126.192702,144.943727
26.6957538,144,-1.97240703,126.025443,145.972407
26.7161891,141,-5.88361193,125.858067,146.883612
26.7366245,152,4.59970996,125.690584,147.40029
26.7570598,123,-24.3045583,125.523004,147.304558
26.7774951,162,15.4050621,125.355337,146.594938
26.7979304,147,1.65878151,125.187592,145.341218
26.8183657,140,-3.61612006,125.019778,143.61612
26.838801,140,-1.57289659,124.851905,141.572897
26.8592364,124,-15.4392497,124.683983,139.43925
26.8796717,160,22.600589,124.516021,137.399411
26.900107,137,1.45722724,124.348029,135.542773
26.9205423,138,4.09446286,124.180015,133.905537
26.9409776,117,-15.5029068,124.011991,132.502907
26.9614129,123,-8.32990123,123.843963,131.329901
26.9818483,109,-21.373197,123.675943,130.373197
27.0022836,128,-1.64887643,123.50794,129.648876
27.0227189,129,-0.159382658,123.339963,129.159383
27.0431542,149,20.2859914,123.17202,128.714009
27.0635895,118,-10.2275988,123.004122,128.227599
27.0840248,129,1.21993183,122.836278,127.780068
27.1044602,123,-4.38332136,122.668497,127.383321
27.1248955,129,1.95990015,122.500787,127.0401
27.1453308,146,19.256927,122.333159,126.743073
27.1657661,110,-16.4423949,122.165621,126.442395
27.1862014,140,13.845029,121.998183,126.154971
27.2066367,116,-9.88744352,121.830853,125.887444
27.2270721,149,23.3615689,121.663641,125.638431
27.2475074,139,13.5970729,121.496555,125.402927
27.2679427,124,-1.17675366,121.329604,125.176754
27.288378,121,-3.95800396,121.162799,124.958004
27.3088133,121,-3.75202616,120.996146,124.752026
27.3292486,143,18.4409102,120.829656,124.55909
27.349684,132,7.62413836,120.663336,124.375862
27.3701193,145,20.7944159,120.497197,124.205584
27.3905546,128,3.93783267,120.331246,124.062167
27.4109899,154,30.0706402,120.165492,123.92936
27.4314252,121,-2.72851099,119.999945,123.728511
27.4518605,115,-8.56427923,119.834612,123.564279
27.4722959,127,3.57863737,119.669502,123.421363
27.4927312,132,8.71416348,119.504624,123.285837
27.5131665,143,19.8442374,119.339987,123.155763
27.5336018,117,-6.03097868,119.175598,123.030979
27.5540371,120,-2.91142631,119.011467,122.911426
27.5744724,100,-22.7970787,118.847602,122.797079
27.5949078,120,-2.68793767,118.684011,122.687938
27.6153431,145,22.4159717,118.520702,122.584028
27.6357784,137,14.51462,118.357685,122.48538
27.6562137,131,8.60802885,118.194966,122.391971
27.676649,138,15.6965127,118.032555,122.303487
27.6970843,144,21.7811934,117.870459,122.218807
27.7175197,153,30.8624064,117.708687,122.137594
27.737955,146,23.9359649,117.547247,122.064035
27.7583903,148,26.0006063,117.386146,121.999394
27.7788256,161,39.0583341,117.225393,121.941666
27.7992609,137,15.1094016,117.064996,121.890598
27.8196962,157,35.1535474,116.904963,121.846453
27.8401316,125,3.19045302,116.745301,121.809547
27.8605669,141,19.2197673,116.586019,121.780233
27.8810022,141,19.241104,116.427124,121.758896
27.9014375,163,41.2540389,116.268624,121.745961
27.9218728,134,12.2581068,116.110526,121.741893
27.9423082,140,18.2527981,115.952839,121.747202
27.9627435,160,38.2375542,115.795569,121.762446
27.9831788,153,31.2117632,115.638726,121.788237
28.0036141,164,42.1747546,115.482315,121.825245
28.0240494,159,37.1257189,115.326344,121.874281
28.0444847,155,33.061876,115.170821,121.938124
28.0649201,142,19.9636167,115.015754,122.036383
28.0853554,157,34.7281437,114.861149,122.271856
28.1057907,161,37.8464702,114.707014,123.15353
28.126226,155,28.5873085,114.553356,126.412691
28.1466613,172,39.119934,114.400182,132.880066
28.1670966,190,53.1815013,114.247499,136.818499
28.187532,186,47.8985745,114.095315,138.101425
28.2079673,165,26.0436942,113.943636,138.956306
28.2284026,179,39.1511469,113.792469,139.848853
28.2488379,169,28.1884976,113.641822,140.811502
28.2692732,181,39.1491085,113.491701,141.850892
28.2897085,176,33.0259003,113.342113,142.9741
28.3101439,211,66.8109461,113.193064,144.189054
28.3305792,192,46.4953463,113.044562,145.504654
28.3510145,164,17.0690117,112.896614,146.930988
28.3714498,200,51.5187501,112.749225,148.48125
28.3918851,177,26.8139516,112.602402,150.186048
28.4123204,193,40.8437302,112.456152,152.15627
28.4327558,197,42.1121088,112.310481,154.887891
28.4531911,190,29.9783108,112.165396,160.021689
28.4736264,176,7.72810364,112.020903,168.271896
28.4940617,196,21.7955639,111.877008,174.204436
28.514497,222,43.7995004,111.733718,178.2005
28.5349323,179,-3.17921087,111.591039,182.179211
28.5553677,214,27.4479791,111.448976,186.552021
28.575803,181,-10.3996771,111.307537,191.399677
28.5962383,222,25.2189385,111.166726,196.781062
28.6166736,242,39.1958492,111.02655,202.804151
28.6371089,244,34.291952,110.887015,209.708048
28.6575442,204,-14.2116187,110.748127,218.211619
28.6779796,271,41.1879893,110.609891,229.812011
28.6984149,287,43.2433343,110.472314,243.756666
28.7188502,234,-21.4484809,110.3354,255.448481
28.7392855,301,33.0620404,110.199157,267.93796
28.7597208,304,21.7821778,110.063588,282.217822
28.7801561,358,59.3010444,109.9287,298.698956
28.8005915,347,29.1420708,109.794498,317.857929
28.8210268,388,47.6929585,109.660988,340.307041
28.8414621,410,43.1573045,109.528174,366.842696
28.8618974,469,70.4855736,109.396063,398.514426
28.8823327,476,39.2754012,109.26466,436.724599
28.902768,583,99.626004,109.133969,483.373996
28.9232034,662,120.923126,109.003996,541.076874
28.9436387,726,112.520351,108.874746,613.479649
28.964074,797,91.276491,108.746223,705.723509
28.9845093,994,168.893889,108.618434,825.106111
29.0049446,1184,201.945125,108.491382,982.054875
29.0253799,1270,78.3498057,108.365073,1191.65019
29.0458153,1634,157.599124,108.239512,1476.40088
29.0662506,1997,123.211187,108.114702,1873.78881
29.0866859,2347,-112.472135,107.990649,2459.47214
29.1071212,3178,-218.618589,107.867358,3396.61859
29.1275565,4884,-119.605503,107.744833,5003.6055
29.1479918,7493,-177.981244,107.623078,7670.98124
29.1684272,11049,-50.1783568,107.502098,11099.1784
29.1888625,13710,523.181917,107.381898,13186.8181
29.2092978,12635,505.803096,107.262481,12129.1969
29.2297331,10106,-62.9947127,107.143852,10168.9947
29.2501684,9148,-29.2106893,107.026015,9177.21069
29.2706037,8107,32.5833136,106.908974,8074.41669
29.2910391,5904,-74.9051539,106.792734,5978.90515
29.3114744,3642,-267.249067,106.677298,3909.24907
29.3319097,2260,-300.522909,106.562671,2560.52291
29.352345,1660,-133.185119,106.448856,1793.18512
29.3727803,1252,-91.2898999,106.335857,1343.2899
29.3932156,943,-116.213957,106.223678,1059.21396
29.413651,815,-52.8443197,106.112323,867.84432
29.4340863,729,-4.03283814,106.001795,733.032838
29.4545216,638,1.83600909,105.892098,636.163991
29.4749569,567,2.27211769,105.783236,564.727882
29.4953922,473,-33.7066771,105.675211,506.706677
29.5158275,490,29.7470709,105.568029,460.252929
29.5362629,461,38.0893835,105.461691,422.910616
29.5566982,428,35.4315605,105.356202,392.56844
29.5771335,381,13.2982773,105.251564,367.701723
29.5975688,359,11.8268909,105.147781,347.173109
29.6180041,354,23.8048643,105.044856,330.195136
29.6384394,335,18.8208467,104.942792,316.179153
29.6588748,342,37.3053617,104.841592,304.694638
29.6793101,322,26.5560261,104.741259,295.443974
29.6997454,327,38.7599587,104.641796,288.240041
29.7201807,381,97.9743144,104.543206,283.025686
29.740616,341,61.0456836,104.445492,279.954316
29.7610513,373,93.7436351,104.348656,279.256365
29.7814867,322,41.2637712,104.252702,280.736229
29.801922,353,68.1397372,104.157631,284.860263
29.8223573,402,109.476602,104.063446,292.523398
29.8427926,388,83.3677172,103.97015,304.632283
29.8632279,454,132.077879,103.877746,321.922121
29.8836632,475,130.845952,103.786236,344.154048
29.9040986,501,132.281211,103.695621,368.718789
29.9245339,564,174.149419,103.605905,389.850581
29.9449692,555,154.048962,103.51709,400.951038
29.9654045,592,192.303927,103.429177,399.696073
29.9858398,565,175.623938,103.342169,389.376062
30.0062751,578,204.147392,103.256068,373.852608
30.0267105,610,255.932173,103.170876,354.067827
30.0471458,609,279.381665,103.086595,329.618335
30.0675811,599,296.267287,103.003227,302.732713
30.0880164,525,243.296612,102.920774,281.703388
30.1084517,515,247.954514,102.839237,267.045486
30.128887,486,229.43475,102.758618,256.56525
30.1493224,459,209.789427,102.678919,249.210573
30.1697577,454,209.765348,102.600141,244.234652
30.190193,422,181.03106,102.522286,240.96894
30.2106283,386,147.476554,102.445356,238.523446
30.2310636,414,178.963844,102.369351,235.036156
30.2514989,344,114.057979,102.294274,229.942021
30.2719343,347,118.078339,102.220125,228.921661
30.2923696,332,101.703134,102.146906,230.296866
30.3128049,332,99.2048919,102.074618,232.795108
30.3332402,328,92.0148809,102.003262,235.985119
30.3536755,340,100.257318,101.93284,239.742682
30.3741108,331,87.0005344,101.863352,243.999466
30.3945462,362,113.237581,101.794799,248.762419
30.4149815,316,61.9463816,101.727183,254.053618
30.4354168,338,78.1123755,101.660503,259.887625
30.4558521,339,72.7421661,101.594762,266.257834
30.4762874,333,59.7773183,101.529959,273.222682
30.4967228,349,68.1641177,101.466096,280.835882
30.5171581,336,46.8438768,101.403173,289.156123
30.5375934,328,29.7606212,101.341191,298.239379
30.5580287,340,31.8489201,101.28015,308.15108
30.578464,361,42.0125801,101.22005,318.98742
30.5988993,365,34.1470038,101.160893,330.852996
30.6193347,364,20.1315677,101.102678,343.868432
30.63977,345,-13.1794299,101.045407,358.17943
30.6602053,350,-23.985246,100.989078,373.985246
30.6806406,379,-12.6169942,100.933693,391.616994
30.7010759,391,-20.3950368,100.879252,411.395037
30.7215112,405,-28.1073165,100.825754,433.107317
30.7419466,413,-44.068591,100.7732,457.068591
30.7623819,418,-65.8599033,100.72159,483.859903
30.7828172,473,-40.9922147,100.670924,513.992215
30.8032525,476,-72.0491144,100.621201,548.049114
30.8236878,495,-91.749023,100.572422,586.749023
30.8441231,513,-117.988577,100.524586,630.988577
30.8645585,593,-88.895162,100.477694,681.895162
30.8849938,658,-82.8879881,100.431744,740.887988
30.9054291,715,-94.7892706,100.386737,809.789271
30.9258644,769,-121.980541,100.342672,890.980541
30.9462997,898,-89.5605224,100.299549,987.560522
30.966735,1025,-78.5749081,100.257366,1103.57491
30.9871704,1115,-129.254319,100.216125,1244.25432
31.0076057,1263,-153.140791,100.175823,1416.14079
31.028041,1486,-140.798146,100.136461,1626.79815
31.0484763,1842,-41.5487104,100.098037,1883.54871
31.0689116,2100,-90.7479563,100.060552,2190.74796
31.0893469,2513,-33.5834777,100.024003,2546.58348
31.1097823,2927,-16.9435996,99.9883911,2943.9436
31.1302176,3324,-57.2981388,99.9537143,3381.29814
31.1506529,3828,-51.8188156,99.919972,3879.81882
31.1710882,4574,84.5759762,99.8871632,4489.42402
31.1915235,5509,232.618871,99.8552868,5276.38113
31.2119588,6879,573.263101,99.8243417,6305.7369
31.2323942,8376,757.463981,99.7943269,7618.53602
31.2528295,9916,739.226826,99.7652411,9176.77317
31.2732648,11243,461.998049,99.7370832,10781.002
31.2937001,12030,-26.5899942,99.7098518,12056.59
31.3141354,12287,-351.70068,99.6835456,12638.7007
31.3345707,12217,-240.986798,99.6581632,12457.9868
31.3550061,11546,-204.425503,99.6337033,11750.4255
31.3754414,10463,-283.949686,99.6101644,10746.9497
31.3958767,9579,62.9328869,99.5875449,9516.06711
31.416312,8194,81.2394216,99.5658434,8112.76058
31.4367473,6781,88.6878577,99.5450581,6692.31214
31.4571826,5667,243.758213,99.5251876,5423.24179
31.477618,4754,366.745649,99.5062301,4387.25435
31.4980533,3993,410.298135,99.4881838,3582.70187
31.5184886,3256,285.022267,99.471047,2970.97773
31.5389239,2793,284.415835,99.4548179,2508.58416
31.5593592,2423,265.351141,99.4394946,2157.64886
31.5797945,2059,174.385745,99.4250752,1884.61425
31.6002299,1786,125.324967,99.4115578,1660.67503
31.6206652,1609,138.032268,99.3989403,1470.96773
31.6411005,1434,121.205529,99.3872207,1312.79447
31.6615358,1163,-17.1695054,99.376397,1180.16951
31.6819711,1059,-5.1181718,99.366467,1064.11817
31.7024064,912,-48.3791786,99.3574286,960.379179
31.7228418,773,-96.7960653,99.3492795,869.796065
31.7432771,689,-103.053909,99.3420176,792.053909
31.7637124,677,-48.4665957,99.3356405,725.466596
31.7841477,562,-106.342265,99.3301459,668.342265
31.804583,528,-91.1734774,99.3255315,619.173477
31.8250183,502,-74.6374084,99.3217947,576.637408
31.8454537,463,-76.6166996,99.3189333,539.6167
31.865889,437,-70.1923337,99.3169447,507.192334
31.8863243,433,-45.6075192,99.3158263,478.607519
31.9067596,372,-81.2701847,99.3155756,453.270185
31.9271949,361,-69.7900342,99.3161901,430.790034
31.9476302,366,-44.7381796,99.317667,410.73818
31.9680656,319,-73.7822654,99.3200036,392.782265
31.9885009,291,-85.6561873,99.3231974,376.656187
32.0089362,331,-31.1302855,99.3272454,362.130286
32.0293715,314,-34.9885267,99.3321449,348.988527
32.0498068,298,-39.0975625,99.3378932,337.097563
32.0702421,289,-37.4913087,99.3444872,326.491309
32.0906775,289,-27.9064506,99.3519241,316.906451
32.1111128,263,-45.2674639,99.360201,308.267464
32.1315481,258,-42.5169862,99.3693148,300.516986
32.1519834,278,-15.5779557,99.3792626,293.577956
32.1724187,244,-43.4008496,99.3900414,287.40085
32.192854,257,-24.988906,99.401648,281.988906
32.2132894,245,-32.3022289,99.4140792,277.302229
32.2337247,245,-28.3313927,99.4273321,273.331393
32.25416,311,40.9183089,99.4414033,270.081691
32.2745953,242,-25.5812813,99.4562897,267.581281
32.2950306,251,-14.8753882,99.471988,265.875388
32.3154659,246,-19.0269832,99.4884949,265.026983
32.3359013,272,6.84678791,99.5058071,265.153212
32.3563366,272,5.58723076,99.5239213,266.412769
32.3767719,306,36.9792606,99.542834,269.020739
32.3972072,280,6.74405426,99.5625418,273.255946
32.4176425,291,11.5556664,99.5830413,279.444334
32.4380778,287,-0.881197682,99.604329,287.881198
32.4585132,293,-5.63032725,99.6264014,298.630327
32.4789485,342,30.8267265,99.649255,311.173273
32.4993838,363,38.8765585,99.6728861,324.123441
32.5198191,351,15.574264,99.6972912,335.425736
32.5402544,377,33.8547104,99.7224666,343.14529
32.5606897,357,10.0189262,99.7484087,346.981074
32.5811251,375,26.8135122,99.7751138,348.186488
32.6015604,408,59.7677553,99.8025781,348.232245
32.6219957,425,77.0303684,99.830798,347.969632
32.642431,428,79.8528389,99.8597696,348.147161
32.6628663,424,74.0296012,99.889489,349.970399
32.6833016,410,55.2350793,99.9199526,354.764921
32.703737,424,60.1208489,99.9511564,363.879151
32.7241723,428,49.4285087,99.9830965,378.571491
32.7446076,501,101.03017,100.015769,399.96983
32.7650429,546,118.013683,100.04917,427.986317
32.7854782,561,97.342014,100.083296,463.657986
32.8059135,636,126.47916,100.118142,509.52084
32.8263489,695,126.673944,100.153704,568.326056
32.8467842,791,147.567451,100.189979,643.432549
32.8672195,816,77.2990398,100.226962,738.70096
32.8876548,877,19.3421667,100.26465,857.657833
