'y-axis saved as y
'x,PKT-3-104-1_2MnO2_Y2O3_FlowO2_650_72.raw,Diff,Bkg,Ycalc
18.5829331,198,47.4884524,149.095147,150.511548
18.6033684,208,57.580041,148.791269,150.419959
18.6238037,177,26.613472,148.494222,150.386528
18.644239,164,13.5712874,148.203923,150.428713
18.6646743,190,39.4282707,147.920289,150.571729
18.6851096,194,43.1475128,147.643236,150.852487
18.705545,214,62.6747959,147.372684,151.325204
18.7259803,217,64.9316224,147.10855,152.068378
18.7464156,213,59.8093487,146.850754,153.190651
18.7668509,225,70.1723416,146.599215,154.827658
18.7872862,227,69.8901188,146.353853,157.109881
18.8077215,214,53.9358611,146.114589,160.064139
18.8281569,201,37.5772122,145.881344,163.422788
18.8485922,200,33.5499911,145.65404,166.450009
18.8690275,185,16.8785922,145.432599,168.121408
18.8894628,223,55.2197826,145.216944,167.780217
18.9098981,185,19.4126396,145.006997,165.58736
18.9303334,184,21.7574071,144.802683,162.242593
18.9507688,176,17.4497289,144.603926,158.550271
18.9712041,191,35.8355589,144.41065,155.164441
18.9916394,199,46.5820857,144.222781,152.417914
19.0120747,165,14.6680852,144.040245,150.331915
19.03251,198,49.2227829,143.862967,148.777217
19.0529453,189,41.3931785,143.690875,147.606821
19.0733807,181,34.2947851,143.523896,146.705215
19.093816,189,43.0081486,143.361957,145.991851
19.1142513,174,28.587481,143.204987,145.412519
19.1346866,187,42.0692439,143.052915,144.930756
19.1551219,170,25.4782921,142.905671,144.521708
19.1755572,159,14.8318863,142.763182,144.168114
19.1959926,176,32.1422536,142.625381,143.857746
19.2164279,148,4.41822616,142.492198,143.581774
19.2368632,178,34.6663025,142.363564,143.333698
19.2572985,171,27.8913473,142.239411,143.108653
19.2777338,169,26.097061,142.119671,142.902939
19.2981691,170,27.2863006,142.004277,142.713699
19.3186045,167,24.4613023,141.893163,142.538698
19.3390398,162,19.6238397,141.786261,142.37616
19.3594751,168,25.7753358,141.683507,142.224664
19.3799104,153,10.91694,141.584835,142.08306
19.4003457,151,9.04950985,141.490179,141.95049
19.420781,162,20.173256,141.399477,141.826744
19.4412164,149,7.28665384,141.312664,141.713346
19.4616517,154,12.3838097,141.229677,141.61619
19.482087,191,49.4467637,141.150452,141.553236
19.5025223,162,20.4149427,141.074928,141.585057
19.5229576,132,-9.85746864,141.003043,141.857469
19.5433929,180,37.6191194,140.934735,142.380881
19.5638283,163,20.2891124,140.869943,142.710888
19.5842636,148,5.23024965,140.808607,142.76975
19.6046989,161,18.221621,140.750667,142.778379
19.6251342,170,27.206259,140.696063,142.793741
19.6455695,175,32.1806673,140.644737,142.819333
19.6660048,148,5.14443676,140.596629,142.855563
19.6864402,148,5.09722346,140.551682,142.902777
19.7068755,153,10.0383458,140.509838,142.961654
19.7273108,152,8.96648047,140.471039,143.03352
19.7477461,174,30.8786346,140.43523,143.121365
19.7681814,172,28.7674331,140.402354,143.232567
19.7886167,158,14.6133762,140.372354,143.386624
19.8090521,179,35.3543598,140.345176,143.64564
19.8294874,176,31.8427387,140.320766,144.157261
19.8499227,170,25.0622918,140.299067,144.937708
19.870358,146,0.446157314,140.280027,145.553843
19.8907933,168,22.0704122,140.263592,145.929588
19.9112286,144,-2.2834951,140.249709,146.283495
19.931664,150,3.32456694,140.238325,146.675433
19.9520993,194,46.8861313,140.229389,147.113869
19.9725346,155,7.39474452,140.222847,147.605255
19.9929699,182,33.842687,140.218651,148.157313
20.0134052,167,18.2206647,140.216747,148.779335
20.0338405,177,27.5174102,140.217086,149.48259
20.0542759,156,5.71916126,140.219619,150.280839
20.0747112,181,29.8089688,140.224295,151.191031
20.0951465,177,24.7657693,140.231066,152.234231
20.1155818,177,23.5631242,140.239883,153.436876
20.1360171,190,35.1674806,140.250697,154.832519
20.1564524,177,20.5357329,140.263461,156.464267
20.1768878,165,6.61174205,140.278129,158.388258
20.1973231,173,12.321263,140.294652,160.678737
20.2177584,179,15.5643824,140.312984,163.435618
20.2381937,180,13.2039406,140.33308,166.796059
20.258629,197,26.0472578,140.354893,170.952742
20.2790644,196,19.8162337,140.378379,176.183766
20.2994997,187,4.09626451,140.403493,182.903735
20.319935,218,26.244256,140.43019,191.755744
20.3403703,235,31.2122946,140.458427,203.787705
20.3608056,247,26.1891794,140.48816,220.810821
20.3812409,257,10.8624967,140.519347,246.137503
20.4016763,309,22.9914451,140.551943,286.008555
20.4221116,405,52.891893,140.585908,352.108107
20.4425469,492,26.4508611,140.621199,465.549139
20.4629822,762,101.413706,140.657774,660.586294
20.4834175,1076,104.116724,140.695594,971.883276
20.5038528,1550,188.381758,140.734617,1361.61824
20.5242882,1848,217.587079,140.774803,1630.41292
20.5447235,1778,183.484312,140.816112,1594.51569
20.5651588,1509,134.118265,140.858505,1374.88174
20.5855941,1149,45.2386593,140.901943,1103.76134
20.6060294,798,-2.08795066,140.946386,800.087951
20.6264647,517,-29.2125673,140.991798,546.212567
20.6469001,381,-10.6615627,141.038141,391.661563
20.6673354,252,-55.5384195,141.085376,307.538419
20.6877707,257,-2.79683405,141.133466,259.796834
20.708206,238,7.63340343,141.182376,230.366597
20.7286413,225,14.1206204,141.232069,210.87938
20.7490766,222,24.7149432,141.282509,197.285057
20.769512,215,27.5878684,141.33366,187.412132
20.7899473,200,19.9908099,141.385488,180.00919
20.8103826,181,6.68606374,141.437957,174.313936
20.8308179,194,24.1604711,141.491034,169.839529
20.8512532,176,9.73730298,141.544684,166.262697
20.8716885,164,0.638226511,141.598874,163.361773
20.8921239,171,10.019355,141.653571,160.980645
20.9125592,164,4.99314675,141.708742,159.006853
20.9329945,177,19.6423026,141.764354,157.357697
20.9534298,139,-16.9709014,141.820375,155.970901
20.9738651,158,3.20218995,141.876774,154.79781
20.9943004,156,2.20194951,141.933519,153.79805
21.0147358,153,0.0644029833,141.990579,152.935597
21.0351711,139,-13.1776286,142.047924,152.177629
21.0556064,166,14.5004993,142.105523,151.499501
21.0760417,144,-6.88981991,142.163346,150.88982
21.096477,159,8.66016369,142.221364,150.339836
21.1169123,168,18.1566236,142.279548,149.843376
21.1373477,128,-21.3979741,142.337869,149.397974
21.157783,180,30.9982229,142.396298,149.001777
21.1782183,156,7.34831429,142.454807,148.651686
21.1986536,151,2.65716368,142.513369,148.342836
21.2190889,160,11.9316579,142.571955,148.068342
21.2395242,147,-0.817668854,142.630539,147.817669
21.2599596,136,-11.5700898,142.689095,147.57009
21.2803949,166,18.7330201,142.747595,147.26698
21.3008302,133,-13.7753913,142.806013,146.775391
21.3212655,133,-13.1040445,142.864324,146.104045
