'y-axis saved as y
'x,PKT-3-101-2_2MnO2_Y2O3_6NaCl_FlowO2_650_24.raw,Diff,Ycalc,Bkg
21.2395242,236,25.6614813,210.338519,206.67275
21.2599596,226,16.008005,209.991995,206.484074
21.2803949,249,39.3381368,209.661863,206.295646
21.3008302,215,5.6549792,209.345021,206.107439
21.3212655,235,25.9604877,209.039512,205.919427
21.3417008,224,15.2573035,208.742696,205.731585
21.3621361,210,1.55329743,208.446703,205.543887
21.3825715,219,10.8747043,208.125296,205.35631
21.4030068,202,-5.72309962,207.7231,205.168827
21.4234421,204,-3.21934316,207.219343,204.981415
21.4438774,225,18.2174472,206.782553,204.794051
21.4643127,212,5.47588975,206.52411,204.606711
21.484748,203,-3.3102662,206.310266,204.419371
21.5051834,207,0.897778761,206.102221,204.23201
21.5256187,206,0.102449396,205.897551,204.044603
21.546054,194,-11.6958744,205.695874,203.85713
21.5664893,209,3.50376866,205.496231,203.669568
21.5869246,219,13.7039478,205.296052,203.481897
21.6073599,208,2.91170168,205.088298,203.294093
21.6277953,200,-4.85040352,204.850404,203.106138
21.6482306,201,-3.52550806,204.525508,202.91801
21.6686659,216,11.908565,204.091435,202.729688
21.6891012,193,-10.7175169,203.717517,202.541154
21.7095365,192,-11.5161045,203.516104,202.352387
21.7299718,172,-31.3530675,203.353068,202.163369
21.7504072,214,10.8076767,203.192323,201.974079
21.7708425,207,3.961418,203.038582,201.7845
21.7912778,208,5.11135173,202.888648,201.594613
21.8117131,190,-12.7406427,202.740643,201.4044
21.8321484,193,-9.59447796,202.594478,201.213843
21.8525837,199,-3.45029395,202.450294,201.022924
21.8730191,202,-0.308288397,202.308288,200.831628
21.8934544,188,-14.1685897,202.16859,200.639936
21.9138897,200,-2.03135952,202.03136,200.447832
21.934325,192,-9.89677328,201.896773,200.2553
21.9547603,197,-4.76498992,201.76499,200.062323
21.9751956,188,-13.6360126,201.636013,199.868887
21.995631,204,2.49077228,201.509228,199.674975
22.0160663,174,-27.3833371,201.383337,199.480573
22.0365016,199,-2.26002599,201.260026,199.285666
22.0569369,168,-33.1456256,201.145626,199.090238
22.0773722,193,-8.0377124,201.037712,198.894277
22.0978075,209,8.06471267,200.935287,198.697768
22.1182429,178,-22.8387102,200.83871,198.500696
22.1386782,193,-7.74855654,200.748557,198.30305
22.1591135,201,0.334520303,200.66548,198.104815
22.1795488,183,-17.5902141,200.590214,197.905978
22.1999841,189,-11.5235873,200.523587,197.706528
22.2204194,184,-16.4665343,200.466534,197.506452
22.2408548,183,-17.4201139,200.420114,197.305737
22.2612901,166,-34.3855287,200.385529,197.104372
22.2817254,154,-46.3641492,200.364149,196.902345
22.3021607,170,-30.3575424,200.357542,196.699646
22.322596,180,-20.3675086,200.367509,196.496262
22.3430313,199,-1.39612788,200.396128,196.292184
22.3634667,190,-10.4458231,200.445823,196.087401
22.383902,194,-6.51945455,200.519455,195.881902
22.4043373,177,-23.6204796,200.62048,195.675678
22.4247726,187,-13.7532488,200.753249,195.468718
22.4452079,201,0.0764446718,200.923555,195.261014
22.4656432,176,-25.1396002,201.1396,195.052557
22.4860786,185,-16.4133876,201.413388,194.843336
22.5065139,171,-30.7600915,201.760092,194.633344
22.5269492,164,-38.1844221,202.184422,194.422572
22.5473845,204,1.34596193,202.654038,194.211012
22.5678198,146,-57.1333872,203.133387,193.998656
22.5882551,176,-27.6745696,203.67457,193.785496
22.6086905,162,-42.3246872,204.324687,193.571524
22.6291258,185,-20.0672539,205.067254,193.356734
22.6495611,177,-28.9081354,205.908135,193.141118
22.6699964,188,-18.8870428,206.887043,192.92467
22.6904317,186,-22.0085227,208.008523,192.707382
22.710867,183,-26.2651737,209.265174,192.489249
22.7313024,185,-25.6448723,210.644872,192.270265
22.7517377,164,-48.1272918,212.127292,192.050423
22.772173,164,-49.6817865,213.681787,191.829718
22.7926083,187,-28.2688956,215.268896,191.608145
22.8130436,186,-30.846482,216.846482,191.385698
22.8334789,224,5.61991061,218.380089,191.162372
22.8539143,178,-41.8552751,219.855275,190.938164
22.8743496,201,-20.2915348,221.291535,190.713067
22.8947849,179,-43.7524017,222.752402,190.487078
22.9152202,185,-39.3507054,224.350705,190.260192
22.9356555,185,-41.249827,226.249827,190.032407
22.9560908,204,-24.6631708,228.663171,189.803717
22.9765262,199,-32.8538991,231.853899,189.57412
22.9969615,191,-45.1343628,236.134363,189.343612
23.0173968,193,-48.8584929,241.858493,189.112191
23.0378321,211,-38.3876019,249.387602,188.879853
23.0582674,218,-40.9952794,258.995279,188.646596
23.0787027,197,-73.6671376,270.667138,188.412417
23.0991381,232,-51.786434,283.786434,188.177314
23.1195734,243,-53.837415,296.837415,187.941285
23.1400087,294,-13.4777262,307.477726,187.704329
23.160444,301,-12.3025402,313.30254,187.466443
23.1808793,263,-49.9707368,312.970737,187.227626
23.2013147,276,-30.7227515,306.722751,186.987877
23.22175,254,-41.9450386,295.945039,186.747194
23.2421853,264,-18.4998523,282.499852,186.505577
23.2626206,254,-14.2774145,268.277414,186.263026
23.2830559,202,-52.8132417,254.813242,186.019539
23.3034912,208,-35.0115406,243.011541,185.775116
23.3239266,181,-52.1568103,233.15681,185.529758
23.3443619,191,-34.1350497,225.13505,185.283463
23.3647972,146,-72.6644113,218.664411,185.036233
23.3852325,179,-34.4381246,213.438125,184.788068
23.4056678,170,-39.1861438,209.186144,184.538968
23.4261031,194,-11.6909811,205.690981,184.288934
23.4465385,168,-34.7843822,202.784382,184.037967
23.4669738,192,-8.33818329,200.338183,183.786068
23.4874091,184,-14.2553415,198.255342,183.533238
23.5078444,157,-39.4628415,196.462841,183.279479
23.5282797,147,-47.9048953,194.904895,183.024792
23.548715,162,-31.5350889,193.535089,182.769179
23.5691504,166,-26.3167571,192.316757,182.512643
23.5895857,191,-0.225774105,191.225774,182.255184
23.610021,186,-4.24323364,190.243234,181.996806
23.6304563,146,-43.3598666,189.359867,181.73751
23.6508916,163,-25.5798076,188.579808,181.4773
23.6713269,182,-5.89017395,187.890174,181.216178
23.6917623,139,-48.2299617,187.229962,180.954146
23.7121976,164,-22.6287288,186.628729,180.691208
23.7326329,181,-5.07558759,186.075588,180.427368
23.7530682,181,-4.52386912,185.523869,180.162628
23.7735035,153,-31.9477983,184.947798,179.896991
23.7939388,172,-12.3843785,184.384378,179.630462
23.8143742,168,-15.8433399,183.84334,179.363044
23.8348095,169,-14.3129335,183.312933,179.094742
23.8552448,161,-21.8194604,182.81946,178.825558
23.8756801,171,-11.3747626,182.374763,178.555498
23.8961154,169,-12.9380622,181.938062,178.284566
23.9165507,156,-25.5089032,181.508903,178.012766
23.9369861,162,-19.093947,181.093947,177.740103
23.9574214,160,-20.6924979,180.692498,177.466581
23.9778567,165,-15.3028844,180.302884,177.192205
23.998292,169,-10.9239262,179.923926,176.916981
24.0187273,140,-39.5548296,179.55483,176.640914
24.0391626,166,-13.1951371,179.195137,176.364008
24.059598,156,-22.8448468,178.844847,176.086269
24.0800333,159,-19.5048832,178.504883,175.807704
24.1004686,162,-16.1791901,178.17919,175.528316
24.1209039,174,-3.87854985,177.87855,175.248113
24.1413392,168,-9.60549306,177.605493,174.9671
24.1617745,169,-8.32971592,177.329716,174.685282
24.1822099,160,-17.0568515,177.056852,174.402667
24.2026452,165,-11.8035195,176.803519,174.119261
24.2230805,167,-9.58085235,176.580852,173.835069
24.2435158,161,-15.404841,176.404841,173.550098
24.2639511,193,16.6936303,176.30637,173.264356
24.2843864,174,-2.34897829,176.348978,172.977847
24.3048218,183,6.33590518,176.664095,172.690581
24.3252571,161,-16.5076976,177.507698,172.402562
24.3456924,205,25.733097,179.266903,172.113799
24.3661277,206,23.9670792,182.032921,171.824298
24.386563,211,26.5045392,184.495461,171.534067
24.4069983,218,33.5610852,184.438915,171.243113
24.4274337,228,45.5435095,182.45649,170.951443
24.447869,239,58.0509742,180.949026,170.659066
24.4683043,250,70.721587,179.278413,170.365988
24.4887396,230,52.9765004,177.0235,170.072217
24.5091749,280,104.645458,175.354542,169.777762
24.5296102,233,58.4553082,174.544692,169.48263
24.5500456,271,96.7078477,174.292152,169.186829
24.5704809,240,65.5613077,174.438692,168.890368
24.5909162,234,58.9826675,175.017333,168.593254
24.6113515,221,44.7536301,176.24637,168.295496
24.6317868,219,40.3521633,178.647837,167.997102
24.6522221,199,15.6710007,183.328999,167.698081
24.6726575,175,-17.4178878,192.417888,167.398441
24.6930928,178,-30.8417136,208.841714,167.098192
24.7135281,193,-38.8192456,231.819246,166.79734
24.7339634,171,-77.2685884,248.268588,166.495897
24.7543987,173,-70.8391301,243.83913,166.19387
24.774834,162,-68.9753624,230.975362,165.891268
24.7952694,152,-69.4219396,221.42194,165.5881
24.8157047,160,-48.1521956,208.152196,165.284376
24.83614,167,-25.3089371,192.308937,164.980105
24.8565753,152,-29.1539251,181.153925,164.675296
24.8770106,177,1.85749371,175.142506,164.369958
24.8974459,156,-15.8667367,171.866737,164.064101
24.9178813,154,-15.8592578,169.859258,163.757734
24.9383166,153,-15.4879539,168.487954,163.450867
24.9587519,150,-17.4716944,167.471694,163.14351
24.9791872,155,-11.6720275,166.672028,162.835672
24.9996225,151,-15.0166623,166.016662,162.527362
25.0200578,126,-39.4724133,165.472413,162.218592
25.0404932,158,-7.01427755,165.014278,161.90937
25.0609285,149,-15.582804,164.582804,161.599706
25.0813638,160,-4.18678996,164.18679,161.289611
25.1017991,143,-20.8244938,163.824494,160.979095
25.1222344,123,-40.49141,163.49141,160.668168
25.1426697,173,9.81206498,163.187935,160.356839
25.1631051,142,-20.9156833,162.915683,160.04512
25.1835404,138,-24.6727666,162.672767,159.73302
25.2039757,139,-23.4603668,162.460367,159.42055
25.224411,155,-7.28136175,162.281362,159.107721
25.2448463,153,-9.13945238,162.139452,158.794542
25.2652816,169,6.95974228,162.040258,158.481024
25.285717,152,-9.99485135,161.994851,158.167177
25.3061523,159,-3.01600166,162.016002,157.853013
25.3265876,167,4.88658432,162.113416,157.538542
25.3470229,156,-6.30086347,162.300863,157.223775
25.3674582,168,5.40532864,162.594671,156.908722
25.3878935,164,0.996113536,163.003886,156.593394
25.4083289,166,2.48768486,163.512315,156.277802
25.4287642,154,-10.0976295,164.097629,155.961957
25.4491995,150,-14.7169538,164.716954,155.645869
25.4696348,158,-7.27152433,165.271524,155.32955
25.4900701,146,-19.6145094,165.614509,155.01301
25.5105054,157,-8.6895579,165.689558,154.696261
25.5309408,129,-36.4260364,165.426036,154.379314
25.5513761,157,-7.81087448,164.810874,154.062179
25.5718114,165,1.10482138,163.895179,153.744868
25.5922467,130,-32.7887255,162.788726,153.427391
25.612682,187,25.4310045,161.568996,153.109761
25.6331173,151,-9.33476017,160.33476,152.791988
25.6535527,149,-10.1713245,159.171325,152.474083
25.673988,127,-31.1023293,158.102329,152.156058
25.6944233,146,-11.1278763,157.127876,151.837924
25.7148586,152,-4.24772144,156.247721,151.519692
25.7352939,160,4.54097477,155.459025,151.201373
25.7557292,133,-21.7527777,154.752778,150.88298
25.7761646,128,-26.123158,154.123158,150.564522
25.7965999,164,10.4382375,153.561762,150.246013
25.8170352,169,15.9636633,153.036337,149.927462
25.8374705,128,-24.540527,152.540527,149.608882
25.8579058,134,-18.0763583,152.076358,149.290283
25.8783412,164,12.3594349,151.640565,148.971678
25.8987765,130,-21.229643,151.229643,148.653078
25.9192118,143,-7.84106965,150.84107,148.334494
25.9396471,137,-13.4732931,150.473293,148.015937
25.9600824,114,-36.1257346,150.125735,147.69742
25.9805177,152,2.20106673,149.798933,147.378954
26.0009531,136,-13.4949616,149.494962,147.06055
26.0213884,147,-2.21777672,149.217777,146.74222
26.0418237,137,-11.9722913,148.972291,146.423975
26.062259,153,4.23454375,148.765456,146.105827
26.0826943,143,-5.61427151,148.614272,145.787788
26.1031296,137,-11.5460022,148.546002,145.469869
26.123565,151,2.39009198,148.609908,145.152081
26.1440003,165,16.0966008,148.903399,144.834437
26.1644356,170,20.3682865,149.631714,144.516948
26.1848709,150,-1.23090707,151.230907,144.199625
26.2053062,131,-23.5597663,154.559766,143.88248
26.2257415,160,-0.829932151,160.829932,143.565525
26.2461769,180,10.2704487,169.729551,143.24877
26.2666122,184,8.25895746,175.741043,142.932229
26.2870475,172,-1.0366483,173.036648,142.615912
26.3074828,120,-47.7133262,167.713326,142.29983
26.3279181,172,7.34870138,164.651299,141.983996
26.3483534,191,30.7715017,160.228498,141.668421
26.3687888,214,60.0375231,153.962477,141.353117
26.3892241,178,28.9533805,149.046619,141.038095
26.4096594,137,-9.24371473,146.243715,140.723366
26.4300947,155,10.347773,144.652227,140.408943
26.45053,159,15.3734806,143.626519,140.094837
26.4709653,144,1.11907576,142.880924,139.781058
26.4914007,162,19.7097681,142.290232,139.46762
26.511836,143,1.20601113,141.793989,139.154532
26.5322713,170,28.6395963,141.360404,138.841807
26.5527066,132,-8.97234766,140.972348,138.529457
26.5731419,144,3.37586387,140.624136,138.217492
26.5935772,163,22.6708396,140.32916,137.905924
26.6140126,158,17.8918937,140.108106,137.594765
26.6344479,158,18.0641012,139.935899,137.284025
26.6548832,150,10.0899356,139.910064,136.973717
26.6753185,146,5.71275599,140.287244,136.663851
26.6957538,130,-10.8938177,140.893818,136.354439
26.7161891,165,24.0097284,140.990272,136.045493
26.7366245,150,8.98983255,141.010167,135.737023
26.7570598,155,13.9378665,141.062133,135.429041
26.7774951,148,6.86149579,141.138504,135.121558
26.7979304,152,10.769704,141.230296,134.814585
26.8183657,154,12.639753,141.360247,134.508134
26.838801,123,-18.6227448,141.622745,134.202216
26.8592364,152,9.79578177,142.204218,133.896841
26.8796717,159,15.6729892,143.327011,133.592022
26.900107,142,-3.00399282,145.003993,133.287769
26.9205423,139,-7.31747423,146.317474,132.984092
26.9409776,154,7.7381124,146.261888,132.681005
26.9614129,135,-10.7226566,145.722657,132.378516
26.9818483,156,10.4213785,145.578621,132.076638
27.0022836,142,-3.14594747,145.145947,131.775381
27.0227189,152,7.38489715,144.615103,131.474756
27.0431542,129,-15.5583273,144.558327,131.174774
27.0635895,162,16.9687914,145.031209,130.875446
27.0840248,155,9.05713706,145.942863,130.576782
27.1044602,145,-2.36976703,147.369767,130.278795
27.1248955,146,-3.75650269,149.756503,129.981493
27.1453308,145,-8.37803557,153.378036,129.684889
27.1657661,158,1.06727496,156.932725,129.388992
27.1862014,156,-4.9279786,160.927979,129.093814
27.2066367,172,5.7647256,166.235274,128.799364
27.2270721,176,2.37821939,173.621781,128.505654
27.2475074,206,21.6797932,184.320207,128.212695
27.2679427,192,-8.70502531,200.705025,127.920496
27.288378,229,1.13603012,227.86397,127.629067
27.3088133,269,-8.57596404,277.575964,127.338421
27.3292486,438,60.834859,377.165141,127.048566
27.349684,593,10.4487236,582.551276,126.759514
27.3701193,859,-100.483949,959.483949,126.471273
27.3905546,1202,-217.059229,1419.05923,126.183856
27.4109899,1362,-178.740162,1540.74016,125.897272
27.4314252,1222,47.9886339,1174.01137,125.61153
27.4518605,1057,53.9992671,1003.00073,125.326642
27.4722959,921,-47.2838794,968.283879,125.042617
27.4927312,738,-10.7660892,748.766089,124.759466
27.5131665,515,51.7487735,463.251226,124.477198
27.5336018,336,26.0701312,309.929869,124.195823
27.5540371,252,11.0867572,240.913243,123.915351
27.5744724,208,1.89320919,206.106791,123.635792
27.5949078,183,-2.9422727,185.942273,123.357156
27.6153431,180,6.94849365,173.051506,123.079452
27.6357784,153,-11.2253801,164.22538,122.802691
27.6562137,164,6.12902496,157.870975,122.526881
27.676649,152,-1.11871782,153.118718,122.252033
27.6970843,158,8.54389707,149.456103,121.978156
27.7175197,170,23.437645,146.562355,121.70526
27.737955,144,-0.228830579,144.228831,121.433353
27.7583903,171,28.6854536,142.314546,121.162445
27.7788256,156,15.2789403,140.72106,120.892546
27.7992609,157,17.6224758,139.377524,120.623665
27.8196962,146,7.76777083,138.232229,120.355812
27.8401316,157,19.7514678,137.248532,120.088994
27.8605669,164,27.6016961,136.398304,119.823222
27.8810022,158,22.3418949,135.658105,119.558504
27.9014375,146,10.989274,135.010726,119.29485
27.9218728,167,32.5535284,134.446472,119.032268
27.9423081,166,32.0224517,133.977548,118.770768
27.9627435,142,8.28930352,133.710696,118.510357
27.9831788,168,33.9319171,134.068083,118.251046
28.0036141,148,12.4639977,135.536002,117.992842
28.0240494,156,19.1214425,136.878558,117.735754
28.0444847,168,31.4444488,136.555551,117.479792
28.06492,169,32.4835486,136.516451,117.224963
28.0853554,147,10.4143236,136.585676,116.971275
28.1057907,138,1.44750249,136.552498,116.718738
28.126226,148,11.7685782,136.231422,116.46736
28.1466613,146,10.1329867,135.867013,116.217149
28.1670966,139,2.84888413,136.151116,115.968113
28.1875319,147,10.4370206,136.562979,115.72026
28.2079673,163,25.8701225,137.129877,115.473599
28.2284026,158,20.3567876,137.643212,115.228138
28.2488379,168,29.8189743,138.181026,114.983884
28.2692732,171,32.2310754,138.768925,114.740845
28.2897085,137,-2.41592611,139.415926,114.49903
28.3101438,171,30.8490983,140.150902,114.258446
28.3305792,179,37.885243,141.114757,114.019101
28.3510145,177,34.159482,142.840518,113.781003
28.3714498,162,16.0225269,145.977473,113.544159
28.3918851,182,32.3274332,149.672567,113.308576
28.4123204,163,9.88681584,153.113184,113.074263
28.4327558,156,0.972731451,155.027269,112.841226
28.4531911,163,6.19698194,156.803018,112.609473
28.4736264,168,9.2599815,158.740018,112.379012
28.4940617,177,16.1095465,160.890454,112.149849
28.514497,168,4.73939866,163.260601,111.921991
28.5349323,189,23.2500033,165.749997,111.695447
28.5553677,162,-6.47182855,168.471829,111.470221
28.575803,185,13.5197915,171.480208,111.246323
28.5962383,208,33.1859081,174.814092,111.023758
28.6166736,208,29.48129,178.51871,110.802533
28.6371089,204,21.3499782,182.650022,110.582655
28.6575442,216,28.7315251,187.268475,110.364131
28.6779796,210,17.5546592,192.445341,110.146968
28.6984149,203,4.73513846,198.264862,109.931171
28.7188502,200,-4.8257309,204.825731,109.716747
28.7392855,202,-10.2434235,212.243423,109.503703
28.7597208,217,-3.65377211,220.653772,109.292045
28.7801561,201,-29.2183018,230.218302,109.081779
28.8005915,237,-4.11651721,241.116517,108.872912
28.8210268,250,-3.53015466,253.530155,108.665449
28.8414621,277,9.29147418,267.708526,108.459397
28.8618974,308,24.062865,283.937135,108.254762
28.8823327,326,23.4367175,302.563283,108.051548
28.902768,368,43.9553116,324.044688,107.849763
28.9232034,395,45.9603888,349.039611,107.649413
28.9436387,438,59.4225125,378.577487,107.450501
28.964074,483,68.6196412,414.380359,107.253035
28.9845093,557,97.5134584,459.486542,107.05702
29.0049446,642,122.498393,519.501607,106.862461
29.0253799,754,149.008188,604.991812,106.669364
29.0458153,852,117.152164,734.847836,106.477734
29.0662506,984,48.9309085,935.069091,106.287576
29.0866859,1142,-77.5444423,1219.54444,106.098896
29.1071212,1380,-202.222185,1582.22218,105.911698
29.1275565,1936,-171.787258,2107.78726,105.725987
29.1479918,2836,-194.93443,3030.93443,105.541769
29.1684272,4208,-135.33344,4343.33344,105.359049
29.1888625,5578,110.391348,5467.60865,105.17783
29.2092978,5883,302.461398,5580.5386,104.998119
29.2297331,5063,229.844604,4833.1554,104.819919
29.2501684,4414,201.550483,4212.44952,104.643235
29.2706037,3850,57.6824737,3792.31753,104.468072
29.2910391,3151,64.437343,3086.56266,104.294434
29.3114744,2308,134.533353,2173.46665,104.122325
29.3319097,1377,-94.691039,1471.69104,103.95175
29.352345,963,-88.3040919,1051.30409,103.782713
29.3727803,776,-34.4888789,810.488879,103.615218
29.3932156,659,-1.28678839,660.286788,103.449269
29.413651,513,-38.2140976,551.214098,103.28487
29.4340863,419,-54.7235396,473.72354,103.122025
29.4545216,405,-15.9202144,420.920214,102.960738
29.4749569,357,-22.772592,379.772592,102.801013
29.4953922,318,-25.724649,343.724649,102.642853
29.5158275,320,4.6097219,315.390278,102.486262
29.5362629,320,25.4626613,294.537339,102.331243
29.5566982,303,23.9823353,279.017665,102.1778
29.5771335,258,-9.1976468,267.197647,102.025936
29.5975688,266,7.87710076,258.122899,101.875655
29.6180041,231,-20.2193405,251.21934,101.72696
29.6384394,259,12.8687758,246.131224,101.579853
29.6588748,263,20.3251224,242.674878,101.434339
29.6793101,229,-11.7030322,240.703032,101.290419
29.6997454,249,9.15772879,239.842271,101.148098
29.7201807,256,15.8427181,240.157282,101.007377
29.740616,247,5.32743168,241.672568,100.86826
29.7610513,269,24.588192,244.411808,100.730749
29.7814867,263,14.5724739,248.427526,100.594847
29.801922,286,32.2000178,253.799982,100.460556
29.8223573,286,25.3712128,260.628787,100.32788
29.8427926,289,19.9880315,269.011969,100.196819
29.8632279,318,38.9801262,279.019874,100.067378
29.8836632,323,32.2610466,290.738953,99.9395568
29.9040986,339,34.7494406,304.250559,99.813359
29.9245339,381,61.7827237,319.217276,99.6887863
29.9449692,409,73.9283616,335.071638,99.5658407
29.9654045,424,73.0806515,350.919349,99.4445243
29.9858398,418,52.4262803,365.57372,99.3248388
30.0062751,465,87.2387038,377.761296,99.206786
30.0267105,487,100.509131,386.490869,99.0903677
30.0471458,521,129.717084,391.282916,98.9755855
30.0675811,471,79.150373,391.849627,98.8624409
30.0880164,523,134.616877,388.383123,98.7509355
30.1084517,478,96.6617333,381.338267,98.6410707
30.128887,463,91.6701309,371.329869,98.5328478
30.1493224,464,105.200465,358.799535,98.426268
30.1697577,413,68.8939778,344.106022,98.3213326
30.190193,413,83.8765211,329.123479,98.2180426
30.2106283,453,136.936169,316.063831,98.1163992
30.2310636,369,64.9594754,304.040525,98.0164032
30.2514989,355,61.9706658,293.029334,97.9180556
30.2719343,362,78.8191784,283.180822,97.8213572
30.2923696,338,63.4354275,274.564572,97.7263086
30.3128049,331,63.8052142,267.194786,97.6329106
30.3332402,339,77.9172124,261.082788,97.5411638
30.3536755,353,96.9321677,256.067832,97.4510687
30.3741108,350,98.5683475,251.431652,97.3626257
30.3945462,331,84.3696516,246.630348,97.2758351
30.4149815,310,67.1975749,242.802425,97.1906974
30.4354168,325,83.627285,241.372715,97.1072126
30.4558521,270,29.1700674,240.829933,97.025381
30.4762874,286,44.8134095,241.186591,96.9452026
30.4967227,305,62.7489012,242.251099,96.8666774
30.5171581,289,45.0266974,243.973303,96.7898053
30.5375934,278,31.6627601,246.33724,96.7145862
30.5580287,301,51.6631712,249.336829,96.6410199
30.578464,292,39.0212389,252.978761,96.5691061
30.5988993,286,28.7022759,257.297724,96.4988444
30.6193346,295,32.614044,262.385956,96.4302343
30.63977,279,10.7107681,268.289232,96.3632754
30.6602053,274,-0.838527789,274.838528,96.297967
30.6806406,291,8.76079846,282.239202,96.2343086
30.7010759,314,23.6187585,290.381241,96.1722993
30.7215112,326,26.6295126,299.370487,96.1119385
30.7419465,342,32.6423224,309.357678,96.0532251
30.7623819,331,10.5411057,320.458894,95.9961583
30.7828172,317,-15.7970924,332.797092,95.940737
30.8032525,361,14.4922753,346.507725,95.8869602
30.8236878,344,-17.7652254,361.765225,95.8348267
30.8441231,344,-34.7851829,378.785183,95.7843353
30.8645584,356,-41.9032739,397.903274,95.7354846
30.8849938,393,-26.9706026,419.970603,95.6882734
30.9054291,377,-70.4807658,447.480766,95.6427001
30.9258644,421,-61.3360584,482.336058,95.5987633
30.9462997,482,-35.9527189,517.952719,95.5564613
30.966735,482,-72.0579279,554.057928,95.5157926
30.9871703,563,-31.4124158,594.412416,95.4767554
31.0076057,594,-46.5068196,640.50682,95.4393479
31.028041,614,-79.4645487,693.464549,95.4035682
31.0484763,732,-22.6428786,754.642879,95.3694145
31.0689116,867,41.2606561,825.739344,95.3368847
31.0893469,966,57.1053169,908.894683,95.3059768
31.1097823,1075,68.1549328,1006.84507,95.2766887
31.1302176,1210,86.8389715,1123.16103,95.249018
31.1506529,1249,-13.7086275,1262.70863,95.2229627
31.1710882,1452,19.1766647,1432.82334,95.1985203
31.1915235,1590,-56.0624922,1646.06249,95.1756884
31.2119588,1834,-86.7445258,1920.74453,95.1544647
31.2323942,2217,-55.0889071,2272.08891,95.1348464
31.2528295,2677,-21.4143818,2698.41438,95.1168311
31.2732648,3128,6.24075734,3121.75924,95.100416
31.2937001,3619,164.372331,3454.62767,95.0855985
31.3141354,4080,297.482355,3782.51764,95.0723757
31.3345707,4495,348.421164,4146.57884,95.0607448
31.3550061,4597,139.238673,4457.76133,95.0507028
31.3754414,4660,41.5515674,4618.44843,95.0422468
31.3958767,4819,175.832307,4643.16769,95.0353736
31.416312,4510,-54.7787932,4564.77879,95.0300801
31.4367473,4418,21.9201464,4396.07985,95.0263633
31.4571826,4249,96.8752262,4152.12477,95.0242197
31.477618,3831,-25.8486712,3856.84867,95.0236462
31.4980533,3588,47.9273561,3540.07264,95.0246392
31.5184886,3278,46.2746078,3231.72539,95.0271954
31.5389239,3204,251.218375,2952.78162,95.0313113
31.5593592,2894,178.240231,2715.75977,95.0369832
31.5797945,2793,251.332267,2541.66773,95.0442077
31.6002299,2721,262.766774,2458.23323,95.0529808
31.6206652,2710,213.6097,2496.3903,95.063299
31.6411005,2827,101.113607,2725.88639,95.0751584
31.6615358,3237,-85.6730783,3322.67308,95.0885551
31.6819711,4738,48.6373763,4689.36262,95.1034852
31.7024064,7251,-272.517788,7523.51779,95.1199446
31.7228418,11685,-307.971893,11992.9719,95.1379294
31.7432771,15315,-31.6114518,15346.6115,95.1574354
31.7637124,14425,719.709578,13705.2904,95.1784584
31.7841477,11526,1178.70823,10347.2918,95.2009941
31.804583,9945,609.052214,9335.94779,95.2250384
31.8250183,9426,48.4741886,9377.52581,95.2505868
31.8454537,7757,166.326156,7590.67384,95.2776348
31.865889,5073,247.844153,4825.15585,95.3061782
31.8863243,3045,127.016358,2917.98364,95.3362122
31.9067596,1854,-87.6590082,1941.65901,95.3677324
31.9271949,1301,-132.184965,1433.18497,95.400734
31.9476302,949,-186.646745,1135.64675,95.4352124
31.9680656,772,-170.962517,942.962517,95.4711628
31.9885009,663,-145.722175,808.722175,95.5085804
32.0089362,511,-199.096425,710.096425,95.5474603
32.0293715,486,-148.66211,634.66211,95.5877977
32.0498068,430,-145.193877,575.193877,95.6295874
32.0702421,413,-114.419015,527.419015,95.6728246
32.0906775,379,-109.176855,488.176855,95.717504
32.1111128,329,-126.26222,455.26222,95.7636206
32.1315481,308,-119.374861,427.374861,95.8111692
32.1519834,298,-105.513011,403.513011,95.8601444
32.1724187,300,-82.9037773,382.903777,95.9105411
32.192854,287,-77.9204153,364.920415,95.9623537
32.2132894,312,-37.1073752,349.107375,96.015577
32.2337247,267,-68.3277727,335.327773,96.0702055
32.25416,258,-65.2380962,323.238096,96.1262336
32.2745953,269,-43.5906103,312.59061,96.1836558
32.2950306,274,-29.1945867,303.194587,96.2424665
32.3154659,269,-25.9048845,294.904885,96.3026599
32.3359013,275,-12.6182792,287.618279,96.3642305
32.3563366,277,-4.26040678,281.260407,96.4271723
32.3767719,286,10.2652158,275.734784,96.4914797
32.3972072,243,-27.8954044,270.895404,96.5571466
32.4176425,266,-0.203267426,266.203267,96.6241673
32.4380778,278,18.257812,259.742188,96.6925358
32.4585132,272,21.6383235,250.361676,96.7622459
32.4789485,276,31.1526968,244.847303,96.8332918
32.4993838,293,48.9860321,244.013968,96.9056672
32.5198191,322,77.4545068,244.545493,96.979366
32.5402544,261,15.5769868,245.423013,97.0543821
32.5606897,269,23.9953695,245.004631,97.1307091
32.5811251,305,62.0885193,242.911481,97.2083408
32.6015604,309,61.4257778,247.574222,97.2872708
32.6219957,295,34.3242894,260.675711,97.3674928
32.642431,314,35.7063341,278.293666,97.4490003
32.6628663,306,14.4713003,291.5287,97.5317868
32.6833016,349,56.3395357,292.660464,97.6158459
32.703737,327,31.6940211,295.305979,97.7011709
32.7241723,350,43.5455264,306.454474,97.7877553
32.7446076,412,90.746164,321.253836,97.8755924
