'y-axis saved as y
'x,PKT-3-101-2_2MnO2_Y2O3_6NaCl_FlowO2_650_24.raw,Diff,Ycalc,Bkg
17.1933315,328,15.6203814,312.379619,309.709455
17.2137668,350,39.0044801,310.99552,308.415892
17.2342021,315,5.36793102,309.632069,307.136168
17.2546375,348,39.7116602,308.28834,305.870168
17.2750728,350,43.0364564,306.963544,304.617779
17.2955081,329,23.3429995,305.657001,303.378885
17.3159434,347,42.6318816,304.368118,302.153373
17.3363787,314,10.9036237,303.096376,300.941131
17.356814,329,27.1586882,301.841312,299.742044
17.3772494,331,30.3974892,300.602511,298.556002
17.3976847,338,38.6204003,299.3796,297.382891
17.41812,313,14.8277615,298.172238,296.222602
17.4385553,346,49.0198863,296.980114,295.075023
17.4589906,317,21.1970711,295.802929,293.940043
17.4794259,303,8.35961123,294.640389,292.817553
17.4998613,286,-7.49217396,293.492174,291.707443
17.5202966,322,29.6421114,292.357889,290.609604
17.5407319,311,19.763082,291.236918,289.523929
17.5611672,264,-26.1279664,290.127966,288.450308
17.5816025,310,20.9715937,289.028406,287.388634
17.6020378,340,52.0629995,287.937001,286.338801
17.6224732,346,59.1391866,286.860813,285.300701
17.6429085,354,68.1930011,285.806999,284.274229
17.6633438,346,61.2313368,284.768663,283.259279
17.6837791,341,57.2568589,283.743141,282.255745
17.7042144,318,35.2698957,282.730104,281.263524
17.7246497,296,14.2706539,281.729346,280.28251
17.7450851,307,26.2594334,280.740567,279.312601
17.7655204,337,57.2367786,279.763221,278.353692
17.7859557,341,62.2039711,278.796029,277.405682
17.806391,312,34.1637277,277.836272,276.468468
17.8268263,296,19.1173132,276.882687,275.541948
17.8472616,336,60.0571747,275.942825,274.626021
17.867697,330,54.9755968,275.024403,273.720587
17.8881323,331,56.8797137,274.120286,272.825544
17.9085676,318,44.7722394,273.227761,271.940793
17.9290029,319,46.6533903,272.34661,271.066235
17.9494382,303,31.5232319,271.476768,270.201771
17.9698736,308,37.3818143,270.618186,269.347302
17.9903089,319,49.2291777,269.770822,268.502732
18.0107442,303,34.0653524,268.934648,267.667961
18.0311795,332,63.8903573,268.109643,266.842894
18.0516148,310,42.7041988,267.295801,266.027434
18.0720501,300,33.506869,266.493131,265.221484
18.0924855,329,63.2983434,265.701657,264.424951
18.1129208,292,27.0785792,264.921421,263.637738
18.1333561,309,44.8475116,264.152488,262.859752
18.1537914,312,48.605051,263.394949,262.090898
18.1742267,315,52.3510786,262.648921,261.331083
18.194662,306,44.0854416,261.914558,260.580214
18.2150974,335,73.8079448,261.192055,259.838199
18.2355327,316,55.5183362,260.481664,259.104945
18.255968,290,30.2162766,259.783723,258.380361
18.2764033,305,45.9012655,259.098735,257.664356
18.2968386,294,35.5723529,258.427647,256.956839
18.3172739,322,64.2277189,257.772281,256.257721
18.3377093,320,62.8669507,257.133049,255.566912
18.3581446,280,23.4937089,256.506291,254.884323
18.3785799,306,50.1058716,255.894128,254.209866
18.3990152,286,30.7009968,255.299003,253.543451
18.4194505,305,50.2775848,254.722415,252.884993
18.4398858,286,31.8342614,254.165739,252.234404
18.4603212,326,72.3697909,253.630209,251.591596
18.4807565,288,34.8838956,253.116104,250.956485
18.5011918,303,50.3800517,252.619948,250.328984
18.5216271,284,31.8652291,252.134771,249.709009
18.5420624,303,51.3223691,251.677631,249.096474
18.5624977,279,27.6996136,251.300386,248.491296
18.5829331,279,27.9976101,251.00239,247.893391
18.6033684,310,59.2203423,250.779658,247.302676
18.6238037,312,61.3542265,250.645773,246.719069
18.644239,301,50.3763776,250.623622,246.142486
18.6646743,311,60.2562936,250.743706,245.572847
18.6851096,281,29.9543228,251.045677,245.010071
18.705545,302,50.4207235,251.579277,244.454075
18.7259803,311,58.597529,252.402471,243.904782
18.7464156,307,53.4271642,253.572836,243.362109
18.7668509,318,62.8741992,255.125801,242.82598
18.7872862,283,25.9671661,257.032834,242.296314
18.8077215,320,60.8587463,259.141254,241.773033
18.8281569,278,16.8745257,261.125474,241.25606
18.8485922,305,42.4823389,262.517661,240.745318
18.8690275,328,65.1300816,262.869918,240.240729
18.8894628,304,42.0268945,261.973106,239.742217
18.9098981,309,49.0480871,259.951913,239.249707
18.9303334,271,13.8264786,257.173521,238.763123
18.9507688,276,21.9182669,254.081733,238.28239
18.9712041,261,9.94549127,251.054509,237.807434
18.9916394,273,24.6761308,248.323869,237.338181
19.0120747,269,23.0249312,245.975069,236.874557
19.03251,292,48.0030097,243.99699,236.41649
19.0529453,275,32.6638514,242.336149,235.963907
19.0733807,267,26.0693054,240.930695,235.516737
19.093816,302,62.2746395,239.72536,235.074907
19.1142513,286,47.3244515,238.675549,234.638346
19.1346866,256,18.2531521,237.746848,234.206985
19.1551219,316,79.0868158,236.913184,233.780753
19.1755572,279,42.8451133,236.154887,233.35958
19.1959926,250,14.5429253,235.457075,232.943397
19.2164279,300,65.1915842,234.808416,232.532137
19.2368632,275,40.7997924,234.200208,232.125729
19.2572985,285,51.3742686,233.625731,231.724108
19.2777338,267,33.9200882,233.079912,231.327205
19.2981691,303,70.4405848,232.559415,230.934954
19.3186045,267,34.9365166,232.063483,230.547289
19.3390398,255,23.4032051,231.596795,230.164143
19.3594751,264,32.8190133,231.180987,229.785452
19.3799104,280,49.1248253,230.875175,229.41115
19.4003457,282,51.2913687,230.708631,229.041173
19.420781,312,81.485028,230.514972,228.675458
19.4412164,276,45.8320474,230.167953,228.31394
19.4616517,242,12.2076088,229.792391,227.956557
19.482087,264,34.5755139,229.424486,227.603246
19.5025223,265,35.9352142,229.064786,227.253945
19.5229576,255,26.2897526,228.710247,226.908593
19.5433929,268,39.6466459,228.353354,226.567128
19.5638283,317,89.0178866,227.982113,226.229489
19.5842636,276,48.3925212,227.607479,225.895617
19.6046989,262,34.7260756,227.273924,225.565452
19.6251342,265,38.0289868,226.971013,225.238933
19.6455695,263,36.3177486,226.682251,224.916003
19.6660048,259,32.5934092,226.406591,224.596603
19.6864402,265,38.8486482,226.151352,224.280675
19.7068755,268,42.0593107,225.940689,223.968162
19.7273108,262,36.1638711,225.836129,223.659005
19.7477461,282,56.1300807,225.869919,223.35315
19.7681814,273,47.120234,225.879766,223.050539
19.7886167,250,24.2578356,225.742164,222.751117
19.8090521,268,42.4187181,225.581282,222.454829
19.8294874,254,28.5650667,225.434933,222.161619
19.8499227,256,30.6933488,225.306651,221.871434
19.870358,237,11.8018046,225.198195,221.58422
19.8907933,266,40.8881407,225.111859,221.299922
19.9112286,248,22.9489686,225.051031,221.018489
19.931664,276,50.9775179,225.022482,220.739866
19.9520993,266,40.9601984,225.039802,220.464004
19.9725346,247,21.8950103,225.10499,220.190848
19.9929699,242,16.8135841,225.186416,219.920349
20.0134052,222,-3.29954474,225.299545,219.652455
20.0338405,248,22.5385167,225.461483,219.387116
20.0542759,243,17.3179141,225.682086,219.124282
20.0747112,249,23.0288212,225.971179,218.863903
20.0951465,224,-2.34026182,226.340262,218.605931
20.1155818,271,44.1965675,226.803432,218.350316
20.1360171,225,-2.38283143,227.382831,218.09701
20.1564524,235,6.88928094,228.110719,217.845966
20.1768878,248,18.9830282,229.016972,217.597135
20.1973231,244,13.8565973,230.143403,217.350472
20.2177584,237,5.45161394,231.548386,217.105929
20.2381937,249,15.6880836,233.311916,216.863461
20.258629,271,35.4543409,235.545659,216.623021
20.2790643,254,15.5904862,238.409514,216.384564
20.2994997,249,6.86051419,242.139486,216.148046
20.319935,272,24.903187,247.096813,215.913422
20.3403703,256,2.14072181,253.859278,215.680647
20.3608056,263,-0.399157911,263.399158,215.449679
20.3812409,267,-10.4334989,277.433499,215.220473
20.4016762,298,-1.07821206,299.078212,214.992988
20.4221116,307,-26.9555725,333.955573,214.767181
20.4425469,373,-18.7969809,391.796981,214.543009
20.4629822,461,-26.5188959,487.518896,214.320431
20.4834175,592,-43.4371153,635.437115,214.099407
20.5038528,726,-95.69759,821.69759,213.879894
20.5242881,1021,52.6202373,968.379763,213.661853
20.5447235,1006,21.8047596,984.19524,213.445244
20.5651588,892,4.23819197,887.761808,213.230028
20.5855941,768,13.6252712,754.374729,213.016164
20.6060294,654,50.6641331,603.335867,212.803615
20.6264647,495,29.41631,465.58369,212.592341
20.6469001,360,-13.5365695,373.536569,212.382305
20.6673354,319,-1.26247366,320.262474,212.17347
20.6877707,279,-10.1140488,289.114049,211.965797
20.708206,261,-8.67116572,269.671166,211.759251
20.7286413,229,-27.7226899,256.72269,211.553794
20.7490766,239,-8.63295637,247.632956,211.349391
20.769512,255,14.0210347,240.978965,211.146006
20.7899473,260,24.0593599,235.94064,210.943604
20.8103826,230,-2.0189324,232.018932,210.74215
20.8308179,253,24.1014362,228.898564,210.541609
20.8512532,236,9.62192465,226.378075,210.341948
20.8716885,231,6.68892087,224.311079,210.143132
20.8921239,232,9.43902315,222.560977,209.945128
20.9125592,218,-3.06615306,221.066153,209.747903
20.9329945,228,8.21340056,219.786599,209.551424
20.9534298,215,-3.68560853,218.685609,209.35566
20.9738651,198,-19.7208014,217.720801,209.160578
20.9943004,241,24.1602205,216.839779,208.966146
21.0147358,240,23.9815018,216.018498,208.772335
21.0351711,219,3.72669769,215.273302,208.579112
21.0556064,217,2.41075679,214.589243,208.386447
21.0760417,208,-5.95770267,213.957703,208.194311
21.096477,224,10.6160943,213.383906,208.002673
21.1169123,203,-9.85929409,212.859294,207.811505
21.1373477,216,3.6262572,212.373743,207.620776
21.157783,241,29.0797514,211.920249,207.43046
21.1782183,219,7.50606393,211.493936,207.240527
21.1986536,185,-26.0907775,211.090778,207.050949
21.2190889,228,17.2939458,210.706054,206.861699
