'y-axis saved as y
'x,PKT-3-101-1_2MnO2_Y2O3_FlowO2_650_24.raw,Diff,Ycalc,Bkg
21.3825715,189,67.1985103,121.80149,117.133914
21.4030068,179,58.2830753,120.716925,116.736907
21.4234421,156,35.9025415,120.097458,116.3454
21.4438774,170,50.4064616,119.593538,115.959363
21.4643127,158,38.8910485,119.108952,115.578767
21.484748,167,48.3649578,118.635042,115.203582
21.5051834,169,50.8365865,118.163414,114.833778
21.5256187,184,66.32849,117.67151,114.469328
21.546054,154,36.9133777,117.086622,114.110201
21.5664893,169,52.767679,116.232321,113.756368
21.5869246,169,53.9178656,115.082134,113.407801
21.6073599,186,71.8052112,114.194789,113.06447
21.6277953,152,38.2250208,113.774979,112.726346
21.6482306,172,58.535384,113.464616,112.393402
21.6686659,163,49.8333327,113.166667,112.065608
21.6891012,151,38.1221356,112.877864,111.742935
21.7095365,175,62.3947927,112.605207,111.425355
21.7299718,158,45.6252771,112.374723,111.11284
21.7504072,163,50.7451819,112.254818,110.805361
21.7708425,163,50.7520236,112.247976,110.50289
21.7912778,159,46.8697226,112.130277,110.205399
21.8117131,160,48.0846241,111.915376,109.912859
21.8321484,144,32.3109011,111.689099,109.625242
21.8525837,181,69.5304106,111.469589,109.342521
21.8730191,153,41.7420936,111.257906,109.064668
21.8934544,145,33.9457904,111.05421,108.791655
21.9138897,170,59.1413263,110.858674,108.523453
21.934325,186,75.3285096,110.67149,108.260036
21.9547603,137,26.5071304,110.49287,108.001376
21.9751956,149,38.6769581,110.323042,107.747444
21.995631,159,48.8377397,110.16226,107.498215
22.0160663,134,23.9891974,110.010803,107.25366
22.0365016,156,46.1310255,109.868975,107.013752
22.0569369,130,20.2628876,109.737112,106.778464
22.0773722,167,57.3844129,109.615587,106.547769
22.0978075,178,68.4951923,109.504808,106.32164
22.1182429,159,49.5947734,109.405227,106.10005
22.1386782,151,41.6826552,109.317345,105.882971
22.1591135,151,41.7582819,109.241718,105.670378
22.1795488,160,50.8210352,109.178965,105.462242
22.1999841,158,48.8702254,109.129775,105.258539
22.2204194,158,48.9050814,109.094919,105.05924
22.2408548,165,55.9247384,109.075262,104.86432
22.2612901,133,23.9282247,109.071775,104.673753
22.2817254,149,39.9144312,109.085569,104.48751
22.3021607,159,49.882054,109.117946,104.305568
22.322596,153,43.8295819,109.170418,104.127898
22.3430313,160,50.7552857,109.244714,103.954476
22.3634667,159,49.6570477,109.342952,103.785275
22.383902,164,54.5321956,109.467804,103.620268
22.4043373,151,41.3771599,109.62284,103.459431
22.4247726,168,58.1868544,109.813146,103.302737
22.4452079,166,55.9550832,110.044917,103.150161
22.4656432,140,29.6780679,110.321932,103.001677
22.4860786,157,46.3549582,110.645042,102.857259
22.5065139,172,60.9863614,111.013639,102.716881
22.5269492,143,31.5837973,111.416203,102.580519
22.5473845,164,52.1584139,111.841586,102.448147
22.5678198,188,75.7037037,112.296296,102.319739
22.5882551,163,50.1978347,112.802165,102.195271
22.6086905,156,42.6164368,113.383563,102.074717
22.6291258,161,46.9372955,114.062704,101.958052
22.6495611,156,41.1590399,114.84096,101.845251
22.6699964,155,39.279443,115.720557,101.736289
22.6904317,167,50.2665521,116.733448,101.631141
22.710867,183,65.0971402,117.90286,101.529783
22.7313024,167,47.7473432,119.252657,101.43219
22.7517377,178,57.1883674,120.811633,101.338337
22.772173,146,23.3801489,122.619851,101.2482
22.7926083,163,38.2726922,124.727308,101.161753
22.8130436,171,43.8024867,127.197513,101.078974
22.8334789,155,24.8876695,130.11233,100.999836
22.8539143,154,20.421462,133.578538,100.924317
22.8743496,169,31.2626759,137.737324,100.852391
22.8947849,171,28.2217201,142.77828,100.784036
22.9152202,202,53.0395603,148.96044,100.719226
22.9356555,181,24.3554331,156.644567,100.657938
22.9560908,232,65.6564943,166.343506,100.600147
22.9765262,228,49.1974956,178.802504,100.545831
22.9969615,251,55.8710168,195.128983,100.494965
23.0173968,267,50.0039737,216.996026,100.447525
23.0378321,278,31.044554,246.955446,100.403488
23.0582674,362,73.1589549,288.841045,100.362831
23.0787027,444,95.9651632,348.034837,100.32553
23.0991381,512,81.1238854,430.876115,100.291561
23.1195734,643,101.627738,541.372262,100.260901
23.1400087,728,55.1110662,672.888934,100.233527
23.160444,879,80.9843198,798.01568,100.209417
23.1808793,1005,130.715853,874.284147,100.188545
23.2013147,1102,225.086195,876.913805,100.170891
23.22175,964,145.742734,818.257266,100.15643
23.2421853,823,100.606666,722.393334,100.14514
23.2626206,696,88.6398772,607.360123,100.136998
23.2830559,568,75.2177512,492.782249,100.131981
23.3034912,429,32.9228947,396.077105,100.130067
23.3239266,402,78.7392878,323.260712,100.131233
23.3443619,348,76.7799855,271.220015,100.135456
23.3647972,255,20.6864687,234.313531,100.142714
23.3852325,221,13.2407812,207.759219,100.152985
23.4056678,214,25.7737211,188.226279,100.166246
23.4261031,188,14.4762068,173.523793,100.182475
23.4465385,153,-9.2180929,162.218093,100.201649
23.4669738,190,36.6426447,153.357355,100.223748
23.4874091,183,36.7037595,146.296241,100.248748
23.5078444,162,21.4126007,140.587399,100.276628
23.5282797,162,26.0858614,135.914139,100.307366
23.548715,190,57.951976,132.048024,100.34094
23.5691504,158,29.1782481,128.821752,100.377328
23.5895857,161,34.8883592,126.111641,100.416509
23.610021,138,14.1734438,123.826556,100.458461
23.6304563,173,51.0982155,121.901784,100.503162
23.6508916,157,36.702231,120.297769,100.550591
23.6713269,140,20.9954807,119.004519,100.600727
23.6917623,150,31.9485257,118.051474,100.653548
23.7121976,154,36.4874001,117.5126,100.709033
23.7326329,126,8.55828765,117.441712,100.76716
23.7530682,130,12.4041121,117.595888,100.82791
23.7735035,153,35.751346,117.248654,100.89126
23.7939388,153,36.877741,116.122259,100.957189
23.8143742,172,56.9654254,115.034575,101.025677
23.8348095,136,21.9678602,114.03214,101.096704
23.8552448,161,48.1402426,112.859757,101.170247
23.8756801,152,40.1453335,111.854666,101.246286
23.8961154,123,11.8371409,111.162859,101.324802
23.9165507,123,12.3068434,110.693157,101.405772
23.9369861,142,31.6403205,110.35968,101.489177
23.9574214,154,43.8812843,110.118716,101.574997
23.9778567,143,33.0505796,109.94942,101.66321
23.998292,129,19.1582401,109.84176,101.753797
24.0187273,150,40.2086559,109.791344,101.846737
24.0391626,145,35.2026003,109.7974,101.942011
24.059598,144,34.1380412,109.861959,102.039597
24.0800333,145,35.0101885,109.989812,102.139477
24.1004686,161,50.810887,110.189113,102.24163
24.1209039,134,23.5275758,110.472424,102.346036
24.1413392,138,27.1413906,110.858609,102.452675
24.1617745,153,41.6239921,111.376008,102.561528
24.1822099,158,45.9324149,112.067585,102.672575
24.2026452,164,51.0012801,112.99872,102.785797
24.2230805,147,32.7332085,114.266792,102.901173
24.2435158,146,29.9941396,116.00586,103.018684
24.2639511,146,27.6362599,118.36374,103.138312
24.2843864,136,14.5995356,121.400464,103.260036
24.3048218,117,-7.88310471,124.883105,103.383838
24.3252571,158,29.8032456,128.196754,103.509697
24.3456924,176,45.22014,130.77986,103.637596
24.3661277,178,45.18395,132.81605,103.767514
24.386563,197,61.8480594,135.151941,103.899433
24.4069983,181,42.3666791,138.633321,104.033335
24.4274337,184,39.7876128,144.212387,104.169199
24.447869,190,36.8387072,153.161293,104.307007
24.4683043,220,53.6255694,166.374431,104.446741
24.4887396,234,51.0685575,182.931442,104.588382
24.5091749,221,22.4457841,198.554216,104.731911
24.5296102,257,50.1591912,206.840809,104.877309
24.5500456,234,28.9046647,205.095335,105.024559
24.5704809,229,32.4694419,196.530558,105.173642
24.5909162,222,37.6799774,184.320023,105.324538
24.6113515,179,9.19711662,169.802883,105.477232
24.6317868,220,64.691096,155.308904,105.631702
24.6522221,217,73.7350054,143.264995,105.787933
24.6726575,170,35.6022013,134.397799,105.945905
24.6930928,164,35.8337148,128.166285,106.105601
24.7135281,147,23.2786363,123.721364,106.267003
24.7339634,166,45.5555319,120.444468,106.430092
24.7543987,143,24.8581455,118.141855,106.594852
24.774834,174,57.475821,116.524179,106.761264
24.7952694,129,13.6696275,115.330372,106.92931
24.8157047,139,24.5726813,114.427319,107.098973
24.83614,128,14.2624655,113.737535,107.270235
24.8565753,138,24.7867193,113.213281,107.443079
24.8770106,134,21.1809244,112.819076,107.617488
24.8974459,111,-1.52162174,112.521622,107.793443
24.9178813,130,17.707734,112.292266,107.970929
24.9383166,139,26.8772212,112.122779,108.149926
24.9587519,157,44.9964429,112.003557,108.330419
24.9791872,141,29.0740489,111.925951,108.51239
24.9996225,130,18.116866,111.883134,108.695823
25.0200578,134,22.1302828,111.869717,108.880699
25.0404932,133,21.1185932,111.881407,109.067002
25.0609285,135,23.0852517,111.914748,109.254716
25.0813638,134,22.0331328,111.966867,109.443824
25.1017991,125,12.965039,112.034961,109.634308
25.1222344,115,2.88487031,112.11513,109.826152
25.1426697,129,16.8008586,112.199141,110.01934
25.1631051,116,3.73935228,112.260648,110.213855
25.1835404,135,22.766932,112.233068,110.409681
25.2039757,131,18.8812683,112.118732,110.6068
25.224411,144,31.8567173,112.143283,110.805197
25.2448463,143,30.7143659,112.285634,111.004856
25.2652816,125,12.5424507,112.457549,111.20576
25.285717,140,27.3585999,112.6414,111.407893
25.3061523,127,14.1641578,112.835842,111.611239
25.3265876,135,21.9589353,113.041065,111.815781
25.3470229,131,17.7396983,113.260302,112.021505
25.3674582,111,-2.49724246,113.497242,112.228394
25.3878935,125,11.2433377,113.756662,112.436432
25.4083289,127,12.9562715,114.043728,112.645603
25.4287642,123,8.63544795,114.364552,112.855892
25.4491995,124,9.27413612,114.725864,113.067283
25.4696348,113,-2.12699473,115.126995,113.279761
25.4900701,126,10.4490309,115.550969,113.493309
25.5105054,116,0.0415890948,115.958411,113.707912
25.5309408,145,28.7012135,116.298786,113.923556
25.5513761,146,29.4591193,116.540881,114.140224
25.5718114,143,26.3091289,116.690871,114.357901
25.5922467,128,11.2245572,116.775443,114.576572
25.612682,114,-2.82085106,116.820851,114.796223
25.6331173,127,10.1471205,116.85288,115.016837
25.6535527,135,18.1020907,116.897909,115.238399
25.673988,117,0.0256012167,116.974399,115.460896
25.6944233,119,1.91176474,117.088235,115.684311
25.7148586,129,11.7633627,117.236637,115.90863
25.7352939,129,11.5861765,117.413824,116.133838
25.7557292,123,5.3858704,117.61413,116.359921
25.7761646,116,-1.8326927,117.832693,116.586863
25.7965999,119,0.934042966,118.065957,116.81465
25.8170352,117,-1.31429431,118.314294,117.043268
25.8374705,129,10.4198826,118.580117,117.272702
25.8579058,121,2.13887722,118.861123,117.502937
25.8783412,124,4.84258013,119.15742,117.73396
25.8987765,114,-5.47038392,119.470384,117.965755
25.9192118,127,7.19796477,119.802035,118.198309
25.9396471,134,13.8451642,120.154836,118.431607
25.9600824,132,11.4693514,120.530649,118.665635
25.9805177,118,-2.92835309,120.928353,118.90038
26.0009531,127,5.64840637,121.351594,119.135827
26.0213884,128,6.1694737,121.830526,119.371961
26.0418237,119,-3.39381765,122.393818,119.60877
26.062259,110,-13.0462494,123.046249,119.846239
26.0826943,128,4.18678736,123.813213,120.084355
26.1031296,129,4.26216859,124.737831,120.323104
26.123565,105,-20.8852459,125.885246,120.562472
26.1440003,132,4.64502693,127.354973,120.802445
26.1644356,146,16.700691,129.299309,121.043011
26.1848709,150,18.0562101,131.94379,121.284155
26.2053062,152,16.4122167,135.587783,121.525864
26.2257415,158,17.4807003,140.5193,121.768124
26.2461769,139,-7.7218725,146.721873,122.010924
26.2666122,145,-8.34684859,153.346849,122.254248
26.2870475,180,21.4922165,158.507783,122.498084
26.3074828,177,16.5905323,160.409468,122.742419
26.3279181,174,14.9345864,159.065414,122.987239
26.3483534,166,10.1300878,155.869912,123.232532
26.3687888,174,22.3473265,151.652673,123.478285
26.3892241,155,8.2713934,146.728607,123.724485
26.4096594,147,5.14147944,141.858521,123.971119
26.4300947,156,18.1545748,137.845425,124.218173
26.45053,151,16.0601659,134.939834,124.465636
26.4709653,154,21.0106233,132.989377,124.713495
26.4914007,129,-2.71899317,131.718993,124.961737
26.511836,141,10.0793318,130.920668,125.210349
26.5322713,135,4.53955061,130.460449,125.459319
26.5527066,134,3.74143255,130.258567,125.708635
26.5731419,121,-9.27461396,130.274614,125.958284
26.5935772,134,3.50067987,130.49932,126.208254
26.6140126,142,11.0494193,130.950581,126.458532
26.6344479,135,3.33298037,131.66702,126.709107
26.6548832,125,-7.68395975,132.68396,126.959965
26.6753185,117,-16.9702471,133.970247,127.211096
26.6957538,141,5.65914496,135.340855,127.462486
26.7161891,127,-9.47643377,136.476434,127.714125
26.7366245,147,9.8270082,137.172992,127.965999
26.7570598,134,-3.54389706,137.543897,128.218098
26.7774951,142,4.2011281,137.798872,128.470409
26.7979304,127,-10.933137,137.933137,128.72292
26.8183657,155,17.2114073,137.788593,128.97562
26.838801,136,-1.30203753,137.302038,129.228498
26.8592364,127,-9.61162341,136.611623,129.48154
26.8796717,145,9.07258239,135.927418,129.734737
26.900107,123,-12.3347851,135.334785,129.988076
26.9205423,109,-25.7684523,134.768452,130.241547
26.9409776,139,4.79721519,134.202785,130.495136
26.9614129,143,9.22904353,133.770956,130.748835
26.9818483,131,-2.50382385,133.503824,131.00263
27.0022836,121,-12.374016,133.374016,131.256511
27.0227189,134,0.6540509,133.345949,131.510466
27.0431542,129,-4.39479884,133.394799,131.764485
27.0635895,137,3.49913699,133.500863,132.018557
27.0840248,118,-15.6321552,133.632155,132.27267
27.1044602,124,-9.78397138,133.783971,132.526813
27.1248955,139,5.04543645,133.954564,132.780976
27.1453308,131,-3.14023221,134.140232,133.035148
27.1657661,142,7.66184511,134.338155,133.289318
27.1862014,138,3.45264876,134.547351,133.543475
27.2066367,126,-8.76710581,134.767106,133.797609
27.2270721,132,-2.99175399,134.991754,134.051709
27.2475074,139,3.78153771,135.218462,134.305764
27.2679427,156,20.5509906,135.449009,134.559764
27.288378,114,-21.6833066,135.683307,134.813698
27.3088133,146,10.079138,135.920862,135.067557
27.3292486,151,14.8387447,136.161255,135.321329
27.349684,119,-17.404143,136.404143,135.575004
27.3701193,117,-19.6492428,136.649243,135.828573
27.3905546,135,-1.89632111,136.896321,136.082024
27.4109899,144,6.85481678,137.145183,136.335349
27.4314252,111,-26.3956654,137.395665,136.588536
27.4518605,133,-4.64764269,137.647643,136.841575
27.4722959,126,-11.9011691,137.901169,137.094458
27.4927312,144,5.84275361,138.157246,137.347173
27.5131665,120,-18.421851,138.421851,137.599711
27.5336018,130,-8.71781781,138.717818,137.852062
27.5540371,134,-5.07232076,139.072321,138.104216
27.5744724,125,-14.4304358,139.430436,138.356164
27.5949078,120,-19.7136752,139.713675,138.607896
27.6153431,121,-18.9828075,139.982808,138.859402
27.6357784,143,2.74748345,140.252517,139.110673
27.6562137,154,13.4761656,140.523834,139.361699
27.676649,138,-2.79809729,140.798097,139.612471
27.6970843,148,6.92024741,141.079753,139.86298
27.7175197,145,3.62923992,141.37076,140.113215
27.737955,157,15.3436385,141.656361,140.363168
27.7583903,155,13.063652,141.936348,140.612829
27.7788256,161,18.7835342,142.216466,140.86219
27.7992609,168,25.502769,142.497231,141.111241
27.8196962,128,-14.7764064,142.776406,141.359973
27.8401316,154,10.9485646,143.051435,141.608377
27.8605669,158,14.6715724,143.328428,141.856444
27.8810022,135,-8.61653029,143.61653,142.104165
27.9014375,164,20.091304,143.908696,142.351531
27.9218728,166,21.7967836,144.203216,142.598534
27.9423081,170,25.4998382,144.500162,142.845164
27.9627435,201,56.2002215,144.799778,143.091413
27.9831788,205,59.8973599,145.10264,143.337272
28.0036141,190,44.5895381,145.410462,143.582733
28.0240494,190,44.2721516,145.727848,143.827786
28.0444847,184,37.9178021,146.082198,144.072424
28.06492,183,36.3581929,146.641807,144.316638
28.0853554,190,41.7459775,148.254022,144.560419
28.1057907,194,40.2249676,153.775032,144.803759
28.126226,190,25.5949869,164.405013,145.04665
28.1466613,189,18.5595135,170.440486,145.289084
28.1670966,189,16.5837167,172.416283,145.531051
28.1875319,169,-4.78268263,173.782683,145.772545
28.2079673,207,31.8130757,175.186924,146.013557
28.2284026,193,16.334884,176.665116,146.254078
28.2488379,198,19.7766095,178.22339,146.494102
28.2692732,182,2.13229961,179.8677,146.733619
28.2897085,215,33.396446,181.603554,146.972622
28.3101438,180,-3.43906444,183.439064,147.211103
28.3305792,200,14.6095492,185.390451,147.449054
28.3510145,189,1.52266826,187.477332,147.686467
28.3714498,191,1.29175029,189.70825,147.923335
28.3918851,213,20.8738023,192.126198,148.15965
28.4123204,223,28.0857978,194.914202,148.395405
28.4327558,221,22.075306,198.924694,148.630591
28.4531911,209,1.98831581,207.011684,148.865201
28.4736264,236,15.4800452,220.519955,149.099227
28.4940617,212,-18.1289296,230.12893,149.332663
28.514497,205,-31.0368799,236.03688,149.565501
28.5349323,228,-13.5388591,241.538859,149.797733
28.5553677,225,-22.4673963,247.467396,150.029353
28.575803,234,-19.9479434,253.947943,150.260352
28.5962383,252,-9.05698497,261.056985,150.490724
28.6166736,256,-12.8826664,268.882666,150.720461
28.6371089,246,-31.5292776,277.529278,150.949557
28.6575442,253,-34.1209708,287.120971,151.178004
28.6779796,310,12.1934745,297.806525,151.405796
28.6984149,276,-33.7655086,309.765509,151.632925
28.7188502,295,-28.2162917,323.216292,151.859384
28.7392855,337,-1.42663325,338.426633,152.085167
28.7597208,338,-17.7288459,355.728846,152.310267
28.7801561,318,-57.5435193,375.543519,152.534676
28.8005915,359,-39.4178667,398.417867,152.758389
28.8210268,356,-69.0817573,425.081757,152.981398
28.8414621,421,-35.4052363,456.405236,153.203698
28.8618974,460,-33.3281656,493.328166,153.42528
28.8823327,523,-14.5243555,537.524356,153.64614
28.902768,585,-6.15813285,591.158133,153.866269
28.9232034,650,-7.20775771,657.207758,154.085663
28.9436387,714,-25.8918823,739.891882,154.304314
28.964074,853,7.77881054,845.221189,154.522215
28.9845093,956,-25.6265659,981.626566,154.739362
29.0049446,1133,-27.3576293,1160.35763,154.955747
29.0253799,1368,-27.26207,1395.26207,155.171364
29.0458153,1596,-107.177122,1703.17712,155.386208
29.0662506,2068,-43.7501695,2111.75017,155.600271
29.0866859,2605,-81.8592748,2686.85927,155.813548
29.1071212,3529,-56.2227992,3585.2228,156.026033
29.1275565,5158,29.3745333,5128.62547,156.23772
29.1479918,7948,67.7979885,7880.20201,156.448603
29.1684272,12737,268.066591,12468.9334,156.658676
29.1888625,17641,-681.417884,18322.4179,156.867932
29.2092978,20150,-1780.44493,21930.4449,157.076368
29.2297331,19495,-850.754021,20345.754,157.283975
29.2501684,17683,538.506514,17144.4935,157.49075
29.2706037,15555,108.195918,15446.8041,157.696685
29.2910391,12781,-787.427321,13568.4273,157.901776
29.3114744,9633,-426.377286,10059.3773,158.106018
29.3319097,6747,195.87035,6551.12965,158.309403
29.352345,4312,78.9760842,4233.02392,158.511927
29.3727803,2896,-12.6092606,2908.60926,158.713585
29.3932156,2036,-100.989577,2136.98958,158.914371
29.413651,1551,-104.275561,1655.27556,159.114279
29.4340863,1148,-186.303427,1334.30343,159.313305
29.4545216,982,-127.080816,1109.08082,159.511443
29.4749569,850,-94.537346,944.537346,159.708688
29.4953922,747,-73.4389195,820.43892,159.905034
29.5158275,627,-97.4610786,724.461079,160.100477
29.5362629,621,-27.6651741,648.665174,160.295012
29.5566982,519,-68.5413264,587.541326,160.488632
29.5771335,468,-69.5649154,537.564915,160.681334
29.5975688,458,-38.1892249,496.189225,160.873113
29.6180041,447,-14.5486918,461.548692,161.063962
29.6384394,391,-41.2621476,432.262148,161.253879
29.6588748,381,-26.2895616,407.289562,161.442857
29.6793101,380,-5.83558094,385.835581,161.630892
29.6997454,353,-14.283778,367.283778,161.817979
29.7201807,295,-56.1509396,351.15094,162.004114
29.740616,358,20.945229,337.054771,162.189291
29.7610513,339,14.3091947,324.690805,162.373507
29.7814867,307,-6.81579908,313.815799,162.556756
29.801922,291,-13.2358489,304.235849,162.739034
29.8223573,314,18.2019221,295.798078,162.920337
29.8427926,295,6.61486752,288.385132,163.10066
29.8632279,323,41.0881199,281.91188,163.279999
29.8836632,336,59.6765491,276.323451,163.458348
29.9040986,335,63.4073782,271.592622,163.635705
29.9245339,303,35.2883423,267.711658,163.812065
29.9449692,315,50.3313372,264.668663,163.987423
29.9654045,356,93.6047283,262.395272,164.161775
29.9858398,348,87.3127644,260.687236,164.335118
30.0062751,354,94.8479288,259.152071,164.507446
30.0267105,331,73.7222712,257.277729,164.678756
30.0471458,364,109.425406,254.574594,164.849044
30.0675811,378,127.747829,250.252171,165.018306
30.0880164,365,123.084611,241.915389,165.186538
30.1084517,396,167.048582,228.951418,165.353736
30.128887,353,131.881536,221.118464,165.519896
30.1493224,353,135.434653,217.565347,165.685015
30.1697577,367,152.102009,214.897991,165.849087
30.190193,359,146.396425,212.603575,166.012111
30.2106283,350,139.30664,210.69336,166.174082
30.2310636,327,117.888194,209.111806,166.334996
30.2514989,301,93.3538407,207.646159,166.49485
30.2719343,294,88.5503333,205.449667,166.65364
30.2923696,280,80.1703695,199.829631,166.811362
30.3128049,306,115.887967,190.112033,166.968014
30.3332402,277,90.9156292,186.084371,167.123591
30.3536755,258,72.7944253,185.205575,167.278091
30.3741108,265,79.657061,185.342939,167.43151
30.3945462,238,52.1576198,185.84238,167.583844
30.4149815,266,79.4803325,186.519668,167.73509
30.4354168,265,77.7284111,187.271589,167.885245
30.4558521,240,51.899055,188.100945,168.034306
30.4762874,242,52.9820865,189.017913,168.18227
30.4967227,241,50.9645148,190.035485,168.329132
30.5171581,227,35.8609574,191.139043,168.474892
30.5375934,232,39.6854778,192.314522,168.619544
30.5580287,226,32.4110164,193.588984,168.763086
30.578464,229,34.0227898,194.97721,168.905516
30.5988993,250,53.5078217,196.492178,169.04683
30.6193346,227,28.8508425,198.149157,169.187025
30.63977,201,1.0335976,199.966402,169.326099
30.6602053,214,12.0342316,201.965768,169.464049
30.6806406,232,27.8266202,204.17338,169.600871
30.7010759,212,5.38005168,206.619948,169.736563
30.7215112,241,31.6613537,209.338646,169.871123
30.7419465,207,-5.35634288,212.356343,170.004547
30.7623819,228,12.2928409,215.707159,170.136833
30.7828172,271,51.4805413,219.519459,170.267979
30.8032525,215,-8.97014783,223.970148,170.397982
30.8236878,249,19.8775477,229.122452,170.526839
30.8441231,249,13.8827656,235.117234,170.654548
30.8645584,274,31.7945222,242.205478,170.781106
30.8849938,268,17.1422527,250.857747,170.906511
30.9054291,273,10.9130601,262.08694,171.030761
30.9258644,307,30.5320755,276.467924,171.153853
30.9462997,314,21.7952706,292.204729,171.275785
30.966735,366,54.2515398,311.74846,171.396555
30.9871703,398,60.9626349,337.037365,171.51616
31.0076057,436,65.6125395,370.38746,171.634599
31.028041,466,51.1826186,414.817381,171.751869
31.0484763,572,98.5669309,473.433069,171.867967
31.0689116,561,13.9350112,547.064989,171.982893
31.0893469,633,3.56156686,629.438433,172.096644
31.1097823,730,26.6498184,703.350182,172.209217
31.1302176,781,32.9285544,748.071446,172.320612
31.1506529,767,8.02389914,758.976101,172.430825
31.1710882,823,70.9341149,752.065885,172.539856
31.1915235,827,85.037646,741.962354,172.647701
31.2119588,818,87.5435761,730.456424,172.754361
31.2323942,848,128.932227,719.067773,172.859832
31.2528295,859,140.790544,718.209456,172.964112
31.2732648,840,99.7056903,740.29431,173.067201
31.2937001,965,172.363336,792.636664,173.169097
31.3141354,969,92.0478424,876.952158,173.269797
31.3345707,1078,88.8021946,989.197805,173.369301
31.3550061,1169,52.8631919,1116.13681,173.467606
31.3754414,1187,-46.2205891,1233.22059,173.564711
31.3958767,1342,30.6292565,1311.37074,173.660615
31.416312,1326,-7.07159265,1333.07159,173.755316
31.4367473,1301,-1.13113715,1302.13114,173.848813
31.4571826,1283,48.7730317,1234.22697,173.941105
31.477618,1217,75.2626001,1141.7374,174.032189
31.4980533,1144,111.634241,1032.36576,174.122065
31.5184886,1086,169.2341,916.7659,174.210731
31.5389239,949,138.874813,810.125187,174.298187
31.5593592,866,140.737758,725.262242,174.38443
31.5797945,869,204.968416,664.031584,174.46946
31.6002299,792,173.748877,618.251123,174.553276
31.6206652,709,137.727613,571.272387,174.635876
31.6411005,629,107.014091,521.985909,174.71726
31.6615358,560,77.19157,482.80843,174.797426
31.6819711,531,78.7492379,452.250762,174.876373
31.7024064,460,39.3939924,420.606008,174.954101
31.7228418,387,0.254534756,386.745465,175.030608
31.7432771,353,-3.99810553,356.998106,175.105893
31.7637124,294,-39.1498656,333.149866,175.179956
31.7841477,305,-9.01702023,314.01702,175.252796
31.804583,271,-27.702452,298.702452,175.324412
31.8250183,273,-13.5230925,286.523093,175.394803
31.8454537,235,-41.8220804,276.82208,175.463968
31.865889,230,-39.0308009,269.030801,175.531908
31.8863243,232,-30.7100957,262.710096,175.59862
31.9067596,213,-44.5382672,257.538267,175.664105
31.9271949,201,-52.2825616,253.282562,175.728361
31.9476302,207,-42.7734049,249.773405,175.791389
31.9680656,206,-40.8855425,246.885542,175.853187
31.9885009,193,-51.5251399,244.52514,175.913756
32.0089362,186,-56.6211091,242.621109,175.973094
32.0293715,190,-51.1192592,241.119259,176.031201
32.0498068,191,-48.9783157,239.978316,176.088078
32.0702421,173,-66.1671921,239.167192,176.143722
32.0906775,176,-62.6631275,238.663128,176.198135
32.1111128,184,-54.4504373,238.450437,176.251316
32.1315481,182,-56.519705,238.519705,176.303264
32.1519834,181,-57.8671809,238.867181,176.353979
32.1724187,191,-48.4941337,239.494134,176.403462
32.192854,191,-49.4086475,240.408647,176.451711
32.2132894,175,-66.6314811,241.631481,176.498727
32.2337247,178,-65.1896814,243.189681,176.54451
32.25416,192,-53.1175533,245.117553,176.589059
32.2745953,176,-71.4672419,247.467242,176.632374
32.2950306,188,-62.3147993,250.314799,176.674456
32.3154659,192,-61.7752153,253.775215,176.715304
32.3359013,198,-60.0200991,258.020099,176.754919
32.3563366,215,-48.2438244,263.243824,176.7933
32.3767719,238,-31.636457,269.636457,176.830447
32.3972072,251,-26.5447886,277.544789,176.866362
32.4176425,225,-62.1526034,287.152603,176.901043
32.4380778,267,-31.1548821,298.154882,176.934491
32.4585132,227,-82.39001,309.39001,176.966707
32.4789485,273,-46.1131474,319.113147,176.99769
32.4993838,285,-41.3338264,326.333826,177.02744
32.5198191,258,-73.8004315,331.800431,177.055959
32.5402544,289,-48.0260615,337.026061,177.083247
32.5606897,294,-48.7576888,342.757689,177.109303
32.5811251,310,-39.0698635,349.069864,177.134128
32.6015604,339,-17.4528818,356.452882,177.157723
32.6219957,315,-50.9633242,365.963324,177.180089
32.642431,343,-35.6302443,378.630244,177.201224
32.6628663,351,-44.1934458,395.193446,177.221131
32.6833016,360,-56.4015914,416.401591,177.23981
32.703737,455,11.3654263,443.634574,177.257261
32.7241723,496,17.5061208,478.493879,177.273484
32.7446076,533,12.6148573,520.385143,177.288481
32.7650429,621,49.8234055,571.176594,177.302253
32.7854782,699,63.9142014,635.085799,177.314799
32.8059135,804,86.976789,717.023211,177.326121
32.8263489,969,145.025323,823.974677,177.336219
32.8467842,1078,111.559306,966.440694,177.345094
32.8672195,1320,159.616887,1160.38311,177.352747
32.8876548,1529,99.1589191,1429.84108,177.359179
32.9080901,1996,186.908823,1809.09118,177.364391
32.9285254,2323,-15.7727507,2338.77275,177.368383
32.9489608,3045,4.65875956,3040.34124,177.371157
32.9693961,3665,-187.771481,3852.77148,177.372713
32.9898314,4167,-396.21452,4563.21452,177.373053
33.0102667,4509,-377.082436,4886.08244,177.372177
33.030702,4360,-394.134014,4754.13401,177.370086
33.0511373,4350,-56.9306932,4406.93069,177.366782
33.0715727,3893,-151.77252,4044.77252,177.362266
33.092008,3558,-76.4720975,3634.4721,177.356539
33.1124433,3175,77.6505622,3097.34944,177.349601
33.1328786,2544,44.8421849,2499.15782,177.341455
