'y-axis saved as y
'x,PKT-3-101-1_2MnO2_Y2O3_FlowO2_650_24.raw,Diff,Ycalc,Bkg
11.7984079,2003,401.504923,1601.49508,1601.49508
11.8188432,1993,399.305975,1593.69402,1593.69402
11.8392785,2024,438.077294,1585.92271,1585.92271
11.8597138,2012,433.818955,1578.18105,1578.18105
11.8801491,1937,366.531035,1570.46897,1570.46897
11.9005845,2010,447.213611,1562.78639,1562.78639
11.9210198,1966,410.866761,1555.13324,1555.13324
11.9414551,1924,376.49056,1547.50944,1547.50944
11.9618904,1910,370.085084,1539.91492,1539.91492
11.9823257,1882,349.650411,1532.34959,1532.34959
12.002761,1939,414.186617,1524.81338,1524.81338
12.0231964,1980,462.693776,1517.30622,1517.30622
12.0436317,1918,408.171966,1509.82803,1509.82803
12.064067,1931,428.621262,1502.37874,1502.37874
12.0845023,1845,350.04174,1494.95826,1494.95826
12.1049376,1789,301.433475,1487.56652,1487.56652
12.1253729,1976,495.796543,1480.20346,1480.20346
12.1458083,1868,395.131019,1472.86898,1472.86898
12.1662436,1810,344.436979,1465.56302,1465.56302
12.1866789,1851,392.714496,1458.2855,1458.2855
12.2071142,1900,448.963648,1451.03635,1451.03635
12.2275495,1787,343.184507,1443.81549,1443.81549
12.2479848,1870,433.377149,1436.62285,1436.62285
12.2684202,1817,387.541649,1429.45835,1429.45835
12.2888555,1719,296.678081,1422.32192,1422.32192
12.3092908,1747,331.786519,1415.21348,1415.21348
12.3297261,1720,311.867038,1408.13296,1408.13296
12.3501614,1669,267.919711,1401.08029,1401.08029
12.3705967,1714,319.944613,1394.05539,1394.05539
12.3910321,1738,350.941818,1387.05818,1387.05818
12.4114674,1686,305.911398,1380.0886,1380.0886
12.4319027,1718,344.853429,1373.14657,1373.14657
12.452338,1694,327.767983,1366.23202,1366.23202
12.4727733,1634,274.655134,1359.34487,1359.34487
12.4932086,1658,305.514955,1352.48504,1352.48504
12.513644,1577,231.34752,1345.65248,1345.65248
12.5340793,1604,265.1529,1338.8471,1338.8471
12.5545146,1651,318.93117,1332.06883,1332.06883
12.5749499,1587,261.682402,1325.3176,1325.3176
12.5953852,1600,281.406668,1318.59333,1318.59333
12.6158205,1578,266.104042,1311.89596,1311.89596
12.6362559,1610,304.774595,1305.2254,1305.2254
12.6566912,1510,211.418401,1298.5816,1298.5816
12.6771265,1508,216.03553,1291.96447,1291.96447
12.6975618,1522,236.626056,1285.37394,1285.37394
12.7179971,1486,207.19005,1278.80995,1278.80995
12.7384325,1543,270.727584,1272.27242,1272.27242
12.7588678,1484,218.238729,1265.76127,1265.76127
12.7793031,1547,287.723559,1259.27644,1259.27644
12.7997384,1450,197.182142,1252.81786,1252.81786
12.8201737,1439,192.614553,1246.38545,1246.38545
12.840609,1391,151.02086,1239.97914,1239.97914
12.8610444,1474,240.401136,1233.59886,1233.59886
12.8814797,1463,235.755452,1227.24455,1227.24455
12.901915,1381,160.083878,1220.91612,1220.91612
12.9223503,1372,157.386486,1214.61351,1214.61351
12.9427856,1383,174.663346,1208.33665,1208.33665
12.9632209,1365,162.914528,1202.08547,1202.08547
12.9836563,1335,139.140103,1195.8599,1195.8599
13.0040916,1296,106.340141,1189.65986,1189.65986
13.0245269,1279,95.5147122,1183.48529,1183.48529
13.0449622,1363,185.663887,1177.33611,1177.33611
13.0653975,1314,142.787736,1171.21226,1171.21226
13.0858328,1231,65.8863272,1165.11367,1165.11367
13.1062682,1269,109.959732,1159.04027,1159.04027
13.1267035,1209,56.0080191,1152.99198,1152.99198
13.1471388,1189,42.0312584,1146.96874,1146.96874
13.1675741,1186,45.0295191,1140.97048,1140.97048
13.1880094,1230,95.0028706,1134.99713,1134.99713
13.2084447,1185,55.9513818,1129.04862,1129.04862
13.2288801,1197,73.8751219,1123.12488,1123.12488
13.2493154,1179,61.7741597,1117.22584,1117.22584
13.2697507,1204,92.6485641,1111.35144,1111.35144
13.290186,1154,48.4984035,1105.5016,1105.5016
13.3106213,1144,44.323746,1099.67625,1099.67625
13.3310566,1134,40.1246569,1093.87534,1093.87534
13.351492,1114,25.901196,1088.0988,1088.09878
13.3719273,1119,36.6534105,1082.34659,1082.34652
13.3923626,1072,-4.61867616,1076.61868,1076.61848
13.4127979,1099,28.084907,1070.91509,1070.91459
13.4332332,1079,13.7639995,1065.236,1065.23479
13.4536685,1094,34.4180659,1059.58193,1059.57901
13.4741039,1029,-24.953992,1053.95399,1053.94718
13.4945392,1049,0.64786574,1048.35213,1048.33924
13.5149745,1011,-31.7727538,1042.77275,1042.75511
13.5354098,1034,-3.2137789,1037.21378,1037.19474
13.5558451,1011,-20.6775397,1031.67754,1031.65805
13.5762804,985,-41.1648674,1026.16487,1026.14497
13.5967158,1019,-1.67575588,1020.67576,1020.65544
13.6171511,981,-34.2101395,1015.21014,1015.18939
13.6375864,929,-80.7679521,1009.76795,1009.74676
13.6580217,929,-75.3491277,1004.34913,1004.32747
13.678457,897,-101.9536,998.9536,998.931473
13.6988923,904,-89.5813046,993.581305,993.558687
13.7193277,940,-48.2321746,988.232175,988.20905
13.739763,900,-82.9061452,982.906145,982.882497
13.7601983,897,-80.603151,977.603151,977.578961
13.7806336,880,-92.323127,972.323127,972.298376
13.8010689,879,-88.0660083,967.066008,967.040677
13.8215042,881,-80.8317302,961.83173,961.805798
13.8419396,838,-118.620228,956.620228,956.593673
13.8623749,854,-97.4314374,951.431437,951.404237
13.8828102,837,-109.265294,946.265294,946.237425
13.9032455,855,-86.1217351,941.121735,941.093171
13.9236808,862,-74.0006991,936.000699,935.97141
13.9441161,821,-109.902131,930.902131,930.872077
13.9645515,762,-163.825989,925.825989,925.795107
13.9849868,800,-120.772254,920.772254,920.740436
14.0054221,843,-72.7409607,915.740961,915.707999
14.0258574,777,-133.732274,910.732274,910.697732
14.0462927,764,-141.746737,905.746737,905.709569
14.066728,738,-162.785456,900.785456,900.743447
14.0871634,736,-159.848415,895.848415,895.799301
14.1075987,707,-183.932046,890.932046,890.877067
14.128034,688,-198.034278,886.034278,885.976682
14.1484693,732,-149.157429,881.157429,881.098081
14.1689046,713,-163.302352,876.302352,876.241201
14.1893399,716,-155.469099,871.469099,871.405978
14.2097753,719,-147.657727,866.657727,866.592349
14.2302106,736,-125.868444,861.868444,861.800249
14.2506459,685,-172.101893,857.101893,857.029617
14.2710812,718,-134.359451,852.359451,852.280387
14.2915165,707,-140.64148,847.64148,847.552499
14.3119518,733,-109.943882,842.943882,842.845888
14.3323872,642,-196.263164,838.263164,838.160491
14.3528225,665,-168.602423,833.602423,833.496247
14.3732578,634,-194.96286,828.96286,828.853091
14.3936931,661,-163.344508,824.344508,824.230963
14.4141284,635,-184.747319,819.747319,819.629798
14.4345637,596,-219.171245,815.171245,815.049536
14.4549991,603,-207.616239,810.616239,810.490114
14.4754344,603,-203.082256,806.082256,805.951469
14.4958697,583,-218.569253,801.569253,801.43354
14.516305,581,-216.077189,797.077189,796.936265
14.5367403,551,-241.60603,792.60603,792.459582
14.5571756,605,-183.155752,788.155752,788.00343
14.577611,622,-161.726354,783.726354,783.567747
14.5980463,588,-191.317874,779.317874,779.152471
14.6184816,605,-169.930442,774.930442,774.757542
14.6389169,577,-193.564419,770.564419,770.382897
14.6593522,625,-141.220681,766.220681,766.028477
14.6797875,575,-186.900496,761.900496,761.694219
14.7002229,554,-203.603624,757.603624,757.380064
14.7206582,568,-185.3262,753.3262,753.08595
14.7410935,545,-204.065051,749.065051,748.811817
14.7615288,565,-179.823355,744.823355,744.557603
14.7819641,504,-236.602377,740.602377,740.32325
14.8023994,503,-233.402241,736.402241,736.108696
14.8228348,546,-186.222997,732.222997,731.913881
14.8432701,576,-152.064713,728.064713,727.738746
14.8637054,574,-149.927474,723.927474,723.583229
14.8841407,474,-245.811387,719.811387,719.447272
14.904576,522,-193.716585,715.716585,715.330814
14.9250113,522,-189.643229,711.643229,711.233796
14.9454467,574,-133.591519,707.591519,707.156159
14.965882,522,-181.561699,703.561699,703.097842
14.9863173,509,-190.554068,699.554068,699.058786
15.0067526,542,-153.568997,695.568997,695.038933
15.0271879,478,-213.606955,691.606955,691.038223
15.0476232,488,-199.668561,687.668561,687.056597
15.0680586,473,-210.754634,683.754634,683.093996
15.0884939,486,-193.865963,679.865963,679.150362
15.1089292,491,-185.003025,676.003025,675.225635
15.1293645,496,-176.166764,672.166764,671.319758
15.1497998,482,-186.359041,668.359041,667.432671
15.1702351,464,-200.581916,664.581916,663.564316
15.1906705,507,-153.837863,660.837863,659.714636
15.2111058,456,-201.13006,657.13006,655.883571
15.2315411,503,-150.462658,653.462658,652.071064
15.2519764,471,-178.841156,649.841156,648.277057
15.2724117,444,-202.272948,646.272948,644.501492
15.2928471,441,-201.768155,642.768155,640.744312
15.3132824,465,-174.340886,639.340886,637.005458
15.3337177,441,-195.011165,636.011165,633.284873
15.354153,437,-195.80784,632.80784,629.582501
15.3745883,446,-183.772795,629.772795,625.898283
15.3950236,459,-167.96659,626.96659,622.232162
15.415459,432,-192.475086,624.475086,618.584081
15.4358943,477,-145.415043,622.415043,614.953984
15.4563296,457,-163.932351,620.932351,611.341814
15.4767649,466,-154.176355,620.176355,607.747513
15.4972002,448,-172.217282,620.217282,604.171025
15.5176355,461,-159.876401,620.876401,600.612294
15.5380709,476,-145.541489,621.541489,597.071262
15.5585062,451,-170.261417,621.261417,593.547875
15.5789415,495,-124.362691,619.362691,590.042075
15.5993768,486,-130.125453,616.125453,586.553806
15.6198121,508,-104.693596,612.693596,583.083013
15.6402474,515,-95.2176458,610.217646,579.629639
15.6606828,503,-105.753354,608.753354,576.193629
15.6811181,506,-100.639581,606.639581,572.774927
15.7015534,466,-135.704005,601.704005,569.373477
15.7219887,491,-102.643868,593.643868,565.989224
15.742424,449,-135.110603,584.110603,562.622113
15.7628593,399,-175.846401,574.846401,559.272088
15.7832947,431,-135.961664,566.961664,555.939094
15.80373,413,-147.61212,560.61212,552.623076
15.8241653,402,-153.373938,555.373938,549.323979
15.8446006,432,-118.823089,550.823089,546.041748
15.8650359,382,-164.694782,546.694782,542.776328
15.8854712,384,-158.841193,542.841193,539.527666
15.9059066,396,-143.180573,539.180573,536.295705
15.9263419,390,-145.668538,535.668538,533.080393
15.9467772,372,-160.284197,532.284197,529.881674
15.9672125,354,-175.024192,529.024192,526.699494
15.9876478,378,-147.900755,525.900755,523.533799
16.0080831,389,-133.939988,522.939988,520.384536
16.0285185,381,-139.170107,520.170107,517.251649
16.0489538,369,-148.572729,517.572729,514.135086
16.0693891,371,-143.991719,514.991719,511.034793
16.0898244,375,-137.144771,512.144771,507.950715
16.1102597,346,-162.870319,508.870319,504.8828
16.130695,357,-148.272815,505.272815,501.830995
16.1511304,373,-128.567802,501.567802,498.795245
16.1715657,345,-152.946498,497.946498,495.775498
16.192001,357,-137.502841,494.502841,492.7717
16.2124363,362,-129.22872,491.22872,489.783799
16.2328716,351,-137.076412,488.076412,486.811742
16.2533069,374,-111.005806,485.005806,483.855476
16.2737423,377,-104.992755,481.992755,480.914948
16.2941776,315,-164.023916,479.023916,477.990106
16.3146129,307,-169.091979,476.091979,475.080896
16.3350482,369,-104.193025,473.193025,472.187268
16.3554835,358,-112.325185,470.325185,469.309169
16.3759188,308,-159.487999,467.487999,466.446545
16.3963542,337,-127.682142,464.682142,463.599347
16.4167895,375,-86.9093923,461.909392,460.76752
16.4372248,361,-98.1727849,459.172785,457.951014
16.4576601,304,-152.476981,456.476981,455.149777
16.4780954,346,-107.828941,453.828941,452.363757
16.4985307,336,-115.239099,451.239099,449.592903
16.5189661,334,-114.723472,448.723472,446.837163
16.5394014,330,-116.307598,446.307598,444.096486
16.5598367,325,-119.034181,444.034181,441.37082
16.580272,295,-146.977551,441.977551,438.660115
16.6007073,335,-105.269041,440.269041,435.964319
16.6211426,319,-120.138579,439.138579,433.283382
16.641578,346,-92.981862,438.981862,430.617252
16.6620133,340,-100.462169,440.462169,427.965879
16.6824486,312,-132.599703,444.599703,425.329212
16.7028839,343,-109.489657,452.489657,422.707201
16.7233192,362,-101.622554,463.622554,420.099795
16.7437545,348,-124.927475,472.927475,417.506945
16.7641899,343,-129.525231,472.525231,414.928599
16.7846252,328,-133.457939,461.457939,412.364707
16.8050605,354,-92.3493085,446.349308,409.81522
16.8254958,332,-99.0845286,431.084529,407.280088
16.8459311,322,-97.1976532,419.197653,404.759261
16.8663664,327,-84.3187356,411.318736,402.252688
16.8868018,326,-79.9111019,405.911102,399.760321
16.9072371,321,-80.7517065,401.751707,397.28211
16.9276724,289,-109.240576,398.240576,394.818005
16.9481077,320,-75.0853672,395.085367,392.367958
16.968543,310,-82.1483896,392.14839,389.931918
16.9889783,319,-70.3583888,389.358389,387.509838
17.0094137,303,-83.6719126,386.671913,385.101667
17.029849,315,-69.0613596,384.06136,382.707356
17.0502843,273,-108.508335,381.508335,380.326858
17.0707196,311,-67.9994735,378.999474,377.960123
17.0911549,297,-79.5257025,376.525702,375.607103
17.1115902,285,-89.0841353,374.084135,373.267749
17.1320256,283,-88.6739734,371.673973,370.942012
17.1524609,285,-84.2920921,369.292092,368.629845
17.1728962,286,-80.9365143,366.936514,366.331199
17.1933315,266,-98.6031081,364.603108,364.046026
17.2137668,295,-67.2902697,362.29027,361.774278
17.2342021,262,-97.9964461,359.996446,359.515907
17.2546375,288,-69.7204906,357.720491,357.270864
17.2750728,304,-51.4616261,355.461626,355.039104
17.2955081,304,-49.2192424,353.219242,352.820577
17.3159434,258,-92.9928339,350.992834,350.615236
17.3363787,257,-91.7819774,348.781977,348.423034
17.356814,285,-61.5863201,346.58632,346.243924
17.3772494,287,-57.4055809,344.405581,344.077857
17.3976847,244,-98.2395662,342.239566,341.924788
17.41812,253,-87.088225,340.088225,339.784668
17.4385553,245,-92.9518503,337.95185,337.657452
17.4589906,302,-33.8319134,335.831913,335.543092
17.4794259,289,-44.7316326,333.731633,333.441541
17.4998613,290,-41.6476861,331.647686,331.352752
17.5202966,264,-65.5634224,329.563422,329.27668
17.5407319,254,-73.4797239,327.479724,327.213278
17.5611672,242,-83.4106652,325.410665,325.162499
17.5816025,265,-58.3676409,323.367641,323.124296
17.6020378,291,-30.3405301,321.34053,321.098625
17.6224732,231,-88.3245592,319.324559,319.085439
17.6429085,288,-29.3194391,317.319439,317.084691
17.6633438,284,-31.3285566,315.328557,315.096336
17.6837791,248,-65.3535949,313.353595,313.120328
17.7042144,253,-58.3914821,311.391482,311.156622
17.7246497,263,-46.4398149,309.439815,309.205171
17.7450851,261,-46.4952161,307.495216,307.265931
17.7655204,251,-54.5557929,305.555793,305.338855
17.7859557,248,-55.630925,303.630925,303.423899
17.806391,280,-21.7316785,301.731678,301.521018
17.8268263,249,-50.8486978,299.848698,299.630165
17.8472616,266,-31.9783967,297.978397,297.751297
17.867697,254,-42.120563,296.120563,295.884368
17.8881323,256,-38.2751828,294.275183,294.029334
17.9085676,261,-31.4422565,292.442256,292.186149
17.9290029,225,-65.6217908,290.621791,290.35477
17.9494382,276,-12.8137985,288.813798,288.535151
17.9698736,261,-26.0182983,287.018298,286.727248
17.9903089,259,-26.2353166,285.235317,284.931017
18.0107442,249,-34.464888,283.464888,283.146413
18.0311795,240,-41.7070566,281.707057,281.373393
18.0516148,242,-37.9618774,279.961877,279.611912
18.0720501,275,-3.2294177,278.229418,277.861926
18.0924855,231,-45.5097594,276.509759,276.123391
18.1129208,233,-41.8030011,274.803001,274.396265
18.1333561,240,-33.1092605,273.10926,272.680502
18.1537914,271,-0.428677904,271.428678,270.976059
18.1742267,250,-19.7614202,269.76142,269.282893
18.194662,236,-32.1076851,268.107685,267.600961
18.2150974,243,-23.4677071,266.467707,265.930219
18.2355327,265,0.158235772,264.841764,264.270623
18.255968,228,-35.2301863,263.230186,262.622132
18.2764033,268,6.36663442,261.633366,260.984701
18.2968386,248,-12.0517694,260.051769,259.358288
18.3172739,233,-25.4859564,258.485956,257.74285
18.3377093,216,-40.9365967,256.936597,256.138344
18.3581446,245,-10.4044975,255.404498,254.544728
18.3785799,220,-33.8906362,253.890636,252.961959
18.3990152,222,-30.3962024,252.396202,251.389994
18.4194505,249,-1.92265383,250.922654,249.828792
18.4398858,237,-12.4717885,249.471788,248.278309
18.4603212,236,-12.045842,248.045842,246.738504
18.4807565,219,-27.6476186,246.647619,245.209335
18.5011918,255,9.71933109,245.280669,243.690759
18.5216271,247,3.05046173,243.949538,242.182735
18.5420624,233,-9.66011415,242.660114,240.685221
18.5624977,240,-1.42012446,241.420124,239.198175
18.5829331,241,0.760136577,240.239863,237.721556
18.6033684,212,-27.1332704,239.13327,236.255321
18.6238037,242,3.88043274,238.119567,234.79943
18.644239,256,18.7742041,237.225796,233.353841
18.6646743,250,13.5091743,236.490826,231.918514
18.6851096,238,2.02824915,235.971751,230.493406
18.705545,233,-2.75402496,235.754025,229.078476
18.7259803,274,38.0331874,235.966813,227.673685
18.7464156,193,-43.8038651,236.803865,226.27899
18.7668509,265,26.4544525,238.545547,224.894351
18.7872862,257,15.4358847,241.564115,223.519727
18.8077215,280,33.7407915,246.259208,222.155079
18.8281569,283,30.1957899,252.80421,220.800364
18.8485922,267,6.42523825,260.574762,219.455543
18.8690275,291,23.4631518,267.536848,218.120576
18.8894628,273,2.24774405,270.752256,216.795421
18.9098981,293,24.4736458,268.526354,215.48004
18.9303334,281,19.3446693,261.655331,214.174391
18.9507688,276,23.8387959,252.161204,212.878436
18.9712041,287,44.8615794,242.138421,211.592133
18.9916394,243,9.76979928,233.230201,210.315444
19.0120747,223,-3.12705139,226.127051,209.048328
19.03251,218,-2.70023434,220.700234,207.790746
19.0529453,250,33.4756294,216.524371,206.542659
19.0733807,232,18.7932723,213.206728,205.304026
19.093816,211,0.531878515,210.468121,204.074809
19.1142513,198,-10.1254192,208.125419,202.854969
19.1346866,244,37.9399171,206.060083,201.644466
19.1551219,224,19.8055754,204.194425,200.44326
19.1755572,218,15.5235706,202.476429,199.251314
19.1959926,231,30.1295557,200.870444,198.068589
19.2164279,201,1.64853511,199.351465,196.895044
19.2368632,216,18.0984222,197.901578,195.730643
19.2572985,203,6.49229993,196.5077,194.575345
19.2777338,181,-14.160099,195.160099,193.429113
19.2981691,198,4.14861362,193.851386,192.291909
19.3186045,184,-8.57588572,192.575886,191.163693
19.3390398,212,20.6707753,191.329225,190.044427
19.3594751,204,13.8920433,190.107957,188.934074
19.3799104,237,48.0905643,188.909436,187.832595
19.4003457,248,60.2678406,187.732159,186.739953
19.420781,198,11.4228933,186.577107,185.656109
19.4412164,235,49.5488778,185.451122,184.581025
19.4616517,192,7.62324242,184.376758,183.514664
19.482087,199,15.5691601,183.43084,182.456988
19.5025223,187,4.19562049,182.80438,181.40796
19.5229576,196,13.4523122,182.547688,180.367542
19.5433929,204,21.8942192,182.105781,179.335696
19.5638283,193,11.7535548,181.246445,178.312386
19.5842636,209,28.6937386,180.306261,177.297575
19.6046989,203,23.6211205,179.37888,176.291224
19.6251342,209,30.5301789,178.469821,175.293298
19.6455695,195,17.4205367,177.579463,174.303758
19.6660048,208,31.2916954,176.708305,173.322569
19.6864402,214,38.1429354,175.857065,172.349694
19.7068755,194,18.9728204,175.02718,171.385096
19.7273108,211,36.7777714,174.222229,170.428737
19.7477461,199,25.5486763,173.451324,169.480583
19.7681814,210,37.2612532,172.738747,168.540596
19.7886167,205,32.838655,172.161345,167.60874
19.8090521,193,21.0930262,171.906974,166.684979
19.8294874,212,39.9689547,172.031045,165.769276
19.8499227,192,19.9918751,172.008125,164.861596
19.870358,226,54.3832264,171.616774,163.961903
19.8907933,198,26.8202392,171.179761,163.07016
19.9112286,213,42.2091939,170.790806,162.186333
19.931664,196,25.5392469,170.460753,161.310384
19.9520993,200,29.8035152,170.196485,160.442279
19.9725346,213,42.993866,170.006134,159.581982
19.9929699,180,10.1006358,169.899364,158.729458
20.0134052,208,38.1122759,169.887724,157.884671
20.0338405,207,37.0148976,169.985102,157.047586
20.0542759,202,31.7916824,170.208318,156.218168
20.0747112,186,15.4221105,170.57789,155.396381
20.0951465,189,17.8809394,171.119061,154.58219
20.1155818,198,26.1368361,171.863164,153.775562
20.1360171,201,28.1505205,172.84948,152.97646
20.1564524,212,37.8722079,174.127792,152.18485
20.1768878,219,43.2380305,175.761969,151.400698
20.1973231,218,40.1649378,177.835062,150.623968
20.2177584,218,37.543283,180.456717,149.854626
20.2381937,246,62.2257988,183.774201,149.092639
20.258629,246,58.0107752,187.989225,148.33797
20.2790643,229,35.6156104,193.38439,147.590587
20.2994997,263,62.633731,200.366269,146.850455
20.319935,270,60.4614233,209.538577,146.11754
20.3403703,265,43.1671439,221.832856,145.391807
20.3608056,275,36.2440231,238.755977,144.673224
20.3812409,298,35.1123847,262.887615,143.961756
20.4016762,373,74.0994057,298.900594,143.257369
20.4221116,473,117.48847,355.51153,142.56003
20.4425469,589,140.143936,448.856064,141.869705
20.4629822,842,234.213397,607.786603,141.186361
20.4834175,1191,312.416129,878.583871,140.509964
20.5038528,1671,362.449517,1308.55048,139.840481
20.5242881,2235,381.096267,1853.90373,139.177878
20.5447235,2751,491.848012,2259.15199,138.522123
20.5651588,2666,411.705233,2254.29477,137.873183
20.5855941,2403,449.428843,1953.57116,137.231024
20.6060294,1971,401.071782,1569.92822,136.595613
20.6264647,1492,353.41693,1138.58307,135.966919
20.6469001,969,207.183958,761.816042,135.344907
20.6673354,671,146.777208,524.222792,134.729545
20.6877707,475,82.5056457,392.494354,134.120801
20.708206,363,45.8993115,317.100688,133.518643
20.7286413,319,48.5859769,270.414023,132.923037
20.7490766,299,59.6098741,239.390126,132.333952
20.769512,250,32.3936912,217.606309,131.751355
20.7899473,261,59.3626098,201.63739,131.175214
20.8103826,229,39.4796763,189.520324,130.605497
20.8308179,237,56.9393443,180.060656,130.042172
20.8512532,196,23.5055437,172.494456,129.485207
20.8716885,225,58.6799915,166.320008,128.934571
20.8921239,197,35.7937581,161.206242,128.390231
20.9125592,209,52.091896,156.908104,127.852156
20.9329945,193,39.7552657,153.244734,127.320314
20.9534298,202,51.918377,150.081623,126.794674
20.9738651,195,47.6878416,147.312158,126.275204
20.9943004,201,56.1472197,144.85278,125.761873
21.0147358,199,56.3544168,142.645583,125.25465
21.0351711,210,69.3479613,140.652039,124.753504
21.0556064,216,77.1582534,138.841747,124.258403
21.0760417,179,41.8087427,137.191257,123.769316
21.096477,218,82.3163091,135.683691,123.286213
21.1169123,164,29.6920001,134.308,122.809063
21.1373477,199,65.9267623,133.073238,122.337834
21.157783,186,53.9668546,132.033145,121.872497
21.1782183,170,38.8224672,131.177533,121.413021
21.1986536,189,58.7285786,130.271421,120.959374
21.2190889,166,36.6792041,129.320796,120.511527
21.2395242,191,62.5944599,128.40554,120.06945
21.2599596,172,44.4624881,127.537512,119.633111
21.2803949,187,60.2897341,126.710266,119.202482
21.3008302,172,46.087806,125.912194,118.777531
21.3212655,188,62.881273,125.118727,118.358228
21.3417008,159,34.7419059,124.258094,117.944544
21.3621361,191,67.8395621,123.160438,117.53645
