'y-axis saved as y
'x,PKT-3-112-1_NaMn2O4_YOCl_650_24_O2.raw,Diff,Ycalc,Bkg
21.1373477,164,-29.1448036,193.144804,156.372388
21.157783,191,-7.98152529,198.981525,155.807056
21.1782183,181,-25.7759459,206.775946,155.242347
21.1986536,223,7.46187261,215.538127,154.678352
21.2190889,242,19.2150741,222.784926,154.115161
21.2395242,230,4.46251218,225.537488,153.552864
21.2599596,233,10.2688145,222.731186,152.99155
21.2803949,220,4.24798543,215.752015,152.43131
21.3008302,206,-0.457876403,206.457876,151.872231
21.3212655,204,7.46060559,196.539394,151.314404
21.3417008,191,3.40211733,187.597883,150.757917
21.3621361,212,31.5391834,180.460817,150.202858
21.3825715,172,-3.0938543,175.093854,149.649315
21.4030068,163,-8.10497695,171.104977,149.097375
21.4234421,190,21.8975912,168.102409,148.547126
21.4438774,187,21.2006144,165.799386,147.998654
21.4643127,174,10.0176922,163.982308,147.452045
21.484748,192,29.5465447,162.453455,146.907386
21.5051834,160,-1.1260088,161.126009,146.364761
21.5256187,175,15.0631008,159.936899,145.824256
21.546054,168,9.16586407,158.834136,145.285955
21.5664893,162,4.21756103,157.782439,144.749941
21.5869246,160,3.23768407,156.762316,144.216299
21.6073599,142,-13.7670174,155.767017,143.68511
21.6277953,169,14.2012441,154.798756,143.156458
21.6482306,159,5.13520651,153.864793,142.630423
21.6686659,143,-9.97409228,152.974092,142.107087
21.6891012,142,-10.1350234,152.135023,141.58653
21.7095365,169,17.645728,151.354272,141.068832
21.7299718,157,6.36325306,150.636747,140.554071
21.7504072,176,26.0138672,149.986133,140.042328
21.7708425,176,26.5942281,149.405772,139.533679
21.7912778,136,-12.8998256,148.899826,139.028201
21.8117131,176,27.5250127,148.474987,138.525971
21.8321484,136,-12.1443218,148.144322,138.027065
21.8525837,155,7.0650187,147.934981,137.531557
21.8730191,140,-7.86388063,147.863881,137.039522
21.8934544,160,12.1104396,147.88956,136.551034
21.9138897,146,-2.06582092,148.065821,136.066164
21.934325,159,10.547131,148.452869,135.584986
21.9547603,138,-11.1186976,149.118698,135.107569
21.9751956,162,11.839729,150.160271,134.633986
21.995631,155,3.27827817,151.721722,134.164304
22.0160663,179,24.9814156,154.018584,133.698594
22.0365016,147,-10.3688603,157.36886,133.236922
22.0569369,183,20.7802561,162.219744,132.779356
22.0773722,176,6.8763002,169.1237,132.325962
22.0978075,193,14.479414,178.520586,131.876806
22.1182429,188,-2.18184029,190.18184,131.431951
22.1386782,253,50.5194908,202.480509,130.991462
22.1591135,244,31.9878556,212.012144,130.555401
22.1795488,230,14.6480145,215.351986,130.12383
22.1999841,241,29.2235082,211.776492,129.69681
22.2204194,221,17.7475686,203.252431,129.2744
22.2408548,230,37.9866456,192.013354,128.85666
22.2612901,188,7.96085711,180.039143,128.443649
22.2817254,199,29.7511643,169.248836,128.035422
22.3021607,164,3.31879253,160.681207,127.632037
22.322596,170,15.6789685,154.321031,127.233548
22.3430313,143,-6.68808201,149.688082,126.84001
22.3634667,156,9.71433969,146.28566,126.451475
22.383902,165,21.2590154,143.740985,126.067998
22.4043373,165,23.1999281,141.800072,125.689628
22.4247726,158,17.7063614,140.293639,125.316416
22.4452079,142,2.89229866,139.107701,124.948411
22.4656432,147,8.83393171,138.166068,124.585662
22.4860786,171,33.5839297,137.41607,124.228217
22.5065139,163,26.1782258,136.821774,123.87612
22.5269492,132,-4.35823482,136.358235,123.529418
22.5473845,170,33.9915018,136.008498,123.188155
22.5678198,129,-6.7618998,135.7619,122.852375
22.5882551,170,34.3892307,135.610769,122.522118
22.6086905,142,6.4491239,135.550876,122.197427
22.6291258,161,25.4188668,135.581133,121.878342
22.6495611,141,5.29679383,135.703206,121.564901
22.6699964,172,36.0791666,135.920833,121.257143
22.6904317,135,-1.23910055,136.239101,120.955105
22.710867,161,24.3327984,136.667202,120.658823
22.7313024,163,25.782313,137.217687,120.36833
22.7517377,171,33.0930785,137.906922,120.083662
22.772173,137,-1.75656574,138.756566,119.804851
22.7926083,146,6.20462994,139.79537,119.531929
22.8130436,164,22.9389897,141.06101,119.264925
22.8334789,160,17.4001051,142.599895,119.003871
22.8539143,148,3.53808968,144.46191,118.748793
22.8743496,152,5.3060196,146.69398,118.49972
22.8947849,195,45.6940184,149.305982,118.256678
22.9152202,153,0.818835152,152.181165,118.019692
22.9356555,177,21.8445859,155.155414,117.788787
22.9560908,164,5.83094621,158.169054,117.563984
22.9765262,159,-2.33939048,161.33939,117.345307
22.9969615,151,-13.8356202,164.83562,117.132777
23.0173968,157,-11.7988574,168.798857,116.926412
23.0378321,155,-18.3634134,173.363413,116.726232
23.0582674,149,-29.6216422,178.621642,116.532255
23.0787027,189,4.43983451,184.560165,116.344497
23.0991381,171,-20.0438595,191.043859,116.162974
23.1195734,178,-19.8221995,197.822199,115.9877
23.1400087,183,-21.533413,204.533413,115.818689
23.160444,207,-3.7199677,210.719968,115.655952
23.1808793,198,-17.8747725,215.874773,115.499502
23.2013147,227,7.47851171,219.521488,115.349349
23.22175,195,-26.3106298,221.31063,115.205501
23.2421853,176,-45.0984598,221.09846,115.067966
23.2626206,197,-21.9791646,218.979165,114.936753
23.2830559,184,-31.2612465,215.261246,114.811866
23.3034912,188,-22.4011461,210.401146,114.69331
23.3239266,172,-32.9197354,204.919735,114.58109
23.3443619,178,-21.3292904,199.32929,114.475208
23.3647972,207,12.9172374,194.082763,114.375667
23.3852325,158,-31.5703996,189.5704,114.282465
23.4056678,186,-0.143506982,186.143507,114.195605
23.4261031,191,6.89028467,184.109715,114.115083
23.4465385,184,0.164616913,183.835383,114.040897
23.4669738,183,-2.82276943,185.822769,113.973045
23.4874091,199,8.20695006,190.79305,113.911522
23.5078444,184,-15.6846904,199.68469,113.856322
23.5282797,234,20.5801968,213.419803,113.807438
23.548715,230,-2.32966501,232.329665,113.764864
23.5691504,241,-13.5192221,254.519222,113.728591
23.5895857,247,-27.4347485,274.434748,113.698609
23.610021,274,-10.7101982,284.710198,113.674908
23.6304563,281,-1.01436573,282.014366,113.657476
23.6508916,268,-1.16853106,269.168531,113.646302
23.6713269,226,-24.1843591,250.184359,113.64137
23.6917623,274,45.9228992,228.077101,113.642668
23.7121976,243,36.6556307,206.344369,113.650179
23.7326329,188,0.0945387543,187.905461,113.663888
23.7530682,196,22.27884,173.72116,113.683776
23.7735035,196,32.7272614,163.272739,113.709826
23.7939388,184,28.4137583,155.586242,113.742019
23.8143742,166,16.1382227,149.861777,113.780335
23.8348095,157,11.4623146,145.537685,113.824751
23.8552448,164,21.7806368,142.219363,113.875247
23.8756801,168,28.3011645,139.698836,113.9318
23.8961154,151,13.156412,137.843588,113.994385
23.9165507,158,21.4832316,136.516768,114.062978
23.9369861,153,17.4016055,135.598394,114.137553
23.9574214,165,30.0679019,134.932098,114.218085
23.9778567,153,18.6698077,134.330192,114.304544
23.998292,163,29.3332266,133.666773,114.396904
24.0187273,152,19.0579833,132.942017,114.495135
24.0391626,145,12.7832672,132.216733,114.599207
24.059598,164,32.4555243,131.544476,114.70909
24.0800333,151,20.0169017,130.983098,114.824751
24.1004686,123,-7.59136407,130.591364,114.946158
24.1209039,142,11.601692,130.398308,115.073277
24.1413392,135,4.59842136,130.401579,115.206076
24.1617745,178,47.4123853,130.587615,115.344518
24.1822099,166,35.0540516,130.945948,115.488568
24.2026452,141,9.52651323,131.473487,115.638189
24.2230805,169,36.825745,132.174255,115.793344
24.2435158,118,-15.0579115,133.057912,115.953995
24.2639511,161,26.8626491,134.137351,116.120103
24.2843864,139,3.57588077,135.424119,116.291628
24.3048218,173,36.0735302,136.92647,116.46853
24.3252571,180,41.3392466,138.660753,116.650768
24.3456924,175,34.3784898,140.62151,116.8383
24.3661277,150,7.29020045,142.7098,117.031084
24.386563,171,26.1175732,144.882427,117.229075
24.4069983,172,24.891325,147.108675,117.43223
24.4274337,189,39.7041113,149.295889,117.640505
24.447869,196,44.739811,151.260189,117.853853
24.4683043,217,64.2645237,152.735476,118.072229
24.4887396,201,47.5580167,153.441983,118.295587
24.5091749,207,53.7249167,153.275083,118.523878
24.5296102,180,27.6329792,152.367021,118.757055
24.5500456,191,40.0707114,150.929289,118.995069
24.5704809,153,3.76685523,149.233145,119.23787
24.5909162,199,51.3933208,147.606679,119.48541
24.6113515,168,22.0001863,145.999814,119.737637
24.6317868,187,42.7967737,144.203226,119.994499
24.6522221,154,11.4448676,142.555132,120.255947
24.6726575,150,8.85131571,141.148684,120.521926
24.6930928,154,13.9985558,140.001444,120.792385
24.7135281,147,7.87555619,139.124444,121.067269
24.7339634,161,22.4745904,138.52541,121.346526
24.7543987,150,11.803253,138.196747,121.6301
24.774834,146,7.91567876,138.084321,121.917936
24.7952694,158,19.9447699,138.05523,122.209979
24.8157047,138,0.0678126342,137.932187,122.506173
24.83614,168,30.3800968,137.619903,122.806461
24.8565753,139,1.83689951,137.1631,123.110787
24.8770106,142,5.35981681,136.640183,123.419091
24.8974459,115,-21.0992497,136.09925,123.731318
24.9178813,150,14.4015243,135.598476,124.047408
24.9383166,151,15.7990224,135.200978,124.367302
24.9587519,123,-11.9310145,134.931014,124.690942
24.9791872,133,-1.76794808,134.767948,125.018266
24.9996225,116,-18.6847896,134.68479,125.349216
25.0200578,136,1.30260979,134.69739,125.683731
25.0404932,142,7.18724734,134.812753,126.021749
25.0609285,138,3.00741331,134.992587,126.36321
25.0813638,113,-22.2146475,135.214647,126.708051
25.1017991,136,0.525877924,135.474122,127.056211
25.1222344,135,-0.770962968,135.770963,127.407627
25.1426697,108,-28.1025571,136.102557,127.762237
25.1631051,144,7.53246861,136.467531,128.119977
25.1835404,132,-4.86529975,136.8653,128.480784
25.2039757,153,15.7048398,137.29516,128.844595
25.224411,135,-2.75331402,137.753314,129.211345
25.2448463,129,-9.22843646,138.228436,129.58097
25.2652816,128,-10.727827,138.727827,129.953405
25.285717,129,-10.3069582,139.306958,130.328587
25.3061523,154,14.0473873,139.952613,130.706449
25.3265876,122,-18.6575682,140.657568,131.086926
25.3470229,142,0.572346234,141.427654,131.469953
25.3674582,158,15.7296848,142.270315,131.855465
25.3878935,137,-6.19150194,143.191502,132.243394
25.4083289,138,-6.19317419,144.193174,132.633675
25.4287642,130,-15.2701509,145.270151,133.026242
25.4491995,128,-18.4076901,146.40769,133.421028
25.4696348,139,-8.57797176,147.577972,133.817966
25.4900701,147,-1.73870567,148.738706,134.21699
25.5105054,133,-16.864246,149.864246,134.618032
25.5309408,151,0.0516554022,150.948345,135.021025
25.5513761,169,16.9890259,152.010974,135.425903
25.5718114,159,5.9119118,153.088088,135.832596
25.5922467,128,-26.2430761,154.243076,136.241039
25.612682,158,2.42913575,155.570864,136.651164
25.6331173,180,22.8200884,157.179912,137.062902
25.6535527,164,4.799404,159.200596,137.476187
25.673988,149,-12.7939197,161.79392,137.890949
25.6944233,154,-11.1676136,165.167614,138.307122
25.7148586,143,-26.6270671,169.627067,138.724638
25.7352939,175,-0.622689375,175.622689,139.143427
25.7557292,169,-14.8110933,183.811093,139.563424
25.7761646,207,11.8869713,195.113029,139.984559
25.7965999,229,18.4291255,210.570875,140.406764
25.8170352,241,10.3322009,230.667799,140.829972
25.8374705,253,-1.17108225,254.171082,141.254114
25.8579058,274,-2.50973885,276.509739,141.679123
25.8783412,321,30.153653,290.846347,142.104931
25.8987765,335,41.6358543,293.364146,142.53147
25.9192118,321,35.1351254,285.864875,142.958671
25.9396471,283,11.0436164,271.956384,143.386468
25.9600824,271,16.820712,254.179288,143.814793
25.9805177,252,17.1474974,234.852503,144.243577
26.0009531,244,26.9886874,217.011313,144.672755
26.0213884,206,3.33558951,202.66441,145.102257
26.0418237,217,24.9411742,192.058826,145.532017
26.062259,186,1.5028898,184.49711,145.961968
26.0826943,178,-1.14620207,179.146202,146.392043
26.1031296,170,-5.34377188,175.343772,146.822175
26.123565,182,9.37443742,172.625563,147.252297
26.1440003,180,9.32223059,170.677769,147.682343
26.1644356,164,-5.28975493,169.289755,148.112245
26.1848709,189,20.6799466,168.320053,148.541939
26.2053062,200,32.3313481,167.668652,148.971358
26.2257415,175,7.73120338,167.268797,149.400436
26.2461769,189,21.9167366,167.083263,149.829108
26.2666122,176,8.9069202,167.09308,150.257308
26.2870475,168,0.753135775,167.246864,150.684971
26.3074828,178,10.5207705,167.479229,151.112032
26.3279181,151,-16.8165643,167.816564,151.538427
26.3483534,160,-8.25809424,168.258094,151.964091
26.3687888,172,3.19278904,168.807211,152.388959
26.3892241,155,-14.4762603,169.47626,152.812968
26.4096594,144,-26.2854532,170.285453,153.236055
26.4300947,168,-3.26818767,171.268188,153.658155
26.45053,143,-29.4774355,172.477435,154.079206
26.4709653,166,-7.9935609,173.993561,154.499145
26.4914007,178,2.0692379,175.930762,154.91791
26.511836,135,-43.4278525,178.427852,155.335438
26.5322713,171,-10.5862098,181.58621,155.751668
26.5527066,153,-32.3160792,185.316079,156.166537
26.5731419,161,-28.1235394,189.123539,156.579986
26.5935772,199,6.87992284,192.120077,156.991953
26.6140126,181,-12.5675134,193.567513,157.402378
26.6344479,181,-12.4929298,193.49293,157.8112
26.6548832,141,-51.4535715,192.453571,158.218361
26.6753185,201,10.1322325,190.867767,158.6238
26.6957538,172,-17.0097586,189.009759,159.027459
26.7161891,148,-39.2861962,187.286196,159.429279
26.7366245,152,-34.0673093,186.067309,159.829202
26.7570598,154,-31.4801462,185.480146,160.22717
26.7774951,185,-0.464186668,185.464187,160.623126
26.7979304,169,-16.8739995,185.873999,161.017014
26.8183657,170,-16.5452309,186.545231,161.408775
26.838801,144,-43.3580522,187.358052,161.798356
26.8592364,157,-31.4392221,188.439222,162.185699
26.8796717,159,-30.9818483,189.981848,162.57075
26.900107,165,-26.3081805,191.308181,162.953455
26.9205423,157,-35.2141582,192.214158,163.333758
26.9409776,138,-55.1285127,193.128513,163.711606
26.9614129,179,-15.180989,194.180989,164.086946
26.9818483,156,-39.4032549,195.403255,164.459726
27.0022836,167,-29.8097091,196.809709,164.829892
27.0227189,169,-29.40492,198.40492,165.197392
27.0431542,141,-59.2010006,200.201001,165.562177
27.0635895,183,-19.2266837,202.226684,165.924194
27.0840248,190,-14.5041313,204.504131,166.283393
27.1044602,177,-30.0301121,207.030112,166.639725
27.1248955,178,-31.8887314,209.888731,166.99314
27.1453308,168,-45.1615124,213.161512,167.34359
27.1657661,174,-42.9712696,216.97127,167.691027
27.1862014,199,-22.4940639,221.494064,168.035402
27.2066367,190,-36.9972755,226.997275,168.376668
27.2270721,196,-37.9043077,233.904308,168.714779
27.2475074,209,-33.9081913,242.908191,169.04969
27.2679427,262,6.84286238,255.157138,169.381353
27.288378,264,-8.47399702,272.473997,169.709726
27.3088133,307,9.70210084,297.297899,170.034762
27.3292486,321,-10.3273467,331.327347,170.356419
27.349684,374,2.58099115,371.419009,170.674653
27.3701193,413,7.58878488,405.411215,170.989421
27.3905546,443,23.9111963,419.088804,171.300682
27.4109899,465,51.2386994,413.761301,171.608394
27.4314252,436,32.6115234,403.388477,171.912516
27.4518605,399,7.01252244,391.987478,172.213008
27.4722959,408,31.4402127,376.559787,172.50983
27.4927312,414,52.9277424,361.072258,172.802944
27.5131665,350,-1.99092432,351.990924,173.09231
27.5336018,385,34.4400596,350.55994,173.377891
27.5540371,376,21.0010624,354.998938,173.65965
27.5744724,386,22.7046199,363.29538,173.93755
27.5949078,396,22.2116467,373.788353,174.211556
27.6153431,427,41.9182654,385.081735,174.481631
27.6357784,488,92.0581515,395.941849,174.747741
27.6562137,453,47.7144693,405.285531,175.009852
27.676649,526,113.727943,412.272057,175.267931
27.6970843,534,117.580575,416.419425,175.521945
27.7175197,530,112.327032,417.672968,175.771861
27.737955,518,101.606357,416.393643,176.017648
27.7583903,543,129.727223,413.272777,176.259276
27.7788256,513,103.81153,409.18847,176.496713
27.7992609,512,107.007019,404.992981,176.729932
27.8196962,511,109.79241,401.20759,176.958901
27.8401316,481,83.2769349,397.723065,177.183594
27.8605669,500,106.108877,393.891123,177.403982
27.8810022,419,29.7790702,389.22093,177.62004
27.9014375,427,43.1612706,383.838729,177.831739
27.9218728,431,53.0286184,377.971382,178.039056
27.9423081,370,-1.49896196,371.498962,178.241965
27.9627435,366,1.67305999,364.32694,178.440441
27.9831788,347,-9.70556454,356.705565,178.634461
28.0036141,324,-25.0277255,349.027725,178.824002
28.0240494,340,-1.62994585,341.629946,179.009042
28.0444847,355,20.1795783,334.820422,179.189559
28.06492,353,24.0407703,328.95923,179.365533
28.0853554,325,0.559331684,324.440668,179.536943
28.1057907,308,-13.3958993,321.395899,179.703769
28.126226,313,-6.41795754,319.417958,179.865993
28.1466613,311,-6.52141961,317.52142,180.023597
28.1670966,307,-7.57686586,314.576866,180.176562
28.1875319,314,4.15232964,309.84767,180.324872
28.2079673,293,-10.9819675,303.981968,180.468512
28.2284026,272,-25.9551942,297.955194,180.607465
28.2488379,291,-0.943025048,291.943025,180.741716
28.2692732,310,23.7112953,286.288705,180.871253
28.2897085,292,10.4522099,281.54779,180.99606
28.3101438,271,-7.00261071,278.002611,181.116126
28.3305792,256,-19.5975752,275.597575,181.231438
28.3510145,245,-29.1492121,274.149212,181.341985
28.3714498,260,-13.4808304,273.48083,181.447756
28.3918851,264,-9.46014056,273.460141,181.548741
28.4123204,241,-32.9976332,273.997633,181.644932
28.4327558,264,-11.03805,275.03805,181.736318
28.4531911,240,-36.5481607,276.548161,181.822893
28.4736264,231,-47.4984013,278.498401,181.904649
28.4940617,235,-45.8827576,280.882758,181.981579
28.514497,241,-42.7092327,283.709233,182.053678
28.5349323,254,-32.9943747,286.994375,182.12094
28.5553677,256,-34.7620955,290.762096,182.18336
28.575803,237,-58.0434841,295.043484,182.240935
28.5962383,298,-1.87665533,299.876655,182.293662
28.6166736,289,-16.3026927,305.302693,182.341537
28.6371089,309,-2.37692102,311.376921,182.38456
28.6575442,311,-7.20813909,318.208139,182.422728
28.6779796,329,3.09365117,325.906349,182.456042
28.6984149,337,2.4485008,334.551499,182.484501
28.7188502,339,-5.27287469,344.272875,182.508106
28.7392855,365,9.7605267,355.239473,182.526859
28.7597208,385,17.3501736,367.649826,182.540762
28.7801561,357,-24.7154291,381.715429,182.549817
28.8005915,399,1.28921591,397.710784,182.554028
28.8210268,362,-53.8476579,415.847658,182.5534
28.8414621,448,11.4158693,436.584131,182.547936
28.8618974,441,-19.4135543,460.413554,182.537642
28.8823327,428,-59.9185404,487.91854,182.522525
28.902768,460,-59.8119364,519.811936,182.50259
28.9232034,500,-56.975067,556.975067,182.477846
28.9436387,568,-32.4742342,600.474234,182.448301
28.964074,639,-12.4876035,651.487604,182.413962
28.9845093,706,-5.37153472,711.371535,182.374839
29.0049446,796,14.156137,781.843863,182.330943
29.0253799,849,-15.6522409,864.652241,182.282283
29.0458153,884,-77.2748136,961.274814,182.228871
29.0662506,1029,-43.5903541,1072.59035,182.170719
29.0866859,1252,53.9280239,1198.07198,182.107838
29.1071212,1388,53.2303513,1334.76965,182.040243
29.1275565,1523,46.7356249,1476.26438,181.967947
29.1479918,1651,38.7837172,1612.21628,181.890963
29.1684272,1768,38.7810874,1729.21891,181.809307
29.1888625,1992,178.560886,1813.43911,181.722995
29.2092978,1987,132.224436,1854.77556,181.632042
29.2297331,1916,66.7398961,1849.2601,181.536465
29.2501684,1895,95.5809046,1799.4191,181.436281
29.2706037,1753,40.4107469,1712.58925,181.331509
29.2910391,1616,17.2148229,1598.78518,181.222166
29.3114744,1520,50.987534,1469.01247,181.108273
29.3319097,1348,14.1713034,1333.8287,180.989847
29.352345,1171,-30.9944315,1201.99443,180.86691
29.3727803,1138,58.4162374,1079.58376,180.739483
29.3932156,1055,85.1203896,969.87961,180.607586
29.413651,904,30.0881031,873.911897,180.471242
29.4340863,861,69.764691,791.235309,180.330473
29.4545216,817,96.3754527,720.624547,180.185302
29.4749569,824,163.442559,660.557441,180.035753
29.4953922,732,122.50408,609.49592,179.88185
29.5158275,693,126.956586,566.043414,179.723617
29.5362629,625,96.0233526,528.976647,179.561081
29.5566982,609,111.758651,497.241349,179.394265
29.5771335,549,78.9791642,470.020836,179.223198
29.5975688,507,60.3551715,446.644829,179.047905
29.6180041,437,10.529612,426.470388,178.868414
29.6384394,447,38.0776243,408.922376,178.684753
29.6588748,396,2.31133319,393.688667,178.49695
29.6793101,378,-2.47101137,380.471011,178.305034
29.6997454,395,25.9877973,369.012203,178.109035
29.7201807,336,-23.1093295,359.10933,177.908982
29.740616,350,-0.600542083,350.600542,177.704905
29.7610513,336,-7.36025554,343.360256,177.496836
29.7814867,343,5.70485246,337.295148,177.284806
29.801922,298,-34.341709,332.341709,177.068846
29.8223573,278,-50.4701861,328.470186,176.848989
29.8427926,322,-3.72513246,325.725132,176.625268
29.8632279,315,-9.34461417,324.344614,176.397716
29.8836632,318,-6.39132163,324.391322,176.166366
29.9040986,304,-20.8759721,324.875972,175.931253
29.9245339,319,-7.11924494,326.119245,175.692411
29.9449692,316,-12.0972989,328.097299,175.449875
29.9654045,303,-27.5443402,330.54434,175.20368
29.9858398,318,-15.0594873,333.059487,174.953863
30.0062751,277,-58.1426012,335.142601,174.70046
30.0267105,311,-25.3123673,336.312367,174.443507
30.0471458,299,-37.3409658,336.340966,174.183042
30.0675811,297,-38.4326517,335.432652,173.919102
30.0880164,328,-6.08986167,334.089862,173.651724
30.1084517,311,-21.8246805,332.824681,173.380948
30.128887,343,10.8577351,332.142265,173.106812
30.1493224,322,-10.6797322,332.679732,172.829354
30.1697577,291,-44.2272718,335.227272,172.548616
30.190193,319,-21.6918691,340.691869,172.264635
30.2106283,312,-38.1552434,350.155243,171.977453
30.2310636,356,-9.05577275,365.055773,171.68711
30.2514989,332,-55.352665,387.352665,171.393647
30.2719343,414,-5.15900202,419.159002,171.097105
30.2923696,397,-64.2247603,461.22476,170.797526
30.3128049,489,-20.5250194,509.525019,170.494952
30.3332402,538,-14.047945,552.047945,170.189424
30.3536755,577,3.58662463,573.413375,169.880986
30.3741108,545,-24.2480258,569.248026,169.569681
30.3945462,527,-23.1563351,550.156335,169.255551
30.4149815,522,-3.60494374,525.604944,168.938641
30.4354168,524,28.3077018,495.692298,168.618993
30.4558521,452,-7.7984898,459.79849,168.296653
30.4762874,447,22.7753906,424.224609,167.971664
30.4967227,366,-28.8684834,394.868483,167.644071
30.5171581,355,-18.3632094,373.363209,167.313919
30.5375934,346,-12.5169677,358.516968,166.981253
30.5580287,353,4.20095298,348.799047,166.646119
30.578464,347,4.14170789,342.858292,166.308563
30.5988993,297,-42.7197034,339.719703,165.96863
30.6193346,345,6.26899742,338.731003,165.626367
30.63977,307,-32.4581882,339.458188,165.28182
30.6602053,303,-38.6198915,341.619892,164.935035
30.6806406,339,-6.05278671,345.052787,164.58606
30.7010759,329,-20.6630052,349.663005,164.234942
30.7215112,311,-44.4101838,355.410184,163.881728
30.7419465,340,-22.2970528,362.297053,163.526466
30.7623819,311,-59.3630495,370.36305,163.169203
30.7828172,360,-19.6815198,379.68152,162.809987
30.8032525,343,-47.3597739,390.359774,162.448867
30.8236878,405,2.45831474,402.541685,162.08589
30.8441231,374,-42.4129094,416.412909,161.721105
30.8645584,391,-41.2091881,432.209188,161.354561
30.8849938,435,-15.2286756,450.228676,160.986306
30.9054291,401,-69.8498842,470.849884,160.616389
30.9258644,505,10.4421548,494.557845,160.24486
30.9462997,474,-47.9826331,521.982633,159.871767
30.966735,569,15.0432325,553.956768,159.49716
30.9871703,592,0.39873762,591.601262,159.121089
31.0076057,651,14.547674,636.452326,158.743602
31.028041,731,40.3707205,690.62928,158.36475
31.0484763,851,94.0043336,756.995666,157.984582
31.0689116,995,155.87451,839.12549,157.603149
31.0893469,953,12.5478824,940.452118,157.220499
31.1097823,1119,57.3624457,1061.63755,156.836684
31.1302176,1224,27.6054897,1196.39451,156.451753
31.1506529,1359,28.4115224,1330.58848,156.065757
31.1710882,1456,3.94494337,1452.05506,155.678746
31.1915235,1429,-135.666888,1564.66689,155.290769
31.2119588,1562,-122.965812,1684.96581,154.901879
31.2323942,1794,-29.8913469,1823.89135,154.512124
31.2528295,1953,-29.1368297,1982.13683,154.121556
31.2732648,2282,122.243403,2159.7566,153.730225
31.2937001,2523,164.823419,2358.17658,153.338181
31.3141354,2771,199.319303,2571.6807,152.945476
31.3345707,2899,116.087095,2782.9129,152.552159
31.3550061,2988,21.2434421,2966.75656,152.158281
31.3754414,3087,-11.1314024,3098.1314,151.763894
31.3958767,3039,-120.772448,3159.77245,151.369046
31.416312,3104,-42.5002793,3146.50028,150.97379
31.4367473,3070,5.70669909,3064.2933,150.578174
31.4571826,2861,-65.2675774,2926.26758,150.182251
31.477618,2651,-98.1437684,2749.14377,149.786071
31.4980533,2428,-123.351578,2551.35158,149.389683
31.5184886,2294,-57.517501,2351.5175,148.993139
31.5389239,2217,50.3924946,2166.60751,148.596488
31.5593592,1967,-43.6044869,2010.60449,148.199782
31.5797945,1969,74.197061,1894.80294,147.803069
31.6002299,1937,107.138661,1829.86134,147.406401
31.6206652,1875,46.2534155,1828.74658,147.009828
31.6411005,2045,136.634789,1908.36521,146.613399
31.6615358,2202,118.596635,2083.40336,146.217165
31.6819711,2322,-17.8248938,2339.82489,145.821175
31.7024064,2656,65.2858951,2590.7141,145.425479
31.7228418,2780,89.5582824,2690.44172,145.030127
31.7432771,2740,155.034059,2584.96594,144.635168
31.7637124,2558,169.724951,2388.27505,144.240652
31.7841477,2442,244.290368,2197.70963,143.846628
31.804583,2114,125.198472,1988.80153,143.453145
31.8250183,1799,75.7675791,1723.23242,143.060252
31.8454537,1532,91.9326037,1440.0674,142.667998
31.865889,1225,29.0988612,1195.90114,142.276431
31.8863243,1018,9.65222412,1008.34778,141.885602
31.9067596,891,22.2353067,868.764693,141.495557
31.9271949,664,-99.7514751,763.751475,141.106345
31.9476302,621,-61.8525186,682.852519,140.718014
31.9680656,537,-81.8937459,618.893746,140.330612
31.9885009,461,-106.011452,567.011452,139.944187
32.0089362,468,-56.037337,524.037337,139.558787
32.0293715,424,-64.0119815,488.011981,139.174458
32.0498068,372,-85.5058158,457.505816,138.791248
32.0702421,390,-41.4525747,431.452575,138.409204
32.0906775,395,-14.1560095,409.156009,138.028373
32.1111128,337,-52.9274601,389.92746,137.648801
32.1315481,341,-32.2164834,373.216483,137.270534
32.1519834,323,-35.5561763,358.556176,136.893619
32.1724187,298,-47.5135925,345.513593,136.518102
32.192854,290,-43.7453303,333.74533,136.144027
32.2132894,283,-40.0760669,323.076067,135.771442
32.2337247,283,-30.4434728,313.443473,135.400389
32.25416,261,-43.7583777,304.758378,135.030915
32.2745953,302,5.09865905,296.901341,134.663065
32.2950306,278,-11.8068507,289.806851,134.296882
32.3154659,290,6.54025293,283.459747,133.932411
32.3359013,295,17.1616586,277.838341,133.569695
32.3563366,253,-19.9105803,272.91058,133.208778
32.3767719,277,8.36390211,268.636098,132.849703
32.3972072,249,-15.978892,264.978892,132.492514
32.4176425,265,3.08567001,261.91433,132.137253
32.4380778,258,-1.43208733,259.432087,131.783963
32.4585132,267,9.46874333,257.531257,131.432685
32.4789485,256,-0.20007088,256.200071,131.083461
32.4993838,249,-6.44566758,255.445668,130.736333
32.5198191,281,25.7211671,255.278833,130.391342
32.5402544,265,9.31093237,255.689068,130.048529
32.5606897,269,12.3820085,256.617992,129.707935
32.5811251,269,11.0102184,257.989782,129.369599
32.6015604,265,5.20867868,259.791321,129.033562
32.6219957,255,-6.73557504,261.735575,128.699863
32.642431,243,-20.5884529,263.588453,128.368541
32.6628663,261,-4.57040746,265.570407,128.039635
32.6833016,265,-2.98825427,267.988254,127.713184
32.703737,249,-21.6069,270.6069,127.389225
32.7241723,250,-23.5149003,273.5149,127.067797
32.7446076,248,-28.985561,276.985561,126.748938
32.7650429,268,-13.3664297,281.36643,126.432683
