'y-axis saved as y
'x,PKT-3-112-1_NaMn2O4_YOCl_650_24_O2.raw,Diff,Ycalc,Bkg
16.7028839,406,26.0310129,379.968987,234.367273
16.7233192,402,40.4230072,361.576993,233.499208
16.7437545,365,18.3995275,346.600472,232.655496
16.7641899,329,-5.00603701,334.006037,231.835653
16.7846252,340,16.9183593,323.081641,231.039199
16.8050605,313,-0.468719213,313.468719,230.265658
16.8254958,321,16.0297439,304.970256,229.514556
16.8459311,313,15.5568609,297.443139,228.785426
16.8663664,292,1.23463249,290.765368,228.0778
16.8868018,313,28.1772539,284.822746,227.391217
16.9072371,327,47.49044,279.50956,226.725219
16.9276724,306,31.2655132,274.734487,226.079352
16.9481077,306,35.5757465,270.424254,225.453165
16.968543,299,32.477043,266.522957,224.84621
16.9889783,323,60.0113143,262.988686,224.258046
17.0094137,275,15.2090501,259.79095,223.688232
17.029849,296,39.0898358,256.910164,223.136335
17.0502843,266,11.6776263,254.322374,222.601922
17.0707196,290,38.0291511,251.970849,222.084567
17.0911549,327,77.1898949,249.810105,221.583846
17.1115902,265,17.1600964,247.839904,221.09934
17.1320256,288,41.9532089,246.046791,220.630635
17.1524609,263,18.5869941,244.413006,220.177318
17.1728962,284,41.0773552,242.922645,219.738983
17.1933315,280,38.4380084,241.561992,219.315228
17.2137668,276,35.6805512,240.319449,218.905653
17.2342021,267,27.8143909,239.185609,218.509865
17.2546375,301,62.8462008,238.153799,218.127472
17.2750728,262,24.7774456,237.222554,217.758089
17.2955081,267,30.5999976,236.400002,217.401333
17.3159434,255,19.3104788,235.689521,217.056827
17.3363787,273,37.9393374,235.060663,216.724198
17.356814,279,44.489666,234.510334,216.403076
17.3772494,268,33.93911,234.06089,216.093096
17.3976847,265,31.3464679,233.653532,215.793898
17.41812,262,28.6915714,233.308429,215.505125
17.4385553,246,12.9409607,233.059039,215.226425
17.4589906,289,56.0708513,232.929149,214.95745
17.4794259,251,18.0510027,232.948997,214.697857
17.4998613,241,7.85729249,233.142708,214.447306
17.5202966,262,28.4638871,233.536113,214.205463
17.5407319,254,19.7959269,234.204073,213.971997
17.5611672,275,39.7921236,235.207876,213.746581
17.5816025,231,-5.55737988,236.55738,213.528895
17.6020378,257,18.8706054,238.129395,213.31862
17.6224732,275,35.4061549,239.593845,213.115442
17.6429085,294,53.4919665,240.508034,212.919055
17.6633438,234,-6.62249843,240.622498,212.729151
17.6837791,296,55.9353041,240.064696,212.545432
17.7042144,300,60.8102353,239.189765,212.367602
17.7246497,270,31.6198001,238.3802,212.195368
17.7450851,297,59.0820759,237.917924,212.028444
17.7655204,286,48.075865,237.924135,211.866547
17.7859557,274,35.5980337,238.401966,211.709397
17.806391,276,36.6872347,239.312765,211.556722
17.8268263,329,88.375029,240.624971,211.40825
17.8472616,300,57.615322,242.384678,211.263716
17.867697,320,75.2601142,244.739886,211.122858
17.8881323,332,84.2330036,247.766996,210.98542
17.9085676,313,61.4044459,251.595554,210.851149
17.9290029,297,40.5528924,256.447108,210.719795
17.9494382,329,66.3551139,262.644886,210.591115
17.9698736,331,60.3356477,270.664352,210.464869
17.9903089,332,50.7934795,281.206521,210.34082
18.0107442,341,45.6966558,295.303344,210.218736
18.0311795,346,31.5547503,314.44525,210.098391
18.0516148,374,33.2871821,340.712818,209.979561
18.0720501,384,7.09636608,376.903634,209.862027
18.0924855,456,29.9013059,426.098694,209.745574
18.1129208,521,31.502564,489.497436,209.629991
18.1333561,566,3.07209166,562.927908,209.515071
18.1537914,588,-44.8368494,632.836849,209.400612
18.1742267,715,36.9557858,678.044214,209.286415
18.194662,726,43.8239504,682.17605,209.172287
18.2150974,702,56.2892749,645.710725,209.058035
18.2355327,661,78.0008636,582.999136,208.943475
18.255968,558,46.1637323,511.836268,208.828424
18.2764033,512,65.1437601,446.85624,208.712703
18.2968386,430,34.2936931,395.706307,208.596139
18.3172739,374,14.9344643,359.065536,208.47856
18.3377093,364,29.7368688,334.263131,208.359801
18.3581446,373,54.5989127,318.401087,208.239699
18.3785799,376,66.4870351,309.512965,208.118095
18.3990152,349,42.5086614,306.491339,207.994835
18.4194505,362,52.9489276,309.051072,207.869768
18.4398858,394,76.434851,317.565149,207.742746
18.4603212,383,50.3011267,332.698873,207.613627
18.4807565,408,53.4152616,354.584738,207.48227
18.5011918,444,62.7807021,381.219298,207.348541
18.5216271,421,14.2142162,406.785784,207.212307
18.5420624,475,52.3671546,422.632845,207.073441
18.5624977,465,42.4560173,422.543983,206.931816
18.5829331,467,59.683524,407.316476,206.787313
18.6033684,420,37.068466,382.931534,206.639815
18.6238037,428,71.8096437,356.190356,206.489206
18.644239,364,31.2343224,332.765678,206.335378
18.6646743,336,20.1163849,315.883615,206.178224
18.6851096,331,24.7651597,306.23484,206.01764
18.705545,329,25.6036309,303.396369,205.853528
18.7259803,319,11.8882355,307.111765,205.68579
18.7464156,357,39.1954633,317.804537,205.514335
18.7668509,323,-13.573532,336.573532,205.339073
18.7872862,330,-34.6909195,364.69092,205.159917
18.8077215,375,-27.1616152,402.161615,204.976787
18.8281569,434,-11.0091414,445.009141,204.789602
18.8485922,471,-11.9168487,482.916849,204.598286
18.8690275,489,-13.2164832,502.216483,204.402767
18.8894628,465,-30.419598,495.419598,204.202976
18.9098981,445,-21.2317146,466.231715,203.998845
18.9303334,417,-7.18183887,424.181839,203.790313
18.9507688,335,-44.3773403,379.37734,203.577319
18.9712041,339,-0.711393982,339.711394,203.359806
18.9916394,298,-10.6278231,308.627823,203.137721
19.0120747,267,-18.7562445,285.756244,202.911012
19.03251,231,-38.214567,269.214567,202.679633
19.0529453,255,-2.14538391,257.145384,202.443538
19.0733807,211,-37.1683109,248.168311,202.202686
19.093816,244,2.66645902,241.333541,201.957038
19.1142513,198,-37.9857896,235.98579,201.706558
19.1346866,213,-18.6950495,231.69505,201.451213
19.1551219,190,-38.1836517,228.183652,201.190973
19.1755572,212,-13.2639981,225.263998,200.925809
19.1959926,193,-29.8230665,222.823066,200.655698
19.2164279,189,-31.7532754,220.753275,200.380618
19.2368632,220,1.03123283,218.968767,200.100548
19.2572985,217,-0.412722738,217.412723,199.815473
19.2777338,213,-3.04137599,216.041376,199.525379
19.2981691,216,1.17878905,214.821211,199.230253
19.3186045,200,-13.7265258,213.726526,198.930088
19.3390398,193,-19.7371102,212.73711,198.624876
19.3594751,204,-7.83687062,211.836871,198.314615
19.3799104,221,9.98711756,211.012882,197.999302
19.4003457,193,-17.2546731,210.254673,197.678938
19.420781,205,-4.55365987,209.55366,197.353527
19.4412164,214,5.09733335,208.902667,197.023075
19.4616517,182,-26.2954848,208.295485,196.68759
19.482087,169,-38.7266904,207.72669,196.347082
19.5025223,212,4.80858089,207.191419,196.001564
19.5229576,199,-7.68247388,206.682474,195.651051
19.5433929,156,-50.1886036,206.188604,195.29556
19.5638283,198,-7.71341349,205.713413,194.935109
19.5842636,193,-12.2853335,205.285333,194.569721
19.6046989,171,-33.9018642,204.901864,194.199418
19.6251342,201,-3.54860697,204.548607,193.824227
19.6455695,176,-28.221721,204.221721,193.444175
19.6660048,190,-13.9215297,203.92153,193.05929
19.6864402,161,-42.6502827,203.650283,192.669606
19.7068755,148,-55.4123498,203.41235,192.275154
19.7273108,211,7.7994352,203.200565,191.875971
19.7477461,170,-32.9849234,202.984923,191.472093
19.7681814,176,-26.7544886,202.754489,191.063559
19.7886167,180,-22.5145532,202.514553,190.65041
19.8090521,195,-7.34899887,202.348999,190.232689
19.8294874,192,-10.2917442,202.291744,189.810439
19.8499227,182,-20.2942459,202.294246,189.383707
19.870358,211,8.65491509,202.345085,188.952539
19.8907933,181,-21.4484877,202.448488,188.516986
19.9112286,166,-36.6104853,202.610485,188.077098
19.931664,166,-36.8381342,202.838134,187.632927
19.9520993,184,-19.1397271,203.139727,187.184526
19.9725346,166,-37.5250728,203.525073,186.731952
19.9929699,202,-2.00628961,204.00629,186.275261
20.0134052,178,-26.600834,204.600834,185.814511
20.0338405,196,-9.33203393,205.332034,185.349762
20.0542759,174,-32.2110866,206.211087,184.881074
20.0747112,212,4.76203709,207.237963,184.40851
20.0951465,174,-34.4504941,208.450494,183.932134
20.1155818,181,-28.8792827,209.879283,183.452009
20.1360171,199,-12.5513929,211.551393,182.968203
20.1564524,167,-46.5199046,213.519905,182.480782
20.1768878,188,-27.8855603,215.88556,181.989815
20.1973231,194,-24.71019,218.71019,181.495372
20.2177584,180,-42.0590864,222.059086,180.997522
20.2381937,180,-46.0221351,226.022135,180.496339
20.258629,200,-30.7016128,230.701613,179.991893
20.2790643,206,-30.2538224,236.253822,179.48426
20.2994997,204,-38.9509497,242.95095,178.973514
20.319935,210,-41.0440626,251.044063,178.459731
20.3403703,223,-37.7216884,260.721688,177.942987
20.3608056,235,-37.2080668,272.208067,177.423359
20.3812409,282,-3.70382178,285.703822,176.900927
20.4016762,266,-35.2989332,301.298933,176.375769
20.4221116,313,-5.83883056,318.838831,175.847966
20.4425469,295,-42.7633175,337.763318,175.317598
20.4629822,313,-43.955048,356.955048,174.784746
20.4834175,315,-59.7367473,374.736747,174.249493
20.5038528,350,-39.079997,389.079997,173.711922
20.5242881,358,-39.9107623,397.910762,173.172117
20.5447235,345,-54.7842433,399.784243,172.630161
20.5651588,350,-44.3636256,394.363626,172.086139
20.5855941,332,-50.4796899,382.47969,171.540137
20.6060294,320,-45.8200605,365.820061,170.99224
20.6264647,257,-89.4247245,346.424725,170.442535
20.6469001,264,-62.1993458,326.199346,169.891109
20.6673354,273,-33.6228967,306.622897,169.33805
20.6877707,235,-53.6686672,288.668667,168.783444
20.708206,226,-46.7588311,272.758831,168.227381
20.7286413,241,-17.9461971,258.946197,167.669948
20.7490766,230,-17.0987311,247.098731,167.111235
20.769512,195,-41.9971807,236.997181,166.551331
20.7899473,192,-36.3983929,228.398393,165.990325
20.8103826,202,-19.0701242,221.070124,165.428308
20.8308179,201,-13.8074384,214.807438,164.865369
20.8512532,183,-26.4387484,209.438748,164.301598
20.8716885,175,-29.8227137,204.822714,163.737087
20.8921239,176,-24.8453138,200.845314,163.171925
20.9125592,190,-7.41615689,197.416157,162.606204
20.9329945,187,-7.46427083,194.464271,162.040014
20.9534298,170,-21.9313292,191.931329,161.473447
20.9738651,183,-6.767466,189.767466,160.906593
20.9943004,186,-1.97368161,187.973682,160.339544
21.0147358,161,-25.6325073,186.632507,159.772391
21.0351711,168,-17.7642725,185.764272,159.205225
21.0556064,174,-11.4217742,185.421774,158.638137
21.0760417,175,-10.7330621,185.733062,158.071218
21.096477,186,-0.905906648,186.905907,157.50456
21.1169123,174,-15.2451652,189.245165,156.938253
