'y-axis saved as y
'x,PKT-3-105-2_Y2O3_2BMMnO2_FlowO2_650_24.raw,Diff,Bkg,Ycalc
21.0147358,233,-5.83105664,224.998825,238.831057
21.0351711,225,-12.3113213,224.638231,237.311321
21.0556064,260,24.0629035,224.279608,235.937097
21.0760417,254,19.3143336,223.92292,234.685666
21.096477,243,9.4613578,223.568131,233.538642
21.1169123,257,24.518993,223.215209,232.481007
21.1373477,234,2.49960255,222.864117,231.500397
21.157783,255,24.4134409,222.514823,230.586559
21.1782183,270,40.2690728,222.167293,229.730927
21.1986536,235,6.07369712,221.821493,228.926303
21.2190889,208,-20.1665937,221.47739,228.166594
21.2395242,248,20.5534477,221.134953,227.446552
21.2599596,231,4.23871524,220.794148,226.761285
21.2803949,226,-0.105152503,220.454943,226.105153
21.3008302,224,-1.46938548,220.117308,225.469385
21.3212655,243,18.1644499,219.78121,224.83555
21.3417008,228,3.84974101,219.446618,224.150259
21.3621361,225,1.7152111,219.113503,223.284789
21.3825715,231,8.796808,218.781832,222.203192
21.4030068,251,29.7004469,218.451578,221.299553
21.4234421,197,-23.7860921,218.122708,220.786092
21.4438774,238,17.6103171,217.795195,220.389683
21.4643127,237,16.9285313,217.469009,220.071469
21.484748,235,15.1613209,217.144122,219.838679
21.5051834,238,18.4427444,216.820504,219.557256
21.5256187,210,-9.18575649,216.498127,219.185756
21.546054,249,30.2207697,216.176964,218.77923
21.5664893,243,24.6968242,215.856986,218.303176
21.5869246,207,-10.6299649,215.538168,217.629965
21.6073599,233,16.2777975,215.220481,216.722203
21.6277953,230,14.0264686,214.903899,215.973531
21.6482306,198,-17.5971011,214.588395,215.597101
21.6686659,205,-10.3082248,214.273944,215.308225
21.6891012,195,-20.0263136,213.96052,215.026314
21.7095365,227,12.2530987,213.648097,214.746901
21.7299718,190,-24.4700397,213.336649,214.47004
21.7504072,193,-21.1958026,213.026153,214.195803
21.7708425,223,9.07572388,212.716583,213.924276
21.7912778,242,28.3444441,212.407915,213.655556
21.8117131,222,8.61025173,212.100126,213.389748
21.8321484,234,20.8730252,211.79319,213.126975
21.8525837,199,-13.8674167,211.487085,212.867417
21.8730191,215,2.38846128,211.181788,212.611539
21.8934544,211,-1.3607645,210.877276,212.360765
21.9138897,193,-19.1194613,210.573525,212.119461
21.934325,161,-50.9032482,210.270515,211.903248
21.9547603,209,-2.75436667,209.968222,211.754367
21.9751956,223,11.3138988,209.666625,211.686101
21.995631,206,-5.57198305,209.365703,211.571983
22.0160663,193,-18.3776674,209.065433,211.377667
22.0365016,190,-21.1718031,208.765797,211.171803
22.0569369,207,-3.97146857,208.466771,210.971469
22.0773722,211,0.221967067,208.168337,210.778033
22.0978075,208,-2.59203406,207.870474,210.592034
22.1182429,198,-12.414074,207.573163,210.414074
22.1386782,204,-6.2448279,207.276383,210.244828
22.1591135,176,-34.085055,206.980115,210.085055
22.1795488,196,-13.9356108,206.684341,209.935611
22.1999841,197,-12.7974618,206.389041,209.797462
22.2204194,203,-6.67170295,206.094197,209.671703
22.2408548,210,0.440421443,205.79979,209.559579
22.2612901,197,-12.4625066,205.505804,209.462507
22.2817254,195,-14.3821085,205.212219,209.382109
22.3021607,171,-38.3202449,204.919019,209.320245
22.322596,183,-26.2790585,204.626187,209.279058
22.3430313,180,-29.2610263,204.333704,209.261026
22.3634667,218,8.73097603,204.041555,209.269024
22.383902,190,-19.3064036,203.749723,209.306404
22.4043373,203,-6.37709061,203.458192,209.377091
22.4247726,203,-6.48570271,203.166946,209.485703
22.4452079,229,19.3623013,202.875969,209.637699
22.4656432,231,21.1604357,202.585245,209.839564
22.4860786,177,-33.099049,202.29476,210.099049
22.5065139,196,-14.425472,202.004499,210.425472
22.5269492,175,-35.8301619,201.714446,210.830162
22.5473845,196,-15.3270607,201.424588,211.327061
22.5678198,190,-21.9326982,201.13491,211.932698
22.5882551,192,-20.6658069,200.845397,212.665807
22.6086905,205,-8.5509007,200.556037,213.550901
22.6291258,209,-5.61812752,200.266815,214.618128
22.6495611,187,-28.9033045,199.977718,215.903304
22.6699964,185,-32.4487466,199.688734,217.448747
22.6904317,192,-27.3030475,199.399849,219.303047
22.710867,209,-12.518906,199.111051,221.518906
22.7313024,203,-21.1475459,198.822327,224.147546
22.7517377,189,-38.227851,198.533666,227.227851
22.772173,204,-26.7677002,198.245054,230.7677
22.7926083,172,-62.7184513,197.956481,234.718451
22.8130436,227,-11.949056,197.667935,238.949056
22.833479,182,-61.2359236,197.379405,243.235924
22.8539143,184,-63.2906708,197.09088,247.290671
22.8743496,225,-25.8375006,196.802348,250.837501
22.8947849,205,-48.7207496,196.5138,253.72075
22.9152202,213,-42.994434,196.225225,255.994434
22.9356555,248,-9.95516504,195.936612,257.955165
22.9560909,225,-35.124386,195.647952,260.124386
22.9765262,236,-27.2200608,195.359235,263.220061
22.9969615,224,-44.161591,195.070451,268.161591
23.0173968,278,1.85028257,194.781591,276.149717
23.0378321,250,-38.8681236,194.492647,288.868124
23.0582674,288,-20.8407351,194.203608,308.840735
23.0787028,319,-20.8883722,193.914467,339.888372
23.0991381,373,-14.3035186,193.625214,387.303519
23.1195734,465,8.56382844,193.335842,456.436172
23.1400087,614,67.1297871,193.046342,546.870213
23.160444,617,-24.5610546,192.756707,641.561055
23.1808793,685,-19.9946307,192.466928,704.994631
23.2013147,662,-48.8731027,192.176999,710.873103
23.22175,665,-3.84615256,191.886911,668.846153
23.2421853,636,34.5467382,191.596658,601.453262
23.2626206,556,35.5961213,191.306233,520.403879
23.2830559,462,23.4296093,191.015629,438.570391
23.3034912,361,-9.7698968,190.72484,370.769897
23.3239266,335,12.992971,190.433859,322.007029
23.3443619,285,-3.82412495,190.14268,288.824125
23.3647972,258,-8.16523994,189.851296,266.16524
23.3852325,226,-24.2536855,189.559703,250.253685
23.4056678,203,-35.7019901,189.267895,238.70199
23.4261031,221,-9.04667355,188.975865,230.046674
23.4465385,194,-29.3759439,188.68361,223.375944
23.4669738,186,-32.1070807,188.391123,218.107081
23.4874091,197,-16.8558207,188.0984,213.855821
23.5078444,190,-20.3607374,187.805436,210.360737
23.5282797,186,-21.4393015,187.512226,207.439302
23.548715,181,-23.9610668,187.218767,204.961067
23.5691504,173,-29.8308442,186.925054,202.830844
23.5895857,183,-17.9778942,186.631083,200.977894
23.610021,172,-27.3488322,186.336849,199.348832
23.6304563,175,-22.9029192,186.04235,197.902919
23.6508916,178,-18.6089867,185.747582,196.608987
23.6713269,155,-40.4435969,185.452541,195.443597
23.6917623,169,-25.3900617,185.157225,194.390062
23.7121976,178,-15.4371134,184.86163,193.437113
23.7326329,176,-16.5738434,184.565752,192.573843
23.7530682,196,4.22208896,184.269591,191.777911
23.7735035,205,13.9880693,183.973142,191.011931
23.7939388,182,-8.25784535,183.676404,190.257845
23.8143742,177,-12.5365026,183.379374,189.536503
23.8348095,171,-17.8501179,183.082051,188.850118
23.8552448,166,-22.1884743,182.784432,188.188474
23.8756801,179,-8.55876338,182.486515,187.558763
23.8961154,161,-25.9655649,182.188299,186.965565
23.9165507,171,-15.4064075,181.889782,186.406408
23.9369861,144,-41.8842763,181.590963,185.884276
23.9574214,170,-15.4073302,181.291841,185.40733
23.9778567,154,-30.9514678,180.992415,184.951468
23.998292,161,-23.4744743,180.692684,184.474474
24.0187273,157,-27.0034688,180.392646,184.003469
24.0391626,156,-27.5441055,180.092302,183.544105
24.059598,157,-26.0955593,179.791651,183.095559
24.0800333,173,-9.65679706,179.490692,182.656797
24.1004686,149,-33.2269128,179.189426,182.226913
24.1209039,160,-21.8051065,178.887852,181.805107
24.1413392,160,-21.3906683,178.58597,181.390668
24.1617745,176,-4.98296517,178.283781,180.982965
24.1822099,165,-15.5814307,177.981285,180.581431
24.2026452,155,-25.1855569,177.678481,180.185557
24.2230805,146,-33.7948863,177.375372,179.794886
24.2435158,160,-19.4090067,177.071957,179.409007
24.2639511,178,-1.02754518,176.768238,179.027545
24.2843864,163,-15.6501643,176.464215,178.650164
24.3048218,184,5.72344212,176.159889,178.276558
24.3252571,161,-16.9064476,175.855262,177.906448
24.3456924,164,-13.5395804,175.550335,177.53958
24.3661277,190,12.824278,175.245109,177.175722
24.386563,176,-0.81461247,174.939587,176.814612
24.4069983,177,0.54425401,174.633769,176.455746
24.4274337,187,10.9022835,174.327657,176.097717
24.447869,152,-23.736306,174.021254,175.736306
24.4683043,167,-8.3564147,173.714561,175.356415
24.4887396,157,-17.9174967,173.407581,174.917497
24.5091749,189,14.5895612,173.100316,174.410439
24.5296102,178,4.03423358,172.792768,173.965766
24.5500456,181,7.38560035,172.484939,173.6144
24.5704809,175,1.7173119,172.176833,173.282688
24.5909162,182,9.0471398,171.868452,172.95286
24.6113515,183,10.3760779,171.559798,172.623922
24.6317868,155,-17.2958146,171.250876,172.295815
24.6522221,182,10.0314861,170.941686,171.968514
24.6726575,162,-9.64207205,170.632234,171.642072
24.6930928,143,-28.3164246,170.322521,171.316425
24.7135281,144,-26.9915385,170.012552,170.991538
24.7339634,156,-14.6673999,169.70233,170.6674
24.7543987,161,-9.34399836,169.391857,170.343998
24.774834,150,-20.0212822,169.081139,170.021282
24.7952694,160,-9.69894309,168.770178,169.698943
24.8157047,150,-19.3758169,168.458978,169.375817
24.83614,147,-22.0483642,168.147543,169.048364
24.8565753,157,-11.7045582,167.835878,168.704558
24.8770106,152,-16.3165198,167.523985,168.31652
24.8974459,133,-34.9020852,167.21187,167.902085
24.9178813,154,-13.5750751,166.899537,167.575075
24.9383166,172,4.73291843,166.586989,167.267082
24.9587519,129,-37.9631017,166.274231,166.963102
24.9791872,137,-29.6602426,165.961269,166.660243
24.9996225,159,-7.35847936,165.648105,166.358479
25.0200578,146,-20.0579963,165.334746,166.057996
25.0404932,152,-13.7590152,165.021195,165.759015
25.0609285,133,-32.4618048,164.707458,165.461805
25.0813638,163,-2.16669288,164.39354,165.166693
25.1017991,152,-12.8740826,164.079445,164.874083
25.1222344,136,-28.5844733,163.765178,164.584473
25.1426697,141,-23.2984896,163.450745,164.29849
25.1631051,144,-20.0169197,163.13615,164.01692
25.1835404,145,-18.7407681,162.8214,163.740768
25.2039757,163,-0.471328565,162.506499,163.471329
25.224411,153,-10.2102853,162.191453,163.210285
25.2448463,161,-1.95985471,161.876267,162.959855
25.2652816,155,-7.72298448,161.560947,162.722984
25.285717,147,-15.5036385,161.245498,162.503638
25.3061523,159,-3.30724087,160.929927,162.307241
25.3265876,157,-5.14149414,160.614238,162.141494
25.3470229,134,-28.0184471,160.298438,162.018447
25.3674582,129,-32.9596598,159.982533,161.95966
25.3878936,137,-24.9928709,159.666528,161.992871
25.4083289,154,-8.11262517,159.35043,162.112625
25.4287642,160,-2.28539487,159.034244,162.285395
25.4491995,163,0.474242242,158.717977,162.525758
25.4696348,164,1.21307611,158.401635,162.786924
25.4900701,135,-27.9712657,158.085224,162.971266
25.5105055,147,-15.9699164,157.76875,162.969916
25.5309408,156,-6.71904927,157.45222,162.719049
25.5513761,150,-12.2288182,157.13564,162.228818
25.5718114,178,16.4446668,156.819016,161.555333
25.5922467,142,-18.7649433,156.502356,160.764943
25.612682,143,-16.9259349,156.185665,159.925935
25.6331174,157,-2.10279943,155.86895,159.102799
25.6535527,148,-10.3404971,155.552218,158.340497
25.673988,152,-5.65677765,155.235476,157.656778
25.6944233,137,-20.0489941,154.91873,157.048994
25.7148586,136,-20.5052764,154.601987,156.505276
25.7352939,162,5.98783041,154.285254,156.01217
25.7557293,133,-22.5579283,153.968537,155.557928
25.7761646,138,-17.1332958,153.651844,155.133296
25.7965999,146,-8.73128393,153.335182,154.731284
25.8170352,141,-13.3466986,153.018557,154.346699
25.8374705,135,-18.9756873,152.701977,153.975687
25.8579058,142,-11.6153788,152.385449,153.615379
25.8783412,138,-15.263616,152.068979,153.263616
25.8987765,152,-0.918762765,151.752576,152.918763
25.9192118,129,-23.5795659,151.436245,152.579566
25.9396471,148,-4.24505607,151.119995,152.245056
25.9600824,145,-6.91447696,150.803833,151.914477
25.9805177,153,1.41276678,150.487765,151.587233
26.0009531,122,-29.262853,150.1718,151.262853
26.0213884,149,-1.94096548,149.855944,150.940965
26.0418237,136,-14.6213482,149.540206,150.621348
26.062259,151,0.695673423,149.224591,150.304327
26.0826943,139,-10.9930012,148.909109,149.993001
26.1031296,143,-6.69987779,148.593765,149.699878
26.123565,157,7.56505443,148.278568,149.434946
26.1440003,146,-3.15577776,147.963526,149.155778
26.1644356,135,-13.8433239,147.648645,148.843324
26.1848709,162,13.4721056,147.333934,148.527894
26.2053062,151,2.78028084,147.0194,148.219719
26.2257415,142,-5.91411474,146.70505,147.914115
26.2461769,156,8.39027864,146.390892,147.609721
26.2666122,164,16.6935334,146.076934,147.306467
26.2870475,149,1.99557173,145.763184,147.004428
26.3074828,190,43.2958506,145.449648,146.704149
26.3279181,156,9.59148056,145.136336,146.408519
26.3483534,172,25.8698936,144.823254,146.130106
26.3687888,183,37.1028331,144.510411,145.897167
26.3892241,181,35.3053246,144.197813,145.694675
26.4096594,143,-2.41913889,143.88547,145.419139
26.4300947,165,19.8703805,143.573388,145.12962
26.45053,151,6.15874976,143.261575,144.84125
26.4709653,167,22.4449387,142.95004,144.555061
26.4914007,153,8.7286197,142.638789,144.27138
26.511836,152,8.00936397,142.327832,143.990636
26.5322713,135,-8.71339774,142.017175,143.713398
26.5527066,135,-8.44043297,141.706827,143.440433
26.5731419,143,-0.172795391,141.396795,143.172795
26.5935772,145,2.08803889,141.087087,142.911961
26.6140126,150,7.33995548,140.777712,142.660045
26.6344479,131,-11.4201477,140.468676,142.420148
26.6548832,131,-11.1969365,140.159988,142.196937
26.6753185,152,10.0023912,139.851656,141.997609
26.6957538,144,2.16650106,139.543688,141.833499
26.7161891,137,-4.72275256,139.236091,141.722753
26.7366245,138,-3.69340516,138.928873,141.693405
26.7570598,164,22.2271093,138.622043,141.772891
26.7774951,154,12.046447,138.315608,141.953553
26.7979304,161,18.814044,138.009575,142.185956
26.8183657,137,-5.3283315,137.703954,142.328332
26.838801,159,16.7849418,137.398752,142.215058
26.8592364,139,-2.82728078,137.093976,141.827281
26.8796717,131,-10.2920582,136.789635,141.292058
26.900107,164,23.3143537,136.485736,140.685646
26.9205423,139,-1.01532501,136.182287,140.015325
26.9409776,149,9.66726464,135.879297,139.332735
26.9614129,132,-6.7124953,135.576772,138.712495
26.9818483,130,-8.18211383,135.274722,138.182114
27.0022836,146,8.27078842,134.973153,137.729212
27.0227189,118,-19.3320532,134.672074,137.332053
27.0431542,140,3.02701847,134.371492,136.972982
27.0635895,140,3.35996608,134.071415,136.640034
27.0840248,136,-0.325474963,133.771851,136.325475
27.1044602,134,-2.02430176,133.472808,136.024302
27.1248955,143,7.26677503,133.174293,135.733225
27.1453308,122,-13.4500343,132.876315,135.450034
27.1657661,124,-11.1732016,132.578881,135.173202
27.1862014,135,0.0983898964,132.281999,134.90161
27.2066367,141,6.36569034,131.985676,134.63431
27.2270721,132,-2.37004181,131.68992,134.370042
27.2475074,155,20.8936381,131.39474,134.106362
27.2679427,137,3.15841621,131.100142,133.841584
27.288378,128,-5.58121187,130.806134,133.581212
27.3088133,154,20.6696808,130.512724,133.330319
27.3292486,133,-0.0838284512,130.21992,133.083828
27.349684,133,0.159683959,129.927729,132.840316
27.3701193,128,-4.59968037,129.636159,132.59968
27.3905546,151,18.6380813,129.345217,132.361919
27.4109899,153,20.8729523,129.054911,132.127048
27.4314252,125,-6.89510065,128.765249,131.895101
27.4518605,131,-0.666125191,128.476238,131.666125
27.4722959,140,8.55980795,128.187885,131.440192
27.4927312,147,15.782445,127.900197,131.217555
27.5131665,146,15.0002065,127.613184,130.999793
27.5336018,138,7.20354649,127.326851,130.796454
27.5540371,153,22.3552417,127.041206,130.644758
27.5744724,149,18.4333452,126.756257,130.566655
27.5949078,141,10.5707286,126.47201,130.429271
27.6153431,154,23.7406012,126.188474,130.259399
27.6357784,147,16.8867504,125.905655,130.11325
27.6562137,158,28.0398019,125.623561,129.960198
27.676649,148,18.2126828,125.342199,129.787317
27.6970843,167,37.3792725,125.061577,129.620727
27.7175197,143,13.5501875,124.781701,129.449812
27.737955,135,5.72196557,124.502578,129.278034
27.7583903,157,27.8899448,124.224216,129.110055
27.7788256,152,23.0518172,123.946622,128.948183
27.7992609,194,65.207438,123.669802,128.792562
27.8196962,150,21.357,123.393765,128.643
27.8401316,149,20.5002814,123.118516,128.499719
27.8605669,173,44.636946,122.844063,128.363054
27.8810022,177,48.7666253,122.570413,128.233375
27.9014375,149,20.8889154,122.297573,128.111085
27.9218728,170,42.003097,122.02555,127.996903
27.9423082,166,38.1048877,121.754349,127.895112
27.9627435,172,44.1683962,121.483979,127.831604
27.9831788,158,30.050673,121.214446,127.949327
28.0036141,163,34.2414564,120.945757,128.758544
28.0240494,192,61.5943718,120.677918,130.405628
28.0444847,201,69.998541,120.410937,131.001459
28.0649201,192,60.2537452,120.144819,131.746255
28.0853554,160,25.3987357,119.879571,134.601264
28.1057907,194,53.4479871,119.6152,140.552013
28.126226,165,20.4205952,119.351713,144.579405
28.1466613,166,20.2662388,119.089115,145.733761
28.1670966,154,7.58138206,118.827414,146.418618
28.187532,169,21.8658198,118.566616,147.13418
28.2079673,163,15.0906674,118.306726,147.909333
28.2284026,189,40.2509196,118.047752,148.74908
28.2488379,152,2.34102095,117.7897,149.658979
28.2692732,175,24.3547964,117.532576,150.645204
28.2897085,158,6.28538893,117.276386,151.714611
28.3101439,165,12.1252398,117.021136,152.87476
28.3305792,163,8.86590966,116.766833,154.13409
28.3510145,154,-1.50428742,116.513482,155.504287
28.3714498,201,43.9866152,116.26109,157.013385
28.3918851,187,28.2382568,116.009662,158.761743
28.4123204,182,20.7943088,115.759205,161.205691
28.4327558,195,29.1094776,115.509724,165.890522
28.4531911,224,50.232865,115.261226,173.767135
28.4736264,173,-7.05115043,115.013716,180.05115
28.4940617,202,18.1646282,114.767199,183.835372
28.514497,197,9.56376073,114.521682,187.436239
28.5349323,194,2.63531441,114.277171,191.364686
28.5553677,190,-5.68860921,114.03367,195.688609
28.575803,217,16.5398741,113.791187,200.460126
28.5962383,193,-12.7401916,113.549725,205.740192
28.6166736,222,10.399587,113.309291,211.600413
28.6371089,236,17.8747069,113.06989,218.125293
28.6575442,225,-0.415016338,112.831527,225.415016
28.6779796,245,11.4110878,112.594209,233.588912
28.6984149,249,6.21023365,112.35794,242.789766
28.7188502,255,1.81081783,112.122725,253.189182
28.7392855,259,-5.99421877,111.88857,264.994219
28.7597208,295,16.5444677,111.65548,278.455532
28.7801561,297,3.12258265,111.423459,293.877417
28.8005915,300,-11.6305829,111.192514,311.630583
28.8210268,335,2.83344289,110.96265,332.166557
28.8414621,331,-25.0315518,110.73387,356.031552
28.8618974,379,-4.88678073,110.506181,383.886781
28.8823327,407,-9.52854653,110.279586,416.528547
28.902768,457,2.08623251,110.054091,454.913767
28.9232034,515,14.7963776,109.829701,500.203622
28.9436387,578,24.1364084,109.60642,553.863592
28.964074,678,60.0593818,109.384254,617.940618
28.9845093,741,45.2995671,109.163206,695.700433
29.0049446,853,61.3556445,108.943281,791.644355
29.0253799,985,73.7877523,108.724484,911.212248
29.0458153,1115,46.5782074,108.50682,1068.42179
29.0662506,1451,162.415743,108.290292,1288.58426
29.0866859,1631,8.7416406,108.074905,1622.25836
29.1071212,2268,90.603654,107.860664,2177.39635
29.1275565,3119,-54.8558517,107.647573,3173.85585
29.1479918,4906,-64.1116123,107.435635,4970.11161
29.1684272,7891,26.0028923,107.224856,7864.99711
29.1888625,11618,219.609303,107.015239,11398.3907
29.2092978,13722,-19.0128576,106.806789,13741.0129
29.2297331,13498,137.852005,106.599508,13360.148
29.2501684,11731,168.35727,106.393402,11562.6427
29.2706037,10504,336.502311,106.188475,10167.4977
29.2910391,8827,2.14574415,105.984729,8824.85426
29.3114744,6663,-97.3021031,105.78217,6760.3021
29.3319097,4440,-100.800684,105.5808,4540.80068
29.352345,2885,-38.0191772,105.380624,2923.01918
29.3727803,1976,11.5041215,105.181644,1964.49588
29.3932156,1324,-100.741028,104.983866,1424.74103
29.413651,1074,-30.9631163,104.787291,1104.96312
29.4340863,807,-91.3670447,104.591924,898.367045
29.4545216,676,-78.9494959,104.397768,754.949496
29.4749569,591,-59.5474803,104.204827,650.54748
29.4953922,541,-31.0488043,104.013104,572.048804
29.5158275,445,-66.5812923,103.822601,511.581292
29.5362629,432,-32.1152713,103.633323,464.115271
29.5566982,417,-9.30323329,103.445273,426.303233
29.5771335,359,-36.8466265,103.258453,395.846626
29.5975688,375,3.87299664,103.072866,371.127003
29.6180041,326,-24.981934,102.888517,350.981934
29.6384394,337,2.43596716,102.705406,334.564033
29.6588748,350,28.7503794,102.523538,321.249621
29.6793101,311,0.420048633,102.342916,310.579951
29.6997454,298,-4.22063625,102.163541,302.220636
29.7201807,322,26.0652406,101.985418,295.934759
29.740616,292,0.434696521,101.808547,291.565303
29.7610513,308,18.9759471,101.632933,289.024053
29.7814867,311,22.7146446,101.458578,288.285355
29.801922,278,-11.3835414,101.285483,289.383541
29.8223573,312,19.5872192,101.113652,292.412781
29.8427926,321,23.4725578,100.943087,297.527442
29.8632279,309,4.06097786,100.77379,304.939022
29.8836632,338,23.0985,100.605764,314.9015
29.9040986,356,28.3299232,100.43901,327.670077
29.9245339,316,-27.4118254,100.273532,343.411825
29.9449692,392,29.9473079,100.10933,362.052692
29.9654045,426,42.905737,99.9464075,383.094263
29.9858398,458,52.459607,99.784766,405.540393
30.0062751,460,31.9432141,99.6244076,428.056786
30.0267105,476,26.7219244,99.4653341,449.278076
30.0471458,467,-0.917174196,99.3075473,467.917174
30.0675811,454,-28.5557912,99.151049,482.555791
30.0880164,514,22.630087,98.9958409,491.369913
30.1084517,500,8.16384918,98.8419247,491.836151
30.128887,516,33.1088475,98.689302,482.891152
30.1493224,496,26.0753859,98.5379743,469.924614
30.1697577,484,29.3430633,98.3879432,454.656937
30.190193,483,47.0911483,98.23921,435.908852
30.2106283,463,48.3936284,98.0917762,414.606372
30.2310636,462,69.8554644,97.945643,392.144536
30.2514989,451,81.2195603,97.8008118,369.78044
30.2719343,408,59.5698354,97.6572838,348.430165
30.2923696,383,54.6645375,97.51506,328.335462
30.3128049,346,37.6122575,97.3741417,308.387743
30.3332402,314,25.9458496,97.2345299,288.05415
30.3536755,346,73.6210814,97.0962255,272.378919
30.3741108,332,70.844648,96.9592295,261.155352
30.3945462,291,38.7745849,96.8235428,252.225415
30.4149815,295,49.8522406,96.6891662,245.147759
30.4354168,294,54.4546673,96.5561004,239.545333
30.4558521,281,45.8070476,96.4243462,235.192952
30.4762874,288,56.046152,96.2939043,231.953848
30.4967228,268,38.2969145,96.1647752,229.703085
30.5171581,276,47.6702075,96.0369595,228.329793
30.5375934,259,31.2306872,95.9104577,227.769313
30.5580287,263,35.0330571,95.7852702,227.966943
30.578464,273,44.1171175,95.6613974,228.882882
30.5988993,281,50.4980409,95.5388397,230.501959
30.6193347,243,10.1149766,95.4175972,232.885023
30.63977,251,14.6803595,95.2976703,236.31964
30.6602053,281,40.050365,95.179059,240.949635
30.6806406,261,15.3085706,95.0617636,245.691429
30.7010759,291,40.1547911,94.945784,250.845209
30.7215112,271,14.2656224,94.8311202,256.734378
30.7419466,314,50.5415482,94.7177723,263.458452
30.7623819,274,2.9092746,94.60574,271.090725
30.7828172,291,11.2809396,94.4950232,279.71906
30.8032525,333,43.5492877,94.3856218,289.450712
30.8236878,314,13.5825976,94.2775354,300.417402
30.8441231,312,-0.778754247,94.1707637,312.778754
30.8645585,326,-0.713511579,94.0653063,326.713512
30.8849938,359,16.5701646,93.9611629,342.429835
30.9054291,327,-33.207873,93.8583328,360.207873
30.9258644,361,-19.377275,93.7568157,380.377275
30.9462997,375,-28.3368359,93.6566108,403.336836
30.966735,416,-13.5750959,93.5577176,429.575096
30.9871704,418,-41.6945723,93.4601353,459.694572
31.0076057,490,-4.44356558,93.3638632,494.443566
31.028041,490,-44.7584121,93.2689006,534.758412
31.0484763,564,-17.8199765,93.1752464,581.819977
31.0689116,564,-73.1295653,93.0828999,637.129565
31.0893469,680,-22.6112176,92.9918601,702.611218
31.1097823,810,29.2506644,92.9021259,780.749336
31.1302176,883,8.2278021,92.8136963,874.772198
31.1506529,1017,28.1089319,92.7265702,988.891068
31.1710882,1165,36.4039286,92.6407464,1128.59607
31.1915235,1328,27.0190762,92.5562238,1300.98092
31.2119588,1561,46.0096855,92.4730009,1514.99031
31.2323942,1808,26.7002973,92.3910766,1781.2997
31.2528295,2245,133.833111,92.3104494,2111.16689
31.2732648,2646,132.956137,92.2311179,2513.04386
31.2937001,3192,206.593107,92.1530806,2985.40689
31.3141354,3723,217.443916,92.0763361,3505.55608
31.3345707,4123,103.372336,92.0008827,4019.62766
31.3550061,4510,63.4474053,91.9267188,4446.55259
31.3754414,4518,-189.139426,91.8538428,4707.13943
31.3958767,4655,-112.176435,91.7822529,4767.17643
31.416312,4401,-245.34993,91.7119474,4646.34993
31.4367473,4213,-174.49819,91.6429244,4387.49819
31.4571826,4040,12.3597518,91.5751821,4027.64025
31.477618,3698,98.2273671,91.5087184,3599.77263
31.4980533,3211,66.9121627,91.4435316,3144.08784
31.5184886,2852,148.837819,91.3796195,2703.16218
31.5389239,2604,295.54875,91.3169801,2308.45125
31.5593592,2225,250.6333,91.2556113,1974.3667
31.5797945,1875,174.309901,91.1955109,1700.6901
31.6002299,1601,124.27518,91.1366767,1476.72482
31.6206652,1371,83.2263863,91.0791064,1287.77361
31.6411005,1217,90.8337651,91.0227978,1126.16623
31.6615358,1068,75.3720948,90.9677484,992.627905
31.6819711,886,2.29390324,90.913956,883.706097
31.7024064,797,5.71112547,90.861418,791.288875
31.7228418,667,-43.4914919,90.8101319,710.491492
31.7432771,571,-70.5358714,90.7600953,641.535871
31.7637124,508,-76.0649309,90.7113055,584.064931
31.7841477,475,-61.0592824,90.6637598,536.059282
31.804583,410,-85.4383103,90.6174557,495.43831
31.8250183,402,-58.634971,90.5723905,460.634971
31.8454537,356,-74.5386962,90.5285612,430.538696
31.865889,331,-73.3360957,90.4859652,404.336096
31.8863243,310,-71.4013192,90.4445995,381.401319
31.9067596,339,-22.236844,90.4044613,361.236844
31.9271949,281,-62.4400345,90.3655476,343.440035
31.9476302,287,-40.6814047,90.3278555,327.681405
31.9680656,247,-66.6890913,90.2913819,313.689091
31.9885009,262,-39.2372688,90.2561237,301.237269
32.0089362,251,-39.1373045,90.2220778,290.137305
32.0293715,212,-68.2309,90.189241,280.2309
32.0498068,268,-3.38471337,90.1576102,271.384713
32.0702421,240,-23.4861044,90.1271821,263.486104
32.0906775,197,-59.439745,90.0979533,256.439745
32.1111128,203,-47.1649046,90.0699207,250.164905
32.1315481,203,-41.5932686,90.0430807,244.593269
32.1519834,213,-26.6671819,90.0174301,239.667182
32.1724187,213,-22.3382368,89.9929652,235.338237
32.192854,202,-29.5661405,89.9696827,231.56614
32.2132894,211,-17.3178174,89.947579,228.317817
32.2337247,185,-40.5667076,89.9266504,225.566708
32.25416,222,-1.29223615,89.9068935,223.292236
32.2745953,204,-17.4794337,89.8883045,221.479434
32.2950306,219,-1.11869498,89.8708797,220.118695
32.3154659,195,-24.2056693,89.8546154,219.205669
32.3359013,210,-8.74128127,89.8395079,218.741281
32.3563366,216,-2.73188613,89.8255532,218.731886
32.3767719,210,-9.18956995,89.8127476,219.18957
32.3972072,199,-21.1326088,89.8010872,220.132609
32.4176425,219,-2.58608558,89.7905679,221.586086
32.4380778,229,5.41739758,89.7811859,223.582602
32.4585132,229,2.83739737,89.7729372,226.162603
32.4789485,225,-4.37375598,89.7658176,229.373756
32.4993838,253,19.7213624,89.7598232,233.278638
32.5198191,251,13.0304467,89.7549498,237.969553
