'y-axis saved as y
'x,PKT-3-103-3_Y2Mn2O7_FlowO2_650_24.raw,Diff,Bkg,Ycalc
13.0040916,943,-2.45388156,945.450577,945.453882
13.0245269,968,29.5486471,938.448013,938.451353
13.0449622,920,-11.4952162,931.49184,931.495216
13.0653975,931,6.41470088,924.581885,924.585299
13.0858328,922,4.27857064,917.717978,917.721429
13.1062682,946,35.096566,910.899944,910.903434
13.1267035,871,-33.1311398,904.127611,904.13114
13.1471388,935,37.5956269,897.400805,897.404373
13.1675741,907,16.27704,890.719352,890.72296
13.1880094,918,33.9132731,884.083077,884.086727
13.2084447,872,-5.49550392,877.491806,877.495504
13.2288801,894,23.0508651,870.945364,870.949135
13.2493154,858,-6.44750206,864.443575,864.447502
13.2697507,861,3.00940643,857.986265,857.990594
13.290186,835,-16.5787671,851.573256,851.578767
13.3106213,850,4.78680742,845.204374,845.213193
13.3310566,770,-68.8942199,838.879441,838.89422
13.351492,829,-3.61778538,832.59828,832.617785
13.3719273,796,-30.3812686,826.360715,826.381269
13.3923626,745,-75.1873113,820.166569,820.187311
13.4127979,771,-43.0365504,814.015664,814.03655
13.4332332,756,-51.9288544,807.907821,807.928854
13.4536685,750,-51.8640455,801.842865,801.864046
13.4741039,801,5.15805431,795.820615,795.841946
13.4945392,769,-20.8623766,789.840894,789.862377
13.5149745,761,-22.9251599,783.903524,783.92516
13.5354098,789,10.9698832,778.008326,778.030117
13.5558451,749,-23.1770686,772.155121,772.177069
13.5762804,713,-53.3658362,766.343729,766.365836
13.5967158,679,-81.5962406,760.573972,760.596241
13.6171511,636,-118.868103,754.845671,754.868103
13.6375864,672,-77.1812426,749.158646,749.181243
13.6580217,751,7.46451878,743.512717,743.535481
13.678457,733,-4.93063883,737.907706,737.930639
13.6988923,663,-69.3665357,732.343431,732.366536
13.7193277,671,-55.8429919,726.819713,726.842992
13.739763,661,-60.3598277,721.336373,721.359828
13.7601983,607,-108.916863,715.893229,715.916863
13.7806336,620,-90.5139176,710.490103,710.513918
13.8010689,595,-110.150812,705.126814,705.150812
13.8215042,625,-74.8273645,699.803181,699.827365
13.8419396,648,-46.5433964,694.519024,694.543396
13.8623749,599,-90.2987269,689.274164,689.298727
13.8828102,633,-51.0931757,684.068419,684.093176
13.9032455,572,-106.926562,678.90161,678.926562
13.9236808,579,-94.7987067,673.773555,673.798707
13.9441161,605,-63.7094283,668.684075,668.709428
13.9645515,584,-79.6585468,663.632988,663.658547
13.9849868,576,-82.6458819,658.620116,658.645882
14.0054221,549,-104.671253,653.645276,653.671253
14.0258574,588,-60.7344806,648.70829,648.734481
14.0462927,595,-48.8353836,643.808976,643.835384
14.066728,577,-61.9737821,638.947154,638.973782
14.0871634,559,-75.1494958,634.122644,634.149496
14.1075987,565,-64.3623448,629.335266,629.362345
14.128034,575,-49.6121488,624.58484,624.612149
14.1484693,528,-91.898728,619.871185,619.898728
14.1689046,534,-81.2219023,615.194122,615.221902
14.1893399,490,-120.581492,610.55347,610.581492
14.2097753,500,-105.977317,605.94905,605.977317
14.2302106,542,-59.4091986,601.380682,601.409199
14.2506459,510,-86.8769562,596.848187,596.876956
14.2710812,490,-102.380411,592.351384,592.380411
14.2915165,542,-45.9193835,587.890095,587.919383
14.3119518,514,-69.4936992,583.46414,583.493699
14.3323872,472,-107.103211,579.07334,579.103211
14.3528225,516,-58.7478702,574.717516,574.74787
14.3732578,475,-95.4278569,570.396488,570.427857
14.3936931,492,-74.1438129,566.11008,566.143813
14.4141284,496,-65.8973154,561.85811,561.897315
14.4345637,497,-60.6920113,557.640402,557.692011
14.4549991,469,-84.5369336,553.456777,553.536934
14.4754344,501,-48.4566693,549.307057,549.456669
14.4958697,436,-109.493239,545.191063,545.493239
14.516305,457,-84.6198123,541.108619,541.619812
14.5367403,396,-141.692289,537.059546,537.692289
14.5571756,465,-68.7223219,533.043668,533.722322
14.577611,492,-37.7702295,529.060806,529.77023
14.5980463,460,-65.852045,525.110785,525.852045
14.6184816,452,-69.968811,521.193427,521.968811
14.6389169,456,-62.1207058,517.308556,518.120706
14.6593522,415,-99.3081522,513.455995,514.308152
14.6797875,458,-52.5320583,509.635569,510.532058
14.7002229,446,-60.7942902,505.847102,506.79429
14.7206582,439,-64.0987944,502.090418,503.098794
14.7410935,451,-48.4548596,498.365341,499.45486
14.7615288,419,-76.8870875,494.671697,495.887088
14.7819641,417,-75.4374298,491.009311,492.43743
14.8023994,428,-61.08157,487.378008,489.08157
14.8228348,438,-47.6813427,483.777614,485.681343
14.8432701,384,-98.2487018,480.207955,482.248702
14.8637054,409,-69.84224,476.668857,478.84224
14.8841407,368,-107.478634,473.160147,475.478634
14.904576,413,-59.1606533,469.681651,472.160653
14.9250113,404,-64.8906045,466.233196,468.890604
14.9454467,397,-68.6707784,462.814611,465.670778
14.965882,366,-96.5032452,459.425722,462.503245
14.9863173,415,-44.3920006,456.066357,459.392001
15.0067526,408,-48.341741,452.736346,456.341741
15.0271879,407,-46.3579845,449.435516,453.357985
15.0476232,371,-79.4475409,446.163697,450.447541
15.0680586,396,-51.6189368,442.920717,447.618937
15.0884939,381,-63.8829536,439.706407,444.882954
15.1089292,370,-72.2533717,436.520596,442.253372
15.1293645,382,-57.7480206,433.363115,439.748021
15.1497998,363,-74.3902993,430.233794,437.390299
15.1702352,393,-42.2114619,427.132464,435.211462
15.1906705,369,-64.2543006,424.058956,433.254301
15.2111058,359,-72.5797013,421.013103,431.579701
15.2315411,373,-57.2795329,417.994736,430.279533
15.2519764,347,-82.5033768,415.003687,429.503377
15.2724117,362,-67.5139011,412.03979,429.513901
15.2928471,360,-70.798535,409.102877,430.798535
15.3132824,356,-78.2889773,406.192781,434.288977
15.3337177,390,-51.781459,403.309338,441.781459
15.354153,419,-37.689844,400.452381,456.689844
15.3745883,427,-58.1264054,397.621744,485.126405
15.3950236,476,-60.5542323,394.817263,536.554232
15.415459,542,-79.8560607,392.038773,621.856061
15.4358943,728,-18.0556696,389.28611,746.05567
15.4563296,824,-72.0092472,386.559111,896.009247
15.4767649,938,-93.756346,383.857611,1031.75635
15.4972002,1101,2.49623053,381.181448,1098.50377
15.5176355,1103,39.3316439,378.530459,1063.66836
15.5380709,1005,62.0937155,375.904482,942.906285
15.5585062,881,96.9554244,373.303356,784.044576
15.5789415,664,27.9069401,370.726919,636.09306
15.5993768,564,37.4237732,368.17501,526.576227
15.6198121,448,-10.0060235,365.647469,458.006024
15.6402474,401,-18.4331541,363.144135,419.433154
15.6606828,336,-62.3371669,360.66485,398.337167
15.6811181,354,-31.9598893,358.209454,385.959889
15.7015534,319,-58.6223697,355.777788,377.62237
15.7219887,320,-51.2346468,353.369694,371.234647
15.742424,311,-54.9316274,350.985014,365.931627
15.7628593,321,-40.329762,348.623592,361.329762
15.7832947,342,-15.2256999,346.285269,357.2257
15.80373,316,-37.492764,343.969889,353.492764
15.8241653,344,-6.04488314,341.677297,350.044883
15.8446006,332,-14.8210953,339.407337,346.821095
15.8650359,319,-24.777116,337.159854,343.777116
15.8854712,309,-31.8801278,334.934693,340.880128
15.9059066,308,-30.1053842,332.7317,338.105384
15.9263419,301,-34.4339335,330.550721,335.433934
15.9467772,296,-36.8510589,328.391604,332.851059
15.9672125,292,-38.3451921,326.254195,330.345192
15.9876478,333,5.09284699,324.138342,327.907153
16.0080831,309,-16.5296497,322.043893,325.52965
16.0285185,306,-17.2069097,319.970698,323.20691
16.0489538,321,0.0661817536,317.918605,320.933818
16.0693891,324,5.29462273,315.887463,318.705377
16.0898244,264,-52.5185393,313.877124,316.518539
16.1102597,270,-44.3706632,311.887438,314.370663
16.130695,283,-29.2592535,309.918255,312.259254
16.1511304,300,-10.1819443,307.969429,310.181944
16.1715657,282,-26.1362736,306.04081,308.136274
16.192001,331,24.8807634,304.132251,306.119237
16.2124363,278,-26.1262789,302.243606,304.126279
16.2328716,300,-2.14837636,300.374728,302.148376
16.2533069,291,-9.16307787,298.525471,300.163078
16.2737423,259,-39.1343113,296.695691,298.134311
16.2941776,279,-17.0940474,294.885241,296.094047
16.3146129,277,-17.1785944,293.093979,294.178594
16.3350482,250,-42.3639757,291.321759,292.363976
16.3554835,273,-17.5882732,289.56844,290.588273
16.3759188,275,-13.8350258,287.833877,288.835026
16.3963542,271,-16.1015211,286.11793,287.101521
16.4167895,276,-9.38415435,284.420455,285.384154
16.4372248,276,-7.67442697,282.741312,283.674427
16.4576601,268,-13.949454,281.080361,281.949454
16.4780954,269,-11.1716383,279.437461,280.171638
16.4985307,254,-24.3747727,277.812472,278.374773
16.5189661,273,-3.70302626,276.205255,276.703026
16.5394014,278,2.86735594,274.615673,275.132644
16.5598367,266,-7.59983077,273.043586,273.599831
16.580272,243,-29.0888455,271.488857,272.088845
16.6007073,233,-37.5983054,269.95135,270.598305
16.6211426,257,-12.1275175,268.430928,269.127518
16.641578,261,-6.67545373,266.927454,267.675454
16.6620133,273,6.75931071,265.440795,266.240689
16.6824486,317,52.1786533,263.970814,264.821347
16.7028839,272,8.58486674,262.517378,263.415133
16.7233192,261,-1.01947276,261.080352,262.019473
16.7437545,265,4.36825841,259.659605,260.631742
16.7641899,268,8.75041377,258.255002,259.249586
16.7846252,251,-6.87126311,256.866412,257.871263
16.8050605,253,-3.49591554,255.493704,256.495916
16.8254958,255,-0.123707183,254.136746,255.123707
16.8459311,251,-2.75577047,252.795407,253.75577
16.8663664,249,-3.39398563,251.469559,252.393986
16.8868018,256,4.95934318,250.159072,251.040657
16.9072371,262,12.3018276,248.863816,249.698172
16.9276724,252,3.63127619,247.583664,248.368724
16.9481077,285,37.9458754,246.318488,247.054125
16.968543,247,1.24426733,245.068161,245.755733
16.9889783,250,5.52554351,243.832555,244.474456
17.0094137,256,12.789188,242.611546,243.210812
17.029849,240,-1.96500293,241.405008,241.965003
17.0502843,258,17.2629969,240.212815,240.737003
17.0707196,275,35.4733713,239.034844,239.526629
17.0911549,253,14.6664039,237.87097,238.333596
17.1115902,255,17.8424351,236.72107,237.157565
17.1320256,253,17.0018315,235.585023,235.998168
17.1524609,263,28.1449659,234.462704,234.855034
17.1728962,261,27.2722042,233.353994,233.727796
17.1933315,232,-0.616101666,232.25877,232.616102
17.2137668,265,33.480382,231.176913,231.519618
17.2342021,266,35.5619689,230.108303,230.438031
17.2546375,254,24.6289532,229.052819,229.371047
17.2750728,228,-0.318390453,228.010345,228.31839
17.2955081,238,10.7201946,226.98076,227.279805
17.3159434,219,-7.25505151,225.963948,226.255052
17.3363787,268,42.7560963,224.959792,225.243904
17.356814,250,25.7538494,223.968175,224.246151
17.3772494,236,12.7384072,222.988981,223.261593
17.3976847,228,5.70995818,222.022095,222.290042
17.41812,225,3.66868106,221.067402,221.331319
17.4385553,250,29.6147461,220.124787,220.385254
17.4589906,245,25.5483161,219.194138,219.451684
17.4794259,224,5.46954678,218.27534,218.530453
17.4998613,249,31.3785881,217.368282,217.621412
17.5202966,258,41.2755847,216.472851,216.724415
17.5407319,240,24.1606762,215.588936,215.839324
17.5611672,247,32.0339981,214.716427,214.966002
17.5816025,222,7.89568203,213.855212,214.104318
17.6020378,240,26.745856,213.005182,213.254144
17.6224732,230,17.5846448,212.166228,212.415355
17.6429085,239,27.4121703,211.338242,211.58783
17.6633438,220,9.22855167,210.521114,210.771448
17.6837791,222,12.0339055,209.714739,209.966094
17.7042144,234,24.828346,208.919009,209.171654
17.7246498,259,50.611985,208.133817,208.388015
17.7450851,211,3.38493212,207.359058,207.615068
17.7655204,211,4.14729506,206.594627,206.852705
17.7859557,218,11.8991793,205.840419,206.100821
17.806391,222,16.6406882,205.09633,205.359312
17.8268263,232,27.3719234,204.362257,204.628077
17.8472617,245,41.0929841,203.638095,203.907016
17.867697,259,55.8039677,202.923745,203.196032
17.8881323,246,43.5049695,202.219102,202.495031
17.9085676,242,40.1960823,201.524067,201.803918
17.9290029,231,29.8773969,200.838538,201.122603
17.9494382,224,23.5490017,200.162415,200.450998
17.9698736,242,42.2109823,199.495599,199.789018
17.9903089,229,29.8634217,198.837991,199.136578
18.0107442,235,36.5064,198.189492,198.4936
18.0311795,230,32.1399938,197.550005,197.860006
18.0516148,250,52.7642763,196.919431,197.235724
18.0720501,223,26.3793169,196.297676,196.620683
18.0924855,194,-2.01481973,195.684641,196.01482
18.1129208,206,10.5819264,195.080232,195.418074
18.1333561,221,26.1696096,194.484353,194.83039
18.1537914,223,28.7482779,193.89691,194.251722
18.1742267,242,48.3179719,193.317809,193.682028
18.194662,241,47.8787242,192.746957,193.121276
18.2150974,204,11.4305573,192.18426,192.569443
18.2355327,233,40.9734826,191.629627,192.026517
18.255968,221,29.5074982,191.082966,191.492502
18.2764033,222,31.0325867,190.544185,190.967413
18.2968386,197,6.5487118,190.013194,190.451288
18.3172739,230,40.0558152,189.489903,189.944185
18.3377093,243,53.5538118,188.974222,189.446188
18.3581446,200,11.0425842,188.466063,188.957416
18.3785799,213,24.5219755,187.965336,188.478024
18.3990152,212,23.9917809,187.471955,188.008219
18.4194505,239,51.4517358,186.985831,187.548264
18.4398858,201,13.9015019,186.506878,187.098498
18.4603212,207,20.3406488,186.03501,186.659351
18.4807565,205,18.76863,185.570141,186.23137
18.5011918,215,29.1847523,185.112186,185.815248
18.5216271,248,62.5881355,184.661061,185.411865
18.5420624,202,16.9776645,184.21668,185.022336
18.5624977,223,38.3519315,183.778962,184.648068
18.5829331,218,33.7091431,183.347822,184.290857
18.6033684,236,52.0470158,182.923179,183.952984
18.6238037,218,34.3626742,182.50495,183.637326
18.644239,268,84.6525349,182.093055,183.347465
18.6646743,218,34.9122282,181.687412,183.087772
18.6851096,229,46.1366414,181.287941,182.863359
18.705545,203,20.3202378,180.894563,182.679762
18.7259803,216,33.457916,180.507198,182.542084
18.7464156,202,19.546778,180.125768,182.453222
18.7668509,210,27.5891521,179.750195,182.410848
18.7872862,242,59.5967942,179.3804,182.403206
18.8077215,234,51.5950097,179.016308,182.40499
18.8281569,236,53.6236133,178.657841,182.376387
18.8485922,224,41.7308035,178.304923,182.269196
18.8690275,216,33.9591001,177.95748,182.0409
18.8894628,232,50.3294109,177.615435,181.670589
18.9098981,235,53.8331273,177.278715,181.166873
18.9303334,212,31.4367505,176.947247,180.56325
18.9507688,241,61.0947485,176.620955,179.905251
18.9712041,229,49.7633031,176.299768,179.236697
18.9916394,204,25.4096514,175.983614,178.590349
19.0120747,194,16.0150226,175.67242,177.984977
19.03251,213,35.5724825,175.366116,177.427518
19.0529453,209,32.0827169,175.06463,176.917283
19.0733807,193,16.5501832,174.767892,176.449817
19.093816,207,30.9805399,174.475834,176.01946
19.1142513,191,15.3792259,174.188384,175.620774
19.1346866,209,33.7506726,173.905475,175.249327
19.1551219,229,54.0971499,173.627039,174.90285
19.1755572,208,33.4173558,173.353008,174.582644
19.1959926,195,20.7153049,173.083315,174.284695
19.2164279,208,34.0098197,172.817893,173.99018
19.2368632,226,52.2961898,172.556676,173.70381
19.2572985,207,33.5718128,172.299598,173.428187
19.2777338,219,45.8372298,172.046594,173.16277
19.2981691,231,58.093286,171.797601,172.906714
19.3186045,195,22.3406804,171.552552,172.65932
19.3390398,173,0.579978271,171.311386,172.420022
19.3594751,193,20.8116369,171.074039,172.188363
19.3799104,197,25.0360263,170.840447,171.963974
19.4003457,191,19.2534449,170.61055,171.746555
19.420781,204,32.4641312,170.384285,171.535869
19.4412164,215,43.6682735,170.161592,171.331726
19.4616517,212,40.8660169,169.942409,171.133983
19.482087,198,27.0574687,169.726677,170.942531
19.5025223,199,28.2427027,169.514336,170.757297
19.5229576,199,28.4217619,169.305326,170.578238
19.5433929,268,97.5946611,169.09959,170.405339
19.5638283,207,36.7613881,168.897068,170.238612
19.5842636,208,37.9219044,168.697703,170.078096
19.6046989,189,19.0761454,168.501438,169.923855
19.6251342,208,38.2240202,168.308217,169.77598
19.6455695,179,9.36541069,168.117982,169.634589
19.6660048,195,25.5001704,167.930678,169.49983
19.6864402,214,44.6281226,167.74625,169.371877
19.7068755,195,25.7490581,167.564642,169.250942
19.7273108,198,28.8627325,167.385802,169.137267
19.7477461,189,19.9688627,167.209674,169.031137
19.7681814,202,33.0671231,167.036205,168.932877
19.7886167,193,24.1571405,166.865342,168.84286
19.8090521,202,33.2384888,166.697033,168.761511
19.8294874,213,44.3106826,166.531225,168.689317
19.8499227,207,38.373169,166.367868,168.626831
19.870358,210,41.4253197,166.20691,168.57468
19.8907933,213,44.4664199,166.0483,168.53358
19.9112286,183,14.4956568,165.891988,168.504343
19.931664,200,31.512106,165.737925,168.487894
19.9520993,215,46.5147161,165.586061,168.485284
19.9725346,187,18.5022898,165.436347,168.49771
19.9929699,201,32.4734647,165.288736,168.526535
20.0134052,196,27.4266889,165.143178,168.573311
20.0338405,197,28.360196,164.999627,168.639804
20.0542759,178,9.27197517,164.858036,168.728025
20.0747112,201,32.1597392,164.718357,168.840261
20.0951465,186,17.0208895,164.580546,168.979111
20.1155818,184,14.8524783,164.444556,169.147522
20.1360171,182,12.6511698,164.310341,169.34883
20.1564524,182,12.4132006,164.177858,169.586799
20.1768878,195,25.1343432,164.047062,169.865657
20.1973231,162,-8.19012875,163.917909,170.190129
20.2177584,177,6.4345172,163.790355,170.565483
20.2381937,163,-7.99759288,163.664357,170.997593
20.258629,157,-14.493114,163.539874,171.493114
20.2790644,175,2.93962585,163.416861,172.060374
20.2994997,180,7.28938622,163.295279,172.710614
20.319935,205,31.5511251,163.175084,173.448875
20.3403703,195,20.7359126,163.056238,174.264087
20.3608056,199,23.8334202,162.938698,175.16658
20.3812409,163,-13.1614241,162.822425,176.161424
20.4016763,145,-32.2459995,162.707379,177.246
20.4221116,200,21.5890279,162.593521,178.410972
20.4425469,204,24.3613355,162.480813,179.638664
20.4629822,191,10.0989529,162.369215,180.901047
20.4834175,211,28.8416647,162.25869,182.158335
20.5038528,199,15.6410521,162.1492,183.358948
20.5242882,213,28.5583918,162.040708,184.441608
20.5447235,188,2.65990163,161.933178,185.340098
20.5651588,203,17.0094787,161.826572,185.990521
20.5855941,199,12.6600018,161.720855,186.339998
20.6060294,212,25.6450962,161.615991,186.354904
20.6264647,192,5.97351577,161.511945,186.026484
20.6469001,201,15.6277294,161.408683,185.372271
20.6673354,188,3.56707338,161.30617,184.432927
20.6877707,172,-11.2655083,161.204372,183.265508
20.708206,196,14.0649986,161.103255,181.935001
20.7286413,176,-4.50615312,161.002787,180.506153
20.7490766,160,-19.0371211,160.902934,179.037121
20.769512,180,2.42435747,160.803663,177.575643
20.7899473,192,15.8423504,160.704944,176.15765
20.8103826,171,-3.80775374,160.606745,174.807754
20.8308179,169,-4.54085279,160.509033,173.540853
20.8512532,164,-8.36419352,160.411779,172.364194
20.8716885,170,-1.27942342,160.314951,171.279423
20.8921239,158,-12.2843726,160.21852,170.284373
20.9125592,151,-18.3744687,160.122456,169.374469
20.9329945,197,28.4562123,160.026729,168.543788
20.9534298,178,10.2142086,159.93131,167.785791
20.9738651,160,-7.09381958,159.836172,167.09382
20.9943004,170,3.53859996,159.741285,166.4614
21.0147358,167,1.11756997,159.646621,165.88243
21.0351711,164,-1.351271,159.552154,165.351271
21.0556064,168,3.1372139,159.457855,164.862786
21.0760417,171,6.58765813,159.363699,164.412342
21.096477,163,-0.995788625,159.269658,163.995789
21.1169123,162,-1.60942873,159.175706,163.609429
21.1373477,177,13.7500207,159.081819,163.249979
21.157783,166,3.08546697,158.987969,162.914533
21.1782183,157,-5.60051928,158.894133,162.600519
21.1986536,170,7.69433256,158.800286,162.305667
21.2190889,167,4.97202737,158.706403,162.027973
21.2395242,199,37.2343356,158.61246,161.765664
21.2599596,189,27.4828214,158.518433,161.517179
21.2803949,164,2.71886783,158.4243,161.281132
21.3008302,166,4.94369933,158.330038,161.056301
21.3212655,157,-3.84159872,158.235622,160.841599
21.3417008,168,7.3639374,158.141033,160.636063
21.3621361,156,-4.43883514,158.046246,160.438835
