'y-axis saved as y
'x,PKT-3-105-1_BMY2O3_2MnO2_FlowO2_650_24.raw,Diff,Bkg,Ycalc
16.2328716,474,-33.0615997,491.511159,507.0616
16.2533069,521,18.8425331,488.612639,502.157467
16.2737423,495,-2.71944208,485.737144,497.719442
16.2941776,475,-18.6463159,482.884556,493.646316
16.3146129,508,18.1393221,480.054757,489.860678
16.3350482,472,-14.3062005,477.247629,486.3062
16.3554835,458,-24.9431222,474.463054,482.943122
16.3759188,470,-9.74432211,471.700913,479.744322
16.3963542,422,-54.6925149,468.961089,476.692515
16.4167895,450,-23.7785372,466.243462,473.778537
16.4372248,462,-9.00061653,463.547915,471.000617
16.4576601,468,-0.364599761,460.874329,468.3646
16.4780954,449,-16.8852845,458.222585,465.885285
16.4985307,449,-14.5892228,455.592565,463.589223
16.5189661,435,-26.5196733,452.98415,461.519673
16.5394014,435,-24.744684,450.397221,459.744684
16.5598367,422,-36.3693333,447.83166,458.369333
16.580272,479,21.4475975,445.287347,457.552403
16.6007073,464,6.47483561,442.764165,457.525164
16.6211426,425,-33.6024063,440.261993,458.602406
16.641578,481,19.8453823,437.780713,461.154618
16.6620133,446,-19.4631909,435.320207,465.463191
16.6824486,448,-23.3328353,432.880356,471.332835
16.7028839,448,-29.477147,430.461041,477.477147
16.7233192,494,12.688022,428.062142,481.311978
16.7437545,472,-8.21975426,425.683543,480.219754
16.7641899,461,-12.6688626,423.325123,473.668863
16.7846252,443,-20.4831736,420.986764,463.483174
16.8050605,415,-37.1761762,418.668348,452.176176
16.8254958,406,-35.7774495,416.369756,441.777449
16.8459311,442,8.7578965,414.090869,433.242104
16.8663664,438,11.4783892,411.831571,426.521611
16.8868018,417,-4.16627143,409.591741,421.166271
16.9072371,420,3.25637921,407.371262,416.743621
16.9276724,426,13.0531045,405.170016,412.946895
16.9481077,384,-25.5770579,402.987884,409.577058
16.968543,413,6.493222,400.82475,406.506778
16.9889783,428,24.3465222,398.680495,403.653478
17.0094137,423,22.0376449,396.555001,400.962355
17.029849,425,26.6038853,394.448151,398.396115
17.0502843,414,18.0712543,392.359828,395.928746
17.0707196,424,30.4583134,390.289914,393.541687
17.0911549,421,29.7785898,388.238293,391.22141
17.1115902,394,5.04213383,386.204846,388.957866
17.1320256,423,36.2565453,384.189458,386.743455
17.1524609,410,25.4276628,382.192011,384.572337
17.1728962,378,-4.43996692,380.21239,382.439967
17.1933315,385,4.65723035,378.250478,380.34277
17.2137668,426,47.7220643,376.306158,378.277936
17.2342021,411,34.7566695,374.379315,376.24333
17.2546375,386,11.7623321,372.469832,374.237668
17.2750728,401,28.7391931,370.577596,372.260807
17.2955081,429,58.6883563,368.702488,370.311644
17.3159434,364,-4.38475612,366.844396,368.384756
17.3363787,365,-1.47730834,365.003203,366.477308
17.356814,387,22.4088461,363.178795,364.591154
17.3772494,380,17.273631,361.371057,362.726369
17.3976847,395,34.117633,359.579875,360.882367
17.41812,367,7.94141176,357.805135,359.058588
17.4385553,364,6.74546552,356.046723,357.254534
17.4589906,397,41.5302412,354.304524,355.469759
17.4794259,361,7.29614251,352.578426,353.703857
17.4998613,383,31.0435387,350.868316,351.956461
17.5202966,359,8.77277425,349.17408,350.227226
17.5407319,387,38.4841827,347.495606,348.515817
17.5611672,353,6.17810713,345.832781,346.821893
17.5816025,343,-2.14505684,344.185494,345.145057
17.6020378,361,17.5152364,342.553631,343.484764
17.6224732,339,-2.84005612,340.937082,341.840056
17.6429085,371,30.791197,339.335735,340.208803
17.6633438,370,31.4123814,337.749479,338.587619
17.6837791,386,49.0219428,336.178204,336.978057
17.7042144,364,28.6125456,334.621797,335.387454
17.7246498,351,17.1937122,333.08015,333.806288
17.7450851,334,1.77073987,331.553153,332.22926
17.7655204,370,39.3248986,330.040695,330.675101
17.7859557,375,45.8402376,328.542667,329.159762
17.806391,394,66.3362946,327.05896,327.663705
17.8268263,346,19.817705,325.589466,326.182295
17.8472617,391,66.2843043,324.134076,324.715696
17.867697,326,2.73618415,322.692681,323.263816
17.8881323,365,43.1734742,321.265174,321.826526
17.9085676,372,51.5963,319.851448,320.4037
17.9290029,353,34.0047827,318.451395,318.995217
17.9494382,354,36.3990393,317.064908,317.600961
17.9698736,366,49.7791825,315.691881,316.220818
17.9903089,335,20.1453209,314.332207,314.854679
18.0107442,362,48.4975599,312.985781,313.50244
18.0311795,336,23.8360058,311.652497,312.163994
18.0516148,323,12.1607766,310.33225,310.839223
18.0720501,357,47.4720221,309.024935,309.527978
18.0924855,302,-6.23003614,307.730448,308.230036
18.1129208,355,48.0549858,306.448683,306.945014
18.1333561,349,43.3279172,305.179539,305.672083
18.1537914,325,20.5909791,303.92291,304.409021
18.1742267,325,21.8482349,302.678695,303.151765
18.194662,295,-6.90130106,301.44679,301.901301
18.2150974,348,47.3294448,300.227092,300.670555
18.2355327,334,34.5355727,299.019501,299.464427
18.255968,330,31.7256082,297.823914,298.274392
18.2764033,369,71.9022885,296.64023,297.097712
18.2968386,331,35.0655426,295.468348,295.934457
18.3172739,336,41.2144332,294.308167,294.785567
18.3377093,289,-4.65383895,293.159588,293.653839
18.3581446,315,22.4527447,292.022511,292.547255
18.3785799,336,44.5078293,290.896836,291.492171
18.3990152,324,33.4447704,289.782465,290.55523
18.4194505,351,61.2428579,288.679298,289.757142
18.4398858,304,15.1033392,287.587238,288.896661
18.4603212,338,50.1311592,286.506186,287.868841
18.4807565,320,33.1763857,285.436046,286.823614
18.5011918,321,35.1803871,284.376721,285.819613
18.5216271,372,87.1571072,283.328113,284.842893
18.5420624,306,22.1117304,282.290126,283.88827
18.5624977,334,51.0420052,281.262665,282.957995
18.5829331,337,54.944391,280.245634,282.055609
18.6033684,327,45.8140531,279.238939,281.185947
18.6238037,349,68.6445673,278.242484,280.355433
18.644239,333,53.4274251,277.256175,279.572575
18.6646743,333,54.1478423,276.279919,278.852158
18.6851096,339,60.7736698,275.313622,278.22633
18.705545,293,15.2551881,274.357192,277.744812
18.7259803,339,61.5333598,273.410535,277.46664
18.7464156,310,32.5057014,272.47356,277.494299
18.7668509,294,16.0115274,271.546175,277.988473
18.7872862,355,75.8291365,270.628288,279.170864
18.8077215,347,65.7315445,269.719809,281.268455
18.8281569,342,57.7195242,268.820647,284.280476
18.8485922,367,79.4812258,267.930713,287.518774
18.8690275,326,36.5411804,267.049916,289.45882
18.8894628,317,28.198582,266.178168,288.801418
18.9098981,328,42.2628567,265.315379,285.737143
18.9303334,315,33.6363103,264.461462,281.36369
18.9507688,331,54.3149039,263.616329,276.685096
18.9712041,286,13.4519347,262.779891,272.548065
18.9916394,325,55.6120684,261.952063,269.387932
19.0120747,320,52.828785,261.132757,267.171215
19.03251,314,48.3462856,260.321888,265.653714
19.0529453,293,28.5791093,259.519369,264.420891
19.0733807,307,43.7568968,258.725116,263.243103
19.093816,288,25.8251417,257.939043,262.174858
19.1142513,297,35.792778,257.161066,261.207222
19.1346866,321,60.6861267,256.391102,260.313873
19.1551219,268,8.52335018,255.629066,259.47665
19.1755572,305,46.3164318,254.874876,258.683568
19.1959926,304,46.0734961,254.128449,257.926504
19.2164279,272,14.8001767,253.389703,257.199823
19.2368632,264,7.50044922,252.658555,256.499551
19.2572985,319,63.1771535,251.934926,255.822847
19.2777338,315,59.8323306,251.218733,255.167669
19.2981691,234,-20.5325552,250.509897,254.532555
19.3186045,293,39.0835333,249.808337,253.916467
19.3390398,292,38.6813084,249.113975,253.318692
19.3594751,278,25.2612283,248.42673,252.738772
19.3799104,273,20.8235465,247.746524,252.176453
19.4003457,258,6.36834642,247.07328,251.631654
19.420781,285,33.8955649,246.406919,251.104435
19.4412164,281,30.4050083,245.747364,250.594992
19.4616517,298,47.8963624,245.094539,250.103638
19.482087,255,5.36919816,244.448366,249.630802
19.5025223,279,29.8229727,243.80877,249.177027
19.5229576,268,19.257028,243.175676,248.742972
19.5433929,260,11.6705858,242.549008,248.329414
19.5638283,254,6.06273861,241.928693,247.937261
19.5842636,271,23.4324348,241.314655,247.567565
19.6046989,291,43.7784453,240.706821,247.221555
19.6251342,254,7.09931165,240.105118,246.900688
19.6455695,242,-4.60653183,239.509473,246.606532
19.6660048,255,8.65948523,238.919813,246.340515
19.6864402,251,4.89547055,238.336068,246.104529
19.7068755,249,3.09900072,237.758165,245.900999
19.7273108,258,12.2674785,237.186034,245.732522
19.7477461,287,41.3979961,236.619604,245.602004
19.7681814,267,21.4872415,236.058805,245.512758
19.7886167,270,24.5314306,235.503567,245.468569
19.8090521,274,28.526228,234.953821,245.473772
19.8294874,290,44.4666523,234.409499,245.533348
19.8499227,266,20.3469612,233.870532,245.653039
19.870358,269,23.1605116,233.336852,245.839488
19.8907933,282,35.8995889,232.808393,246.100411
19.9112286,261,14.5551966,232.285086,246.444803
19.931664,249,2.11679627,231.766867,246.883204
19.9520993,254,6.57198569,231.253668,247.428014
19.9725346,277,28.9060975,230.745424,248.093902
19.9929699,270,21.1016976,230.242071,248.898302
20.0134052,263,13.1379571,229.743543,249.862043
20.0338405,272,20.989888,229.249776,251.010112
20.0542759,271,18.6275353,228.760707,252.372465
20.0747112,238,-15.9851012,228.276271,253.985101
20.0951465,284,28.1060149,227.796408,255.893985
20.1155818,261,2.83935889,227.321053,258.160641
20.1360171,284,23.1414675,226.850145,260.858533
20.1564524,281,16.9239415,226.383622,264.076059
20.1768878,300,32.070566,225.921424,267.929434
20.1973231,296,23.4292717,225.46349,272.570728
20.2177584,280,1.79955929,225.009759,278.200441
20.2381937,308,22.913097,224.560172,285.086903
20.258629,318,24.4047231,224.11467,293.595277
20.2790644,325,20.768397,223.673193,304.231603
20.2994997,381,63.2891388,223.235684,317.710861
20.319935,366,30.9366289,222.802084,335.063371
20.3403703,402,44.1991532,222.372336,357.800847
20.3608056,426,37.8322332,221.946383,388.167767
20.3812409,440,10.5106278,221.524168,429.489372
20.4016763,508,21.4465599,221.105635,486.55344
20.4221116,598,32.2596865,220.690728,565.740314
20.4425469,687,12.9218431,220.279392,674.078157
20.4629822,755,-60.4583378,219.871573,815.458338
20.4834175,926,-56.0512456,219.467214,982.051246
20.5038528,1118,-26.0455462,219.066264,1144.04555
20.5242882,1274,20.9568226,218.668667,1253.04318
20.5447235,1378,106.620499,218.274371,1271.3795
20.5651588,1230,30.0490862,217.883324,1199.95091
20.5855941,1101,33.0176132,217.495472,1067.98239
20.6060294,933,23.7550585,217.110765,909.244942
20.6264647,758,3.47242397,216.72915,754.527576
20.6469001,603,-22.1666748,216.350577,625.166675
20.6673354,541,13.7802718,215.974995,527.219728
20.6877707,482,25.725239,215.602354,456.274761
20.708206,394,-11.1926555,215.232604,405.192656
20.7286413,413,45.0871436,214.865697,367.912856
20.7490766,366,25.8614104,214.501582,340.13859
20.769512,301,-17.9884593,214.140213,318.988459
20.7899473,342,39.4550208,213.78154,302.544979
20.8103826,310,20.4823193,213.425517,289.517681
20.8308179,282,2.97771285,213.072096,279.022287
20.8512532,280,9.55915039,212.72123,270.44085
20.8716885,290,26.6668716,212.372873,263.333128
20.8921239,250,-7.37942308,212.02698,257.379423
20.9125592,275,22.6576188,211.683504,252.342381
20.9329945,260,11.9599079,211.342401,248.040092
20.9534298,255,10.6735336,211.003626,244.326466
20.9738651,276,34.9213209,210.667134,241.078679
20.9943004,238,-0.19374269,210.332883,238.193743
21.0147358,238,2.40743786,210.000828,235.592562
21.0351711,243,9.77745311,209.670927,233.222547
21.0556064,233,1.94763686,209.343137,231.052363
21.0760417,211,-18.0632798,209.017415,229.06328
21.096477,221,-6.24243423,208.693721,227.242434
21.1169123,225,-0.577864613,208.372012,225.577865
21.1373477,217,-7.05564644,208.052248,224.055646
21.157783,245,22.3399428,207.734388,222.660057
