'y-axis saved as y
'x,PKT-3-105-1_BMY2O3_2MnO2_FlowO2_650_24.raw,Diff,Bkg,Ycalc
21.1782183,229,7.62466609,207.418393,221.375334
21.1986536,223,2.81286792,207.104221,220.187132
21.2190889,212,-7.08323041,206.791834,219.08323
21.2395242,221,2.94601531,206.481193,218.053985
21.2599596,209,-8.09346855,206.17226,217.093469
21.2803949,211,-5.20474575,205.864995,216.204746
21.3008302,209,-6.41172359,205.559362,215.411724
21.3212655,207,-7.73044031,205.255323,214.73044
21.3417008,215,0.92469306,204.952841,214.075307
21.3621361,214,0.63059914,204.651879,213.369401
21.3825715,213,0.322541649,204.352402,212.677458
21.4030068,206,-6.0152497,204.054373,212.01525
21.4234421,190,-21.3820798,203.757757,211.38208
21.4438774,219,8.22172639,203.462518,210.778274
21.4643127,217,6.79821452,203.168623,210.201785
21.484748,208,-1.64146512,202.876037,209.641465
21.5051834,210,0.903019821,202.584725,209.09698
21.5256187,195,-13.5701899,202.294655,208.57019
21.546054,186,-22.0611777,202.005793,208.061178
21.5664893,223,15.4283617,201.718107,207.571638
21.5869246,198,-9.11181084,201.431563,207.111811
21.6073599,238,31.2886105,201.146131,206.711389
21.6277953,219,12.6328913,200.861778,206.367109
21.6482306,206,0.0293632888,200.578473,205.970637
21.6686659,210,4.45120851,200.296185,205.548791
21.6891012,216,10.8681181,200.014884,205.131882
21.7095365,204,-0.724612009,199.734538,204.724612
21.7299718,225,20.6732818,199.45512,204.326718
21.7504072,198,-5.93791508,199.176598,203.937915
21.7708425,194,-9.55860614,198.898944,203.558606
21.7912778,215,11.8087616,198.622129,203.191238
21.8117131,188,-14.8457197,198.346125,202.84572
21.8321484,201,-1.55125493,198.070904,202.551255
21.8525837,163,-39.3288442,197.796438,202.328844
21.8730191,209,6.89984822,197.522699,202.100152
21.8934544,205,3.20620921,197.249661,201.793791
21.9138897,194,-7.47535417,196.977297,201.475354
21.934325,211,9.83731385,196.70558,201.162686
21.9547603,204,3.14331992,196.434486,200.85668
21.9751956,203,2.44273056,196.163987,200.557269
21.995631,192,-8.26438564,195.89406,200.264386
22.0160663,186,-13.9777815,195.624678,199.977782
22.0365016,184,-15.6965211,195.355818,199.696521
22.0569369,215,15.5822247,195.087455,199.417775
22.0773722,183,-16.1333923,194.819565,199.133392
22.0978075,197,-1.81642782,194.552125,198.816428
22.1182429,185,-13.4004206,194.285111,198.400421
22.1386782,180,-17.8715066,194.018501,197.871507
22.1591135,198,0.56271815,193.752272,197.437282
22.1795488,199,1.81180395,193.486402,197.188196
22.1999841,187,-9.98670109,193.220868,196.986701
22.2204194,145,-51.7964607,192.95565,196.796461
22.2408548,181,-15.6168686,192.690725,196.616869
22.2612901,202,5.54972213,192.426074,196.450278
22.2817254,205,8.69885149,192.161675,196.301149
22.3021607,183,-13.1718161,191.897508,196.171816
22.322596,203,6.94404497,191.633553,196.055955
22.3430313,170,-25.958749,191.36979,195.958749
22.3634667,183,-12.8883917,191.106201,195.888392
22.383902,196,0.147884143,190.842765,195.852116
22.4043373,189,-6.85879652,190.579464,195.858797
22.4247726,189,-6.92353364,190.31628,195.923534
22.4452079,211,14.9258569,190.053195,196.074143
22.4656432,190,-6.29559949,189.790191,196.295599
22.4860786,186,-10.4553196,189.527249,196.45532
22.5065139,176,-20.538657,189.264354,196.538657
22.5269492,203,6.44573644,189.001488,196.554264
22.5473845,157,-39.5087324,188.738634,196.508732
22.5678198,192,-4.42179665,188.475777,196.421797
22.5882551,200,3.68373984,188.212899,196.31626
22.6086905,182,-14.1971152,187.949986,196.197115
22.6291258,166,-30.0251149,187.687021,196.025115
22.6495611,172,-23.8049057,187.423991,195.804906
22.6699964,193,-2.75587568,187.160879,195.755876
22.6904317,187,-8.97681908,186.897671,195.976819
22.710867,183,-13.3380204,186.634353,196.33802
22.7313024,180,-16.8114502,186.370911,196.81145
22.7517377,175,-22.4093973,186.107331,197.409397
22.772173,155,-43.1518192,185.8436,198.151819
22.7926083,169,-30.0655772,185.579704,199.065577
22.8130436,209,8.81366312,185.315631,200.186337
22.833479,173,-28.5613752,185.051367,201.561375
22.8539143,192,-11.2537417,184.786901,203.253742
22.8743496,205,-0.348474191,184.52222,205.348474
22.8947849,185,-22.9620172,184.257313,207.962017
22.9152202,176,-35.2567688,183.992168,211.256769
22.9356555,183,-32.4640604,183.726773,215.46406
22.9560909,184,-36.9213103,183.461118,220.92131
22.9765262,201,-27.1333018,183.195192,228.133302
22.9969615,198,-39.8740204,182.928983,237.87402
23.0173968,221,-30.3519325,182.662483,251.351932
23.0378321,271,0.545554841,182.395681,270.454445
23.0582674,307,8.97682684,182.128567,298.023173
23.0787028,336,-1.88348719,181.861132,337.883487
23.0991381,396,2.23558064,181.593366,393.764419
23.1195734,451,-14.4241796,181.32526,465.42418
23.1400087,563,21.3347815,181.056806,541.665219
23.160444,583,-15.0750324,180.787995,598.075032
23.1808793,577,-35.5441116,180.518819,612.544112
23.2013147,584,-2.157856,180.249269,586.157856
23.22175,537,1.52252955,179.979339,535.47747
23.2421853,472,-0.0147298506,179.70902,472.01473
23.2626206,428,22.6219399,179.438305,405.37806
23.2830559,332,-15.3025423,179.167187,347.302542
23.3034912,298,-5.62438799,178.895659,303.624388
23.3239266,277,3.99047167,178.623715,273.009528
23.3443619,224,-27.7880838,178.351347,251.788084
23.3647972,216,-20.8209501,178.078551,236.82095
23.3852325,194,-31.9860104,177.805319,225.98601
23.4056678,203,-14.906925,177.531647,217.906925
23.4261031,193,-18.7135121,177.257528,211.713512
23.4465385,190,-16.8665885,176.982958,206.866589
23.4669738,170,-33.0013054,176.707931,203.001305
23.4874091,176,-23.8666934,176.432443,199.866693
23.5078444,187,-10.2874449,176.156489,197.287445
23.5282797,181,-14.1385091,175.880064,195.138509
23.548715,175,-18.3289544,175.603164,193.328954
23.5691504,155,-36.7915486,175.325785,191.791549
23.5895857,170,-20.4758782,175.047924,190.475878
23.610021,197,7.65628766,174.769577,189.343712
23.6304563,161,-27.3658153,174.49074,188.365815
23.6508916,146,-41.5196988,174.21141,187.519699
23.6713269,169,-17.787952,173.931585,186.787952
23.6917623,192,5.84314161,173.651261,186.156858
23.7121976,153,-32.6151388,173.370436,185.615139
23.7326329,170,-15.1530853,173.089108,185.153085
23.7530682,194,9.23709144,172.807274,184.762909
23.7735035,160,-24.4402475,172.524932,184.440248
23.7939388,166,-18.1839347,172.242081,184.183935
23.8143742,147,-36.992576,171.958718,183.992576
23.8348095,161,-22.8653468,171.674844,183.865347
23.8552448,139,-44.8060641,171.390455,183.806064
23.8756801,159,-24.8188187,171.105551,183.818819
23.8961154,177,-6.90806898,170.820132,183.908069
23.9165507,161,-23.0793303,170.534196,184.07933
23.9369861,166,-18.3398779,170.247743,184.339878
23.9574214,167,-17.6991503,169.960773,184.69915
23.9778567,175,-10.1691799,169.673285,185.16918
23.998292,166,-19.7651508,169.38528,185.765151
24.0187273,203,16.4938517,169.096757,186.506148
24.0391626,190,2.58382331,168.807717,187.416177
24.059598,161,-27.5255457,168.518161,188.525546
24.0800333,168,-21.8727669,168.228088,189.872767
24.1004686,180,-11.5071583,167.937501,191.507158
24.1209039,153,-40.4924404,167.6464,193.49244
24.1413392,176,-19.9117123,167.354785,195.911712
24.1617745,172,-26.8742799,167.06266,198.87428
24.1822099,192,-10.5252508,166.770024,202.525251
24.2026452,182,-25.0576661,166.476879,207.057666
24.2230805,188,-24.7087094,166.183228,212.708709
24.2435158,219,-0.72505412,165.889072,219.725054
24.2639511,203,-25.3664865,165.594414,228.366486
24.2843864,235,-3.83988832,165.299255,238.839888
24.3048218,271,19.8403092,165.003598,251.159691
24.3252571,292,26.8375508,164.707445,265.162449
24.3456924,282,1.21383555,164.4108,280.786164
24.3661277,311,12.4694366,164.113665,298.530563
24.386563,339,19.3644499,163.816043,319.63555
24.4069983,336,-9.68062922,163.517936,345.680629
24.4274337,356,-21.7819515,163.21935,377.781951
24.447869,378,-37.4318333,162.920285,415.431833
24.4683043,484,28.9534685,162.620747,455.046532
24.4887396,520,30.5593331,162.320739,489.440667
24.5091749,549,38.8578956,162.020265,510.142104
24.5296102,533,21.0321461,161.719328,511.967854
24.5500456,505,9.52521765,161.417933,495.474782
24.5704809,455,-10.0079418,161.116084,465.007942
24.5909162,402,-24.0095805,160.813784,426.00958
24.6113515,359,-25.1782499,160.511039,384.17825
24.6317868,337,-7.57084957,160.207853,344.57085
24.6522221,292,-18.2661849,159.904231,310.266185
24.6726575,251,-31.2345737,159.600178,282.234574
24.6930928,219,-41.0206785,159.295697,260.020678
24.7135281,197,-45.6006621,158.990795,242.600662
24.7339634,201,-27.9124125,158.685477,228.912413
24.7543987,201,-17.0568884,158.379747,218.056888
24.774834,174,-35.3484297,158.073611,209.34843
24.7952694,177,-25.2733715,157.767075,202.273372
24.8157047,165,-31.4515065,157.460144,196.451506
24.83614,187,-4.60159851,157.152823,191.601599
24.8565753,169,-18.5142363,156.84512,187.514236
24.8770106,169,-15.0319988,156.537038,184.031999
24.8974459,149,-32.0352581,156.228586,181.035258
24.9178813,171,-7.4319582,155.919767,178.431958
24.9383166,149,-27.1499687,155.61059,176.149969
24.9587519,174,-0.130598344,155.301059,174.130598
24.9791872,143,-29.3195479,154.991182,172.319548
24.9996225,170,-0.652676021,154.680965,170.652676
25.0200578,135,-34.0821494,154.370414,169.082149
25.0404932,143,-24.6661478,154.059536,167.666148
25.0609285,152,-14.4578869,153.748338,166.457887
25.0813638,140,-25.3711521,153.436827,165.371152
25.1017991,150,-14.374237,153.125009,164.374237
25.1222344,155,-8.45587946,152.812892,163.455879
25.1426697,165,2.39219464,152.500483,162.607805
25.1631051,124,-37.8234086,152.187789,161.823409
25.1835404,167,5.90242813,151.874817,161.097572
25.2039757,135,-25.4265643,151.561574,160.426564
25.224411,149,-10.8080135,151.248068,159.808013
25.2448463,161,1.75904076,150.934307,159.240959
25.2652816,154,-4.72600969,150.620298,158.72601
25.285717,162,3.73435641,150.306049,158.265644
25.3061523,142,-15.8648785,149.991566,157.864879
25.3265876,137,-20.532144,149.67686,157.532144
25.3470229,171,13.7240996,149.361936,157.2759
25.3674582,155,-2.09981959,149.046803,157.09982
25.3878936,140,-17.0171341,148.731469,157.017134
25.4083289,145,-12.0323721,148.415943,157.032372
25.4287642,148,-9.13254711,148.100231,157.132547
25.4491995,126,-31.2761089,147.784343,157.276109
25.4696348,127,-30.3882503,147.468287,157.38825
25.4900701,138,-19.3757316,147.152071,157.375732
25.5105055,147,-10.1635728,146.835703,157.163573
25.5309408,144,-12.7286684,146.519192,156.728668
25.5513761,166,9.8995265,146.202546,156.100473
25.5718114,160,4.66382861,145.885775,155.336171
25.5922467,150,-4.50110436,145.568885,154.501104
25.612682,140,-13.6600218,145.251887,153.660022
25.6331174,129,-23.8666479,144.934789,152.866648
25.6535527,148,-4.15387288,144.6176,152.153873
25.673988,143,-8.53337576,144.300327,151.533376
25.6944233,128,-23.0029202,143.982982,151.00292
25.7148586,156,5.44563616,143.665571,150.554364
25.7352939,143,-7.17881459,143.348105,150.178815
25.7557293,148,-1.86901409,143.030592,149.869014
25.7761646,141,-8.62010842,142.713041,149.620108
25.7965999,148,-1.42972583,142.395461,149.429726
25.8170352,136,-13.2978555,142.077862,149.297855
25.8374705,138,-11.2267463,141.760252,149.226746
25.8579058,130,-19.220914,141.442641,149.220914
25.8783412,128,-21.2872928,141.125038,149.287293
25.8987765,168,18.56444,140.807453,149.43556
25.9192118,135,-14.6786675,140.489894,149.678667
25.9396471,135,-15.0336351,140.172371,150.033635
25.9600824,150,-0.522691925,139.854893,150.522692
25.9805177,147,-4.17489196,139.53747,151.174892
26.0009531,158,5.97160051,139.220112,152.028399
26.0213884,141,-12.1338001,138.902827,153.1338
26.0418237,151,-3.55937949,138.585624,154.559379
26.062259,160,3.59925727,138.268515,156.400743
26.0826943,175,16.1950643,137.951508,158.804936
26.1031296,161,-1.02230863,137.634612,162.022309
26.123565,157,-9.33192952,137.317838,166.33193
26.1440003,157,-14.7671172,137.001194,171.767117
26.1644356,157,-21.6116092,136.684691,178.611609
26.1848709,193,5.60236187,136.368339,187.397638
26.2053062,186,-12.4164585,136.052146,198.416459
26.2257415,215,3.51159813,135.736122,211.488402
26.2461769,226,0.450411405,135.420278,225.549589
26.2666122,232,-6.38857604,135.104623,238.388576
26.2870475,270,22.8429581,134.789167,247.157042
26.3074828,275,25.0915686,134.473918,249.908431
26.3279181,254,7.44856064,134.158888,246.551439
26.3483534,230,-8.36849297,133.844086,238.368493
26.3687888,230,3.04669731,133.529522,226.953303
26.3892241,227,13.1171495,133.215205,213.882851
26.4096594,228,27.2416626,132.901145,200.758337
26.4300947,191,2.1133758,132.587352,188.886624
26.45053,198,19.0724872,132.273836,178.927513
26.4709653,154,-16.9442965,131.960607,170.944296
26.4914007,163,-1.69661747,131.647674,164.696617
26.511836,161,1.14343079,131.335047,159.856569
26.5322713,176,19.8683007,131.022737,156.131699
26.5527066,138,-15.3135635,130.710752,153.313564
26.5731419,164,12.715836,130.399103,151.284164
26.5935772,163,12.857452,130.087799,150.142548
26.6140126,142,-8.51524975,129.776851,150.51525
26.6344479,166,13.3436116,129.466267,152.656388
26.6548832,160,5.85981011,129.156059,154.14019
26.6753185,189,34.1666245,128.846235,154.833376
26.6957538,165,9.50708099,128.536806,155.492919
26.7161891,172,15.7334525,128.227781,156.266548
26.7366245,193,35.796918,127.919169,157.203082
26.7570598,176,17.6297381,127.610982,158.370262
26.7774951,167,7.3449791,127.303228,159.655021
26.7979304,182,21.5121497,126.995917,160.48785
26.8183657,149,-11.1054657,126.68906,160.105466
26.838801,162,3.63192672,126.382664,158.368073
26.8592364,168,12.096259,126.076742,155.903741
26.8796717,163,9.82452515,125.771301,153.175475
26.900107,152,1.75750854,125.466352,150.242491
26.9205423,154,6.68290461,125.161904,147.317095
26.9409776,161,16.2178646,124.857968,144.782135
26.9614129,129,-13.885057,124.554552,142.885057
26.9818483,152,10.3668062,124.251666,141.633194
27.0022836,142,1.34917633,123.94932,140.650824
27.0227189,168,28.2463097,123.647523,139.75369
27.0431542,150,10.9895015,123.346285,139.010498
27.0635895,138,-0.402079349,123.045616,138.402079
27.0840248,153,15.0996815,122.745524,137.900318
27.1044602,147,9.50314367,122.44602,137.496856
27.1248955,145,7.82076449,122.147112,137.179236
27.1453308,149,12.11817,121.848811,136.88183
27.1657661,136,-0.608519137,121.551125,136.608519
27.1862014,135,-1.36786962,121.254065,136.36787
27.2066367,155,18.8432302,120.957638,136.15677
27.2270721,153,17.0307695,120.661855,135.969231
27.2475074,134,-1.80271328,120.366725,135.802713
27.2679427,141,5.33541622,120.072258,135.664584
27.288378,162,26.4474934,119.778461,135.552507
27.3088133,149,13.5304255,119.485345,135.469575
27.3292486,164,28.5452676,119.192919,135.454732
27.349684,164,28.2908646,118.901191,135.709135
27.3701193,133,-3.91517209,118.610171,136.915172
27.3905546,138,-1.35144258,118.319869,139.351443
27.4109899,163,22.3422405,118.030292,140.65776
27.4314252,153,12.0615953,117.74145,140.938405
27.4518605,145,3.8824205,117.453352,141.11758
27.4722959,148,6.67755847,117.166007,141.322442
27.4927312,122,-19.5446929,116.879423,141.544693
27.5131665,147,5.21018391,116.59361,141.789816
27.5336018,143,0.940163526,116.308576,142.059836
27.5540371,136,-6.35565752,116.02433,142.355658
27.5744724,157,14.3217873,115.740881,142.678213
27.5949078,159,15.9714673,115.458237,143.028533
27.6153431,142,-1.40774845,115.176407,143.407748
27.6357784,163,19.1828752,114.8954,143.817125
27.6562137,162,17.7415594,114.615224,144.258441
27.676649,165,20.2636964,114.335887,144.736304
27.6970843,144,-1.27043283,114.057399,145.270433
27.7175197,150,4.06611154,113.779767,145.933888
27.737955,142,-4.8068617,113.503,146.806862
27.7583903,161,13.3063164,113.227106,147.693684
27.7788256,148,-0.409657747,112.952094,148.409658
27.7992609,161,11.870487,112.677971,149.129513
27.8196962,142,-7.89456764,112.404746,149.894568
27.8401316,163,12.2905314,112.132427,150.709469
27.8605669,163,11.4228629,111.861022,151.577137
27.8810022,155,2.4992683,111.59054,152.500732
27.9014375,181,27.5163295,111.320987,153.48367
27.9218728,175,20.4703452,111.052372,154.529655
27.9423082,168,12.3573064,110.784703,155.642694
27.9627435,186,29.1728777,110.517988,156.827122
27.9831788,175,16.9124085,110.252235,158.087591
28.0036141,207,47.5710224,109.98745,159.428978
28.0240494,175,14.1434188,109.723643,160.856581
28.0444847,184,21.6225734,109.46082,162.377427
28.0649201,191,26.99846,109.198989,164.00154
28.0853554,191,25.251294,108.938157,165.748706
28.1057907,164,-3.68941618,108.678333,167.689416
28.126226,165,-4.9897366,108.419523,169.989737
28.1466613,187,14.3954766,108.161734,172.604523
28.1670966,189,14.0457071,107.904975,174.954293
28.187532,193,15.6254785,107.649252,177.374521
28.2079673,183,3.04030977,107.394573,179.95969
28.2284026,202,19.2715991,107.140944,182.728401
28.2488379,210,24.3033756,106.888373,185.696624
28.2692732,200,11.1178698,106.636866,188.88213
28.2897085,189,-3.30473444,106.386431,192.304734
28.3101439,195,-0.986589826,106.137074,195.98659
28.3305792,198,-1.95252027,105.888803,199.95252
28.3510145,225,20.7696042,105.641623,204.230396
28.3714498,222,13.1484761,105.395542,208.851524
28.3918851,222,8.1491673,105.150567,213.850833
28.4123204,237,17.7331908,104.906704,219.266809
28.4327558,234,8.85445672,104.663959,225.145543
28.4531911,241,9.45410622,104.422339,231.545894
28.4736264,214,-24.5215649,104.18185,238.521565
28.4940617,247,0.867501684,103.942499,246.132498
28.514497,254,-0.453704254,103.704292,254.453704
28.5349323,237,-26.6020491,103.467235,263.602049
28.5553677,245,-28.6972452,103.231334,273.697245
28.575803,275,-9.85210288,102.996596,284.852103
28.5962383,301,3.7780443,102.763026,297.221956
28.6166736,323,12.0083665,102.53063,310.991634
28.6371089,321,-5.33835571,102.299414,326.338356
28.6575442,323,-20.495556,102.069385,343.495556
28.6779796,315,-47.787336,101.840547,362.787336
28.6984149,371,-13.5868503,101.612907,384.58685
28.7188502,364,-45.3484997,101.386469,409.3485
28.7392855,430,-7.6477312,101.161241,437.647731
28.7597208,415,-55.2506486,100.937226,470.250649
28.7801561,452,-56.1109503,100.714431,508.11095
28.8005915,481,-71.1473357,100.492861,552.147336
28.8210268,534,-69.6066325,100.272522,603.606632
28.8414621,594,-70.5211741,100.053417,664.521174
28.8618974,691,-46.375729,99.8355534,737.375729
28.8823327,859,33.5880357,99.6189352,825.411964
28.902768,983,50.0672199,99.4035677,932.93278
28.9232034,1052,-13.6296863,99.1894559,1065.62969
28.9436387,1300,69.1119538,98.9766046,1230.88805
28.964074,1458,20.1841774,98.7650186,1437.81582
28.9845093,1727,30.4252438,98.5547027,1696.57476
29.0049446,2083,66.5178109,98.3456615,2016.48219
29.0253799,2489,86.0340025,98.1378997,2402.966
29.0458153,2876,19.1023415,97.9314218,2856.89766
29.0662506,3502,118.94371,97.7262322,3383.05629
29.0866859,3975,-25.9664456,97.5223355,4000.96645
29.1071212,4633,-110.94206,97.3197358,4743.94206
29.1275565,5363,-262.348738,97.1184374,5625.34874
29.1479918,6471,-108.307994,96.9184446,6579.30799
29.1684272,7542,118.372309,96.7197614,7423.62769
29.1888625,8463,541.323211,96.5223919,7921.67679
29.2092978,8341,393.477276,96.3263401,7947.52272
29.2297331,7752,179.421272,96.1316099,7572.57873
29.2501684,6994,50.4950935,95.9382051,6943.50491
29.2706037,6350,202.300136,95.7461294,6147.69986
29.2910391,5366,122.131392,95.5553866,5243.86861
29.3114744,4266,-61.8999999,95.3659803,4327.9
29.3319097,3510,7.05681422,95.177914,3502.94319
29.352345,2680,-144.058014,94.9911912,2824.05801
29.3727803,2228,-65.6355743,94.8058154,2293.63557
29.3932156,1757,-130.649009,94.6217898,1887.64901
29.413651,1544,-33.2421073,94.4391176,1577.24211
29.4340863,1273,-64.7935399,94.2578022,1337.79354
29.4545216,1148,-2.65631628,94.0778466,1150.65632
29.4749569,980,-22.3271011,93.8992539,1002.3271
29.4953922,861,-22.1407075,93.722027,883.140707
29.5158275,788,1.90961933,93.5461689,786.090381
29.5362629,654,-52.0562519,93.3716823,706.056252
29.5566982,619,-20.3696925,93.19857,639.369692
29.5771335,575,-8.27146873,93.0268348,583.271469
29.5975688,487,-48.6694821,92.8564791,535.669482
29.6180041,501,6.03731038,92.6875057,494.96269
29.6384394,411,-48.9130165,92.5199168,459.913017
29.6588748,394,-35.5561101,92.3537151,429.55611
29.6793101,412,8.87095647,92.1889026,403.129044
29.6997454,370,-10.0204924,92.0254818,380.020492
29.7201807,375,15.2585001,91.8634547,359.7415
29.740616,342,0.0930092285,91.7028236,341.906991
29.7610513,325,-1.20767036,91.5435903,326.20767
29.7814867,318,5.60178296,91.385757,312.398217
29.801922,314,13.7120308,91.2293254,300.287969
29.8223573,320,30.2668041,91.0742975,289.733196
29.8427926,301,20.3704078,90.9206748,280.629592
29.8632279,301,28.0982263,90.7684592,272.901774
29.8836632,281,14.5156173,90.6176522,266.484383
29.9040986,270,8.71219825,90.4682554,261.287802
29.9245339,292,34.8548963,90.3202701,257.145104
29.9449692,270,16.2458876,90.1736978,253.754112
29.9654045,261,10.3395392,90.0285399,250.660461
29.9858398,306,58.6578062,89.8847974,247.342194
30.0062751,280,36.607308,89.7424717,243.392692
30.0267105,272,33.3265624,89.6015638,238.673438
30.0471458,276,42.7042499,89.4620747,233.29575
30.0675811,285,57.5230909,89.3240054,227.476909
30.0880164,289,67.5548568,89.1873567,221.445143
30.1084517,280,64.5596764,89.0521295,215.440324
30.128887,266,56.2888366,88.9183245,209.711163
30.1493224,256,51.536846,88.7859425,204.463154
30.1697577,261,61.188073,88.6549838,199.811927
30.190193,213,17.2162943,88.5254492,195.783706
30.2106283,218,25.6530225,88.3973391,192.346978
30.2310636,266,76.5544526,88.2706538,189.445547
30.2514989,247,59.9802345,88.1453936,187.019766
30.2719343,245,59.9834707,88.0215588,185.016529
30.2923696,215,31.6074469,87.8991496,183.392553
30.3128049,213,30.8853205,87.7781661,182.114679
30.3332402,245,63.8398419,87.6586082,181.160158
30.3536755,232,51.4800008,87.5404761,180.519999
30.3741108,212,31.8047987,87.4237694,180.195201
30.3945462,213,32.8386489,87.3084881,180.161351
30.4149815,215,34.6136327,87.194632,180.386367
30.4354168,226,45.0936714,87.0822007,180.906329
30.4558521,226,44.2169794,86.9711937,181.783021
30.4762874,231,47.7810222,86.8616108,183.218978
30.4967228,220,34.6227243,86.7534512,185.377276
30.5171581,262,74.3558674,86.6467145,187.644133
30.5375934,214,24.0633859,86.5414,189.936614
30.5580287,203,10.4101459,86.4375069,192.589854
30.578464,225,29.2933842,86.3350345,195.706616
30.5988993,238,38.65701,86.2339819,199.34299
30.6193347,237,33.4364372,86.134348,203.563563
30.63977,239,30.5532845,86.036132,208.446715
30.6602053,243,28.9121363,85.9393328,214.087864
30.6806406,269,48.3963176,85.8439492,220.603682
30.7010759,260,31.8623438,85.7499801,228.137656
30.7215112,238,1.1325681,85.657424,236.867432
30.7419466,265,17.9853534,85.5662798,247.014647
30.7623819,275,16.1418074,85.476546,258.858193
30.7828172,316,43.2477067,85.3882211,272.752293
30.8032525,295,5.84863091,85.3013036,289.151369
30.8236878,316,7.3554688,85.2157919,308.644531
30.8441231,324,-8.00372102,85.1316843,332.003721
30.8645585,367,6.74899331,85.0489791,360.251007
30.8849938,382,-12.752015,84.9676745,394.752015
30.9054291,445,7.65739561,84.8877686,437.342604
30.9258644,466,-24.4905995,84.8092595,490.4906
30.9462997,564,6.52707098,84.7321452,557.472929
30.966735,606,-36.4859983,84.6564236,642.485998
30.9871704,709,-41.4619785,84.5820926,750.461978
31.0076057,857,-29.0755247,84.5091501,886.075525
31.028041,1054,3.19890094,84.4375937,1050.8011
31.0484763,1208,-29.2378747,84.3674213,1237.23787
31.0689116,1457,32.3641952,84.2986303,1424.6358
31.0893469,1572,-8.10977004,84.2312183,1580.10977
31.1097823,1752,79.1095858,84.165183,1672.89041
31.1302176,1744,49.0191186,84.1005216,1694.98088
31.1506529,1684,21.6684054,84.0372316,1662.33159
31.1710882,1638,42.2603143,83.9753103,1595.73969
31.1915235,1494,-16.5584192,83.914755,1510.55842
31.2119588,1490,71.7186633,83.8555628,1418.28134
31.2323942,1256,-79.237948,83.7977308,1335.23795
31.2528295,1214,-64.4345773,83.7412562,1278.43458
31.2732648,1234,-22.0805908,83.686136,1256.08059
31.2937001,1236,-30.3001948,83.632367,1266.30019
31.3141354,1246,-52.5551117,83.5799463,1298.55511
31.3345707,1363,26.899906,83.5288706,1336.10009
31.3550061,1439,78.5455035,83.4791368,1360.4545
31.3754414,1489,131.03285,83.4307415,1357.96715
31.3958767,1333,8.46223463,83.3836813,1324.53777
31.416312,1290,25.9089913,83.337953,1264.09101
31.4367473,1220,36.3826261,83.293553,1183.61737
31.4571826,1069,-21.3336514,83.2504778,1090.33365
31.477618,1028,35.9620908,83.2087239,992.037909
31.4980533,853,-44.1003372,83.1682876,897.100337
31.5184886,767,-45.6069332,83.1291653,812.606933
31.5389239,728,-14.1286888,83.0913532,742.128689
31.5593592,676,-8.80608822,83.0548475,684.806088
31.5797945,695,58.6857617,83.0196444,636.314238
31.6002299,614,22.405995,82.98574,591.594005
31.6206652,569,21.1191785,82.9531302,547.880821
31.6411005,538,32.7639984,82.9218112,505.236002
31.6615358,460,-4.39425815,82.8917788,464.394258
31.6819711,445,19.6489793,82.8630289,425.351021
31.7024064,364,-24.1250682,82.8355574,388.125068
31.7228418,322,-31.4180802,82.80936,353.41808
31.7432771,294,-27.7007145,82.7844324,321.700715
31.7637124,271,-22.3227812,82.7607703,293.322781
31.7841477,239,-31.5607208,82.7383694,270.560721
31.804583,233,-19.3033445,82.7172252,252.303344
31.8250183,193,-44.4865175,82.6973332,237.486518
31.8454537,241,15.5200979,82.6786889,225.479902
31.865889,216,0.691977827,82.6612876,215.308022
31.8863243,207,0.534529887,82.6451249,206.46547
31.9067596,183,-15.8887587,82.6301959,198.888759
31.9271949,185,-7.40344238,82.616496,192.403442
31.9476302,213,26.147839,82.6040204,186.852161
31.9680656,205,22.8462011,82.5927642,182.153799
31.9885009,183,4.77475977,82.5827226,178.22524
32.0089362,167,-7.70567023,82.5738907,174.70567
32.0293715,193,21.532139,82.5662634,171.467861
32.0498068,177,8.18334558,82.5598358,168.816654
32.0702421,167,0.235246997,82.5546028,166.764753
32.0906775,175,9.83542504,82.5505593,165.164575
32.1111128,165,1.01018084,82.5477001,163.989819
32.1315481,190,26.7813077,82.54602,163.218692
32.1519834,173,10.1605209,82.5455138,162.839479
32.1724187,166,3.13730858,82.5461763,162.862691
32.192854,178,14.6393642,82.548002,163.360636
32.2132894,182,17.6259573,82.5509855,164.374043
32.2337247,201,35.0470763,82.5551216,165.952924
32.25416,221,52.8145553,82.5604047,168.185445
32.2745953,176,4.80436648,82.5668292,171.195634
32.2950306,170,-5.15500473,82.5743898,175.155005
32.3154659,195,14.7032995,82.5830806,180.296701
32.3359013,205,18.070662,82.5928963,186.929338
32.3563366,206,10.5591752,82.603831,195.440825
32.3767719,223,16.7358278,82.615879,206.264172
32.3972072,238,18.2512484,82.6290347,219.748752
32.4176425,220,-15.8598556,82.6432922,235.859856
32.4380778,260,6.29725286,82.6586456,253.702747
32.4585132,303,31.8369307,82.6750892,271.163069
32.4789485,310,24.6868019,82.692617,285.313198
32.4993838,336,42.1262561,82.7112231,293.873744
32.5198191,298,1.29508877,82.7309015,296.704911
32.5402544,347,51.479889,82.7516462,295.520111
32.5606897,321,28.9706496,82.773451,292.02935
32.5811251,331,43.8193767,82.79631,287.180623
32.6015604,300,18.0857898,82.8202171,281.91421
32.6219957,307,29.3202556,82.8451659,277.679744
32.642431,304,28.1848884,82.8711504,275.815112
