'y-axis saved as y
'x,PKT-3-104-3_Y2Mn2O7_FlowO2_650_72.raw,Diff,Bkg,Ycalc
15.0271879,338,-69.351111,400.685823,407.351111
15.0476232,361,-43.7330716,397.429757,404.733072
15.0680586,341,-61.2433131,394.203562,402.243313
15.0884939,338,-61.9032418,391.007068,399.903242
15.1089292,323,-74.740586,387.840106,397.740586
15.1293645,333,-62.7918305,384.702508,395.791831
15.1497998,334,-60.1057988,381.594105,394.105799
15.1702352,350,-42.749114,378.514727,392.749114
15.1906705,379,-12.8148651,375.464206,391.814865
15.2111058,304,-87.4369267,372.442375,391.436927
15.2315411,337,-54.8150268,369.449065,391.815027
15.2519764,361,-32.2619698,366.484108,393.26197
15.2724117,328,-68.2982713,363.547337,396.298271
15.2928471,358,-43.8395879,360.638584,401.839588
15.3132824,370,-41.5333666,357.757682,411.533367
15.3337177,366,-62.3104722,354.904464,428.310472
15.354153,412,-45.2965493,352.078764,457.296549
15.3745883,476,-31.4007687,349.280415,507.400769
15.3950236,583,-11.0119502,346.509251,594.01195
15.415459,686,-56.016806,343.765106,742.016806
15.4358943,880,-99.1505621,341.047814,979.150562
15.4563296,1196,-92.3426163,338.357211,1288.34262
15.4767649,1301,-228.328442,335.693131,1529.32844
15.4972002,1450,-66.8877823,333.055408,1516.88778
15.5176355,1392,116.404954,330.44388,1275.59505
15.5380709,1102,131.41147,327.858382,970.58853
15.5585062,821,119.22558,325.298748,701.77442
15.5789415,579,43.7603562,322.764817,535.239644
15.5993768,414,-36.2029593,320.256425,450.202959
15.6198121,378,-27.441091,317.773409,405.441091
15.6402474,325,-53.8207563,315.315605,378.820756
15.6606828,281,-80.2026824,312.882853,361.202682
15.6811181,358,9.4238726,310.474989,348.576127
15.7015534,284,-54.9627655,308.091852,338.962765
15.7219887,318,-13.288587,305.733281,331.288587
15.742424,289,-35.9262135,303.399115,324.926213
15.7628593,293,-26.4876594,301.089193,319.487659
15.7832947,282,-32.7217903,298.803354,314.72179
15.80373,282,-28.4598638,296.54144,310.459864
15.8241653,268,-38.5849031,294.303289,306.584903
15.8446006,285,-18.0136355,292.088744,303.013636
15.8650359,305,5.31458893,289.897645,299.685411
15.8854712,267,-29.5551667,287.729833,296.555167
15.9059066,278,-15.5888274,285.585151,293.588827
15.9263419,279,-11.7602214,283.463442,290.760221
15.9467772,289,0.951040724,281.364546,288.048959
15.9672125,254,-31.4389193,279.288308,285.438919
15.9876478,251,-31.9170842,277.234571,282.917084
16.0080831,264,-16.4725599,275.203179,280.47256
16.0285185,263,-15.0956451,273.193976,278.095645
16.0489538,252,-23.7766885,271.206807,275.776688
16.0693891,244,-29.5040739,269.241517,273.504074
16.0898244,270,-1.25910105,267.297951,271.259101
16.1102597,235,-34.0007227,265.375955,269.000723
16.130695,242,-24.6553372,263.475376,266.655337
16.1511304,279,14.7704319,261.596059,264.229568
16.1715657,249,-12.9593282,259.737853,261.959328
16.192001,240,-19.9597471,257.900605,259.959747
16.2124363,234,-24.0527283,256.084163,258.052728
16.2328716,283,26.8322936,254.288375,256.167706
16.2533069,250,-4.28471064,252.51309,254.284711
16.2737423,251,-1.36342293,250.758158,252.363423
16.2941776,248,-2.32805925,249.023429,250.328059
16.3146129,251,2.81324048,247.308751,248.18676
16.3350482,247,0.809156339,245.613977,246.190844
16.3554835,227,-17.4671353,243.938958,244.467135
16.3759188,262,19.1648833,242.283544,242.835117
16.3963542,254,12.7707936,240.647589,241.229206
16.4167895,220,-19.6457085,239.030943,239.645709
16.4372248,219,-19.0843767,237.433462,238.084377
16.4576601,251,14.4547296,235.854997,236.54527
16.4780954,215,-20.0286034,234.295403,235.028603
16.4985307,228,-5.53480164,232.754534,233.534802
16.5189661,242,9.93598337,231.232246,232.064017
16.5394014,219,-11.6148634,229.728393,230.614863
16.5598367,234,4.81415425,228.242831,229.185846
16.580272,220,-7.77742683,226.775417,227.777427
16.6007073,222,-4.38912338,225.326008,226.389123
16.6211426,215,-10.0198296,223.89446,225.01983
16.641578,228,4.33192099,222.480632,223.668079
16.6620133,229,6.66793912,221.084381,222.332061
16.6824486,249,27.9903376,219.705568,221.009662
16.7028839,224,4.30143243,218.34405,219.698568
16.7233192,241,22.6035826,216.999688,218.396417
16.7437545,224,6.89898101,215.672342,217.101019
16.7641899,206,-9.81057547,214.361872,215.810575
16.7846252,219,4.47610407,213.068141,214.523896
16.8050605,216,2.75946098,211.79101,213.240539
16.8254958,222,10.0391428,210.530341,211.960857
16.8459311,226,15.3140698,209.285997,210.68593
16.8663664,224,14.5825967,208.057842,209.417403
16.8868018,224,15.8427318,206.84574,208.157268
16.9072371,212,5.09236817,205.649554,206.907632
16.9276724,202,-3.67051336,204.469149,205.670513
16.9481077,241,36.5523044,203.304392,204.447696
16.968543,220,16.7593614,202.155149,203.240639
16.9889783,217,14.9495503,201.021284,202.05045
17.0094137,251,50.1221033,199.902667,200.877897
17.029849,215,15.2765522,198.799164,199.723448
17.0502843,228,29.4126752,197.710643,198.587325
17.0707196,232,34.5304415,196.636974,197.469559
17.0911549,203,6.62995632,195.578025,196.370044
17.1115902,219,23.7114106,194.533665,195.288589
17.1320256,200,5.77502301,193.503766,194.224977
17.1524609,214,20.8209307,192.488198,193.179069
17.1728962,217,24.8490307,191.486832,192.150969
17.1933315,214,22.8594268,190.499541,191.140573
17.2137668,208,17.8536457,189.526196,190.146354
17.2342021,187,-2.16684591,188.56667,189.166846
17.2546375,190,1.79726105,187.620838,188.202739
17.2750728,229,41.7459412,186.688573,187.254059
17.2955081,212,25.6794657,185.76975,186.320534
17.3159434,211,25.5981102,184.864244,185.40189
17.3363787,180,-4.49786398,183.97193,184.497864
17.356814,210,26.3917902,183.092686,183.60821
17.3772494,194,11.2673071,182.226387,182.732693
17.3976847,181,-0.871091218,181.372912,181.871091
17.41812,236,54.9768066,180.532138,181.023193
17.4385553,215,34.8112013,179.703943,180.188799
17.4589906,190,10.6322837,178.888207,179.367716
17.4794259,227,48.4402339,178.08481,178.559766
17.4998613,212,34.2352273,177.29363,177.764773
17.5202966,216,39.0174454,176.514551,176.982555
17.5407319,224,47.7870544,175.747451,176.212946
17.5611672,203,27.5442057,174.992214,175.455794
17.5816025,222,47.2890506,174.248722,174.710949
17.6020378,217,43.0217369,173.516858,173.978263
17.6224732,195,21.7424085,172.796505,173.257592
17.6429085,196,23.451205,172.087548,172.548795
17.6633438,213,41.1482624,171.389871,171.851738
17.6837791,205,33.8337135,170.703359,171.166286
17.7042144,221,50.5076877,170.027898,170.492312
17.7246498,203,33.1703114,169.363375,169.829689
17.7450851,184,14.8217081,168.709677,169.178292
17.7655204,198,29.4619987,168.066691,168.538001
17.7859557,199,31.0913014,167.434305,167.908699
17.806391,186,18.7097317,166.812408,167.290268
17.8268263,190,23.3174028,166.200889,166.682597
17.8472617,184,17.9144254,165.599638,166.085575
17.867697,198,32.5009074,165.008545,165.499093
17.8881323,180,15.0769547,164.427501,164.923045
17.9085676,192,27.6426702,163.856398,164.35733
17.9290029,169,5.19815449,163.295128,163.801846
17.9494382,194,30.7435053,162.743584,163.256495
17.9698736,216,53.2788176,162.201658,162.721182
17.9903089,180,17.8041831,161.669245,162.195817
18.0107442,188,26.3196906,161.146239,161.680309
18.0311795,186,24.8254251,160.632534,161.174575
18.0516148,175,14.321468,160.128027,160.678532
18.0720501,174,13.8078963,159.632614,160.192104
18.0924855,182,22.2847825,159.14619,159.715218
18.1129208,187,27.7521935,158.668654,159.247806
18.1333561,189,30.2101908,158.199903,158.789809
18.1537914,214,55.6588287,157.739836,158.341171
18.1742267,186,28.0981538,157.288351,157.901846
18.194662,208,50.5282039,156.845349,157.471796
18.2150974,201,43.949006,156.410728,157.050994
18.2355327,179,22.3605751,155.984391,156.639425
18.255968,163,6.76291125,155.566237,156.237089
18.2764033,159,3.15599714,155.156169,155.844003
18.2968386,185,29.5397944,154.75409,155.460206
18.3172739,201,45.9142392,154.359902,155.085761
18.3377093,173,18.2792362,153.973509,154.720764
18.3581446,171,16.6346516,153.594814,154.365348
18.3785799,188,33.9803038,153.223724,154.019696
18.3990152,179,25.3159502,152.860142,153.68405
18.4194505,196,42.6412718,152.503974,153.358728
18.4398858,177,23.9558511,152.155128,153.044149
18.4603212,194,41.2591425,151.81351,152.740857
18.4807565,168,15.5504328,151.479027,152.449567
18.5011918,149,-3.17121493,151.151588,152.171215
18.5216271,180,28.0929614,150.831101,151.907039
18.5420624,164,12.3413114,150.517475,151.658689
18.5624977,189,37.5716118,150.210621,151.428388
18.5829331,202,50.7808302,149.910448,151.21917
18.6033684,165,13.9647732,149.616868,151.035227
18.6238037,185,34.1175568,149.329792,150.882443
18.644239,188,37.230811,149.049133,150.769189
18.6646743,164,13.2925083,148.774801,150.707492
18.6851096,189,38.285342,148.506712,150.714658
18.705545,174,23.1847824,148.244779,150.815218
18.7259803,149,-2.04244581,147.988915,151.042446
18.7464156,199,47.5627539,147.739036,151.437246
18.7668509,180,27.960826,147.495058,152.039174
18.7872862,192,39.1396443,147.256896,152.860356
18.8077215,191,37.1646746,147.024466,153.835325
18.8281569,201,46.2318224,146.797687,154.768178
18.8485922,213,57.6465274,146.576475,155.353473
18.8690275,192,36.6681396,146.360749,155.33186
18.8894628,197,42.3347333,146.150428,154.665267
18.9098981,181,27.4674208,145.945431,153.532579
18.9303334,167,14.8081478,145.745677,152.191852
18.9507688,200,49.1215479,145.551088,150.878452
18.9712041,157,7.25668681,145.361584,149.743313
18.9916394,167,18.1686466,145.177087,148.831353
19.0120747,189,40.8817603,144.997519,148.11824
19.03251,175,27.4414984,144.822803,147.558502
19.0529453,157,9.88922309,144.652861,147.110777
19.0733807,182,35.2558935,144.487618,146.744106
19.093816,177,30.5631706,144.326998,146.436829
19.1142513,183,36.8259471,144.170926,146.174053
19.1346866,189,43.0545016,144.019327,145.945498
19.1551219,199,53.2560174,143.872127,145.743983
19.1755572,172,26.4355946,143.729252,145.564405
19.1959926,149,3.59691275,143.59063,145.403087
19.2164279,177,31.742668,143.456189,145.257332
19.2368632,155,9.87486307,143.325855,145.125137
19.2572985,160,14.9950034,143.199558,145.004997
19.2777338,166,21.1042316,143.077228,144.895768
19.2981691,180,35.2034202,142.958793,144.79658
19.3186045,149,4.29323834,142.844184,144.706762
19.3390398,171,26.3741981,142.733332,144.625802
19.3594751,165,20.4466887,142.626169,144.553311
19.3799104,158,13.5110013,142.522625,144.488999
19.4003457,162,17.567347,142.422634,144.432653
19.420781,175,30.6158703,142.326128,144.38413
19.4412164,169,24.6566589,142.233041,144.343341
19.4616517,154,9.68975062,142.143306,144.310249
19.482087,170,25.7151389,142.056859,144.284861
19.5025223,183,38.732776,141.973635,144.267224
19.5229576,177,32.7425756,141.893568,144.257424
19.5433929,182,37.7444137,141.816595,144.255586
19.5638283,181,36.7381293,141.742652,144.261871
19.5842636,185,40.7235238,141.671677,144.276476
19.6046989,160,15.7003601,141.603607,144.29964
19.6251342,171,26.6683609,141.538381,144.331639
19.6455695,169,24.6272061,141.475937,144.372794
19.6660048,182,37.5765303,141.416214,144.42347
19.6864402,198,53.515919,141.359151,144.484081
19.7068755,155,10.4449042,141.30469,144.555096
19.7273108,177,32.3629601,141.252771,144.63704
19.7477461,192,47.2694966,141.203335,144.730503
19.7681814,161,16.1638535,141.156324,144.836147
19.7886167,162,17.0452926,141.111679,144.954707
19.8090521,145,-0.0870105887,141.069345,145.087011
19.8294874,191,45.7660237,141.029263,145.233976
19.8499227,190,44.6033683,140.991378,145.396632
19.870358,142,-3.57612252,140.955634,145.576123
19.8907933,178,32.2262726,140.921976,145.773727
19.9112286,140,-5.99087285,140.890349,145.990873
19.931664,142,-4.22915044,140.860698,146.22915
19.9520993,152,5.50966405,140.83297,146.490336
19.9725346,174,27.2235897,140.807112,146.77641
19.9929699,149,1.91041755,140.783071,147.089582
20.0134052,179,31.5676857,140.760794,147.432314
20.0338405,161,13.192653,140.740231,147.807347
20.0542759,172,23.7822717,140.721328,148.217728
20.0747112,155,6.33316012,140.704036,148.66684
20.0951465,163,13.8415762,140.688304,149.158424
20.1155818,139,-10.6966046,140.674083,149.696605
20.1360171,164,13.7140949,140.661322,150.285905
20.1564524,168,17.0687457,140.649974,150.931254
20.1768878,158,6.36200073,140.639989,151.637999
20.1973231,148,-4.41195565,140.631319,152.411956
20.2177584,178,24.7404093,140.623918,153.259591
20.2381937,137,-17.1888917,140.617738,154.188892
20.258629,165,9.7882255,140.612732,155.211774
20.2790644,154,-2.34060589,140.608855,156.340606
20.2994997,149,-8.56623079,140.60606,157.566231
20.319935,172,13.1324833,140.604304,158.867517
20.3403703,151,-9.26649538,140.60354,160.266495
20.3608056,154,-7.78053753,140.603725,161.780538
20.3812409,151,-12.4279439,140.604815,163.427944
20.4016763,173,7.83437343,140.606766,165.165627
20.4221116,150,-16.8835987,140.609537,166.883599
20.4425469,187,18.3921084,140.613083,168.607892
20.4629822,179,8.68758659,140.617365,170.312413
20.4834175,165,-6.94838627,140.622339,171.948386
20.5038528,183,9.54129645,140.627965,173.458704
20.5242882,173,-1.78196611,140.634202,174.781966
20.5447235,182,6.14265504,140.641011,175.857345
20.5651588,177,0.36948344,140.648351,176.630517
20.5855941,178,0.940278367,140.656183,177.059722
20.6060294,204,26.8792009,140.664469,177.120799
20.6264647,185,8.1892461,140.67317,176.810754
20.6469001,183,6.8507546,140.682247,176.149245
20.6673354,169,-6.17451078,140.691665,175.174511
20.6877707,182,8.06326154,140.701384,173.936738
20.708206,145,-27.4949034,140.71137,172.494903
20.7286413,178,7.08963434,140.721585,170.910366
20.7490766,178,8.75855896,140.731993,169.241441
20.769512,141,-26.5396873,140.742561,167.539687
20.7899473,142,-23.8478074,140.753251,165.847807
20.8103826,156,-8.19898131,140.764031,164.198981
20.8308179,160,-2.61727157,140.774865,162.617272
20.8512532,145,-16.1187013,140.785721,161.118701
20.8716885,140,-19.7126488,140.796564,159.712649
20.8921239,164,5.59670492,140.807363,158.403295
20.9125592,147,-10.1909595,140.818084,157.19096
20.9329945,162,5.92676009,140.828696,156.07324
20.9534298,156,0.954069101,140.839167,155.045931
20.9738651,132,-22.1037314,140.849466,154.103731
20.9943004,141,-12.2407718,140.859561,153.240772
21.0147358,144,-8.45101374,140.869423,152.451014
21.0351711,151,-0.728599045,140.879022,151.728599
21.0556064,131,-20.0682869,140.888328,151.068287
21.0760417,133,-17.4665749,140.897312,150.466575
21.096477,155,5.07558556,140.905944,149.924414
21.1169123,150,0.555908749,140.914198,149.444091
21.1373477,157,7.99258054,140.922043,149.007419
21.157783,133,-15.585177,140.929454,148.585177
21.1782183,154,5.80891449,140.936403,148.191086
21.1986536,152,4.17311459,140.942862,147.826885
21.2190889,154,6.50880716,140.948806,147.491193
21.2395242,152,4.81756204,140.954208,147.182438
21.2599596,152,5.10277344,140.959043,146.897227
21.2803949,128,-18.6331041,140.963286,146.633104
21.3008302,163,16.6118589,140.96691,146.388141
