'y-axis saved as y
'x,PKT-3-103-1_Mn2O3_Y2O3_FlowO2_650_24.raw,Diff,Bkg,Ycalc
21.3621361,201,21.9838553,176.222794,179.016145
21.3825715,176,-2.87772794,176.169579,178.877728
21.4030068,189,10.2562562,176.115078,178.743744
21.4234421,188,9.39103332,176.059267,178.608967
21.4438774,186,7.54021087,176.002121,178.459789
21.4643127,180,1.74577537,175.943618,178.254225
21.484748,190,12.119098,175.883734,177.880902
21.5051834,178,0.743144185,175.822447,177.256856
21.5256187,166,-10.6861453,175.759736,176.686145
21.546054,182,5.46477551,175.695578,176.535224
21.5664893,160,-16.4872224,175.629953,176.487222
21.5869246,183,6.55555766,175.562839,176.444442
21.6073599,151,-25.4013281,175.494216,176.401328
21.6277953,167,-9.35787882,175.424065,176.357879
21.6482306,154,-22.3140636,175.352365,176.314064
21.6686659,163,-13.2697842,175.279099,176.269784
21.6891012,184,7.77481252,175.204246,176.225187
21.7095365,203,26.8190807,175.127789,176.180919
21.7299718,160,-16.1370977,175.049709,176.137098
21.7504072,141,-35.0935461,174.96999,176.093546
21.7708425,156,-20.0502975,174.888614,176.050298
21.7912778,158,-18.0074729,174.805564,176.007473
21.8117131,153,-22.9652263,174.720824,175.965226
21.8321484,177,1.07614554,174.634379,175.923854
21.8525837,152,-23.8843518,174.546212,175.884352
21.8730191,146,-29.8499038,174.456308,175.849904
21.8934544,165,-10.8312578,174.364653,175.831258
21.9138897,172,-3.86730863,174.271232,175.867309
21.934325,166,-10.0372777,174.176031,176.037278
21.9547603,170,-6.34242145,174.079036,176.342421
21.9751956,173,-3.58373371,173.980235,176.583734
21.995631,182,5.36820385,173.879613,176.631796
22.0160663,165,-11.6417564,173.77716,176.641756
22.0365016,162,-14.6547315,173.672862,176.654732
22.0569369,140,-36.6735324,173.566707,176.673532
22.0773722,178,1.301175,173.458685,176.698825
22.0978075,142,-34.7313508,173.348784,176.731351
22.1182429,166,-10.7719363,173.236993,176.771936
22.1386782,149,-27.8215047,173.123302,176.821505
22.1591135,148,-28.8810887,173.007701,176.881089
22.1795488,168,-8.95185143,172.89018,176.951851
22.1999841,151,-26.035173,172.77073,177.035173
22.2204194,162,-15.1330454,172.649342,177.133045
22.2408548,163,-14.2492838,172.526007,177.249284
22.2612901,153,-24.3930234,172.400717,177.393023
22.2817254,134,-43.5928279,172.273464,177.592828
22.3021607,153,-24.925901,172.14424,177.925901
22.322596,175,-3.43938668,172.013038,178.439387
22.3430313,165,-13.9324972,171.87985,178.932497
22.3634667,163,-16.271601,171.744671,179.271601
22.383902,163,-16.6068735,171.607494,179.606874
22.4043373,154,-25.9802803,171.468313,179.98028
22.4247726,139,-41.3965466,171.327122,180.396547
22.4452079,163,-17.8644429,171.183916,180.864443
22.4656432,174,-7.40198629,171.038689,181.401986
22.4860786,144,-38.0153897,170.891438,182.01539
22.5065139,173,-9.70932779,170.742157,182.709328
22.5269492,170,-13.492992,170.590843,183.492992
22.5473845,160,-24.3776651,170.437492,184.377665
22.5678198,171,-14.3757317,170.282099,185.375732
22.5882551,148,-38.5004063,170.124663,186.500406
22.6086905,176,-11.7653258,169.96518,187.765326
22.6291258,156,-33.1838482,169.803647,189.183848
22.6495611,171,-19.7679652,169.640062,190.767965
22.6699964,151,-41.5267408,169.474424,192.526741
22.6904317,182,-12.4642532,169.30673,194.464253
22.710867,164,-32.5771563,169.136979,196.577156
22.7313024,179,-19.8522349,168.96517,198.852235
22.7517377,166,-35.2646876,168.791302,201.264688
22.772173,144,-59.7782626,168.615374,203.778263
22.7926083,181,-25.3486473,168.437386,206.348647
22.8130436,176,-32.9314412,168.257339,208.931441
22.833479,203,-8.49506197,168.075232,211.495062
22.8539143,178,-36.0379751,167.891065,214.037975
22.8743496,161,-55.6085821,167.70484,216.608582
22.8947849,154,-65.3262557,167.516558,219.326256
22.9152202,170,-52.4040821,167.32622,222.404082
22.9356555,193,-33.1799733,167.133827,226.179973
22.9560909,198,-33.1727009,166.939382,231.172701
22.9765262,208,-30.1563012,166.742887,238.156301
22.9969615,214,-34.2784895,166.544343,248.278489
23.0173968,236,-27.517943,166.343754,263.517943
23.0378321,274,-13.4571995,166.141122,287.457199
23.0582674,323,-3.51304998,165.936451,326.51305
23.0787028,397,5.12522465,165.729744,391.874775
23.0991381,452,-48.6003767,165.521004,500.600377
23.1195734,596,-72.205545,165.310235,668.205545
23.1400087,765,-111.258762,165.097442,876.258762
23.160444,981,-53.3886284,164.882629,1034.38863
23.1808793,983,-63.4646481,164.6658,1046.46465
23.2013147,954,6.76169376,164.44696,947.238306
23.22175,861,39.0934054,164.226115,821.906595
23.2421853,730,56.8740642,164.003269,673.125936
23.2626206,601,85.8340298,163.778428,515.16597
23.2830559,442,47.6537601,163.551597,394.34624
23.3034912,355,35.5116182,163.322783,319.488382
23.3239266,287,12.0900908,163.091992,274.909909
23.3443619,216,-31.1148257,162.85923,247.114826
23.3647972,210,-18.6871505,162.624504,228.68715
23.3852325,174,-41.794795,162.38782,215.794795
23.4056678,191,-15.3718282,162.149186,206.371828
23.4261031,174,-25.2356748,161.908609,199.235675
23.4465385,158,-35.6707805,161.666096,193.670781
23.4669738,154,-35.2231178,161.421655,189.223118
23.4874091,172,-13.5931328,161.175293,185.593133
23.5078444,144,-38.576806,160.92702,182.576806
23.5282797,174,-6.03039923,160.676842,180.030399
23.548715,157,-20.8500749,160.424769,177.850075
23.5691504,150,-25.9595482,160.170809,175.959548
23.5895857,139,-35.3016894,159.914971,174.301689
23.610021,156,-16.8330008,159.657264,172.833001
23.6304563,150,-21.5199608,159.397697,171.519961
23.6508916,132,-38.3365784,159.136279,170.336578
23.6713269,159,-10.2627968,158.873021,169.262797
23.6917623,149,-19.2834265,158.607932,168.283427
23.7121976,150,-17.3866106,158.341021,167.386611
23.7326329,147,-19.5591812,158.072299,166.559181
23.7530682,163,-2.78118566,157.801777,165.781186
23.7735035,126,-39.0366293,157.529464,165.036629
23.7939388,143,-21.3292857,157.255372,164.329286
23.8143742,128,-35.6593084,156.979511,163.659308
23.8348095,140,-23.0184793,156.701891,163.018479
23.8552448,127,-35.4068271,156.422525,162.406827
23.8756801,146,-15.8287052,156.141424,161.828705
23.8961154,128,-33.292861,155.858598,161.292861
23.9165507,110,-50.7983333,155.574061,160.798333
23.9369861,141,-19.298366,155.287822,160.298366
23.9574214,132,-27.7994023,154.999895,159.799402
23.9778567,135,-24.3123742,154.710291,159.312374
23.998292,149,-9.83784924,154.419022,158.837849
24.0187273,145,-13.3744963,154.126102,158.374496
24.0391626,142,-15.920627,153.831542,157.920627
24.059598,139,-18.4731476,153.535355,157.473148
24.0800333,131,-26.0242989,153.237555,157.024299
24.1004686,126,-30.5482774,152.938153,156.548277
24.1209039,151,-4.97498825,152.637163,155.974988
24.1413392,120,-35.274739,152.334598,155.274739
24.1617745,127,-27.6612836,152.030472,154.661284
24.1822099,147,-7.24375143,151.724798,154.243751
24.2026452,124,-29.8697262,151.417589,153.869726
24.2230805,130,-23.5000075,151.10886,153.500008
24.2435158,113,-40.1322488,150.798624,153.132249
24.2639511,131,-21.7662224,150.486895,152.766222
24.2843864,125,-27.4016978,150.173688,152.401698
24.3048218,141,-11.0392215,149.859017,152.039221
24.3252571,131,-20.6823829,149.542895,151.682383
24.3456924,137,-14.3130795,149.225338,151.31308
24.3661277,143,-7.82289578,148.90636,150.822896
24.386563,137,-13.1702911,148.585975,150.170291
24.4069983,143,-6.59739202,148.264199,149.597392
24.4274337,115,-34.2211862,147.941047,149.221186
24.447869,116,-32.8862923,147.616533,148.886292
24.4683043,137,-11.5528666,147.290673,148.552867
24.4887396,126,-22.218747,146.963481,148.218747
24.5091749,138,-9.88392892,146.634974,147.883929
24.5296102,151,3.4515925,146.305166,147.548408
24.5500456,133,-14.2121757,145.974073,147.212176
24.5704809,117,-29.875236,145.641711,146.875236
24.5909162,108,-38.5376172,145.308096,146.537617
24.6113515,130,-16.1993221,144.973243,146.199322
24.6317868,152,6.13965134,144.637168,145.860349
24.6522221,128,-17.5207048,144.299887,145.520705
24.6726575,114,-31.1804021,143.961416,145.180402
24.6930928,135,-9.83945408,143.621772,144.839454
24.7135281,122,-22.4978744,143.28097,144.497874
24.7339634,127,-17.1556746,142.939028,144.155675
24.7543987,130,-13.8128766,142.59596,143.812877
24.774834,127,-16.4695309,142.251785,143.469531
24.7952694,108,-35.1256622,141.906518,143.125662
24.8157047,142,-0.781291775,141.560176,142.781292
24.83614,119,-23.4364528,141.212775,142.436453
24.8565753,116,-26.0911856,140.864333,142.091186
24.8770106,123,-18.745548,140.514867,141.745548
24.8974459,136,-5.39973354,140.164393,141.399734
24.9178813,134,-7.05467474,139.812927,141.054675
24.9383166,121,-19.7150418,139.460489,140.715042
24.9587519,104,-36.3977074,139.107093,140.397707
24.9791872,125,-15.1166569,138.752758,140.116657
24.9996225,121,-18.8212088,138.3975,139.821209
25.0200578,143,3.51570848,138.041338,139.484292
25.0404932,117,-22.1399223,137.684288,139.139922
25.0609285,102,-36.7956963,137.326367,138.795696
25.0813638,120,-18.4521873,136.967594,138.452187
25.1017991,118,-20.1096392,136.607985,138.109639
25.1222344,109,-28.7683485,136.247558,137.768348
25.1426697,119,-18.4286774,135.886331,137.428677
25.1631051,114,-23.0910725,135.524321,137.091073
25.1835404,120,-16.7560892,135.161546,136.756089
25.2039757,122,-14.424423,134.798023,136.424423
25.224411,117,-19.0969514,134.433771,136.096951
25.2448463,133,-2.77478893,134.068808,135.774789
25.2652816,120,-15.459356,133.70315,135.459356
25.285717,131,-4.15246488,133.336816,135.152465
25.3061523,126,-8.85641505,132.969823,134.856415
25.3265876,114,-20.5740794,132.602191,134.574079
25.3470229,115,-19.3089272,132.233936,134.308927
25.3674582,126,-8.06486731,131.865076,134.064867
25.3878936,130,-3.84569635,131.49563,133.845696
25.4083289,120,-13.6538257,131.125616,133.653826
25.4287642,114,-19.4880944,130.755051,133.488094
25.4491995,137,3.65915587,130.383954,133.340844
25.4696348,122,-11.193122,130.012342,133.193122
25.4900701,125,-8.01272652,129.640235,133.012727
25.5105055,105,-27.7716969,129.26765,132.771697
25.5309408,138,5.55009289,128.894605,132.449907
25.5513761,133,0.956483868,128.521118,132.043516
25.5718114,139,7.43594868,128.147208,131.564051
25.5922467,124,-7.03179485,127.772893,131.031795
25.612682,115,-15.4701255,127.398191,130.470125
25.6331174,112,-17.901513,127.02312,129.901513
25.6535527,139,9.6562512,126.647698,129.343749
25.673988,121,-7.80754177,126.271944,128.807542
25.6944233,128,-0.296823904,125.895876,128.296824
25.7148586,118,-9.81092039,125.519512,127.81092
25.7352939,116,-11.3468947,125.14287,127.346895
25.7557293,105,-21.9011614,124.765969,126.901161
25.7761646,122,-4.47031539,124.388827,126.470315
25.7965999,95,-31.0514493,124.011462,126.051449
25.8170352,119,-6.64222044,123.633892,125.64222
25.8374705,113,-12.2408542,123.256136,125.240854
25.8579058,113,-11.8464525,122.878211,124.846452
25.8783412,109,-15.4604983,122.500137,124.460498
25.8987765,124,-0.0913988529,122.121931,124.091399
25.9192118,130,6.22981123,121.743611,123.770189
25.9396471,79,-44.510785,121.365196,123.510785
25.9600824,122,-1.16954662,120.986704,123.169547
25.9805177,117,-5.80023147,120.608152,122.800231
26.0009531,120,-2.42963989,120.22956,122.42964
26.0213884,119,-3.06074415,119.850945,122.060744
26.0418237,122,0.306502344,119.472325,121.693498
26.062259,117,-4.32777485,119.093719,121.327775
26.0826943,124,3.03651933,118.715144,120.963481
26.1031296,104,-16.6005525,118.336619,120.600553
26.123565,131,10.7610043,117.958162,120.238996
26.1440003,137,17.1209265,117.57979,119.879073
26.1644356,110,-9.52192942,117.201522,119.521929
26.1848709,136,16.8307711,116.823375,119.169229
26.2053062,112,-6.81838257,116.445368,118.818383
26.2257415,123,4.53576317,116.067518,118.464237
26.2461769,114,-4.11050206,115.689844,118.110502
26.2666122,127,9.24181271,115.312363,117.758187
26.2870475,108,-9.40790801,114.935092,117.407908
26.3074828,141,23.9373784,114.558051,117.062622
26.3279181,115,-1.73332291,114.181255,116.733323
26.3483534,133,16.5715201,113.804724,116.42848
26.3687888,148,31.886915,113.428475,116.113085
26.3892241,127,11.2236357,113.052525,115.776364
26.4096594,112,-3.43788255,112.676892,115.437883
26.4300947,128,12.8979516,112.301594,115.102048
26.45053,114,-0.769496308,111.926648,114.769496
26.4709653,112,-2.44032382,111.552072,114.440324
26.4914007,122,7.88471738,111.177882,114.115283
26.511836,113,-0.79534797,110.804097,113.795348
26.5322713,118,4.51828671,110.430734,113.481713
26.5527066,102,-11.1760074,110.05781,113.176007
26.5731419,118,5.11946073,109.685342,112.880539
26.5935772,116,3.40132182,109.313347,112.598678
26.6140126,123,10.6644949,108.941843,112.335505
26.6344479,124,11.9010211,108.570847,112.098979
26.6548832,105,-6.90212144,108.200375,111.902121
26.6753185,103,-8.76726225,107.830445,111.767262
26.6957538,116,4.26572111,107.461074,111.734279
26.7161891,107,-4.8751157,107.092278,111.875116
26.7366245,119,6.68798161,106.724075,112.312018
26.7570598,133,19.7894464,106.356481,113.210554
26.7774951,122,7.36486704,105.989512,114.635133
26.7979304,121,4.87099631,105.623186,116.129004
26.8183657,144,27.4200622,105.25752,116.579938
26.838801,125,9.39220166,104.892528,115.607798
26.8592364,112,-2.37053683,104.528229,114.370537
26.8796717,113,-0.259118278,104.164639,113.259118
26.900107,125,13.2102135,103.801773,111.789787
26.9205423,126,15.8620295,103.439648,110.13797
26.9409776,103,-5.79982172,103.078281,108.799822
26.9614129,150,42.1595093,102.717687,107.840491
26.9818483,123,15.8664604,102.357883,107.13354
27.0022836,120,13.4267221,101.998884,106.573278
27.0227189,118,11.9007595,101.640707,106.09924
27.0431542,100,-5.67861813,101.283367,105.678618
27.0635895,106,0.706947774,100.926881,105.293052
27.0840248,127,22.0682297,100.571263,104.93177
27.1044602,114,9.41184423,100.21653,104.588156
27.1248955,100,-4.25798094,99.8626976,104.257981
27.1453308,121,17.0615457,99.5097807,103.938454
27.1657661,125,21.3723168,99.157795,103.627683
27.1862014,95,-8.32435844,98.8067559,103.324358
27.2066367,114,10.9724316,98.4566786,103.027568
27.2270721,127,24.263283,98.1075785,102.736717
27.2475074,123,20.5483613,97.7594706,102.451639
27.2679427,121,18.8268269,97.4123699,102.173173
27.288378,134,32.0972419,97.0662916,101.902758
27.3088133,122,20.3623744,96.7212505,101.637626
27.3292486,109,7.62743178,96.3772614,101.372568
27.349684,129,27.8888261,96.034339,101.111174
27.3701193,129,28.145687,95.6924981,100.854313
27.3905546,123,22.397915,95.3517532,100.602085
27.4109899,119,18.6450287,95.0121189,100.354971
27.4314252,99,-1.11628127,94.6736094,100.116281
27.4518605,135,35.0949968,94.3362393,99.9050032
27.4722959,126,26.2014096,94.0000226,99.7985904
27.4927312,127,27.0939687,93.6649736,99.9060313
27.5131665,104,3.95517055,93.3311064,100.044829
27.5336018,114,14.102435,92.9984349,99.897565
27.5540371,101,1.30163148,92.666973,99.6983685
27.5744724,89,-10.502301,92.3367346,99.502301
27.5949078,107,7.6876435,92.0077334,99.3123565
27.6153431,129,29.8712333,91.6799829,99.1287667
27.6357784,134,35.0482192,91.3534969,98.9517808
27.6562137,132,33.2183328,91.0282886,98.7816672
27.676649,112,13.3812862,90.7043715,98.6187138
27.6970843,136,37.5367698,90.3817588,98.4632302
27.7175197,141,42.6844516,90.0604638,98.3155484
27.737955,136,37.8239749,89.7404994,98.1760251
27.7583903,113,14.9549567,89.4218788,98.0450433
27.7788256,134,36.0769854,89.1046148,97.9230146
27.7992609,142,44.1896216,88.7887201,97.8103784
27.8196962,140,42.2924078,88.4742076,97.7075922
27.8401316,106,8.38489995,88.1610897,97.6151
27.8605669,128,30.4667108,87.8493791,97.5332892
27.8810022,125,27.536769,87.5390882,97.463231
27.9014375,129,31.584856,87.2302293,97.415144
27.9218728,124,26.5705583,86.9228145,97.4294417
27.9423082,146,48.4830482,86.6168561,97.5169518
27.9627435,159,61.4652842,86.3123661,97.5347158
27.9831788,161,63.4646992,86.0093563,97.5353008
28.0036141,152,54.4544054,85.7078387,97.5455946
28.0240494,141,43.4256239,85.4078249,97.5743761
28.0444847,135,37.3731366,85.1093266,97.6268634
28.0649201,142,44.2937937,84.8123554,97.7062063
28.0853554,152,54.1501337,84.5169225,97.8498663
28.1057907,152,53.7516583,84.2230395,98.2483417
28.126226,131,31.3151704,83.9307174,99.6848296
28.1466613,136,32.2493803,83.6399675,103.75062
28.1670966,139,29.6371584,83.3508007,109.362842
28.187532,146,35.0235472,83.063228,110.976453
28.2079673,149,37.2055301,82.7772601,111.79447
28.2284026,159,46.3611203,82.4929078,112.63888
28.2488379,148,34.4422801,82.2101817,113.55772
28.2692732,169,54.442537,81.9290923,114.557463
28.2897085,139,23.3541235,81.64965,115.645877
28.3101439,147,30.1686814,81.371865,116.831319
28.3305792,159,40.8773147,81.0957476,118.122685
28.3510145,142,22.46979,80.8213078,119.53021
28.3714498,170,48.9341094,80.5485557,121.065891
28.3918851,150,27.2519427,80.277501,122.748057
28.4123204,165,40.3730755,80.0081535,124.626924
28.4327558,175,48.0997002,79.7405229,126.9003
28.4531911,163,32.6640247,79.4746188,130.335975
28.4736264,187,50.5175656,79.2104505,136.482434
28.4940617,163,18.6388019,78.9480274,144.361198
28.514497,177,28.2544719,78.6873587,148.745528
28.5349323,165,12.3296612,78.4284535,152.670339
28.5553677,158,1.04704373,78.1713209,156.952956
28.575803,195,33.2970124,77.9159697,161.702988
28.5962383,179,11.9484792,77.6624087,167.051521
28.6166736,190,16.8259623,77.4106465,173.174038
28.6371089,167,-12.963584,77.1606918,179.963584
28.6575442,163,-24.1955664,76.912553,187.195566
28.6779796,187,-8.20417534,76.6662385,195.204175
28.6984149,207,2.83751789,76.4217564,204.162482
28.7188502,198,-16.210811,76.1791149,214.210811
28.7392855,190,-35.5083049,75.9383221,225.508305
28.7597208,220,-18.2387879,75.6993857,238.238788
28.7801561,199,-53.6143357,75.4623137,252.614336
28.8005915,246,-22.8796602,75.2271137,268.87966
28.8210268,251,-36.318162,74.9937932,287.318162
28.8414621,297,-11.2614668,74.7623597,308.261467
28.8618974,277,-55.1060156,74.5328206,332.106016
28.8823327,362,2.65679157,74.3051831,359.343208
28.902768,364,-26.6141543,74.0794543,390.614154
28.9232034,439,12.1931796,73.8556412,426.80682
28.9436387,504,34.7766385,73.6337507,469.223362
28.964074,493,-26.861773,73.4137897,519.861773
28.9845093,546,-35.8877206,73.1957647,581.887721
29.0049446,677,16.5570917,72.9796824,660.442908
29.0253799,800,35.8960614,72.7655491,764.103939
29.0458153,905,-2.71775208,72.5533713,907.717752
29.0662506,1022,-96.3665412,72.3431551,1118.36654
29.0866859,1338,-110.564901,72.1349067,1448.5649
29.1071212,1797,-207.421375,71.928632,2004.42138
29.1275565,2627,-366.888128,71.724337,2993.88813
29.1479918,4161,-588.879029,71.5220274,4749.87903
29.1684272,6749,-727.271675,71.3217088,7476.27167
29.1888625,9739,-606.101872,71.1233868,10345.1019
29.2092978,11093,-55.0089558,70.9270669,11148.009
29.2297331,10229,847.823215,70.7327543,9381.17678
29.2501684,8978,1015.70025,70.5404543,7962.29975
29.2706037,7726,341.107683,70.350172,7384.89232
29.2910391,6388,253.748607,70.1619122,6134.25139
29.3114744,4710,582.341916,69.97568,4127.65808
29.3319097,3005,406.389778,69.7914801,2598.61022
29.352345,1961,235.060402,69.609317,1725.9396
29.3727803,1306,67.0836713,69.4291953,1238.91633
29.3932156,958,10.6758866,69.2511195,947.324113
29.413651,746,-13.2948795,69.0750938,759.294879
29.4340863,624,-6.68260136,68.9011224,630.682601
29.4545216,517,-21.6674984,68.7292094,538.667498
29.4749569,476,5.46608811,68.5593588,470.533912
29.4953922,424,5.26842236,68.3915744,418.731578
29.5158275,364,-14.538434,68.2258599,378.538434
29.5362629,371,24.1262891,68.0622189,346.873711
29.5566982,315,-6.65698447,67.9006551,321.656984
29.5771335,317,15.5564851,67.7411717,301.443515
29.5975688,297,11.7926055,67.5837721,285.207394
29.6180041,282,9.79233715,67.4284594,272.207663
29.6384394,258,-3.90296611,67.2752367,261.902966
29.6588748,287,33.1043436,67.124107,253.895656
29.6793101,256,8.10569172,66.975073,247.894308
29.6997454,264,20.311949,66.8281375,243.688051
29.7201807,237,-4.12861155,66.6833032,241.128612
29.740616,250,9.88259944,66.5405725,240.117401
29.7610513,249,8.40422347,66.3999478,240.595777
29.7814867,250,7.46307581,66.2614313,242.536924
29.801922,266,20.0619538,66.1250254,245.938046
29.8223573,245,-5.8142631,65.9907319,250.814263
29.8427926,244,-13.1936014,65.8585529,257.193601
29.8632279,260,-5.09646383,65.7284902,265.096464
29.8836632,307,32.4909915,65.6005456,274.509009
29.9040986,284,-1.36265011,65.4747205,285.36265
29.9245339,315,17.5098393,65.3510166,297.490161
29.9449692,329,18.4263869,65.2294352,310.573613
29.9654045,352,27.9011193,65.1099777,324.098881
29.9858398,378,40.6570809,64.9926451,337.342919
30.0062751,420,70.5913766,64.8774386,349.408623
30.0267105,406,46.7519366,64.7643591,359.248063
30.0471458,461,95.5816636,64.6534074,365.418336
30.0675811,465,98.9813145,64.5445844,366.018686
30.0880164,490,127.998397,64.4378906,362.001603
30.1084517,430,71.480786,64.3333265,358.519214
30.128887,476,123.50521,64.2308925,352.49479
30.1493224,449,105.44955,64.1305891,343.55045
30.1697577,408,75.7582499,64.0324163,332.24175
30.190193,358,38.7999481,63.9363742,319.200052
30.2106283,349,44.0973462,63.8424629,304.902654
30.2310636,352,62.7858025,63.7506822,289.214198
30.2514989,304,32.7618349,63.6610318,271.238165
30.2719343,308,55.241631,63.5735115,252.758369
30.2923696,258,18.760299,63.4881208,239.239701
30.3128049,278,51.2075018,63.4048591,226.792498
30.3332402,246,30.1510672,63.3237259,215.848933
30.3536755,227,21.0014045,63.2447202,205.998595
30.3741108,219,21.8227145,63.1678413,197.177285
30.3945462,225,35.6607413,63.0930883,189.339259
30.4149815,201,18.5736668,63.0204599,182.426333
30.4354168,240,63.6279021,62.9499551,176.372098
30.4558521,213,41.892063,62.8815726,171.107937
30.4762874,193,26.4315296,62.8153109,166.56847
30.4967228,200,37.3038778,62.7511686,162.696122
30.5171581,191,31.5627818,62.6891441,159.437218
30.5375934,186,29.2716034,62.6292358,156.728397
30.5580287,194,39.4689153,62.5714417,154.531085
30.578464,196,43.1848915,62.5157601,152.815108
30.5988993,186,34.4469649,62.4621888,151.553035
30.6193347,186,35.2815391,62.4107259,150.718461
30.63977,190,39.7045201,62.3613691,150.29548
30.6602053,179,28.7260048,62.3141161,150.273995
30.6806406,154,3.35150063,62.2689645,150.648499
30.7010759,172,20.5812695,62.2259118,151.41873
30.7215112,202,49.41013,62.1849555,152.58987
30.7419466,205,50.8272718,62.1460927,154.172728
30.7623819,199,42.8159366,62.1093208,156.184063
30.7828172,180,21.3529342,62.0746368,158.647066
30.8032525,180,18.4079507,62.0420377,161.592049
30.8236878,168,2.94251416,62.0115204,165.057486
30.8441231,184,14.9080796,61.9830818,169.09192
30.8645585,190,16.2424708,61.9567185,173.757529
30.8849938,192,12.8732103,61.9324273,179.12679
30.9054291,195,9.72949814,61.9102045,185.270502
30.9258644,208,15.7047769,61.8900467,192.295223
30.9462997,201,0.669508569,61.8719501,200.330491
30.966735,214,4.47055319,61.8559111,209.529447
30.9871704,193,-27.0779444,61.8419256,220.077944
31.0076057,237,4.79665395,61.8299899,232.203346
31.028041,237,-9.1851236,61.8200999,246.185124
31.0484763,249,-13.3685011,61.8122513,262.368501
31.0689116,288,6.81796089,61.8064401,281.182039
31.0893469,280,-23.1601845,61.8026618,303.160184
31.1097823,311,-17.9718394,61.8009121,328.971839
31.1302176,382,22.5443371,61.8011865,359.455663
31.1506529,343,-52.6615739,61.8034803,395.661574
31.1710882,402,-36.8946204,61.8077889,438.89462
31.1915235,423,-67.7497477,61.8141075,490.749748
31.2119588,521,-32.1099714,61.8224312,553.109971
31.2323942,641,12.9498253,61.8327552,628.050175
31.2528295,700,-17.5400695,61.8450743,717.54007
31.2732648,825,2.21517378,61.8593834,822.784826
31.2937001,968,24.9570265,61.8756774,943.042973
31.3141354,1116,42.0293743,61.8939508,1073.97063
31.3345707,1271,64.8621592,61.9141984,1206.13784
31.3550061,1357,31.8155254,61.9364146,1325.18447
31.3754414,1424,8.88468595,61.9605939,1415.11531
31.3958767,1492,27.8298493,61.9867306,1464.17015
31.416312,1415,-53.9625665,62.0148191,1468.96257
31.4367473,1429,-3.5244532,62.0448534,1432.52445
31.4571826,1401,39.1483731,62.0768278,1361.85163
31.477618,1282,15.4171776,62.1107361,1266.58282
31.4980533,1180,23.7278175,62.1465725,1156.27218
31.5184886,1059,18.0712635,62.1843306,1040.92874
31.5389239,950,20.0333301,62.2240043,929.96667
31.5593592,918,87.629139,62.2655873,830.370861
31.5797945,749,4.60874909,62.3090731,744.391251
31.6002299,755,87.3785629,62.3544554,667.621437
31.6206652,575,-20.269752,62.4017275,595.269752
31.6411005,511,-20.6902053,62.4508829,531.690205
31.6615358,511,31.174151,62.5019148,479.825849
31.6819711,460,24.0549385,62.5548165,435.945061
31.7024064,379,-16.6489937,62.6095811,395.648994
31.7228418,351,-8.75602152,62.6662016,359.756022
31.7432771,308,-21.5901935,62.7246711,329.590193
31.7637124,288,-16.5057074,62.7849824,304.505707
31.7841477,266,-17.343732,62.8471284,283.343732
31.804583,262,-3.23850723,62.9111018,265.238507
31.8250183,200,-49.6045328,62.9768954,249.604533
31.8454537,243,6.96682002,63.0445017,236.03318
31.865889,202,-22.2881518,63.1139133,224.288152
31.8863243,197,-17.4729088,63.1851227,214.472909
31.9067596,207,0.203686041,63.2581222,206.796314
31.9271949,180,-20.0920054,63.3329041,200.092005
31.9476302,182,-11.34623,63.4094608,193.34623
31.9680656,179,-8.2572718,63.4877844,187.257272
31.9885009,164,-17.9067216,63.567867,181.906722
32.0089362,180,2.77784747,63.6497006,177.222153
32.0293715,178,4.86400673,63.7332773,173.135993
32.0498068,170,0.411334598,63.8185889,169.588665
32.0702421,190,23.4727437,63.9056273,166.527256
32.0906775,180,16.086319,63.9943843,163.913681
32.1111128,139,-22.714549,64.0848515,161.714549
32.1315481,157,-2.90184695,64.1770206,159.901847
32.1519834,177,18.547205,64.2708832,158.452795
32.1724187,162,4.65067373,64.3664307,157.349326
32.192854,155,-1.57766435,64.4636547,156.577664
32.2132894,146,-10.1280765,64.5625465,156.128076
32.2337247,178,22.0046359,64.6630974,155.995364
32.25416,178,21.8162235,64.7652987,156.183776
32.2745953,152,-4.72314093,64.8691416,156.723141
32.2950306,152,-5.63055281,64.9746172,157.630553
32.3154659,153,-5.79037478,65.0817166,158.790375
32.3359013,171,10.7245488,65.1904308,160.275451
32.3563366,190,27.8826636,65.3007507,162.117336
32.3767719,163,-1.33861467,65.4126673,164.338615
32.3972072,185,18.0328598,65.5261714,166.96714
32.4176425,169,-1.03682106,65.6412538,170.036821
32.4380778,176,2.41501167,65.7579052,173.584988
32.4585132,169,-8.65940237,65.8761162,177.659402
32.4789485,198,15.6836265,65.9958776,182.316373
32.4993838,198,10.3740626,66.1171797,187.625937
32.5198191,215,21.3113094,66.2400132,193.688691
32.5402544,217,16.3944824,66.3643685,200.605518
32.5606897,194,-14.4993062,66.490236,208.499306
32.5811251,230,12.474513,66.6176059,217.525487
32.6015604,236,8.12281638,66.7464687,227.877184
32.6219957,253,13.2044184,66.8768145,239.795582
32.642431,280,26.4149234,67.0086336,253.585077
32.6628663,245,-24.6355136,67.1419161,269.635514
32.6833016,323,34.5373648,67.276652,288.462635
32.703737,322,11.1717405,67.4128314,310.828259
32.7241723,377,38.9740327,67.5504443,338.025967
32.7446076,416,44.5591557,67.6894806,371.440844
32.7650429,482,70.7289098,67.8299302,411.27109
