'y-axis saved as y
'x,PKT-3-103-1_Mn2O3_Y2O3_FlowO2_650_24.raw,Diff,Bkg,Ycalc
12.3705967,1484,233.903322,1249.7365,1250.09668
12.3910321,1449,207.817154,1240.81807,1241.18285
12.4114674,1374,141.683283,1231.94725,1232.31672
12.4319027,1356,132.501727,1223.12403,1223.49827
12.452338,1422,207.272505,1214.34838,1214.7275
12.4727733,1393,186.99564,1205.62028,1206.00436
12.4932086,1341,143.671157,1196.9397,1197.32884
12.513644,1373,184.299084,1188.3066,1188.70092
12.5340793,1377,196.87945,1179.72097,1180.12055
12.5545146,1316,144.412287,1171.18276,1171.58771
12.5749499,1341,177.89763,1162.69193,1163.10237
12.5953852,1249,94.3355149,1154.24845,1154.66449
12.6158206,1331,184.72598,1145.85227,1146.27402
12.6362559,1256,118.069067,1137.50335,1137.93093
12.6566912,1297,167.364819,1129.20165,1129.63518
12.6771265,1277,155.61328,1120.94711,1121.38672
12.6975618,1237,123.814498,1112.73968,1113.1855
12.7179971,1270,164.968522,1104.57932,1105.03148
12.7384325,1199,102.075404,1096.46596,1096.9246
12.7588678,1232,143.135196,1088.39955,1088.8648
12.7793031,1202,121.147954,1080.38003,1080.85205
12.7997384,1152,79.1137345,1072.40735,1072.88627
12.8201737,1172,107.032597,1064.48142,1064.9674
12.840609,1172,114.904603,1056.6022,1057.0954
12.8610444,1083,33.7298143,1048.7696,1049.27019
12.8814797,1096,54.5082956,1040.98358,1041.4917
12.901915,1152,118.240113,1033.24404,1033.75989
12.9223503,1175,148.925335,1025.55092,1026.07466
12.9427856,1095,76.5640313,1017.90414,1018.43597
12.9632209,1099,88.1562728,1010.30363,1010.84373
12.9836563,1124,120.702133,1002.74931,1003.29787
13.0040916,1092,96.2016848,995.241096,995.798315
13.0245269,1063,74.6550031,987.778904,988.344997
13.0449622,1083,102.062153,980.362652,980.937847
13.0653975,1047,73.423181,972.992254,973.576819
13.0858328,1068,101.73809,965.667621,966.26191
13.1062682,1016,57.0067988,958.388665,958.993201
13.1267035,993,41.2290316,951.155294,951.770968
13.1471388,1059,114.404017,943.967416,944.595983
13.1675741,1009,71.5295422,936.824935,937.470458
13.1880094,940,9.60162245,929.727756,930.398378
13.2084447,952,28.6221333,922.67578,923.377867
13.2288801,946,29.6048473,915.66891,916.395153
13.2493154,963,53.5515229,908.707043,909.448477
13.2697507,917,14.4552802,901.790077,902.54472
13.290186,843,-52.6859661,894.917909,895.685966
13.3106213,934,45.1277359,888.090433,888.872264
13.3310566,905,22.896479,881.307542,882.103521
13.351492,882,6.62035783,874.569127,875.379642
13.3719273,857,-11.7005321,867.87508,868.700532
13.3923626,855,-7.06609449,861.225289,862.066094
13.4127979,824,-31.4762325,854.619641,855.476232
13.4332332,799,-49.9308485,848.058022,848.930848
13.4536685,824,-18.4298444,841.540318,842.429844
13.4741039,816,-19.9731216,835.066411,835.973122
13.4945392,784,-45.560581,828.636184,829.560581
13.5149745,801,-22.1921232,822.249517,823.192123
13.5354098,749,-67.8676485,815.90629,816.867648
13.5558451,798,-12.587057,809.606381,810.587057
13.5762804,740,-64.3502486,803.349668,804.350249
13.5967158,748,-50.1571233,797.136026,798.157123
13.6171511,760,-32.0075811,790.96533,792.007581
13.6375864,745,-40.901522,784.837454,785.901522
13.6580217,742,-37.8388465,778.752269,779.838847
13.678457,671,-102.819455,772.709647,773.819455
13.6988923,697,-70.8432495,766.709459,767.843249
13.7193277,683,-78.910131,760.751572,761.910131
13.739763,734,-22.0200024,754.835856,756.020002
13.7601983,702,-48.1727669,748.962176,750.172767
13.7806336,701,-43.368329,743.130399,744.368329
13.8010689,660,-78.6065944,737.34039,738.606594
13.8215042,675,-57.8874698,731.592013,732.88747
13.8419396,706,-21.2108637,725.885129,727.210864
13.8623749,705,-16.5766862,720.219602,721.576686
13.8828102,660,-55.9848494,714.595291,715.984849
13.9032455,633,-77.4352675,709.012058,710.435268
13.9236808,653,-51.9278571,703.46976,704.927857
13.9441161,663,-36.4625373,697.968257,699.462537
13.9645515,573,-121.03923,692.507405,694.03923
13.9849868,598,-90.6578616,687.087061,688.657862
14.0054221,609,-74.3183599,681.70708,683.31836
14.0258574,618,-60.0206582,676.367317,678.020658
14.0462927,576,-96.7646937,671.067626,672.764694
14.066728,595,-72.5504081,665.80786,667.550408
14.0871634,557,-105.377749,660.587872,662.377749
14.1075987,562,-95.2466681,655.407513,657.246668
14.128034,543,-109.157125,650.266633,652.157125
14.1484693,567,-80.1090864,645.165083,647.109086
14.1689046,526,-116.102524,640.102712,642.102524
14.1893399,532,-105.137421,635.079368,637.137421
14.2097753,567,-65.2137673,630.094901,632.213767
14.2302106,542,-85.3315631,625.149156,627.331563
14.2506459,497,-125.49082,620.24198,622.49082
14.2710812,558,-59.6915615,615.37322,617.691562
14.2915165,527,-85.9338237,610.542721,612.933824
14.3119518,499,-109.217658,605.750327,608.217658
14.3323872,514,-89.5431296,600.995883,603.54313
14.3528225,543,-55.910324,596.279232,598.910324
14.3732578,489,-105.319344,591.600217,594.319344
14.3936931,493,-96.7703143,586.95868,589.770314
14.4141284,523,-62.2633828,582.354463,585.263383
14.4345637,516,-64.7987235,577.787408,580.798724
14.4549991,494,-82.3765391,573.257356,576.376539
14.4754344,476,-95.9970641,568.764146,571.997064
14.4958697,481,-86.6605684,564.307618,567.660568
14.516305,473,-90.3673614,559.887612,563.367361
14.5367403,489,-70.117796,555.503967,559.117796
14.5571756,474,-80.9122743,551.156521,554.912274
14.577611,492,-58.7512529,546.845112,550.751253
14.5980463,449,-97.6352496,542.569578,546.63525
14.6184816,449,-93.5648508,538.329756,542.564851
14.6389169,486,-52.5407201,534.125482,538.54072
14.6593522,501,-33.5636078,529.956593,534.563608
14.6797875,445,-85.6343623,525.822925,530.634362
14.7002229,464,-62.7539429,521.724314,526.753943
14.7206582,453,-69.9234344,517.660595,522.923434
14.7410935,438,-81.1440643,513.631603,519.144064
14.7615288,426,-89.4172229,509.637172,515.417223
14.7819641,428,-83.7444861,505.677138,511.744486
14.8023994,436,-72.1276423,501.751333,508.127642
14.8228348,428,-76.5687239,497.859593,504.568724
14.8432701,427,-74.0700445,494.00175,501.070044
14.8637054,395,-102.634242,490.177637,497.634242
14.8841407,393,-101.264331,486.387088,494.264331
14.904576,407,-83.9637613,482.629936,490.963761
14.9250113,431,-56.7364942,478.906013,487.736494
14.9454467,411,-73.5870861,475.215151,484.587086
14.965882,415,-66.5207935,471.557182,481.520794
14.9863173,380,-98.5436986,467.931939,478.543699
15.0067526,433,-42.6628599,464.339253,475.66286
15.0271879,394,-78.8864968,460.778955,472.886497
15.0476232,439,-31.2242137,457.250878,470.224214
15.0680586,405,-62.6872753,453.754852,467.687275
15.0884939,394,-71.2889455,450.290709,465.288945
15.1089292,394,-69.0449077,446.85828,463.044908
15.1293645,394,-66.9737877,443.457395,460.973788
15.1497998,358,-101.097809,440.087886,459.097809
15.1702352,376,-81.4436152,436.749583,457.443615
15.1906705,349,-107.043315,433.442316,456.043315
15.2111058,381,-73.9358056,430.165917,454.935806
15.2315411,369,-85.1684511,426.920216,454.168451
15.2519764,376,-77.7992175,423.705043,453.799218
15.2724117,384,-69.8993293,420.520228,453.899329
15.2928471,404,-50.5564737,417.365603,454.556474
15.3132824,376,-79.8783694,414.240997,455.878369
15.3337177,381,-76.9960351,411.14624,457.996035
15.354153,375,-86.0650946,408.081164,461.065095
15.3745883,411,-54.2615765,405.045598,465.261576
15.3950236,390,-80.7654834,402.039372,470.765483
15.415459,392,-85.7206445,399.062318,477.720645
15.4358943,378,-108.154345,396.114265,486.154345
15.4563296,411,-84.8417255,393.195043,495.841726
15.4767649,408,-98.1256315,390.304484,506.125631
15.4972002,426,-89.7746344,387.442418,515.774634
15.5176355,402,-121.057766,384.608675,523.057766
15.5380709,449,-77.1972695,381.803087,526.19727
15.5585062,419,-105.081945,379.025483,524.081945
15.5789415,463,-53.7776611,376.275695,516.777661
15.5993768,435,-70.4461457,373.553554,505.446146
15.6198121,392,-99.7735921,370.85889,491.773592
15.6402474,409,-68.3337232,368.191535,477.333723
15.6606828,391,-72.2189917,365.551321,463.218992
15.6811181,386,-64.0017986,362.938078,450.001799
15.7015534,375,-62.8851068,360.351638,437.885107
15.7219887,410,-16.8752978,357.791833,426.875298
15.742424,362,-54.897921,355.258495,416.897921
15.7628593,351,-56.8555985,352.751456,407.855598
15.7832947,359,-40.6522995,350.270548,399.652299
15.80373,322,-70.1972871,347.815604,392.197287
15.8241653,362,-23.3912359,345.386455,385.391236
15.8446006,347,-32.1357139,342.982936,379.135714
15.8650359,333,-40.37397,340.604878,373.37397
15.8854712,333,-35.0506548,338.252116,368.050655
15.9059066,346,-17.1125513,335.924482,363.112551
15.9263419,318,-40.5077101,333.62181,358.50771
15.9467772,329,-25.1913408,331.343934,354.191341
15.9672125,326,-24.1317651,329.090688,350.131765
15.9876478,302,-44.2997333,326.861907,346.299733
16.0080831,296,-46.6695898,324.657424,342.66959
16.0285185,317,-22.2198435,322.477076,339.219844
16.0489538,309,-26.9335761,320.320696,335.933576
16.0693891,333,0.200332022,318.188121,332.799668
16.0898244,315,-14.8088838,316.079186,329.808884
16.1102597,332,5.06251498,313.993727,326.937485
16.130695,296,-28.1556677,311.931581,324.155668
16.1511304,312,-9.46769276,309.892583,321.467693
16.1715657,316,-2.87153135,307.876571,318.871531
16.192001,325,8.63860071,305.883381,316.361399
16.2124363,303,-10.9322022,303.912852,313.932202
16.2328716,294,-17.5797762,301.964821,311.579776
16.2533069,271,-38.3008123,300.039126,309.300812
16.2737423,302,-5.09280002,298.135606,307.0928
16.2941776,317,12.0460101,296.254099,304.95399
16.3146129,283,-19.8833735,294.394445,302.883373
16.3350482,278,-22.8806784,292.556483,300.880678
16.3554835,298,-0.946380715,290.740052,298.946381
16.3759188,290,-7.08173808,288.944994,297.081738
16.3963542,269,-26.2888553,287.171148,295.288855
16.4167895,282,-11.5708126,285.418356,293.570813
16.4372248,276,-15.9319217,283.686459,291.931922
16.4576601,266,-24.3782454,281.975298,290.378245
16.4780954,296,7.08133422,280.284716,288.918666
16.4985307,269,-18.567093,278.614555,287.567093
16.5189661,265,-21.3470811,276.964657,286.347081
16.5394014,304,18.6985103,275.334868,285.30149
16.5598367,287,2.48816341,273.725028,284.511837
16.580272,288,3.86652448,272.134984,284.133476
16.6007073,271,-13.4542497,270.56458,284.45425
16.6211426,294,8.00871885,269.013659,285.991281
16.641578,265,-24.6487003,267.482069,289.6487
16.6620133,293,-3.90822575,265.969654,296.908226
16.6824486,277,-32.6289578,264.47626,309.628958
16.7028839,312,-15.8581348,263.001735,327.858135
16.7233192,291,-53.7742903,261.545926,344.77429
16.7437545,320,-27.4872821,260.108679,347.487282
16.7641899,282,-51.3147099,258.689843,333.31471
16.7846252,336,22.4610024,257.289267,313.538998
16.8050605,314,20.7902605,255.906799,293.20974
16.8254958,299,20.9997821,254.542289,278.000218
16.8459311,253,-15.9376663,253.195587,268.937666
16.8663664,288,24.5152248,251.866542,263.484775
16.8868018,282,22.2394433,250.555006,259.760557
16.9072371,275,18.0907634,249.260829,256.909237
16.9276724,260,5.45118016,247.983865,254.54882
16.9481077,230,-22.4917672,246.723964,252.491767
16.968543,271,20.3631047,245.48098,250.636895
16.9889783,270,21.0747372,244.254765,248.925263
17.0094137,289,41.6796435,243.045174,247.320356
17.029849,280,34.2016071,241.852061,245.798393
17.0502843,258,13.6567786,240.67528,244.343221
17.0707196,265,22.0565183,239.514687,242.943482
17.0911549,245,3.40906192,238.370138,241.590938
17.1115902,263,22.720538,237.241488,240.279462
17.1320256,299,59.9956133,236.128595,239.004387
17.1524609,252,14.2379142,235.031315,237.762086
17.1728962,265,28.4503109,233.949507,236.549689
17.1933315,250,14.6351128,232.883029,235.364887
17.2137668,263,28.7942059,231.83174,234.205794
17.2342021,276,42.9291522,230.795498,233.070848
17.2546375,291,59.0412616,229.774165,231.958738
17.2750728,249,18.1316463,228.767601,230.868354
17.2955081,245,15.201264,227.775666,229.798736
17.3159434,246,17.2509594,226.798223,228.749041
17.3363787,251,23.2815107,225.835133,227.718489
17.356814,278,51.2936889,224.886258,226.706311
17.3772494,273,47.2883626,223.951463,225.711637
17.3976847,238,13.2667538,223.030611,224.733246
17.41812,267,43.2312407,222.123566,223.768759
17.4385553,250,27.1868144,221.230194,222.813186
17.4589906,261,39.1373347,220.350359,221.862665
17.4794259,245,24.070392,219.483927,220.929608
17.4998613,289,68.9677547,218.630766,220.032245
17.5202966,289,69.8442049,217.790742,219.155795
17.5407319,261,42.7057171,216.963723,218.294283
17.5611672,234,16.5530362,216.149578,217.446964
17.5816025,253,36.3866989,215.348174,216.613301
17.6020378,245,29.2076478,214.559383,215.792352
17.6224732,262,47.0180356,213.783072,214.981964
17.6429085,281,66.8226952,213.019114,214.177305
17.6633438,253,39.6254032,212.26738,213.374597
17.6837791,239,26.4136674,211.527741,212.586333
17.7042144,258,46.1689707,210.800069,211.831029
17.7246498,241,29.9055384,210.084237,211.094462
17.7450851,281,70.6287321,209.38012,210.371268
17.7655204,255,45.3379499,208.68759,209.66205
17.7859557,255,46.0299857,208.006524,208.970014
17.806391,258,49.6975091,207.336795,208.302491
17.8268263,233,25.3406827,206.678281,207.659317
17.8472617,261,53.9808353,206.030856,207.019165
17.867697,238,31.6223306,205.3944,206.377669
17.8881323,232,26.2599743,204.768789,205.740026
17.9085676,243,37.8887628,204.153901,205.111237
17.9290029,246,41.5098548,203.549615,204.490145
17.9494382,240,36.1271445,202.955812,203.872855
17.9698736,248,44.7389953,202.372371,203.261005
17.9903089,232,29.3321878,201.799172,202.667812
18.0107442,244,41.904742,201.236098,202.095258
18.0311795,229,27.4639912,200.683029,201.536009
18.0516148,233,32.0122002,200.139849,200.9878
18.0720501,268,67.5492111,199.606441,200.450789
18.0924855,223,23.0740519,199.082688,199.925948
18.1129208,252,52.5835222,198.568475,199.416478
18.1333561,267,68.0706262,198.063687,198.929374
18.1537914,239,40.5367656,197.568209,198.463234
18.1742267,249,51.0040455,197.081928,197.995954
18.194662,238,40.4723992,196.60473,197.527601
18.2150974,245,47.9324759,196.136503,197.067524
18.2355327,259,62.3819046,195.677135,196.618095
18.255968,256,59.820453,195.226515,196.179547
18.2764033,248,52.2479756,194.784532,195.752024
18.2968386,229,33.6642787,194.351076,195.335721
18.3172739,227,32.069109,193.926037,194.930891
18.3377093,258,63.46214,193.509307,194.53786
18.3581446,253,58.8429542,193.100777,194.157046
18.3785799,250,56.2110204,192.70034,193.78898
18.3990152,221,27.5656632,192.307888,193.434337
18.4194505,239,45.9060232,191.923317,193.093977
18.4398858,247,54.231003,191.546519,192.768997
18.4603212,241,48.5391938,191.177389,192.460806
18.4807565,253,60.8287739,190.815824,192.171226
18.5011918,228,36.0973658,190.461719,191.902634
18.5216271,219,27.3418314,190.114971,191.658169
18.5420624,220,28.5579722,189.775478,191.442028
18.5624977,232,40.7400796,189.443137,191.25992
18.5829331,299,107.880243,189.117847,191.119757
18.6033684,248,56.967246,188.799508,191.032754
18.6238037,187,-4.0152509,188.488019,191.015251
18.644239,227,35.9081379,188.183281,191.091862
18.6646743,246,54.6987667,187.885195,191.301233
18.6851096,225,33.2928193,187.593663,191.707181
18.705545,227,34.5792529,187.308586,192.420747
18.7259803,244,50.3580306,187.029869,193.641969
18.7464156,246,50.267611,186.757415,195.732389
18.7668509,241,41.6673935,186.491128,199.332607
18.7872862,233,27.4684184,186.230913,205.531582
18.8077215,228,12.0472911,185.976675,215.952709
18.8281569,286,54.1227862,185.72832,231.877214
18.8485922,260,9.39737067,185.485757,250.602629
18.8690275,267,4.71560354,185.248891,262.284396
18.8894628,308,48.7565507,185.01763,259.243449
18.9098981,314,67.0397392,184.791884,246.960261
18.9303334,303,71.838333,184.571562,231.161667
18.9507688,248,32.6922783,184.356573,215.307722
18.9712041,242,38.5204727,184.146828,203.479527
18.9916394,232,35.5900295,183.942239,196.40997
19.0120747,206,13.6268765,183.742716,192.373124
19.03251,203,13.0844579,183.548172,189.915542
19.0529453,215,26.711304,183.358521,188.288696
19.0733807,226,38.8672719,183.173675,187.132728
19.093816,232,45.7359421,182.99355,186.264058
19.1142513,240,54.4183617,182.818059,185.581638
19.1346866,233,47.9739411,182.647119,185.026059
19.1551219,205,20.4395513,182.480645,184.560449
19.1755572,256,71.8391147,182.318554,184.160885
19.1959926,208,24.1887367,182.160763,183.811263
19.2164279,209,25.4996052,182.00719,183.500395
19.2368632,226,42.7797034,181.857755,183.220297
19.2572985,227,44.0348632,181.712375,182.965137
19.2777338,209,26.2694336,181.570971,182.730566
19.2981691,238,55.4867185,181.433463,182.513282
19.3186045,227,44.6892697,181.299772,182.31073
19.3390398,224,41.8790889,181.169819,182.120911
19.3594751,226,44.0577677,181.043527,181.942232
19.3799104,218,36.2265888,180.920819,181.773411
19.4003457,222,40.3865951,180.801618,181.613405
19.420781,206,24.5385981,180.685847,181.461402
19.4412164,237,55.6829472,180.573432,181.317053
19.4616517,228,46.8186723,180.464298,181.181328
19.482087,191,9.94135622,180.358371,181.058644
19.5025223,229,48.0373549,180.255576,180.962645
19.5229576,225,44.0624531,180.155842,180.937547
19.5433929,236,54.8965338,180.059095,181.103466
19.5638283,218,36.4360114,179.965264,181.563989
19.5842636,231,48.9710147,179.874277,182.028985
19.6046989,216,33.894051,179.786065,182.105949
19.6251342,210,27.9080728,179.700557,182.091927
19.6455695,228,45.9195948,179.617683,182.080405
19.6660048,196,13.9256266,179.537376,182.074373
19.6864402,237,54.9317681,179.459566,182.068232
19.7068755,209,26.9353307,179.384186,182.064669
19.7273108,225,42.9144191,179.311169,182.085581
19.7477461,221,38.8683809,179.240448,182.131619
19.7681814,221,38.8048395,179.171958,182.195161
19.7886167,223,40.7202599,179.105634,182.27974
19.8090521,195,12.5992977,179.04141,182.400702
19.8294874,217,34.3953735,178.979222,182.604627
19.8499227,216,32.9847681,178.919008,183.015232
19.870358,199,15.2590611,178.860703,183.740939
19.8907933,202,17.5056166,178.804247,184.494383
19.9112286,223,38.1198748,178.749576,184.880125
19.931664,216,30.8026166,178.696629,185.197383
19.9520993,193,7.4342184,178.645347,185.565782
19.9725346,218,32.0033642,178.595668,185.996636
19.9929699,196,9.51295573,178.547534,186.487044
20.0134052,217,29.9567802,178.500885,187.04322
20.0338405,246,58.3244027,178.455663,187.675597
20.0542759,208,19.6029392,178.411811,188.397061
20.0747112,207,17.7765609,178.36927,189.223439
20.0951465,212,21.8256492,178.327984,190.174351
20.1155818,194,2.72565202,178.287898,191.274348
20.1360171,221,28.4455108,178.248955,192.554489
20.1564524,216,21.9454665,178.2111,194.054534
20.1768878,200,4.17394261,178.17428,195.826057
20.1973231,248,50.0630296,178.13844,197.93697
20.2177584,233,32.5217947,178.103526,200.478205
20.2381937,219,15.4261143,178.069487,203.573886
20.258629,209,1.60275927,178.036269,207.397241
20.2790644,211,-1.19639644,178.003821,212.196396
20.2994997,233,14.6620571,177.972093,218.337943
20.319935,210,-16.3843681,177.941032,226.384368
20.3403703,264,26.7595194,177.91059,237.240481
20.3608056,256,3.55106729,177.880716,252.448933
20.3812409,307,32.1931665,177.851362,274.806833
20.4016763,318,8.39548187,177.822479,309.604518
20.4221116,373,6.09549761,177.794019,366.904502
20.4425469,410,-55.3614925,177.765935,465.361492
20.4629822,555,-82.091926,177.73818,637.091926
20.4834175,800,-123.600807,177.710708,923.600807
20.5038528,1088,-236.354244,177.683473,1324.35424
20.5242882,1548,-138.425634,177.656429,1686.42563
20.5447235,1765,9.8546399,177.629532,1755.14536
20.5651588,1670,134.149875,177.602738,1535.85013
20.5855941,1465,200.610076,177.576003,1264.38992
20.6060294,1109,156.375661,177.549283,952.624339
20.6264647,849,195.889932,177.522537,653.110068
20.6469001,586,122.445272,177.495721,463.554728
20.6673354,406,43.5819085,177.468794,362.418091
20.6877707,324,17.265502,177.441716,306.734498
20.708206,292,18.7595496,177.414445,273.24045
20.7286413,238,-13.4796231,177.386941,251.479623
20.7490766,266,29.5077532,177.359165,236.492247
20.769512,242,16.2992073,177.331078,225.700793
20.7899473,238,20.344621,177.30264,217.655379
20.8103826,199,-12.486978,177.273814,211.486978
20.8308179,215,8.35252434,177.244563,206.647476
20.8512532,190,-12.7764892,177.214849,202.776489
20.8716885,189,-10.6287513,177.184635,199.628751
20.8921239,218,20.9675877,177.153885,197.032412
20.9125592,216,21.1359677,177.122564,194.864032
20.9329945,215,21.9669841,177.090636,193.033016
20.9534298,194,2.52838952,177.058067,191.47161
20.9738651,172,-18.1282993,177.024823,190.128299
20.9943004,211,22.0366718,176.990869,188.963328
21.0147358,197,9.0543873,176.956173,187.945613
21.0351711,202,14.9494444,176.920702,187.050556
21.0556064,195,8.74151712,176.884423,186.258483
21.0760417,183,-2.55350273,176.847305,185.553503
21.096477,207,22.0773368,176.809316,184.922663
21.1169123,177,-7.35532087,176.770425,184.355321
21.1373477,184,0.157339923,176.730603,183.84266
21.157783,188,4.6227169,176.689818,183.377283
21.1782183,191,8.04733063,176.648042,182.952669
21.1986536,172,-10.5621292,176.605245,182.562129
21.2190889,192,9.80333025,176.561399,182.19667
21.2395242,162,-19.8395685,176.516476,181.839568
21.2599596,174,-7.44643535,176.470448,181.446435
21.2803949,190,9.09545649,176.423287,180.904544
21.3008302,188,7.86900476,176.374968,180.130995
21.3212655,179,-0.430460551,176.325463,179.430461
21.3417008,170,-9.16691479,176.274747,179.166915
