'y-axis saved as y
'x,PKT-3-101-3_Mn2O3_Y2O3_6NaCl_FlowO2_650_24.raw,Diff,Ycalc,Bkg
21.3212655,192,7.49938436,184.500616,179.877252
21.3417008,189,4.68611508,184.313885,179.761234
21.3621361,192,7.87074889,184.129251,179.644881
21.3825715,206,22.3040054,183.695995,179.528168
21.4030068,189,5.92094009,183.07906,179.411066
21.4234421,190,7.41179417,182.588206,179.29355
21.4438774,184,1.63183355,182.368166,179.175594
21.4643127,180,-2.21491105,182.214911,179.057173
21.484748,187,4.92926471,182.070735,178.93826
21.5051834,197,15.0682689,181.931731,178.818833
21.5256187,169,-12.796264,181.796264,178.698866
21.546054,195,13.3399438,181.660056,178.578335
21.5664893,184,2.48856747,181.511433,178.457217
21.5869246,169,-12.3127669,181.312767,178.335489
21.6073599,174,-6.97091628,180.970916,178.213127
21.6277953,185,4.53968951,180.46031,178.09011
21.6482306,167,-13.0673959,180.067396,177.966415
21.6686659,172,-7.94206855,179.942069,177.84202
21.6891012,179,-0.880059923,179.88006,177.716904
21.7095365,152,-27.8237883,179.823788,177.591047
21.7299718,179,-0.770203265,179.770203,177.464426
21.7504072,191,11.2804883,179.719512,177.337023
21.7708425,178,-1.67203999,179.67204,177.208817
21.7912778,163,-16.6285555,179.628556,177.079789
21.8117131,181,1.40882397,179.591176,176.949918
21.8321484,164,-15.5663863,179.566386,176.819188
21.8525837,199,19.4240155,179.575984,176.687578
21.8730191,178,-1.66281499,179.662815,176.555071
21.8934544,167,-12.7952551,179.795255,176.421649
21.9138897,186,6.18101791,179.818982,176.287294
21.934325,164,-15.8209342,179.820934,176.15199
21.9547603,174,-5.82841889,179.828419,176.015719
21.9751956,190,10.1564188,179.843581,175.878465
21.995631,169,-10.867112,179.867112,175.740212
22.0160663,161,-18.8997724,179.899772,175.600944
22.0365016,197,17.057601,179.942399,175.460646
22.0569369,163,-16.9959045,179.995904,175.319302
22.0773722,186,5.93873923,180.061261,175.176897
22.0978075,143,-37.1394165,180.139417,175.033418
22.1182429,173,-7.23124609,180.231246,174.88885
22.1386782,173,-7.33832577,180.338326,174.743179
22.1591135,160,-20.4637405,180.46374,174.596391
22.1795488,156,-24.6096689,180.609669,174.448474
22.1999841,151,-29.7773858,180.777386,174.299414
22.2204194,180,-0.968999518,180.969,174.1492
22.2408548,156,-25.1871691,181.187169,173.997818
22.2612901,175,-6.43493222,181.434932,173.845257
22.2817254,148,-33.7157506,181.715751,173.691504
22.3021607,174,-8.03358002,182.03358,173.53655
22.322596,173,-9.39295418,182.392954,173.380383
22.3430313,176,-6.79908433,182.799084,173.222991
22.3634667,164,-19.2579788,183.257979,173.064365
22.383902,165,-18.7765862,183.776586,172.904495
22.4043373,165,-19.3629664,184.362966,172.74337
22.4247726,181,-4.02649612,185.026496,172.580982
22.4452079,165,-20.7781148,185.778115,172.417321
22.4656432,166,-20.630619,186.630619,172.252377
22.4860786,177,-10.5990147,187.599015,172.086143
22.5065139,169,-19.7009463,188.700946,171.91861
22.5269492,165,-24.9572106,189.957211,171.74977
22.5473845,175,-16.3921191,191.392119,171.579615
22.5678198,159,-34.0337852,193.033785,171.408137
22.5882551,171,-23.9155113,194.915511,171.23533
22.6086905,160,-37.0759132,197.075913,171.061186
22.6291258,158,-41.5589983,199.558998,170.8857
22.6495611,179,-23.4139697,202.41397,170.708863
22.6699964,156,-49.6938822,205.693882,170.530671
22.6904317,168,-41.452588,209.452588,170.351117
22.710867,174,-39.7395417,213.739542,170.170196
22.7313024,161,-57.5901223,218.590122,169.987903
22.7517377,186,-38.011454,224.011454,169.804232
22.772173,190,-39.963494,229.963494,169.619179
22.7926083,182,-54.337787,236.337787,169.432739
22.8130436,185,-57.9404312,242.940431,169.244907
22.8334789,181,-68.4903621,249.490362,169.055681
22.8539143,181,-74.6457723,255.645772,168.865056
22.8743496,189,-72.0656791,261.065679,168.673028
22.8947849,192,-73.4990136,265.499014,168.479595
22.9152202,214,-54.8774437,268.877444,168.284753
22.9356555,174,-97.3840596,271.38406,168.088499
22.9560908,234,-39.4849797,273.48498,167.890832
22.9765262,193,-82.9364518,275.936452,167.691748
22.9969615,211,-68.8017289,279.801729,167.491247
23.0173968,241,-45.5235939,286.523594,167.289325
23.0378321,211,-87.0967274,298.096727,167.085982
23.0582674,279,-38.3438789,317.343879,166.881216
23.0787027,301,-47.1402633,348.140263,166.675026
23.0991381,374,-20.9797297,394.97973,166.467412
23.1195734,369,-91.3271162,460.327116,166.258372
23.1400087,504,-33.8238081,537.823808,166.047906
23.160444,558,-46.9874732,604.987473,165.836015
23.1808793,598,-34.0441088,632.044109,165.622697
23.2013147,621,9.61842147,611.381579,165.407954
23.22175,567,5.05358911,561.946411,165.191787
23.2421853,461,-36.6351511,497.635151,164.974195
23.2626206,404,-22.1585636,426.158564,164.755179
23.2830559,314,-46.9080485,360.908048,164.534742
23.3034912,260,-50.776695,310.776695,164.312884
23.3239266,248,-27.4301899,275.43019,164.089607
23.3443619,208,-42.9357024,250.935702,163.864912
23.3647972,185,-48.6812158,233.681216,163.638802
23.3852325,172,-49.0844195,221.08442,163.411279
23.4056678,178,-33.5960437,211.596044,163.182345
23.4261031,161,-43.2679202,204.26792,162.952004
23.4465385,151,-47.472433,198.472433,162.720257
23.4669738,164,-29.7904767,193.790477,162.487107
23.4874091,148,-41.9369616,189.936962,162.252559
23.5078444,145,-41.7129962,186.712996,162.016616
23.5282797,167,-16.9765019,183.976502,161.77928
23.548715,164,-17.6238155,181.623815,161.540556
23.5691504,152,-27.577882,179.577882,161.300448
23.5895857,149,-28.7805139,177.780514,161.05896
23.610021,151,-25.1872402,176.18724,160.816097
23.6304563,146,-28.7638976,174.763898,160.571863
23.6508916,163,-10.4845066,173.484507,160.326262
23.6713269,162,-10.3302118,172.330212,160.0793
23.6917623,163,-8.28907976,171.28908,159.830981
23.7121976,150,-20.355695,170.355695,159.581312
23.7326329,122,-47.5248755,169.524875,159.330296
23.7530682,145,-23.767965,168.767965,159.077941
23.7735035,152,-16.0161037,168.016104,158.824252
23.7939388,147,-20.2342401,167.23424,158.569235
23.8143742,148,-18.4791578,166.479158,158.312895
23.8348095,152,-13.7600461,165.760046,158.05524
23.8552448,136,-29.0547433,165.054743,157.796275
23.8756801,148,-16.3844673,164.384467,157.536007
23.8961154,154,-9.76233153,163.762332,157.274444
23.9165507,127,-36.1804675,163.180468,157.011591
23.9369861,149,-13.6287573,162.628757,156.747457
23.9574214,135,-27.1006038,162.100604,156.482048
23.9778567,148,-13.5919233,161.591923,156.215372
23.998292,135,-26.0999419,161.099942,155.947436
24.0187273,149,-11.6225904,160.62259,155.678248
24.0391626,136,-24.1582212,160.158221,155.407816
24.059598,127,-32.7054669,159.705467,155.136148
24.0800333,128,-31.2631623,159.263162,154.863251
24.1004686,169,10.1697031,158.830297,154.589135
24.1209039,149,-9.40598426,158.405984,154.313808
24.1413392,152,-5.98943999,157.98944,154.037278
24.1617745,160,2.42003435,157.579966,153.759554
24.1822099,128,-29.1769363,157.176936,153.480645
24.2026452,141,-15.7797904,156.77979,153.20056
24.2230805,164,7.61197799,156.388022,152.919308
24.2435158,140,-16.0011738,156.001174,152.636898
24.2639511,154,-1.61883147,155.618831,152.353339
24.2843864,123,-32.2406195,155.240619,152.068642
24.3048218,144,-10.8662195,154.86622,151.782815
24.3252571,147,-7.49560361,154.495604,151.495869
24.3456924,120,-34.130332,154.130332,151.207813
24.3661277,138,-15.7799753,153.779975,150.918657
24.386563,157,3.51780507,153.482195,150.628412
24.4069983,131,-22.2851326,153.285133,150.337087
24.4274337,153,-0.0953997632,153.0954,150.044694
24.447869,135,-17.7717418,152.771742,149.751241
24.4683043,147,-5.42281554,152.422816,149.456741
24.4887396,143,-9.07375772,152.073758,149.161204
24.5091749,137,-14.7239407,151.723941,148.86464
24.5296102,140,-11.3671947,151.367195,148.567061
24.5500456,125,-25.9824928,150.982493,148.268477
24.5704809,132,-18.5294737,150.529474,147.968899
24.5909162,122,-28.0446137,150.044614,147.66834
24.6113515,156,6.31681572,149.683184,147.366809
24.6317868,148,-1.35219642,149.352196,147.064319
24.6522221,118,-31.023293,149.023293,146.760881
24.6726575,137,-11.6948463,148.694846,146.456506
24.6930928,151,2.63301646,148.366984,146.151207
24.7135281,133,-15.0395927,148.039593,145.844995
24.7339634,155,7.2873941,147.712606,145.537882
24.7543987,128,-19.3859928,147.385993,145.22988
24.774834,136,-11.059732,147.059732,144.921001
24.7952694,121,-25.7338065,146.733807,144.611258
24.8157047,164,17.591797,146.408203,144.300662
24.83614,121,-25.0829115,146.082911,143.989225
24.8565753,137,-8.75795206,145.757952,143.676961
24.8770106,147,1.56636042,145.43364,143.363882
24.8974459,117,-28.1118354,145.111835,143.05
24.9178813,133,-11.8017264,144.801726,142.735327
24.9383166,144,-0.533117261,144.533117,142.419878
24.9587519,134,-10.3105636,144.310564,142.103664
24.9791872,145,0.998653755,144.001346,141.786698
24.9996225,138,-5.57779839,143.577798,141.468993
25.0200578,133,-10.1136863,143.113686,141.150563
25.0404932,132,-10.771435,142.771435,140.83142
25.0609285,130,-12.4593717,142.459372,140.511578
25.0813638,114,-28.1495416,142.149542,140.191049
25.1017991,158,16.1594938,141.840506,139.869848
25.1222344,149,7.4675526,141.532447,139.547987
25.1426697,166,24.7744149,141.225585,139.225479
25.1631051,122,-18.9201868,140.920187,138.902339
25.1835404,139,-1.61657941,140.616579,138.57858
25.2039757,129,-11.3151642,140.315164,138.254214
25.224411,110,-30.0164364,140.016436,137.929257
25.2448463,131,-8.72100837,139.721008,137.603722
25.2652816,137,-2.42963824,139.429638,137.277622
25.285717,113,-26.1432619,139.143262,136.950971
25.3061523,118,-20.8630246,138.863025,136.623783
25.3265876,139,0.409697317,138.590303,136.296072
25.3470229,114,-24.3266931,138.326693,135.967852
25.3674582,125,-13.0739291,138.073929,135.639137
25.3878935,130,-7.83364868,137.833649,135.309941
25.4083289,148,10.3930881,137.606912,134.980277
25.4287642,130,-7.39336042,137.39336,134.650161
25.4491995,144,6.8099746,137.190025,134.319606
25.4696348,138,1.00988898,136.990111,133.988627
25.4900701,134,-2.78259862,136.782599,133.657237
25.5105054,124,-12.5537577,136.553758,133.325451
25.5309408,120,-16.2904878,136.290488,132.993283
25.5513761,127,-8.98407271,135.984073,132.660748
25.5718114,119,-16.6338584,135.633858,132.32786
25.5922467,132,-3.24591665,135.245917,131.994634
25.612682,151,16.1696415,134.830359,131.661083
25.6331173,123,-11.3989272,134.398927,131.327222
25.6535527,129,-4.96284515,133.962845,130.993066
25.673988,132,-1.53105378,133.531054,130.65863
25.6944233,130,-3.10929197,133.109292,130.323927
25.7148586,131,-1.70025472,132.700255,129.988972
25.7352939,140,7.69531246,132.304688,129.653781
25.7557292,116,-15.9238816,131.923882,129.318367
25.7761646,150,18.4322005,131.5678,128.982745
25.7965999,135,3.72857767,131.271422,128.64693
25.8170352,137,5.95677109,131.043229,128.310936
25.8374705,119,-11.7504706,130.750471,127.974779
25.8579058,139,8.58466769,130.415332,127.638472
25.8783412,123,-7.07754417,130.077544,127.302031
25.8987765,133,3.25677659,129.743223,126.96547
25.9192118,136,6.58785554,129.412144,126.628804
25.9396471,137,7.91585024,129.08415,126.292048
25.9600824,135,6.23925886,128.760741,125.955216
25.9805177,130,1.54847737,128.451523,125.618323
26.0009531,132,3.80564827,128.194352,125.281385
26.0213884,117,-11.0374275,128.037427,124.944415
26.0418237,134,6.11307078,127.886929,124.607428
26.062259,131,3.39740153,127.602598,124.27044
26.0826943,131,3.70724182,127.292758,123.933464
26.1031296,108,-18.9830111,126.983011,123.596517
26.123565,129,2.32537898,126.674621,123.259612
26.1440003,127,0.632445081,126.367555,122.922764
26.1644356,138,11.9382079,126.061792,122.585989
26.1848709,121,-4.75732239,125.757322,122.2493
26.2053062,122,-3.45414532,125.454145,121.912713
26.2257415,115,-10.152269,125.152269,121.576242
26.2461769,132,7.14829039,124.85171,121.239902
26.2666122,139,14.4475086,124.552491,120.903708
26.2870475,166,41.7453536,124.254646,120.567674
26.3074828,118,-5.9582152,123.958215,120.231816
26.3279181,139,15.3367529,123.663247,119.896148
26.3483534,144,20.6301985,123.369801,119.560684
26.3687888,133,9.92205038,123.07795,119.225439
26.3892241,126,3.2122235,122.787777,118.890429
26.4096594,136,13.5006157,122.499384,118.555667
26.4300947,139,16.7871034,122.212897,118.221168
26.45053,135,13.0715352,121.928465,117.886947
26.4709653,122,0.353703529,121.646296,117.553019
26.4914007,141,19.633045,121.366955,117.219397
26.511836,127,5.90686111,121.093139,116.886097
26.5322713,104,-16.836476,120.836476,116.553133
26.5527066,134,13.3518564,120.648144,116.22052
26.5731419,137,16.3051583,120.694842,115.888271
26.5935772,129,7.91107256,121.088927,115.556402
26.6140126,117,-4.34930381,121.349304,115.224927
26.6344479,139,17.7335219,121.266478,114.89386
26.6548832,142,20.8661139,121.133886,114.563216
26.6753185,105,-16.0236958,121.023696,114.233009
26.6957538,125,4.05150712,120.948493,113.903253
26.7161891,132,11.0780896,120.92191,113.573963
26.7366245,149,28.0380212,120.961979,113.245152
26.7570598,138,16.9151472,121.084853,112.916836
26.7774951,133,11.7163244,121.283676,112.589028
26.7979304,130,8.50288042,121.49712,112.261742
26.8183657,144,22.3746296,121.62537,111.934993
26.838801,150,28.3347796,121.66522,111.608794
26.8592364,141,19.1500522,121.849948,111.28316
26.8796717,139,16.6299888,122.370011,110.958105
26.900107,148,25.2424526,122.757547,110.633642
26.9205423,135,12.1858218,122.814178,110.309785
26.9409776,128,5.11454114,122.885459,109.986549
26.9614129,128,4.92142736,123.078573,109.663947
26.9818483,126,2.58902439,123.410976,109.341994
27.0022836,120,-3.88572461,123.885725,109.020702
27.0227189,139,14.4991816,124.500818,108.700085
27.0431542,151,25.7254152,125.274585,108.380158
27.0635895,157,30.7398566,126.260143,108.060933
27.0840248,134,6.49801639,127.501984,107.742425
27.1044602,143,13.9203487,129.079651,107.424647
27.1248955,151,19.8265176,131.173482,107.107612
27.1453308,172,38.0387015,133.961298,106.791334
27.1657661,162,24.7275503,137.27245,106.475826
27.1862014,154,12.6819591,141.318041,106.161101
27.2066367,177,30.3817309,146.618269,105.847174
27.2270721,169,15.2062105,153.79379,105.534056
27.2475074,189,25.161697,163.838303,105.221762
27.2679427,229,50.4635732,178.536427,104.910303
27.288378,201,-0.393685101,201.393685,104.599695
27.3088133,254,14.0817097,239.91829,104.289948
27.3292486,360,49.1785773,310.821423,103.981077
27.349684,507,57.4052895,449.594711,103.673095
27.3701193,797,82.5457425,714.454258,103.366013
27.3905546,1102,-17.6828655,1119.68287,103.059845
27.4109899,1428,-24.4469602,1452.44696,102.754604
27.4314252,1436,46.3656545,1389.63435,102.450302
27.4518605,1237,109.719173,1127.28083,102.146952
27.4722959,1120,109.367487,1010.63251,101.844567
27.4927312,1037,141.589515,895.410485,101.543158
27.5131665,703,52.2135273,650.786473,101.242739
27.5336018,526,107.783323,418.216677,100.943321
27.5540371,401,111.223256,289.776744,100.644918
27.5744724,278,51.407139,226.592861,100.347541
27.5949078,237,44.4075128,192.592487,100.051202
27.6153431,220,47.862733,172.137267,99.7559141
27.6357784,161,2.23616868,158.763831,99.4616885
27.6562137,158,8.51524541,149.484755,99.1685376
27.676649,170,27.242257,142.757743,98.8764731
27.6970843,167,29.2849088,137.715091,98.585507
27.7175197,138,4.16477442,133.835226,98.295651
27.737955,157,26.2120972,130.787903,98.0069168
27.7583903,154,25.6448871,128.355113,97.719316
27.7788256,172,45.6120585,126.387942,97.4328603
27.7992609,154,29.2182475,124.781753,97.1475612
27.8196962,154,30.5387299,123.46127,96.8634299
27.8401316,155,32.6286953,122.371305,96.580478
27.8605669,150,28.5291184,121.470882,96.2987167
27.8810022,153,32.2710397,120.72896,96.0181572
27.9014375,174,53.8792405,120.12076,95.7388107
27.9218728,178,58.3712571,119.628743,95.4606881
27.9423081,149,29.7527557,119.247244,95.1838006
27.9627435,166,46.9878006,119.012199,94.908159
27.9831788,164,44.8500852,119.149915,94.6337742
28.0036141,143,22.5077367,120.492263,94.3606569
28.0240494,153,29.2185012,123.781499,94.0888178
28.0444847,157,30.3572785,126.642721,93.8182676
28.06492,143,15.6289979,127.371002,93.5490168
28.0853554,135,7.44313417,127.556866,93.2810758
28.1057907,148,20.4896398,127.51036,93.014455
28.126226,154,26.270016,127.729984,92.7491648
28.1466613,141,12.5753881,128.424612,92.4852153
28.1670966,171,41.7273999,129.2726,92.2226168
28.1875319,161,30.8044879,130.195512,91.9613792
28.2079673,175,43.8500151,131.149985,91.7015126
28.2284026,151,19.0044217,131.995578,91.4430268
28.2488379,158,25.3383146,132.661685,91.1859318
28.2692732,164,30.3630359,133.636964,90.9302371
28.2897085,172,36.9336665,135.066333,90.6759526
28.3101438,187,50.3143401,136.68566,90.4230878
28.3305792,177,38.4311088,138.568891,90.1716522
28.3510145,151,9.97712419,141.022876,89.9216552
28.3714498,166,21.0729747,144.927025,89.6731061
28.3918851,185,34.298278,150.701722,89.4260142
28.4123204,155,-1.09457233,156.094572,89.1803886
28.4327558,195,35.342391,159.657609,88.9362385
28.4531911,212,48.9005326,163.099467,88.6935728
28.4736264,206,39.1661813,166.833819,88.4524004
28.4940617,170,-0.937966009,170.937966,88.2127302
28.514497,207,31.5476827,175.452317,87.974571
28.5349323,196,15.578947,180.421053,87.7379312
28.5553677,181,-4.9019774,185.901977,87.5028196
28.575803,208,16.0362009,191.963799,87.2692447
28.5962383,209,10.3132239,198.686776,87.0372147
28.6166736,234,27.8351663,206.164834,86.806738
28.6371089,205,-9.50813053,214.508131,86.5778229
28.6575442,205,-18.8460601,223.84606,86.3504775
28.6779796,211,-23.3313318,234.331332,86.1247097
28.6984149,211,-35.144941,246.144941,85.9005276
28.7188502,210,-49.4987138,259.498714,85.6779391
28.7392855,224,-50.6413268,274.641327,85.4569519
28.7597208,235,-56.8636469,291.863647,85.2375736
28.7801561,239,-72.5025195,311.502519,85.019812
28.8005915,262,-71.9424249,333.942425,84.8036745
28.8210268,281,-78.6127601,359.61276,84.5891685
28.8414621,336,-52.9777841,388.977784,84.3763014
28.8618974,360,-62.5160601,422.51606,84.1650804
28.8823327,413,-47.6877856,460.687786,83.9555126
28.902768,432,-71.894125,503.894125,83.7476051
28.9232034,500,-52.4459394,552.445939,83.541365
28.9436387,621,14.416778,606.583222,83.3367989
28.964074,683,16.3773926,666.622607,83.1339139
28.9845093,781,47.6540044,733.345996,82.9327164
29.0049446,857,48.3575412,808.642459,82.7332132
29.0253799,921,24.6130025,896.386998,82.5354107
29.0458153,1036,31.4466019,1004.5534,82.3393154
29.0662506,1151,2.34634941,1148.65365,82.1449335
29.0866859,1384,26.5038575,1357.49614,81.9522714
29.1071212,1630,-55.8582562,1685.85826,81.7613352
29.1275565,2195,-42.4875108,2237.48751,81.5721308
29.1479918,3125,-64.9962929,3189.99629,81.3846643
29.1684272,4689,-56.37182,4745.37182,81.1989416
29.1888625,6720,-73.892672,6793.89267,81.0149683
29.2092978,8488,96.4300613,8391.56994,80.8327502
29.2297331,8350,-41.8747227,8391.87472,80.6522928
29.2501684,7469,185.225824,7283.77418,80.4736017
29.2706037,6811,393.860998,6417.139,80.2966822
29.2910391,5716,-2.36580086,5718.3658,80.1215397
29.3114744,4603,53.3076671,4549.69233,79.9481792
29.3319097,3266,100.99665,3165.00335,79.7766061
29.352345,2234,104.437916,2129.56208,79.6068252
29.3727803,1568,66.5768059,1501.42319,79.4388414
29.3932156,1100,-28.1021022,1128.1021,79.2726598
29.413651,851,-43.2514959,894.251496,79.1082849
29.4340863,717,-21.7392009,738.739201,78.9457213
29.4545216,591,-39.0874136,630.087414,78.7849738
29.4749569,471,-80.2337249,551.233725,78.6260466
29.4953922,414,-78.3447165,492.344716,78.4689442
29.5158275,398,-49.4346026,447.434603,78.3136709
29.5362629,401,-11.6890077,412.689008,78.1602307
29.5566982,356,-29.5863783,385.586378,78.0086279
29.5771335,318,-46.4110437,364.411044,77.8588662
29.5975688,338,-9.96937514,347.969375,77.7109497
29.6180041,311,-24.4194667,335.419467,77.5648822
29.6384394,296,-30.1649504,326.16495,77.4206673
29.6588748,255,-64.7871167,319.787117,77.2783086
29.6793101,272,-44.0007927,316.000793,77.1378097
29.6997454,283,-31.6254485,314.625448,76.9991739
29.7201807,298,-17.5666067,315.566607,76.8624045
29.740616,280,-38.8042232,318.804223,76.7275049
29.7610513,268,-56.3846735,324.384674,76.5944781
29.7814867,300,-32.416984,332.416984,76.4633272
29.801922,303,-40.0704668,343.070467,76.334055
29.8223573,355,-1.57194412,356.571944,76.2066645
29.8427926,343,-30.2004165,373.200417,76.0811584
29.8632279,381,-12.2753716,393.275372,75.9575394
29.8836632,417,-0.132972,417.132972,75.8358099
29.9040986,518,72.9181033,445.081897,75.7159725
29.9245339,528,50.6714048,477.328595,75.5980296
29.9449692,588,74.1372628,513.862737,75.4819835
29.9654045,670,115.697725,554.302275,75.3678362
29.9858398,683,85.2816999,597.7183,75.2555899
30.0062751,804,161.509323,642.490677,75.1452467
30.0267105,807,120.731105,686.268895,75.0368083
30.0471458,940,213.897353,726.102647,74.9302767
30.0675811,952,193.220523,758.779477,74.8256535
30.0880164,931,149.640522,781.359478,74.7229404
30.1084517,932,140.297948,791.702052,74.6221388
30.128887,936,147.147428,788.852572,74.5232503
30.1493224,957,183.97344,773.02656,74.4262761
30.1697577,924,178.948266,745.051734,74.3312175
30.190193,865,158.344361,706.655639,74.2380757
30.2106283,776,113.138131,662.861869,74.1468517
30.2310636,737,118.931208,618.068792,74.0575465
30.2514989,688,115.061676,572.938324,73.970161
30.2719343,619,89.9535395,529.046461,73.8846959
30.2923696,620,132.232111,487.767889,73.801152
30.3128049,572,122.071348,449.928652,73.7195298
30.3332402,530,114.117521,415.882479,73.6398299
30.3536755,485,99.3850377,385.614962,73.5620526
30.3741108,416,57.2684612,358.731539,73.4861984
30.3945462,436,101.829427,334.170573,73.4122673
30.4149815,403,92.033992,310.966008,73.3402597
30.4354168,376,84.8518629,291.148137,73.2701754
30.4558521,380,104.280402,275.719598,73.2020146
30.4762874,370,107.432966,262.567034,73.135777
30.4967227,365,113.574696,251.425304,73.0714624
30.5171581,327,85.1173802,241.88262,73.0090705
30.5375934,360,126.288432,233.711568,72.9486009
30.5580287,324,97.247927,226.752073,72.8900531
30.578464,352,131.130156,220.869844,72.8334266
30.5988993,311,95.0469211,215.953079,72.7787206
30.6193346,298,86.0904839,211.909516,72.7259344
30.63977,306,97.3361125,208.663887,72.6750671
30.6602053,273,66.8442075,206.155792,72.6261179
30.6806406,267,62.6620305,204.337969,72.5790856
30.7010759,289,85.8250434,203.174957,72.5339691
30.7215112,269,66.3577515,202.642248,72.4907673
30.7419465,259,56.2723756,202.727624,72.4494788
30.7623819,255,51.5526164,203.447384,72.4101023
30.7828172,258,53.0686741,204.931326,72.3726363
30.8032525,258,50.1168602,207.88314,72.3370793
30.8236878,297,82.2760924,214.723908,72.3034295
30.8441231,255,29.1747934,225.825207,72.2716853
30.8645584,296,64.178183,231.821817,72.2418448
30.8849938,247,9.59187621,237.408124,72.2139062
30.9054291,295,51.1487616,243.851238,72.1878674
30.9258644,298,46.6902439,251.309756,72.1637263
30.9462997,236,-23.9021246,259.902125,72.1414809
30.966735,276,6.22755323,269.772447,72.1211289
30.9871703,280,-1.0958668,281.095867,72.1026678
31.0076057,312,17.9139755,294.086024,72.0860954
31.028041,292,-17.0087343,309.008734,72.0714091
31.0484763,324,-2.22394712,326.223947,72.0586063
31.0689116,311,-35.3146213,346.314621,72.0476843
31.0893469,339,-31.096684,370.096684,72.0386405
31.1097823,325,-73.3556564,398.355656,72.0314719
31.1302176,365,-68.6289034,433.628903,72.0261757
31.1506529,412,-65.6065521,477.606552,72.0227488
31.1710882,444,-78.4269371,522.426937,72.0211882
31.1915235,509,-64.7923645,573.792364,72.0214906
31.2119588,557,-77.344301,634.344301,72.0236529
31.2323942,603,-102.806311,705.806311,72.0276717
31.2528295,721,-68.8284498,789.82845,72.0335437
31.2732648,872,-15.6774898,887.67749,72.0412652
31.2937001,1032,32.4232665,999.576733,72.0508328
31.3141354,1193,69.2655682,1123.73443,72.0622428
31.3345707,1358,102.714191,1255.28581,72.0754915
31.3550061,1531,145.207633,1385.79237,72.090575
31.3754414,1645,140.787465,1504.21253,72.1074895
31.3958767,1744,144.289769,1599.71023,72.126231
31.416312,1701,35.8754105,1665.12459,72.1467955
31.4367473,1741,42.1791287,1698.82087,72.1691787
31.4571826,1687,-16.8354635,1703.83546,72.1933767
31.477618,1668,-17.7792619,1685.77926,72.2193849
31.4980533,1645,-6.69024046,1651.69024,72.2471992
31.5184886,1614,3.99656123,1610.00344,72.276815
31.5389239,1558,-12.6822214,1570.68222,72.308228
31.5593592,1537,-8.03004723,1545.03005,72.3414333
31.5797945,1576,30.3635275,1545.63647,72.3764266
31.6002299,1574,-13.1413746,1587.14137,72.4132029
31.6206652,1697,6.0046256,1690.99537,72.4517574
31.6411005,1892,-10.0259887,1902.02599,72.4920854
31.6615358,2313,-6.93371517,2319.93372,72.5341819
31.6819711,3158,2.16144759,3155.83855,72.5780417
31.7024064,5092,255.436341,4836.56366,72.6236599
31.7228418,8217,282.316626,7934.68337,72.6710312
31.7432771,11592,-411.542034,12003.542,72.7201504
31.7637124,12725,-955.568575,13680.5686,72.7710122
31.7841477,10973,239.543161,10733.4568,72.8236111
31.804583,9346,917.914701,8428.0853,72.8779418
31.8250183,8702,373.420394,8328.57961,72.9339987
31.8454537,7787,-245.204496,8032.2045,72.9917762
31.865889,5737,16.3641489,5720.63585,73.0512686
31.8863243,3591,125.350177,3465.64982,73.1124701
31.9067596,2333,143.876903,2189.1231,73.1753751
31.9271949,1553,26.4560237,1526.54398,73.2399775
31.9476302,1064,-89.2223323,1153.22233,73.3062715
31.9680656,823,-98.4587895,921.45879,73.3742511
31.9885009,688,-78.2873953,766.287395,73.44391
32.0089362,526,-130.405562,656.405562,73.5152423
32.0293715,421,-154.243566,575.243566,73.5882417
32.0498068,381,-132.33172,513.33172,73.6629019
32.0702421,358,-106.916178,464.916178,73.7392166
32.0906775,329,-97.2718719,426.271872,73.8171793
32.1111128,329,-65.8829424,394.882942,73.8967836
32.1315481,295,-74.0852841,369.085284,73.9780229
32.1519834,308,-39.6792776,347.679278,74.0608907
32.1724187,265,-64.7871758,329.787176,74.1453802
32.192854,275,-39.7576387,314.757639,74.2314848
32.2132894,268,-34.0994684,302.099468,74.3191977
32.2337247,221,-70.4372158,291.437216,74.408512
32.25416,227,-55.4809188,282.480919,74.4994207
32.2745953,253,-22.0050579,275.005058,74.591917
32.2950306,235,-33.8336753,268.833675,74.6859937
32.3154659,231,-32.8297167,263.829717,74.7816438
32.3359013,250,-9.88733172,259.887332,74.8788601
32.3563366,256,-0.926295987,256.926296,74.9776355
32.3767719,234,-20.8879973,254.887997,75.0779625
32.3972072,260,6.2673932,253.732607,75.179834
32.4176425,248,-5.437185,253.437185,75.2832425
32.4380778,230,-23.994522,253.994522,75.3881805
32.4585132,262,6.5886281,255.411372,75.4946406
32.4789485,223,-34.6940514,257.694051,75.6026153
32.4993838,248,-12.7664918,260.766492,75.7120968
32.5198191,280,15.9487369,264.051263,75.8230775
32.5402544,239,-26.5241366,265.524137,75.9355497
32.5606897,270,4.65752478,265.342475,76.0495056
32.5811251,286,13.3581043,272.641896,76.1649374
32.6015604,324,40.9651133,283.034887,76.2818371
32.6219957,300,4.72376556,295.276234,76.400197
32.642431,375,66.3797904,308.62021,76.5200088
32.6628663,385,61.7357079,323.264292,76.6412647
32.6833016,420,82.4237153,337.576285,76.7639565
32.703737,502,149.704887,352.295113,76.8880761
32.7241723,510,132.660106,377.339894,77.0136152
32.7446076,584,176.621789,407.378211,77.1405656
