'y-axis saved as y
'x,PKT-3-101-3_Mn2O3_Y2O3_6NaCl_FlowO2_650_24.raw,Diff,Ycalc,Bkg
14.0258574,684,-42.8436433,726.843643,724.243189
14.0462927,637,-84.7039291,721.703929,719.036043
14.066728,700,-16.6031425,716.603142,713.865168
14.0871634,673,-38.5413013,711.541301,708.730441
14.1075987,653,-53.5184325,706.518432,703.631738
14.128034,651,-50.5345721,701.534572,698.568935
14.1484693,598,-98.589767,696.589767,693.541907
14.1689046,657,-34.684075,691.684075,688.550527
14.1893399,686,-0.817566554,686.817567,683.59467
14.2097753,630,-51.9903256,681.990326,678.674206
14.2302106,591,-86.2024508,677.202451,673.789009
14.2506459,629,-43.454057,672.454057,668.93895
14.2710812,584,-83.7452765,667.745277,664.1239
14.2915165,595,-68.0762613,663.076261,659.343729
14.3119518,584,-74.4471843,658.447184,654.598307
14.3323872,569,-84.8582419,653.858242,649.887502
14.3528225,580,-69.3096557,649.309656,645.211183
14.3732578,587,-57.8016757,644.801676,640.569218
14.3936931,553,-87.3345827,640.334583,635.961475
14.4141284,583,-52.9086917,635.908692,631.38782
14.4345637,557,-74.524355,631.524355,626.848119
14.4549991,582,-45.1819667,627.181967,622.342238
14.4754344,553,-69.8819669,622.881967,617.870043
14.4958697,591,-27.6248466,618.624847,613.431399
14.516305,560,-54.4111533,614.411153,609.02617
14.5367403,580,-30.2414975,610.241498,604.654219
14.5571756,524,-82.1165598,606.11656,600.31541
14.577611,519,-83.0370989,602.037099,596.009607
14.5980463,600,1.99603936,598.003961,591.736672
14.6184816,557,-37.018089,594.018089,587.496466
14.6389169,533,-57.0805376,590.080538,583.288853
14.6593522,494,-92.1924832,586.192483,579.113693
14.6797875,501,-81.355242,582.355242,574.970847
14.7002229,517,-61.5702867,578.570287,570.860176
14.7206582,553,-21.839268,574.839268,566.781541
14.7410935,570,-1.16403789,571.164038,562.7348
14.7615288,525,-42.5466777,567.546678,558.719815
14.7819641,445,-118.98953,563.98953,554.736444
14.8023994,524,-36.4952362,560.495236,550.784546
14.8228348,497,-60.06678,557.06678,546.86398
14.8432701,503,-50.707539,553.707539,542.974604
14.8637054,531,-19.421345,550.421345,539.116277
14.8841407,525,-22.2125546,547.212555,535.288856
14.904576,458,-86.0861343,544.086134,531.492199
14.9250113,471,-70.0477599,541.04776,527.726162
14.9454467,475,-63.1039361,538.103936,523.990605
14.965882,528,-7.26213971,535.26214,520.285382
14.9863173,447,-85.530991,532.530991,516.610351
15.0067526,465,-64.9204611,529.920461,512.965368
15.0271879,471,-56.4421225,527.442122,509.350289
15.0476232,472,-53.1094543,525.109454,505.764971
15.0680586,473,-49.9382136,522.938214,502.209269
15.0884939,463,-57.9468912,520.946891,498.683039
15.1089292,456,-63.15727,519.15727,495.186137
15.1293645,425,-92.5951135,517.595113,491.718417
15.1497998,487,-29.2910146,516.291015,488.279735
15.1702351,478,-37.2814431,515.281443,484.869946
15.1906705,468,-46.610037,514.610037,481.488905
15.2111058,440,-74.3291867,514.329187,478.136466
15.2315411,482,-32.5019608,514.501961,474.812485
15.2519764,439,-76.2044096,515.20441,471.516816
15.2724117,409,-107.528233,516.528233,468.249314
15.2928471,452,-66.5837059,518.583706,465.009832
15.3132824,455,-66.5025272,521.502527,461.798225
15.3337177,440,-85.4398753,525.439875,458.614348
15.354153,432,-98.5742226,530.574223,455.458055
15.3745883,479,-58.1023357,537.102336,452.329199
15.3950236,434,-111.225229,545.225229,449.227635
15.415459,480,-75.1188547,555.118855,446.153218
15.4358943,481,-85.8818402,566.88184,443.1058
15.4563296,435,-145.453999,580.453999,440.085236
15.4767649,473,-122.508218,595.508218,437.091381
15.4972002,487,-124.339926,611.339926,434.124087
15.5176355,513,-113.810465,626.810465,431.183209
15.5380709,556,-84.420316,640.420316,428.268602
15.5585062,536,-114.553926,650.553926,425.380118
15.5789415,523,-132.838741,655.838741,422.517613
15.5993768,548,-107.469132,655.469132,419.68094
15.6198121,542,-107.358368,649.358368,416.869953
15.6402474,508,-130.087478,638.087478,414.084507
15.6606828,462,-160.714282,622.714282,411.324455
15.6811181,512,-92.5320376,604.532038,408.589653
15.7015534,502,-82.8459487,584.845949,405.879954
15.7219887,470,-94.7993237,564.799324,403.195212
15.742424,481,-64.2630011,545.263001,400.535283
15.7628593,436,-90.8194383,526.819438,397.900022
15.7832947,466,-43.8112317,509.811232,395.289281
15.80373,436,-58.3691958,494.369196,392.702918
15.8241653,405,-75.479595,480.479595,390.140785
15.8446006,403,-65.0443905,468.04439,387.602739
15.8650359,408,-48.9240985,456.924099,385.088635
15.8854712,364,-82.965981,446.965981,382.598327
15.9059066,370,-68.0207073,438.020707,380.131672
15.9263419,389,-40.9510048,429.951005,377.688525
15.9467772,383,-39.635305,422.635305,375.268741
15.9672125,364,-51.968638,415.968638,372.872177
15.9876478,360,-49.8625763,409.862576,370.498689
16.0080831,381,-23.2448644,404.244864,368.148132
16.0285185,374,-25.0531599,399.05316,365.820363
16.0489538,369,-25.2216757,394.221676,363.515238
16.0693891,363,-26.6925803,389.69258,361.232615
16.0898244,382,-3.43705862,385.437059,358.97235
16.1102597,361,-20.4264491,381.426449,356.734301
16.130695,379,1.36622463,377.633775,354.518324
16.1511304,348,-26.0361703,374.03617,352.324278
16.1715657,344,-26.6144554,370.614455,350.152019
16.192001,333,-34.3526085,367.352608,348.001406
16.2124363,315,-49.2373364,364.237336,345.872298
16.2328716,336,-25.257739,361.257739,343.764552
16.2533069,347,-11.4050514,358.405051,341.678027
16.2737423,350,-5.67245339,355.672453,339.612582
16.2941776,354,0.945061042,353.054939,337.568077
16.3146129,369,18.450764,350.549236,335.54437
16.3350482,344,-4.15376917,348.153769,333.541321
16.3554835,356,10.1313459,345.868654,331.55879
16.3759188,309,-34.6957056,343.695706,329.596637
16.3963542,354,12.361565,341.638435,327.654723
16.4167895,371,31.2980016,339.701998,325.732909
16.4372248,347,9.1069517,337.893048,323.831055
16.4576601,277,-59.2194435,336.219444,321.949022
16.4780954,313,-21.6898215,334.689822,320.086673
16.4985307,316,-17.3131966,333.313197,318.243869
16.5189661,342,9.90084475,332.099155,316.420472
16.5394014,335,3.93988313,331.060117,314.616344
16.5598367,333,2.78124586,330.218754,312.831349
16.580272,350,20.3743071,329.625693,311.06535
16.6007073,339,9.60610403,329.393896,309.318209
16.6211426,357,27.2429453,329.757055,307.589791
16.641578,326,-5.16204916,331.162049,305.879959
16.6620133,351,16.5997238,334.400276,304.188579
16.6824486,313,-27.7025604,340.70256,302.515514
16.7028839,318,-33.3212337,351.321234,300.86063
16.7233192,343,-22.3836892,365.383689,299.223791
16.7437545,369,-7.58028292,376.580283,297.604865
16.7641899,356,-20.0202641,376.020264,296.003716
16.7846252,341,-22.2770179,363.277018,294.420212
16.8050605,315,-30.8791005,345.879101,292.854219
16.8254958,305,-23.5634124,328.563412,291.305604
16.8459311,292,-23.3563854,315.356385,289.774234
16.8663664,338,31.1174169,306.882583,288.259978
16.8868018,287,-14.3620202,301.36202,286.762704
16.9072371,308,10.6299619,297.370038,285.28228
16.9276724,311,16.8017849,294.198215,283.818575
16.9481077,315,23.4907554,291.509245,282.371459
16.968543,324,34.8699843,289.130016,280.940801
16.9889783,315,28.0361681,286.963832,279.526472
17.0094137,343,58.0473192,284.952681,278.128342
17.029849,309,25.940217,283.059783,276.746283
17.0502843,314,32.7388907,281.261109,275.380164
17.0707196,321,41.458486,279.541514,274.029859
17.0911549,286,8.10866853,277.891331,272.695238
17.1115902,298,21.7031655,276.296835,271.376176
17.1320256,314,39.2596945,274.740306,270.072544
17.1524609,290,16.7770091,273.222991,268.784216
17.1728962,276,4.25696387,271.743036,267.511066
17.1933315,301,30.7028336,270.297166,266.252968
17.2137668,302,33.1173938,268.882606,265.009797
17.2342021,294,26.5028874,267.497113,263.781427
17.2546375,280,13.8610371,266.138963,262.567734
17.2750728,294,29.1928413,264.807159,261.368595
17.2955081,275,11.4973967,263.502603,260.183885
17.3159434,294,31.7700684,262.229932,259.01348
17.3363787,299,38.0126108,260.987389,257.85726
17.356814,276,16.2459243,259.754076,256.7151
17.3772494,301,42.4670338,258.532966,255.586879
17.3976847,287,29.6699767,257.330023,254.472476
17.41812,310,53.8541234,256.145877,253.371769
17.4385553,296,41.0200247,254.979975,252.284638
17.4589906,281,27.1683076,253.831692,251.210963
17.4794259,269,16.2996945,252.700305,250.150625
17.4998613,294,42.4152223,251.584778,249.103503
17.5202966,267,16.5169668,250.483033,248.069479
17.5407319,283,33.6089544,249.391046,247.048436
17.5611672,274,25.6921825,248.307818,246.040254
17.5816025,282,34.7529702,247.24703,245.044818
17.6020378,274,27.7779089,246.222091,244.062009
17.6224732,266,20.7823382,245.217662,243.091712
17.6429085,249,4.78093154,244.219068,242.13381
17.6633438,299,55.7677646,243.232235,241.188188
17.6837791,292,49.7408277,242.259172,240.254731
17.7042144,294,52.7004568,241.299543,239.333325
17.7246497,273,32.6475145,240.352486,238.423855
17.7450851,259,19.584027,239.415973,237.526208
17.7655204,255,16.514224,238.485776,236.64027
17.7859557,287,49.4397817,237.560218,235.76593
17.806391,262,25.3487605,236.65124,234.903075
17.8268263,303,67.2300756,235.769924,234.051594
17.8472616,282,47.0945903,234.90541,233.211374
17.867697,290,55.9463945,234.053605,232.382307
17.8881323,273,39.7858403,233.21416,231.56428
17.9085676,265,32.6130576,232.386942,230.757186
17.9290029,290,58.4281599,231.57184,229.960914
17.9494382,269,38.2312523,230.768748,229.175356
17.9698736,252,22.0224331,229.977567,228.400404
17.9903089,264,34.8017929,229.198207,227.635951
18.0107442,276,47.5694144,228.430586,226.881888
18.0311795,291,63.3253718,227.674628,226.138109
18.0516148,270,43.0697293,226.930271,225.404508
18.0720501,263,36.8025409,226.197459,224.68098
18.0924855,266,40.5238484,225.476152,223.967419
18.1129208,247,22.2336803,224.76632,223.26372
18.1333561,250,25.93205,224.06795,222.56978
18.1537914,275,51.6189531,223.381047,221.885495
18.1742267,277,54.2943654,222.705635,221.210761
18.194662,260,37.958239,222.041761,220.545476
18.2150974,257,35.6104986,221.389501,219.889539
18.2355327,252,31.2510368,220.748963,219.242846
18.255968,259,38.8797075,220.120293,218.605297
18.2764033,261,41.4963188,219.503681,217.976792
18.2968386,286,67.1006237,218.899376,217.357231
18.3172739,263,44.6923079,218.307692,216.746513
18.3377093,233,15.2709756,217.729024,216.144541
18.3581446,260,42.8361299,217.16387,215.551214
18.3785799,249,32.387149,216.612851,214.966436
18.3990152,279,62.9232565,216.076743,214.390109
18.4194505,243,27.4434852,215.556515,213.822136
18.4398858,237,21.9466329,215.053367,213.26242
18.4603212,227,12.4312063,214.568794,212.710866
18.4807565,256,41.8953587,214.104641,212.167378
18.5011918,248,34.336841,213.663159,211.631861
18.5216271,248,34.7530721,213.246928,211.10422
18.5420624,254,41.1416815,212.858319,210.584363
18.5624977,274,61.5002655,212.499735,210.072196
18.5829331,242,29.8187382,212.181262,209.567625
18.6033684,232,20.0741479,211.925852,209.070559
18.6238037,274,62.2517796,211.74822,208.580905
18.644239,247,35.3358308,211.664169,208.098573
18.6646743,242,30.296246,211.703754,207.623472
18.6851096,270,58.0854011,211.914599,207.155512
18.705545,228,15.6298465,212.370154,206.694603
18.7259803,250,36.8153189,213.184681,206.240655
18.7464156,251,36.465725,214.534275,205.79358
18.7668509,240,23.3203942,216.679606,205.353291
18.7872862,242,22.0287136,219.971286,204.919699
18.8077215,281,56.2231293,224.776871,204.492718
18.8281569,243,11.8089313,231.191069,204.07226
18.8485922,270,31.5871922,238.412808,203.658241
18.8690275,279,34.7640412,244.235959,203.250574
18.8894628,291,45.0022968,245.997703,202.849175
18.9098981,277,34.0447806,242.955219,202.453958
18.9303334,267,30.3028027,236.697197,202.064841
18.9507688,257,27.8911944,229.108806,201.68174
18.9712041,252,30.1573021,221.842698,201.304572
18.9916394,253,36.9721607,216.027839,200.933254
19.0120747,272,60.1787757,211.821224,200.567705
19.03251,247,38.1521142,208.847886,200.207844
19.0529453,256,49.3007614,206.699239,199.853589
19.0733807,232,26.914454,205.085546,199.504861
19.093816,246,42.1762905,203.82371,199.16158
19.1142513,244,41.2000016,202.799998,198.823667
19.1346866,256,54.0574098,201.94259,198.491043
19.1551219,217,15.7951055,201.204894,198.163629
19.1755572,229,28.4441865,200.555814,197.841349
19.1959926,231,31.0259819,199.974018,197.524125
19.2164279,209,9.55549151,199.444508,197.21188
19.2368632,237,38.0435048,198.956495,196.904539
19.2572985,244,45.4979431,198.502057,196.602026
19.2777338,268,69.9247305,198.075269,196.304266
19.2981691,248,50.3283722,197.671628,196.011184
19.3186045,218,20.7123434,197.287657,195.722707
19.3390398,232,35.079312,196.920688,195.438761
19.3594751,228,31.4310666,196.568933,195.159273
19.3799104,257,60.7678793,196.232121,194.884171
19.4003457,226,30.0867581,195.913242,194.613382
19.420781,227,31.3762944,195.623706,194.346836
19.4412164,234,38.5964875,195.403513,194.084461
19.4616517,243,47.6460258,195.353974,193.826188
19.482087,229,33.4904121,195.509588,193.571945
19.5025223,232,36.4193363,195.580664,193.321665
19.5229576,217,21.5858525,195.414147,193.075277
19.5433929,229,33.8007418,195.199258,192.832715
19.5638283,221,26.0110848,194.988915,192.593909
19.5842636,257,62.2166152,194.783385,192.358794
19.6046989,224,29.4225708,194.577429,192.127301
19.6251342,232,37.6315881,194.368412,191.899365
19.6455695,232,37.8392704,194.16073,191.674919
19.6660048,247,53.0375532,193.962447,191.4539
19.6864402,215,21.2006222,193.799378,191.236241
19.7068755,223,29.336971,193.663029,191.021879
19.7273108,239,45.4533642,193.546636,190.81075
19.7477461,223,29.5391946,193.460805,190.602791
19.7681814,227,33.5533503,193.44665,190.397938
19.7886167,209,15.3936091,193.606391,190.196131
19.8090521,215,21.0214125,193.978588,189.997306
19.8294874,215,20.7165836,194.283416,189.801403
19.8499227,193,-1.36977925,194.369779,189.608362
19.870358,208,13.5757023,194.424298,189.418121
19.8907933,228,33.4977342,194.502266,189.230621
19.9112286,230,35.3904311,194.609569,189.045803
19.931664,214,19.2504003,194.7496,188.863609
19.9520993,238,43.0736459,194.926354,188.683979
19.9725346,219,23.8554387,195.144561,188.506856
19.9929699,222,26.5901535,195.409847,188.332184
20.0134052,209,13.2710624,195.728938,188.159904
20.0338405,211,14.8900692,196.109931,187.989961
20.0542759,221,24.4373661,196.562634,187.8223
20.0747112,221,23.9009839,197.099016,187.656864
20.0951465,190,-7.73380216,197.733802,187.493599
20.1155818,203,4.51473382,198.485266,187.332451
20.1360171,229,29.6236961,199.376304,187.173365
20.1564524,212,11.5640996,200.4359,187.016289
20.1768878,222,20.2988303,201.70117,186.86117
20.1973231,240,36.7797819,203.220218,186.707954
20.2177584,203,-2.05612459,205.056125,186.556591
20.2381937,243,35.7074872,207.292513,186.407028
20.258629,232,21.9559853,210.044015,186.259216
20.2790643,230,16.5210534,213.478947,186.113102
20.2994997,252,34.1575552,217.842445,185.968638
20.319935,245,21.5240968,223.475903,185.825774
20.3403703,234,3.08777811,230.912222,185.68446
20.3608056,239,-2.01297673,241.012977,185.544648
20.3812409,298,42.7581986,255.241801,185.406291
20.4016762,285,8.78458446,276.215416,185.269339
20.4221116,323,14.2527869,308.747213,185.133747
20.4425469,360,-1.64363839,361.643638,184.999467
20.4629822,486,35.6000169,450.399983,184.866453
20.4834175,664,64.6965066,599.303493,184.734659
20.5038528,838,5.67631195,832.323688,184.60404
20.5242881,1120,-6.33979017,1126.33979,184.474551
20.5447235,1278,-72.7100843,1350.71008,184.346147
20.5651588,1400,38.8673998,1361.1326,184.218786
20.5855941,1220,16.5782682,1203.42173,184.092422
20.6060294,1003,8.35804603,994.641954,183.967013
20.6264647,748,-11.4903242,759.490324,183.842516
20.6469001,580,30.0979304,549.90207,183.71889
20.6673354,404,-10.0794094,414.079409,183.596092
20.6877707,360,22.7059064,337.294094,183.474082
20.708206,307,14.0094777,292.990522,183.352817
20.7286413,266,0.467852059,265.532148,183.232259
20.7490766,256,8.66458959,247.33541,183.112367
20.769512,247,12.3805129,234.619487,182.993101
20.7899473,229,3.64327449,225.356726,182.874423
20.8103826,244,25.6179897,218.38201,182.756294
20.8308179,235,22.0138613,212.986139,182.638675
20.8512532,207,-1.71654201,208.716542,182.521529
20.8716885,206,0.727084741,205.272915,182.404819
20.8921239,221,18.5506418,202.449358,182.288508
20.9125592,215,14.8992859,200.100714,182.172559
20.9329945,213,14.8778415,198.122158,182.056936
20.9534298,224,27.5636317,196.436368,181.941604
20.9738651,207,12.0148099,194.98519,181.826527
20.9943004,189,-4.72403746,193.724037,181.711671
21.0147358,188,-4.61791555,192.617916,181.597001
21.0351711,199,7.36186285,191.638137,181.482484
21.0556064,215,24.2416346,190.758365,181.368086
21.0760417,195,5.04667253,189.953327,181.253774
21.096477,179,-10.2173046,189.217305,181.139515
21.1169123,191,2.42975011,188.57025,181.025277
21.1373477,184,-3.99419016,187.99419,180.911028
21.157783,212,24.5301877,187.469812,180.796737
21.1782183,167,-19.9883741,186.988374,180.682373
21.1986536,193,6.45567265,186.544327,180.567905
21.2190889,206,19.8668716,186.133128,180.453303
21.2395242,192,6.24899435,185.751006,180.338537
21.2599596,179,-6.39513435,185.395134,180.223577
21.2803949,198,12.9357801,185.06422,180.108396
21.3008302,193,8.23921379,184.760786,179.992964
