'y-axis saved as y
'x,PKT-3-104-2_2MnO2_Y2O3_6NaCl_FlowO2_650_72.raw,Diff,Bkg,Ycalc
21.3621361,174,18.9165609,153.500239,155.083439
21.3825715,156,1.06763201,153.484617,154.932368
21.4030068,147,-7.8600624,153.468391,154.860062
21.4234421,165,10.1968884,153.451534,154.803112
21.4438774,155,0.25054771,153.434024,154.749452
21.4643127,159,4.30208496,153.415836,154.697915
21.484748,162,7.35279739,153.396948,154.647203
21.5051834,149,-5.59411078,153.377337,154.594111
21.5256187,146,-8.52999293,153.356979,154.529993
21.546054,172,17.5736018,153.335854,154.426398
21.5664893,173,18.7820906,153.313939,154.217909
21.5869246,167,13.080413,153.291212,153.919587
21.6073599,156,2.2431145,153.267654,153.756885
21.6277953,173,19.2833878,153.243243,153.716612
21.6482306,143,-10.6997574,153.217958,153.699757
21.6686659,147,-6.68363914,153.191781,153.683639
21.6891012,158,4.33295101,153.164691,153.667049
21.7095365,130,-23.649981,153.13667,153.649981
21.7299718,145,-8.63243382,153.107698,153.632434
21.7504072,128,-25.6144103,153.077757,153.61441
21.7708425,134,-19.5959162,153.046829,153.595916
21.7912778,153,-0.576959917,153.014896,153.57696
21.8117131,149,-4.55755326,152.981941,153.557553
21.8321484,139,-14.5377112,152.947946,153.537711
21.8525837,143,-10.5174524,152.912895,153.517452
21.8730191,152,-1.49679925,152.876772,153.496799
21.8934544,131,-22.4757789,152.83956,153.475779
21.9138897,141,-12.4544253,152.801243,153.454425
21.934325,142,-11.4327871,152.761807,153.432787
21.9547603,162,8.5890478,152.721236,153.410952
21.9751956,150,-3.38915596,152.679515,153.389156
21.995631,144,-9.36798328,152.63663,153.367983
22.0160663,145,-8.34749295,152.592567,153.347493
22.0365016,140,-13.3259135,152.547313,153.325913
22.0569369,158,4.69600075,152.500853,153.303999
22.0773722,147,-6.28284172,152.453175,153.282842
22.0978075,133,-20.2641354,152.404266,153.264135
22.1182429,146,-7.24944891,152.354113,153.249449
22.1386782,148,-5.23520532,152.302704,153.235205
22.1591135,154,0.783132024,152.250028,153.216868
22.1795488,134,-19.198629,152.196072,153.198629
22.1999841,142,-11.1823097,152.140826,153.18231
22.2204194,132,-21.1700306,152.084279,153.170031
22.2408548,145,-8.16898664,152.02642,153.168987
22.2612901,122,-31.197683,151.967239,153.197683
22.2817254,141,-12.2528513,151.906725,153.252851
22.3021607,143,-10.2703047,151.844869,153.270305
22.322596,151,-2.27754025,151.781662,153.27754
22.3430313,139,-14.2900314,151.717094,153.290031
22.3634667,142,-11.3114152,151.651157,153.311415
22.383902,126,-27.3439158,151.583842,153.343916
22.4043373,119,-34.3896137,151.51514,153.389614
22.4247726,134,-19.4496216,151.445044,153.449622
22.4452079,149,-4.52246546,151.373546,153.522465
22.4656432,160,6.39785171,151.300639,153.602148
22.4860786,144,-9.67759032,151.226315,153.67759
22.5065139,128,-25.7357586,151.150568,153.735759
22.5269492,129,-24.7680197,151.073391,153.76802
22.5473845,139,-14.774622,150.994778,153.774622
22.5678198,124,-29.7634876,150.914722,153.763488
22.5882551,133,-20.7461965,150.833218,153.746197
22.6086905,120,-33.7349863,150.75026,153.734986
22.6291258,136,-17.7405765,150.665843,153.740576
22.6495611,120,-33.770543,150.579963,153.770543
22.6699964,141,-12.8292812,150.492614,153.829281
22.6904317,126,-27.9193427,150.403791,153.919343
22.710867,161,6.95703175,150.313492,154.042968
22.7313024,128,-26.20321,150.221711,154.20321
22.7517377,145,-9.40445689,150.128445,154.404457
22.772173,125,-29.6528394,150.03369,154.652839
22.7926083,123,-31.9566353,149.937444,154.956635
22.8130436,141,-14.3268015,149.839703,155.326802
22.833479,137,-18.777735,149.740465,155.777735
22.8539143,128,-28.3283669,149.639727,156.328367
22.8743496,152,-5.00373982,149.537487,157.00374
22.8947849,129,-28.8372817,149.433743,157.837282
22.9152202,123,-35.8740968,149.328493,158.874097
22.9356555,150,-10.1757317,149.221735,160.175732
22.9560909,133,-28.8270316,149.113469,161.827032
22.9765262,122,-41.9457501,149.003693,163.94575
22.9969615,116,-50.6952014,148.892407,166.695201
23.0173968,134,-36.2984533,148.779609,170.298453
23.0378321,157,-18.0424872,148.6653,175.042487
23.0582674,168,-13.2365635,148.549478,181.236563
23.0787028,138,-51.1031675,148.432146,189.103168
23.0991381,168,-30.5830651,148.313301,198.583065
23.1195734,194,-14.9160148,148.192946,208.916015
23.1400087,202,-16.3944146,148.07108,218.394415
23.160444,173,-51.765019,147.947705,224.765019
23.1808793,193,-33.3973052,147.822822,226.397305
23.2013147,191,-32.195632,147.696431,223.195632
23.22175,196,-20.2771524,147.568536,216.277152
23.2421853,194,-13.1386367,147.439136,207.138637
23.2626206,170,-27.2894321,147.308235,197.289432
23.2830559,153,-35.0372433,147.175835,188.037243
23.3034912,145,-35.1688538,147.041937,180.168854
23.3239266,131,-42.8803239,146.906544,173.880324
23.3443619,145,-24.0019728,146.769659,169.001973
23.3647972,148,-17.2458644,146.631286,165.245864
23.3852325,132,-30.33885,146.491426,162.33885
23.4056678,159,-1.06393005,146.350084,160.06393
23.4261031,148,-10.2606037,146.207262,158.260604
23.4465385,136,-20.8111486,146.062965,156.811149
23.4669738,167,11.3730901,145.917197,155.62691
23.4874091,123,-31.648939,145.769961,154.648939
23.5078444,144,-9.83306535,145.621261,153.833065
23.5282797,164,10.853819,145.471103,153.146181
23.548715,149,-3.56353109,145.31949,152.563531
23.5691504,106,-46.0664711,145.166427,152.066471
23.5895857,152,0.359111599,145.01192,151.640888
23.610021,141,-10.2761253,144.855973,151.276125
23.6304563,128,-22.9642843,144.698591,150.964284
23.6508916,122,-28.6998626,144.539781,150.699863
23.6713269,119,-31.4796272,144.379547,150.479627
23.6917623,109,-41.3021128,144.217896,150.302113
23.7121976,137,-13.1652533,144.054833,150.165253
23.7326329,135,-15.0613342,143.890364,150.061334
23.7530682,129,-20.9752086,143.724495,149.975209
23.7735035,135,-14.9036687,143.557234,149.903669
23.7939388,130,-19.8626726,143.388586,149.862673
23.8143742,111,-38.8537645,143.218558,149.853765
23.8348095,136,-13.8747843,143.047158,149.874784
23.8552448,120,-29.9347424,142.874391,149.934742
23.8756801,106,-44.0393182,142.700265,150.039318
23.8961154,131,-19.1904907,142.524788,150.190491
23.9165507,115,-35.3914711,142.347967,150.391471
23.9369861,116,-34.6481013,142.169808,150.648101
23.9574214,143,-7.97043967,141.990321,150.97044
23.9778567,135,-16.372942,141.809513,151.372942
23.998292,129,-22.8605239,141.627392,151.860524
24.0187273,114,-38.4255898,141.443966,152.42559
24.0391626,122,-31.0973049,141.259242,153.097305
24.059598,124,-29.8998079,141.073231,153.899808
24.0800333,160,5.14066437,140.885939,154.859336
24.1004686,140,-16.0089543,140.697376,156.008954
24.1209039,170,12.6090411,140.507551,157.390959
24.1413392,142,-17.0598003,140.316472,159.0598
24.1617745,162,0.914173146,140.124148,161.085827
24.1822099,139,-24.5596913,139.930589,163.559691
24.2026452,147,-19.5965753,139.735803,166.596575
24.2230805,140,-30.3377961,139.5398,170.337796
24.2435158,173,-1.94451646,139.34259,174.944516
24.2639511,176,-4.57504042,139.144182,180.57504
24.2843864,203,15.6614415,138.944585,187.338558
24.3048218,168,-27.2360413,138.74381,195.236041
24.3252571,225,20.8588341,138.541866,204.141166
24.3456924,246,32.0964267,138.338764,213.903573
24.3661277,250,25.4232818,138.134513,224.576718
24.386563,243,6.41770166,137.929125,236.582298
24.4069983,254,3.41890512,137.722608,250.581095
24.4274337,276,8.9459956,137.514974,267.054004
24.447869,326,40.2822649,137.306232,285.717735
24.4683043,345,40.0609292,137.096395,304.939071
24.4887396,371,49.4229146,136.885472,321.577085
24.5091749,382,50.1111714,136.673474,331.888829
24.5296102,347,13.6908448,136.460412,333.309155
24.5500456,343,17.3719022,136.246297,325.628098
24.5704809,301,-9.57352772,136.031141,310.573528
24.5909162,275,-15.7218635,135.814953,290.721864
24.6113515,252,-16.8352844,135.597747,268.835284
24.6317868,227,-20.4207256,135.379532,247.420726
24.6522221,211,-17.2270123,135.16032,228.227012
24.6726575,185,-27.0239253,134.940124,212.023925
24.6930928,155,-43.8159117,134.718953,198.815912
24.7135281,172,-16.2178511,134.496821,188.217851
24.7339634,145,-34.7392072,134.273739,179.739207
24.7543987,155,-17.9248814,134.049718,172.924881
24.774834,147,-20.4008269,133.824771,167.400827
24.7952694,143,-19.8757004,133.598909,162.8757
24.8157047,147,-12.1277715,133.372145,159.127771
24.83614,127,-28.9893283,133.14449,155.989328
24.8565753,130,-23.3333109,132.915957,153.333311
24.8770106,120,-31.0629831,132.686558,151.062983
24.8974459,141,-8.10416812,132.456305,149.104168
24.9178813,130,-17.3994975,132.225211,147.399497
24.9383166,129,-16.9042238,131.993288,145.904224
24.9587519,136,-8.58316477,131.760548,144.583165
24.9791872,129,-14.4084655,131.527005,143.408465
24.9996225,136,-6.357988,131.29267,142.357988
25.0200578,119,-22.4142895,131.057556,141.414289
25.0404932,126,-14.5647277,130.821676,140.564728
25.0609285,131,-8.80307422,130.585043,139.803074
25.0813638,123,-16.1203054,130.34767,139.120305
25.1017991,121,-17.4886284,130.109569,138.488628
25.1222344,131,-6.91294528,129.870753,137.912945
25.1426697,120,-17.3914708,129.631236,137.391471
25.1631051,113,-23.9197092,129.39103,136.919709
25.1835404,115,-21.4908711,129.150148,136.490871
25.2039757,117,-19.1032337,128.908603,136.103234
25.224411,120,-15.7747061,128.666409,135.774706
25.2448463,124,-11.5123084,128.423579,135.512308
25.2652816,124,-11.3090421,128.180125,135.309042
25.285717,112,-23.1659237,127.936062,135.165924
25.3061523,120,-15.0860503,127.691402,135.08605
25.3265876,117,-18.0710998,127.446159,135.0711
25.3470229,104,-31.1190607,127.200346,135.119061
25.3674582,136,0.778742924,126.953976,135.221257
25.3878936,149,13.6409641,126.707063,135.359036
25.4083289,139,3.49849565,126.459621,135.501504
25.4287642,111,-24.6065289,126.211662,135.606529
25.4491995,99,-36.6268683,125.963201,135.626868
25.4696348,120,-15.5208337,125.714251,135.520834
25.4900701,103,-32.2633105,125.464825,135.26331
25.5105055,142,7.14822164,125.214937,134.851778
25.5309408,146,11.694889,124.9646,134.305111
25.5513761,135,1.34252505,124.713829,133.657475
25.5718114,127,-5.9513068,124.462636,132.951307
25.5922467,134,1.76650222,124.211036,132.233498
25.612682,139,7.43604729,123.959042,131.563953
25.6331174,114,-17.0190652,123.706668,131.019065
25.6535527,151,20.425545,123.453927,130.574455
25.673988,137,6.95004202,123.200834,130.049958
25.6944233,123,-6.55677013,122.947402,129.55677
25.7148586,118,-11.1215259,122.693644,129.121526
25.7352939,130,1.25488105,122.439575,128.745119
25.7557293,134,5.56717834,122.185208,128.432822
25.7761646,111,-17.1820298,121.930558,128.18203
25.7965999,112,-15.9574848,121.675637,127.957485
25.8170352,129,1.22559222,121.420459,127.774408
25.8374705,122,-5.63655801,121.165039,127.636558
25.8579058,128,0.458900797,120.90939,127.541099
25.8783412,106,-21.4904435,120.653526,127.490444
25.8987765,127,-0.507374259,120.397461,127.507374
25.9192118,133,5.39601446,120.141208,127.603986
25.9396471,122,-5.78086758,119.884782,127.780868
25.9600824,121,-7.04913693,119.628196,128.049137
25.9805177,121,-7.42623095,119.371463,128.426231
26.0009531,109,-19.9350579,119.114599,128.935058
26.0213884,134,4.39442898,118.857615,129.605571
26.0418237,123,-7.4770856,118.600528,130.477086
26.062259,121,-10.601397,118.343349,131.601397
26.0826943,124,-9.04685107,118.086092,133.046851
26.1031296,128,-6.90331785,117.828772,134.903318
26.123565,149,11.7126242,117.571403,137.287376
26.1440003,127,-13.3453409,117.313997,140.345341
26.1644356,142,-2.24808744,117.056569,144.248087
26.1848709,111,-38.1649197,116.799133,149.16492
26.2053062,184,28.8045026,116.541701,155.195497
26.2257415,166,3.76077727,116.284288,162.239223
26.2461769,176,6.18309971,116.026908,169.8169
26.2666122,163,-13.9562608,115.769573,176.956261
26.2870475,187,4.65020091,115.512298,182.349799
26.3074828,168,-16.8745199,115.255096,184.87452
26.3279181,172,-12.1379325,114.997981,184.137933
26.3483534,180,-0.527758383,114.740966,180.527758
26.3687888,163,-11.8232701,114.484065,174.82327
26.3892241,165,-2.94472873,114.227291,167.944729
26.4096594,149,-11.9175523,113.970658,160.917552
26.4300947,155,0.602814509,113.714179,154.397185
26.45053,155,6.70138287,113.457868,148.298617
26.4709653,160,16.7945685,113.201737,143.205431
26.4914007,137,-2.28412283,112.945802,139.284123
26.511836,137,0.507735526,112.690074,136.492264
26.5322713,122,-12.3096284,112.434567,134.309628
26.5527066,141,8.46020935,112.179294,132.539791
26.5731419,153,21.7168267,111.924269,131.283173
26.5935772,143,12.4735919,111.669505,130.526408
26.6140126,135,4.74768046,111.415015,130.25232
26.6344479,126,-4.45946717,111.160812,130.459467
26.6548832,126,-5.01412647,110.906909,131.014126
26.6753185,128,-3.56562175,110.653319,131.565622
26.6957538,145,13.0067499,110.400056,131.99325
26.7161891,113,-19.0983599,110.147133,132.09836
26.7366245,124,-7.7644621,109.894561,131.764462
26.7570598,125,-6.04868052,109.642355,131.048681
26.7774951,139,8.83314477,109.390527,130.166855
26.7979304,125,-4.26362585,109.13909,129.263626
26.8183657,139,10.8958807,108.888057,128.104119
26.838801,131,4.25638594,108.63744,126.743614
26.8592364,126,0.534305828,108.387253,125.465694
26.8796717,121,-3.36291679,108.137507,124.362917
26.900107,127,3.55348209,107.888216,123.446518
26.9205423,129,6.26323886,107.639393,122.736761
26.9409776,136,13.7282958,107.391048,122.271704
26.9614129,124,1.98916208,107.143197,122.010838
26.9818483,128,6.0611994,106.895849,121.938801
27.0022836,123,0.94634364,106.649019,122.053656
27.0227189,115,-7.361391,106.402718,122.361391
27.0431542,120,-2.87756634,106.156959,122.877566
27.0635895,106,-17.6296143,105.911753,123.629614
27.0840248,125,0.339930756,105.667114,124.660069
27.1044602,119,-7.03167696,105.423053,126.031677
27.1248955,133,5.16431169,105.179582,127.835688
27.1453308,129,-1.20554016,104.936714,130.20554
27.1657661,126,-7.34000518,104.69446,133.340005
27.1862014,158,20.4561126,104.452832,137.543887
27.2066367,133,-10.3033145,104.211842,143.303315
27.2270721,170,18.565497,103.971502,151.434503
27.2475074,147,-16.4025045,103.731824,163.402505
27.2679427,179,-3.0602567,103.49282,182.060257
27.288378,208,-5.39411529,103.2545,213.394115
27.3088133,308,37.725661,103.016877,270.274339
27.3292486,377,-1.59766382,102.779963,378.597664
27.349684,596,19.5295703,102.543768,576.47043
27.3701193,810,-50.3434461,102.308304,860.343446
27.3905546,982,-86.8577343,102.073582,1068.85773
27.4109899,996,-12.0136882,101.839614,1008.01369
27.4314252,891,48.9650781,101.606411,842.034922
27.4518605,711,-49.8532107,101.373984,760.853211
27.4722959,680,15.9150679,101.142345,664.084932
27.4927312,483,-6.07617488,100.911503,489.076175
27.5131665,353,21.4189251,100.681471,331.581075
27.5336018,248,6.22101102,100.452259,241.778989
27.5540371,233,37.2957595,100.223878,195.70424
27.5744724,190,19.9289621,99.9963382,170.071038
27.5949078,180,25.6874597,99.7696512,154.31254
27.6153431,147,3.13584743,99.5438272,143.864153
27.6357784,144,7.47620549,99.318877,136.523795
27.6562137,124,-7.11845088,99.0948109,131.118451
27.676649,128,0.996699359,98.8716394,127.003301
27.6970843,130,6.16210504,98.649373,123.837895
27.7175197,140,18.6677812,98.4280218,121.332219
27.737955,128,8.69037893,98.2075962,119.309621
27.7583903,138,20.3290323,97.9881063,117.670968
27.7788256,142,25.5869067,97.7695623,116.413093
27.7992609,130,14.3563938,97.551974,115.643606
27.8196962,138,22.7918934,97.3353515,115.208107
27.8401316,113,-1.4802916,97.1197048,114.480292
27.8605669,133,19.2168967,96.9050434,113.783103
27.8810022,128,14.8167734,96.6913774,113.183227
27.9014375,136,23.3298498,96.4787162,112.67015
27.9218728,147,34.7677876,96.2670694,112.232212
27.9423082,155,43.1395034,96.0564467,111.860497
27.9627435,163,51.4505038,95.8468574,111.549496
27.9831788,111,-0.300597016,95.638311,111.300597
28.0036141,144,32.8801782,95.4308166,111.119822
28.0240494,104,-7.02006133,95.2243836,111.020061
28.0444847,124,12.8122596,95.019021,111.18774
28.0649201,120,7.7288933,94.814738,112.271107
28.0853554,130,15.4776336,94.6115435,114.522366
28.1057907,138,22.2914724,94.4094465,115.708528
28.126226,149,33.1118169,94.2084557,115.888183
28.1466613,152,36.2227299,94.00858,115.77727
28.1670966,144,28.1191244,93.809828,115.880876
28.187532,130,13.7298422,93.6122084,116.270158
28.2079673,148,31.2485061,93.4157296,116.751494
28.2284026,161,43.7211365,93.2204002,117.278864
28.2488379,144,26.1810383,93.0262284,117.818962
28.2692732,146,27.7353616,92.8332226,118.264638
28.2897085,142,23.4176593,92.641391,118.582341
28.3101439,153,33.8376917,92.4507418,119.162308
28.3305792,152,31.9827998,92.2612829,120.0172
28.3510145,139,17.9974233,92.0730223,121.002577
28.3714498,143,20.8529861,91.8859679,122.147014
28.3918851,128,4.37258536,91.7001277,123.627415
28.4123204,139,12.9277499,91.5155091,126.07225
28.4327558,154,24.2434338,91.33212,129.756566
28.4531911,143,10.4061033,91.1499679,132.593897
28.4736264,140,5.25380328,90.9690603,134.746197
28.4940617,156,19.0413536,90.7894045,136.958646
28.514497,149,9.60616529,90.6110079,139.393835
28.5349323,169,26.8909908,90.4338778,142.109009
28.5553677,170,24.7848323,90.2580212,145.215168
28.575803,179,30.2240387,90.0834453,148.775961
28.5962383,158,5.4512755,89.9101571,152.548724
28.6166736,191,34.3199381,89.7381634,156.680062
28.6371089,199,37.6952224,89.567471,161.304778
28.6575442,161,-5.51484384,89.3980868,166.514844
28.6779796,170,-2.41094218,89.2300174,172.410942
28.6984149,181,1.884449,89.0632693,179.115551
28.7188502,199,12.2210593,88.897849,186.778941
28.7392855,205,9.41439249,88.733763,195.585608
28.7597208,213,7.23463266,88.5710175,205.765367
28.7801561,240,22.3780837,88.4096188,217.621916
28.8005915,237,5.44589219,88.249573,231.554108
28.8210268,265,16.9621969,88.0908862,248.037803
28.8414621,244,-23.7069061,87.9335644,267.706906
28.8618974,322,30.6148118,87.7776135,291.385188
28.8823327,375,54.8826664,87.6230393,320.117334
28.902768,399,43.6968436,87.4698474,355.303156
28.9232034,413,14.2617119,87.3180436,398.738288
28.9436387,472,19.3513086,87.1676334,452.648691
28.964074,593,73.3564269,87.0186223,519.643573
28.9845093,593,-9.48272794,86.8710156,602.482728
29.0049446,778,74.3494967,86.7248187,703.650503
29.0253799,862,36.8828435,86.5800367,825.117157
29.0458153,962,-7.61146172,86.4366748,969.611462
29.0662506,1169,22.9389758,86.294738,1146.06102
29.0866859,1342,-40.3153745,86.1542312,1382.31537
29.1071212,1616,-129.811255,86.0151594,1745.81125
29.1275565,2335,-27.6021763,85.8775274,2362.60218
29.1479918,3366,-5.92104057,85.7413397,3371.92104
29.1684272,4527,-113.659115,85.606601,4640.65912
29.1888625,5536,139.713826,85.4733159,5396.28617
29.2092978,5201,192.293611,85.3414887,5008.70639
29.2297331,4477,216.260485,85.2111239,4260.73952
29.2501684,3844,10.9132838,85.0822257,3833.08672
29.2706037,3415,49.4331032,84.9547982,3365.5669
29.2910391,2531,-17.2222949,84.8288456,2548.22229
29.3114744,1653,-82.6171711,84.7043718,1735.61717
29.3319097,1123,-65.3982749,84.5813808,1188.39827
29.352345,798,-68.0742619,84.4598764,866.074262
29.3727803,672,0.258604041,84.3398623,671.741396
29.3932156,547,0.696793155,84.2213422,546.303207
29.413651,438,-22.1611824,84.1043198,460.161182
29.4340863,400,1.88316233,83.9887983,398.116838
29.4545216,398,46.2188987,83.8747814,351.781101
29.4749569,340,23.8058938,83.7622722,316.194106
29.4953922,292,3.74714935,83.651274,288.252851
29.5158275,271,5.07472029,83.54179,265.92528
29.5362629,246,-1.82887507,83.4338232,247.828875
29.5566982,219,-13.9934232,83.3273765,232.993423
29.5771335,254,33.2658448,83.2224529,220.734155
29.5975688,253,42.4340724,83.1190551,210.565928
29.6180041,226,23.8984422,83.0171859,202.101558
29.6384394,222,26.9426262,82.9168479,195.057374
29.6588748,199,9.77734795,82.8180436,189.222652
29.6793101,179,-5.43978186,82.7207755,184.439782
29.6997454,204,23.4076066,82.625046,180.592393
29.7201807,194,16.4030434,82.5308572,177.596957
29.740616,219,43.6036659,82.4382115,175.396334
29.7610513,216,42.0459046,82.347111,173.954095
29.7814867,203,29.7517037,82.2575576,173.248296
29.801922,212,38.7368677,82.1695534,173.263132
29.8223573,209,35.0233896,82.0831001,173.97661
29.8427926,224,48.6572998,81.9981996,175.3427
29.8632279,217,39.7312254,81.9148535,177.268775
29.8836632,253,73.4060684,81.8330634,179.593932
29.9040986,252,69.93523,81.7528309,182.06477
29.9245339,255,70.6782372,81.6741575,184.321763
29.9449692,276,89.9874765,81.5970444,186.012524
29.9654045,251,64.1559877,81.5214929,186.844012
29.9858398,244,57.3499177,81.4475042,186.650082
30.0062751,229,43.5764525,81.3750794,185.423547
30.0267105,246,62.7103941,81.3042195,183.289606
30.0471458,251,70.5697336,81.2349256,180.430266
30.0675811,231,54.0699919,81.1671983,176.930008
30.0880164,269,96.5232512,81.1010385,172.476749
30.1084517,249,81.8658188,81.0364469,167.134181
30.128887,260,96.7836233,80.973424,163.216377
30.1493224,224,63.3698276,80.9119705,160.630172
30.1697577,229,70.3553389,80.8520867,158.644661
30.190193,225,67.8677501,80.7937729,157.13225
30.2106283,208,51.9206309,80.7370296,156.079369
30.2310636,218,62.5237842,80.6818567,155.476216
30.2514989,209,53.7239492,80.6282546,155.276051
30.2719343,192,36.8033177,80.5762232,155.196682
30.2923696,211,56.4047282,80.5257624,154.595272
30.3128049,207,53.651272,80.4768721,153.348728
30.3332402,222,68.3543677,80.4295522,153.645632
30.3536755,194,39.0449177,80.3838023,154.955082
30.3741108,202,45.1898387,80.339622,156.810161
30.3945462,211,52.0523459,80.2970109,158.947654
30.4149815,241,79.6409461,80.2559685,161.359054
30.4354168,242,77.9366121,80.2164941,164.063388
30.4558521,225,57.9191882,80.1785872,167.080812
30.4762874,227,56.573148,80.1422468,170.426852
30.4967228,186,11.8797799,80.1074721,174.12022
30.5171581,223,44.8079452,80.0742623,178.192055
30.5375934,221,38.3233597,80.0426164,182.67664
30.5580287,223,35.3861223,80.0125331,187.613878
30.578464,228,34.9491146,79.9840115,193.050885
30.5988993,229,29.9567731,79.9570502,199.043227
30.6193347,213,7.34358309,79.931648,205.656417
30.63977,236,23.0321767,79.9078033,212.967823
30.6602053,250,28.9309311,79.8855149,221.069069
30.6806406,204,-26.0690784,79.8647811,230.069078
30.7010759,238,-2.09804058,79.8456004,240.098041
30.7215112,265,13.6859276,79.827971,251.314072
30.7419466,276,12.0753332,79.8118911,263.924667
30.7623819,259,-19.2797488,79.7973589,278.279749
30.7828172,296,0.740329227,79.7843726,295.259671
30.8032525,299,-17.8534591,79.77293,316.853459
30.8236878,297,-46.2212188,79.7630292,343.221219
30.8441231,317,-51.7851225,79.754668,368.785123
30.8645585,331,-66.4134656,79.7478442,397.413466
30.8849938,398,-32.7747947,79.7425555,430.774795
30.9054291,401,-68.9940852,79.7387994,469.994085
30.9258644,446,-70.4223814,79.7365737,516.422381
30.9462997,516,-55.7051291,79.7358758,571.705129
30.966735,542,-95.7431536,79.7367031,637.743154
30.9871704,659,-57.4945734,79.739053,716.494573
31.0076057,757,-52.4625036,79.7429227,809.462504
31.028041,827,-89.7046615,79.7483095,916.704662
31.0484763,1038,2.56760757,79.7552105,1035.43239
31.0689116,1073,-85.9823663,79.7636227,1158.98237
31.0893469,1276,-1.95108422,79.7735432,1277.95108
31.1097823,1370,-14.5150175,79.7849689,1384.51502
31.1302176,1450,-24.4691583,79.7978966,1474.46916
31.1506529,1445,-99.9325486,79.8123231,1544.93255
31.1710882,1559,-46.6470273,79.8282453,1605.64703
31.1915235,1561,-102.820522,79.8456596,1663.82052
31.2119588,1687,-37.4559201,79.8645627,1724.45592
31.2323942,1849,58.0001482,79.8849512,1790.99985
31.2528295,2002,137.995982,79.9068214,1864.00402
31.2732648,2125,185.767669,79.9301697,1939.23233
31.2937001,2259,251.41275,79.9549926,2007.58725
31.3141354,2238,180.430912,79.9812861,2057.56909
31.3345707,2239,160.005022,80.0090466,2078.99498
31.3550061,2183,116.855556,80.0382701,2066.14444
31.3754414,2070,51.0361339,80.0689527,2018.96387
31.3958767,1945,3.05547454,80.1010904,1941.94453
31.416312,1794,-48.5238474,80.134679,1842.52385
31.4367473,1590,-139.800006,80.1697146,1729.80001
31.4571826,1587,-26.5066672,80.2061928,1613.50667
31.477618,1433,-69.9124211,80.2441094,1502.91242
31.4980533,1394,-12.2526029,80.2834601,1406.2526
31.5184886,1311,-19.2840406,80.3242405,1330.28404
31.5389239,1300,19.345281,80.3664462,1280.65472
31.5593592,1276,13.2062666,80.4100726,1262.79373
31.5797945,1485,201.531619,80.4551151,1283.46838
31.6002299,1548,191.77298,80.5015692,1356.22702
31.6206652,1679,163.961205,80.5494302,1515.03879
31.6411005,1998,160.780025,80.5986932,1837.21997
31.6615358,2735,245.945668,80.6493536,2489.05433
31.6819711,3936,138.121937,80.7014063,3797.87806
31.7024064,6080,-68.4692923,80.7548465,6148.46929
31.7228418,8659,-408.297501,80.8096692,9067.2975
31.7432771,9496,-582.718307,80.8658694,10078.7183
31.7637124,8460,582.15409,80.923442,7877.84591
31.7841477,6834,564.90398,80.9823817,6269.09602
31.804583,6301,97.1332514,81.0426834,6203.86675
31.8250183,5683,-209.198071,81.1043419,5892.19807
31.8454537,4248,84.0998936,81.1673517,4163.90011
31.865889,2670,134.779339,81.2317075,2535.22066
31.8863243,1765,142.065733,81.2974039,1622.93427
31.9067596,1220,70.3771932,81.3644354,1149.62281
31.9271949,887,5.26877492,81.4327964,881.731225
31.9476302,596,-118.336285,81.5024813,714.336285
31.9680656,544,-57.4227837,81.5734845,601.422784
31.9885009,449,-71.8089737,81.6458004,520.808974
32.0089362,363,-97.7342035,81.719423,460.734203
32.0293715,357,-57.4582931,81.7943467,414.458293
32.0498068,286,-91.870794,81.8705655,377.870794
32.0702421,290,-58.3367064,81.9480736,348.336706
32.0906775,251,-73.0970557,82.026865,324.097056
32.1111128,277,-26.9382344,82.1069336,303.938234
32.1315481,254,-33.0002342,82.1882735,287.000234
32.1519834,238,-34.6607178,82.2708786,272.660718
32.1724187,252,-8.46253371,82.3547425,260.462534
32.192854,213,-37.0672035,82.4398593,250.067204
32.2132894,235,-6.22457783,82.5262225,241.224578
32.2337247,233,-0.752967753,82.613826,233.752968
32.25416,231,3.47365827,82.7026633,227.526342
32.2745953,225,2.53356028,82.7927281,222.46644
32.2950306,196,-22.538251,82.8840139,218.538251
32.3154659,179,-36.7472899,82.9765143,215.74729
32.3359013,227,12.8637099,83.0702227,214.13629
32.3563366,214,0.223167317,83.1651326,213.776833
32.3767719,225,10.2531207,83.2612372,214.746879
32.3972072,247,29.9193871,83.3585301,217.080613
32.4176425,218,-2.68144168,83.4570044,220.681442
32.4380778,233,7.80457844,83.5566534,225.195422
32.4585132,226,-3.90069841,83.6574704,229.900698
32.4789485,272,38.3096404,83.7594485,233.69036
32.4993838,272,36.9624184,83.8625808,235.037582
32.5198191,243,11.0488949,83.9668604,231.951105
32.5402544,241,15.9295426,84.0722804,225.070457
32.5606897,257,36.1847471,84.1788337,220.815253
32.5811251,267,50.7497141,84.2865134,216.250286
32.6015604,235,23.9655043,84.3953124,211.034496
32.6219957,238,32.4593433,84.5052235,205.540657
32.642431,232,32.1738082,84.6162397,199.826192
32.6628663,226,32.9478392,84.7283537,193.052161
32.6833016,237,50.702885,84.8415583,186.297115
32.703737,218,32.6822682,84.9558462,185.317732
32.7241723,204,18.1933778,85.0712102,185.806622
32.7446076,217,28.534841,85.187643,188.465159
32.7650429,231,38.013952,85.3051371,192.986048
