'y-axis saved as y
'x,PKT-3-104-2_2MnO2_Y2O3_6NaCl_FlowO2_650_72.raw,Diff,Bkg,Ycalc
13.0449622,1004,45.0514189,958.440507,958.948581
13.0653975,1047,95.3915838,951.088201,951.608416
13.0858328,1020,75.6879159,943.782967,944.312084
13.1062682,972,34.9372963,936.524672,937.062704
13.1267035,1046,116.139644,929.313185,929.860356
13.1471388,1001,78.2950833,922.148372,922.704917
13.1675741,953,37.4037411,915.030097,915.596259
13.1880094,883,-25.5342553,907.958225,908.534255
13.2084447,899,-2.51877796,900.932619,901.518778
13.2288801,883,-11.5496981,893.953142,894.549698
13.2493154,865,-22.6268867,887.019654,887.626887
13.2697507,897,16.2497853,880.132015,880.750215
13.290186,923,49.0804457,873.290086,873.919554
13.3106213,856,-11.1347823,866.493724,867.134782
13.3310566,856,-4.39578437,859.742786,860.395784
13.351492,857,3.29753359,853.03713,853.702466
13.3719273,895,47.9452185,846.37661,847.054782
13.3923626,847,6.54718538,839.761083,840.452815
13.4127979,833,-0.896988084,833.1904,833.896988
13.4332332,817,-10.3878413,826.664417,827.387841
13.4536685,796,-24.9239957,820.182984,820.923996
13.4741039,805,-9.5024978,813.745954,814.502498
13.4945392,806,-2.12489486,807.353177,808.124895
13.5149745,774,-27.7918017,801.004503,801.791802
13.5354098,853,57.496863,794.699781,795.503137
13.5558451,725,-64.2587694,788.438859,789.258769
13.5762804,728,-55.0585716,782.221586,783.058572
13.5967158,726,-50.9024303,776.047808,776.90243
13.6171511,742,-28.7902666,769.917371,770.790267
13.6375864,690,-74.7220718,763.830122,764.722072
13.6580217,719,-39.697978,757.785904,758.697978
13.678457,711,-41.7184288,751.784563,752.718429
13.6988923,694,-52.7846727,745.825941,746.784673
13.7193277,694,-46.9002968,739.909883,740.900297
13.739763,690,-45.0717421,734.036229,735.071742
13.7601983,695,-34.2957179,728.204822,729.295718
13.7806336,701,-22.5499507,722.415503,723.549951
13.8010689,647,-70.8328157,716.668113,717.832816
13.8215042,651,-61.1549544,710.962492,712.154954
13.8419396,636,-70.5194824,705.298479,706.519482
13.8623749,619,-81.9264927,699.675913,700.926493
13.8828102,599,-96.3758761,694.094632,695.375876
13.9032455,597,-92.8675243,688.554475,689.867524
13.9236808,637,-47.4013322,683.055279,684.401332
13.9441161,607,-71.9771976,677.596881,678.977198
13.9645515,554,-119.595022,672.179117,673.595022
13.9849868,622,-46.2547103,666.801824,668.25471
14.0054221,566,-96.9561727,661.464837,662.956173
14.0258574,642,-15.6993254,656.16799,657.699325
14.0462927,544,-108.484094,650.91112,652.484094
14.066728,580,-67.3104196,645.69406,647.31042
14.0871634,555,-87.1782686,640.516644,642.178269
14.1075987,513,-124.087661,635.378705,637.087661
14.128034,543,-89.0387556,630.280077,632.038756
14.1484693,587,-40.03205,625.220593,627.03205
14.1689046,484,-138.068167,620.200085,622.068167
14.1893399,563,-54.1458555,615.218386,617.145855
14.2097753,556,-56.2623312,610.275326,612.262331
14.2302106,486,-121.41922,605.370738,607.41922
14.2506459,460,-142.617254,600.504452,602.617254
14.2710812,547,-50.8564961,595.676301,597.856496
14.2915165,517,-76.1369774,590.886113,593.136977
14.3119518,496,-92.4587431,586.13372,588.458743
14.3323872,491,-92.8218567,581.418952,583.821857
14.3528225,515,-64.2264011,576.741638,579.226401
14.3732578,486,-88.6724808,572.101608,574.672481
14.3936931,448,-122.160224,567.498692,570.160224
14.4141284,498,-67.6897859,562.932719,565.689786
14.4345637,523,-38.2613505,558.403517,561.26135
14.4549991,481,-75.8751347,553.910916,556.875135
14.4754344,474,-78.5313917,549.454744,552.531392
14.4958697,469,-79.2304154,545.034829,548.230415
14.516305,432,-111.972545,540.651,543.972545
14.5367403,438,-101.75817,536.303085,539.75817
14.5571756,447,-88.5877387,531.990911,535.587739
14.577611,452,-79.4617607,527.714308,531.461761
14.5980463,490,-37.3808196,523.473101,527.38082
14.6184816,452,-71.3455801,519.26712,523.34558
14.6389169,419,-100.356799,515.096191,519.356799
14.6593522,400,-115.415338,510.960142,515.415338
14.6797875,422,-89.5221786,506.858799,511.522179
14.7002229,455,-52.6784363,502.791992,507.678436
14.7206582,449,-54.8853834,498.759546,503.885383
14.7410935,433,-67.14447,494.761288,500.14447
14.7615288,368,-128.457351,490.797046,496.457351
14.7819641,383,-109.825919,486.866647,492.825919
14.8023994,416,-73.2523379,482.969918,489.252338
14.8228348,415,-70.7390919,479.106685,485.739092
14.8432701,391,-91.2890345,475.276776,482.289035
14.8637054,409,-69.9054529,471.480018,478.905453
14.8841407,398,-77.5921428,467.716237,475.592143
14.904576,430,-42.3534991,463.985261,472.353499
14.9250113,390,-79.1946256,460.286916,469.194626
14.9454467,387,-79.1214678,456.62103,466.121468
14.965882,375,-88.1409749,452.98743,463.140975
14.9863173,384,-76.2612982,449.385943,460.261298
15.0067526,395,-62.492034,445.816395,457.492034
15.0271879,375,-79.8445237,442.278615,454.844524
15.0476232,380,-72.3322242,438.772429,452.332224
15.0680586,376,-73.9711669,435.297665,449.971167
15.0884939,373,-74.7805272,431.854151,447.780527
15.1089292,408,-37.7833315,428.441713,445.783331
15.1293645,344,-100.007332,425.06018,444.007332
15.1497998,363,-79.486085,421.709379,442.486085
15.1702352,354,-87.2602615,418.389139,441.260261
15.1906705,361,-79.3792186,415.099287,440.379219
15.2111058,377,-62.9028149,411.839651,439.902815
15.2315411,359,-80.9033929,408.61006,439.903393
15.2519764,357,-83.467711,405.410342,440.467711
15.2724117,358,-83.6983538,402.240326,441.698354
15.2928471,344,-99.7137392,399.09984,443.713739
15.3132824,374,-72.6452093,395.988714,446.645209
15.3337177,348,-102.628876,392.906776,450.628876
15.354153,371,-84.7890826,389.853856,455.789083
15.3745883,375,-87.2101214,386.829783,462.210121
15.3950236,379,-90.8945742,383.834387,469.894574
15.415459,404,-74.7123692,380.867498,478.712369
15.4358943,414,-74.3565018,377.928946,488.356502
15.4563296,425,-73.3375767,375.018561,498.337577
15.4767649,459,-49.0584397,372.136173,508.05844
15.4972002,438,-78.9892085,369.281614,516.989209
15.5176355,484,-40.8944519,366.454714,524.894452
15.5380709,478,-53.9697338,363.655304,531.969734
15.5585062,467,-71.6942243,360.883216,538.694224
15.5789415,476,-69.278492,358.138282,545.278492
15.5993768,491,-59.8509272,355.420334,550.850927
15.6198121,549,-3.99726752,352.729203,552.997268
15.6402474,541,-7.53255545,350.064723,548.532555
15.6606828,484,-51.4995769,347.426725,535.499577
15.6811181,462,-52.7235779,344.815044,514.723578
15.7015534,416,-73.4118158,342.229512,489.411816
15.7219887,400,-63.4063892,339.669964,463.406389
15.742424,389,-50.6085792,337.136232,439.608579
15.7628593,302,-117.364073,334.628151,419.364073
15.7832947,343,-59.7599804,332.145556,402.75998
15.80373,295,-94.272479,329.688282,389.272479
15.8241653,334,-44.249091,327.256164,378.249091
15.8446006,310,-59.1219221,324.849036,369.121922
15.8650359,307,-54.4576403,322.466736,361.45764
15.8854712,300,-54.9452931,320.109099,354.945293
15.9059066,312,-37.3707986,317.775962,349.370799
15.9263419,329,-15.5939341,315.467162,344.593934
15.9467772,328,-12.5297991,313.182535,340.529799
15.9672125,317,-20.1313678,310.92192,337.131368
15.9876478,307,-27.3654123,308.685154,334.365412
16.0080831,292,-40.1673169,306.472075,332.167317
16.0285185,331,0.625795606,304.282523,330.374204
16.0489538,326,-2.68019743,302.116335,328.680197
16.0693891,312,-14.6561358,299.973353,326.656136
16.0898244,328,4.09794623,297.853414,323.902054
16.1102597,327,6.72135205,295.756361,320.278648
16.130695,309,-6.98178859,293.682032,315.981789
16.1511304,297,-14.3965237,291.630269,311.396524
16.1715657,352,45.1036404,289.600914,306.89636
16.192001,251,-51.7152436,287.593808,302.715244
16.2124363,294,-4.92825758,285.608794,298.928258
16.2328716,312,16.4908016,283.645713,295.509198
16.2533069,255,-37.3952873,281.704409,292.395287
16.2737423,284,-5.52352769,279.784725,289.523528
16.2941776,239,-47.8428746,277.886506,286.842875
16.3146129,266,-18.3151937,276.009595,284.315194
16.3350482,249,-32.9128871,274.153837,281.912887
16.3554835,247,-32.6162529,272.319078,279.616253
16.3759188,235,-42.4114131,270.505162,277.411413
16.3963542,240,-35.2888912,268.711936,275.288891
16.4167895,255,-18.2427454,266.939247,273.242745
16.4372248,255,-16.2701727,265.186941,271.270173
16.4576601,278,8.62842797,263.454865,269.371572
16.4780954,254,-13.5511748,261.742868,267.551175
16.4985307,282,16.1814365,260.050798,265.818564
16.5189661,236,-28.1918336,258.378503,264.191834
16.5394014,257,-5.70391484,256.725833,262.703915
16.5598367,261,-0.414420422,255.092638,261.41442
16.580272,273,12.5700543,253.478767,260.429946
16.6007073,261,1.06293149,251.884071,259.937069
16.6211426,288,27.7447325,250.308402,260.255268
16.641578,263,1.08799499,248.751611,261.912005
16.6620133,274,8.32443623,247.21355,265.675564
16.6824486,246,-26.1701698,245.694072,272.17017
16.7028839,243,-37.2965061,244.193029,280.296506
16.7233192,277,-8.56159068,242.710276,285.561591
16.7437545,314,30.6070991,241.245666,283.392901
16.7641899,252,-23.0553093,239.799054,275.055309
16.7846252,270,5.51019761,238.370296,264.489802
16.8050605,250,-4.53551523,236.959246,254.535515
16.8254958,217,-30.1796495,235.56576,247.17965
16.8459311,224,-18.3763261,234.189697,242.376326
16.8663664,256,16.9087491,232.830911,239.091251
16.8868018,245,8.41551702,231.489262,236.584483
16.9072371,235,0.505369274,230.164607,234.494631
16.9276724,248,15.3503908,228.856805,232.649609
16.9481077,230,-0.961231498,227.565715,230.961231
16.968543,241,11.6194107,226.291197,229.380589
16.9889783,246,18.1213113,225.033111,227.878689
17.0094137,235,8.56262359,223.791318,226.437376
17.029849,218,-7.04475905,222.565679,225.044759
17.0502843,242,18.3072596,221.356056,223.69274
17.0707196,236,13.6243764,220.162312,222.375624
17.0911549,239,17.9107176,218.984309,221.089282
17.1115902,239,19.1693507,217.821911,219.830649
17.1320256,224,5.40261018,216.674981,218.59739
17.1524609,241,23.612311,215.543386,217.387689
17.1728962,262,45.7998919,214.426988,216.200108
17.1933315,261,45.9665123,213.325655,215.033488
17.2137668,230,16.1131176,212.239252,213.886882
17.2342021,247,34.2404787,211.167646,212.759521
17.2546375,245,33.3491991,210.110704,211.650801
17.2750728,235,24.4396291,209.068295,210.560371
17.2955081,251,41.5117854,208.040286,209.488215
17.3159434,235,26.5662864,207.026547,208.433714
17.3363787,222,14.6051631,206.026947,207.394837
17.356814,223,16.6285963,205.041356,206.371404
17.3772494,239,33.6362844,204.069645,205.363716
17.3976847,205,0.628396783,203.111685,204.371603
17.41812,219,15.6052396,202.167349,203.39476
17.4385553,238,35.5671573,201.236507,202.432843
17.4589906,215,13.5145948,200.319033,201.485405
17.4794259,252,51.4482834,199.414801,200.551717
17.4998613,232,32.3698312,198.523685,199.630169
17.5202966,229,30.2822136,197.645559,198.717786
17.5407319,267,69.1856189,196.780299,197.814381
17.5611672,228,31.072936,195.92778,196.927064
17.5816025,234,37.9451853,195.087879,196.054815
17.6020378,235,39.8140686,194.260472,195.185931
17.6224732,219,24.6784042,193.445437,194.321596
17.6429085,208,14.5170507,192.642653,193.482949
17.6633438,219,26.3279488,191.851997,192.672051
17.6837791,232,40.1228108,191.07335,191.877189
17.7042144,218,26.9057664,190.30659,191.094234
17.7246498,258,67.6784973,189.551599,190.321503
17.7450851,209,19.4437497,188.808257,189.55625
17.7655204,219,30.2011704,188.076446,188.79883
17.7859557,247,58.9421773,187.356049,188.057823
17.806391,209,21.6641507,186.646947,187.335849
17.8268263,222,35.3726878,185.949024,186.627312
17.8472617,198,12.0696564,185.262164,185.930344
17.867697,226,40.7552782,184.586252,185.244722
17.8881323,232,47.4296768,183.921172,184.570323
17.9085676,209,25.0929705,183.266811,183.907029
17.9290029,207,23.7452767,182.623054,183.254723
17.9494382,230,47.3867151,181.989789,182.613285
17.9698736,225,43.0174119,181.366903,181.982588
17.9903089,205,23.6375092,180.754284,181.362491
18.0107442,214,33.2471875,180.15182,180.752813
18.0311795,223,42.8467399,179.559402,180.15326
18.0516148,190,10.4367735,178.976918,179.563227
18.0720501,203,24.0180251,178.404258,178.981975
18.0924855,188,9.5893887,177.841315,178.410611
18.1129208,216,38.148242,177.28798,177.851758
18.1333561,228,50.6964024,176.744144,177.303598
18.1537914,195,18.2348064,176.209701,176.765194
18.1742267,211,34.7638271,175.684544,176.236173
18.194662,204,28.2840735,175.168567,175.715926
18.2150974,213,37.7969034,174.661664,175.203097
18.2355327,204,29.3058705,174.163731,174.694129
18.255968,231,56.8172402,173.674663,174.18276
18.2764033,193,19.328046,173.194357,173.671954
18.2968386,200,26.8166046,172.722709,173.183395
18.3172739,193,20.280269,172.259618,172.719731
18.3377093,200,27.7306062,171.80498,172.269394
18.3581446,210,38.1711248,171.358696,171.828875
18.3785799,239,67.6019567,170.920664,171.398043
18.3990152,239,68.022993,170.490783,170.977007
18.4194505,239,68.4340631,170.068956,170.565937
18.4398858,202,31.8349266,169.655082,170.165073
18.4603212,218,48.225258,169.249063,169.774742
18.4807565,213,43.6046213,168.850802,169.395379
18.5011918,209,39.9724335,168.460201,169.027566
18.5216271,229,60.3279153,168.077164,168.672085
18.5420624,217,48.6700197,167.701595,168.32998
18.5624977,214,45.9973307,167.333398,168.002669
18.5829331,211,43.3079146,166.972479,167.692085
18.6033684,183,15.5990991,166.618744,167.400901
18.6238037,188,20.8671387,166.272098,167.132861
18.644239,186,19.1067047,165.932449,166.893295
18.6646743,206,39.3101127,165.599705,166.689887
18.6851096,214,47.4662027,165.273773,166.533797
18.705545,231,64.5588367,164.954563,166.441163
18.7259803,198,31.5645833,164.641983,166.435417
18.7464156,211,44.449103,164.335944,166.550897
18.7668509,194,27.1689375,164.036355,166.831063
18.7872862,200,32.687822,163.743129,167.312178
18.8077215,205,37.0019436,163.456177,167.998056
18.8281569,202,33.1977808,163.17541,168.802219
18.8485922,210,40.5019358,162.900743,169.498064
18.8690275,188,18.2211923,162.632088,169.778808
18.8894628,189,19.5445893,162.369359,169.455411
18.9098981,187,18.4168474,162.112471,168.583153
18.9303334,180,12.6271167,161.861339,167.372883
18.9507688,205,38.9360258,161.615879,166.063974
18.9712041,187,22.152181,161.376007,164.847819
18.9916394,196,32.1834599,161.14164,163.81654
19.0120747,221,58.0169388,160.912695,162.983061
19.03251,203,40.6685218,160.689091,162.331478
19.0529453,191,29.193364,160.470746,161.806636
19.0733807,186,24.6325199,160.257579,161.36748
19.093816,207,46.010912,160.049511,160.989088
19.1142513,195,34.3449634,159.846461,160.655037
19.1346866,218,57.6457657,159.64835,160.354234
19.1551219,206,45.9209215,159.455101,160.079078
19.1755572,203,43.1757411,159.266634,159.824259
19.1959926,195,35.4140103,159.082873,159.58599
19.2164279,194,34.6384839,158.90374,159.361516
19.2368632,200,40.8512059,158.72916,159.148794
19.2572985,186,27.0537222,158.559057,158.946278
19.2777338,222,63.2472225,158.393356,158.752777
19.2981691,193,34.4326382,158.231982,158.567362
19.3186045,205,46.6107069,158.074861,158.389293
19.3390398,214,55.7819801,157.92192,158.21802
19.3594751,180,21.9466527,157.773086,158.053347
19.3799104,188,30.1040338,157.628286,157.895966
19.4003457,186,28.2512568,157.48745,157.748743
19.420781,186,28.3794369,157.350505,157.620563
19.4412164,202,44.4581803,157.217381,157.54182
19.4616517,214,56.4161204,157.088008,157.58388
19.482087,181,23.261479,156.962317,157.738521
19.5025223,203,45.2229822,156.840238,157.777018
19.5229576,216,58.2936844,156.721704,157.706316
19.5433929,196,38.3808366,156.606645,157.619163
19.5638283,202,44.4630334,156.494996,157.536967
19.5842636,188,30.5390708,156.386688,157.460929
19.6046989,226,68.6088493,156.281657,157.391151
19.6251342,177,19.672238,156.179835,157.327762
19.6455695,178,20.7290683,156.081159,157.270932
19.6660048,190,32.7790898,155.985563,157.22091
19.6864402,185,27.8217615,155.892984,157.178238
19.7068755,183,25.8556886,155.803357,157.144311
19.7273108,184,26.8772965,155.71662,157.122704
19.7477461,190,32.8769379,155.632711,157.123062
19.7681814,205,47.8233096,155.551567,157.17669
19.7886167,184,26.6436387,155.473127,157.356361
19.8090521,193,35.3433022,155.397331,157.656698
19.8294874,202,44.1477969,155.324117,157.852203
19.8499227,184,26.0508836,155.253427,157.949116
19.870358,171,12.9598101,155.1852,158.04019
19.8907933,173,14.8517407,155.119379,158.148259
19.9112286,174,15.7235264,155.055904,158.276474
19.931664,165,6.57277511,154.994718,158.427225
19.9520993,182,23.3966517,154.935765,158.603348
19.9725346,197,38.1917776,154.878987,158.808222
19.9929699,177,17.9541037,154.824328,159.045896
20.0134052,189,29.6787483,154.771732,159.321252
20.0338405,175,15.3597854,154.721145,159.640215
20.0542759,175,14.9899724,154.672512,160.010028
20.0747112,164,3.56039278,154.625778,160.439607
20.0951465,184,23.0599815,154.580891,160.940019
20.1155818,189,27.4748867,154.537797,161.525113
20.1360171,180,17.7876115,154.496443,162.212389
20.1564524,197,33.9758814,154.456778,163.024119
20.1768878,165,1.01129067,154.418749,163.988709
20.1973231,190,24.8581473,154.382307,165.141853
20.2177584,177,10.4690515,154.347399,166.530948
20.2381937,200,31.763574,154.313977,168.236426
20.258629,179,8.61636274,154.281991,170.383637
20.2790644,189,15.8907498,154.251391,173.10925
20.2994997,207,30.3723332,154.222129,176.627667
20.319935,179,-2.28123334,154.194157,181.281233
20.3403703,215,27.3716645,154.167427,187.628335
20.3608056,197,0.369070554,154.141892,196.630929
20.3812409,220,9.96576948,154.117506,210.034231
20.4016763,222,-9.08218917,154.094222,231.082189
20.4221116,281,15.2590411,154.071995,265.740959
20.4425469,342,17.4722003,154.05078,324.5278
20.4629822,457,33.2776169,154.030531,423.722383
20.4834175,567,-10.3872137,154.011205,577.387214
20.5038528,780,19.149922,153.992758,760.850078
20.5242882,964,88.1310257,153.975147,875.868974
20.5447235,875,27.1908647,153.958328,847.809135
20.5651588,774,31.2376449,153.94226,742.762355
20.5855941,675,63.5399265,153.9269,611.460074
20.6060294,475,8.60777187,153.912207,466.392228
20.6264647,352,3.05022371,153.898141,348.949776
20.6469001,257,-20.0225623,153.88466,277.022562
20.6673354,217,-19.8780994,153.871725,236.878099
20.6877707,190,-23.5556034,153.859296,213.555603
20.708206,181,-17.9560985,153.847334,198.956098
20.7286413,189,-0.201895162,153.8358,189.201895
20.7490766,171,-11.3467866,153.824656,182.346787
20.769512,169,-8.33616961,153.813865,177.33617
20.7899473,186,12.4418652,153.803389,173.558135
20.8103826,180,9.36278802,153.793191,170.637212
20.8308179,187,18.6676653,153.783235,168.332335
20.8512532,191,24.5170818,153.773485,166.482918
20.8716885,163,-1.9786851,153.763905,164.978685
20.8921239,185,21.2581489,153.754461,163.741851
20.9125592,167,4.2840598,153.745117,162.71594
20.9329945,169,7.141841,153.735839,161.858159
20.9534298,165,3.86620531,153.726594,161.133795
20.9738651,163,2.4875602,153.717348,160.51244
20.9943004,168,8.03305626,153.708068,159.966944
21.0147358,176,16.524582,153.698722,159.475418
21.0351711,153,-6.02378807,153.689278,159.023788
21.0556064,159,0.394569376,153.679703,158.605431
21.0760417,167,8.780966,153.669968,158.219034
21.096477,158,0.133401369,153.66004,157.866599
21.1169123,149,-8.5485379,153.649891,157.548538
21.1373477,142,-15.263234,153.639488,157.263234
21.157783,155,-2.00817846,153.628804,157.008178
21.1782183,162,5.21916837,153.617809,156.780832
21.1986536,157,0.41910609,153.606473,156.580894
21.2190889,168,11.5883715,153.59477,156.411628
21.2395242,160,3.73099109,153.58267,156.269009
21.2599596,145,-11.130317,153.570147,156.130317
21.2803949,148,-7.98583406,153.557173,155.985834
21.3008302,159,3.16244968,153.543721,155.83755
21.3212655,165,9.33904799,153.529765,155.660952
21.3417008,153,-2.39832679,153.51528,155.398327
