'y-axis saved as y
'x,PKT-3-103-2_mNaMnO2_YOCl_FlowO2_650_24.raw,Diff,Bkg,Ycalc
21.3212655,162,-11.0698889,159.491705,173.069889
21.3417008,182,9.53684255,159.47174,172.463157
21.3621361,150,-21.8990843,159.451074,171.899084
21.3825715,150,-21.36474,159.429685,171.36474
21.4030068,183,12.1255935,159.407555,170.874407
21.4234421,165,-5.41596039,159.384662,170.41596
21.4438774,158,-11.9865964,159.360986,169.986596
21.4643127,186,16.4161836,159.336509,169.583816
21.484748,161,-8.20539054,159.311212,169.205391
21.5051834,197,28.1506765,159.285075,168.849323
21.5256187,148,-20.5138265,159.25808,168.513827
21.546054,179,10.8027068,159.23021,168.197293
21.5664893,156,-11.8982787,159.201447,167.898279
21.5869246,163,-4.61548182,159.171773,167.615482
21.6073599,161,-6.34772955,159.141173,167.34773
21.6277953,133,-34.0939637,159.109628,167.093964
21.6482306,130,-36.9674631,159.077124,166.967463
21.6686659,188,21.2604661,159.043644,166.739534
21.6891012,169,2.47699753,159.009173,166.523002
21.7095365,167,0.6828318,158.973696,166.317168
21.7299718,165,-1.12140078,158.937197,166.121401
21.7504072,143,-22.9735815,158.899663,165.973581
21.7708425,142,-23.7964729,158.861079,165.796473
21.7912778,155,-10.6279088,158.821431,165.627909
21.8117131,166,0.53251035,158.780707,165.46749
21.8321484,154,-11.3148647,158.738892,165.314865
21.8525837,164,-1.16972915,158.695974,165.169729
21.8730191,147,-18.0318224,158.65194,165.031822
21.8934544,159,-5.90092615,158.606779,164.900926
21.9138897,160,-4.77686376,158.560478,164.776864
21.934325,127,-37.6594991,158.513026,164.659499
21.9547603,168,3.45126344,158.464411,164.548737
21.9751956,153,-11.4445211,158.414624,164.444521
21.995631,143,-21.3468387,158.363652,164.346839
22.0160663,161,-3.25571797,158.311486,164.255718
22.0365016,144,-20.1897671,158.258115,164.189767
22.0569369,142,-22.1294309,158.203531,164.129431
22.0773722,152,-12.0653541,158.147723,164.065354
22.0978075,138,-26.0064836,158.090682,164.006484
22.1182429,177,13.0493757,158.0324,163.950624
22.1386782,169,5.09748207,157.972868,163.902518
22.1591135,159,-4.86256627,157.912078,163.862566
22.1795488,167,3.16639205,157.850022,163.833608
22.1999841,188,24.1075033,157.786693,163.892497
22.2204194,149,-14.8816508,157.722082,163.881651
22.2408548,160,-3.88143472,157.656183,163.881435
22.2612901,153,-10.8927244,157.588989,163.892724
22.2817254,156,-7.91653498,157.520494,163.916535
22.3021607,157,-6.95404447,157.450691,163.954044
22.322596,150,-14.0066228,157.379574,164.006623
22.3430313,134,-30.075867,157.307137,164.075867
22.3634667,174,9.84484809,157.233376,164.155152
22.383902,173,8.74416116,157.158285,164.255839
22.4043373,142,-22.3885878,157.081858,164.388588
22.4247726,171,6.45368769,157.004092,164.546312
22.4452079,149,-15.7318022,156.924982,164.731802
22.4656432,140,-24.9463837,156.844524,164.946384
22.4860786,137,-28.1881088,156.762714,165.188109
22.5065139,149,-16.4506297,156.679549,165.45063
22.5269492,148,-17.7247551,156.595024,165.724755
22.5473845,166,-0.00389160442,156.509137,166.003892
22.5678198,162,-4.28770612,156.421886,166.287706
22.5882551,138,-28.5796879,156.333267,166.579688
22.6086905,151,-15.8837386,156.243278,166.883739
22.6291258,140,-27.2027869,156.151917,167.202787
22.6495611,126,-41.5369278,156.059182,167.536928
22.6699964,145,-22.8816203,155.965071,167.88162
22.6904317,151,-17.2276099,155.869584,168.22761
22.710867,158,-10.5620046,155.772718,168.562005
22.7313024,141,-27.8695161,155.674473,168.869516
22.7517377,156,-13.133623,155.574848,169.133623
22.772173,134,-35.3377839,155.473843,169.337784
22.7926083,164,-5.46677663,155.371458,169.466777
22.8130436,143,-26.5080915,155.267691,169.508091
22.833479,152,-17.4531863,155.162544,169.453186
22.8539143,143,-26.2983811,155.056017,169.298381
22.8743496,159,-10.0452106,154.948111,169.045211
22.8947849,148,-20.7001664,154.838825,168.700166
22.9152202,173,4.72611655,154.728162,168.273883
22.9356555,160,-7.77993883,154.616123,167.779939
22.9560909,135,-32.2334829,154.502709,167.233483
22.9765262,142,-24.6499235,154.387921,166.649924
22.9969615,166,-0.0438315746,154.271762,166.043832
23.0173968,139,-26.4281605,154.154233,165.42816
23.0378321,150,-14.8440693,154.035338,164.844069
23.0582674,147,-17.2400659,153.915077,164.240066
23.0787028,138,-25.6772848,153.793455,163.677285
23.0991381,163,-0.149812168,153.670473,163.149812
23.1195734,146,-16.6078691,153.546135,162.607869
23.1400087,175,12.9083644,153.420445,162.091636
23.160444,166,4.39826987,153.293405,161.60173
23.1808793,162,0.861982092,153.165019,161.138018
23.2013147,150,-10.699834,153.035291,160.699834
23.22175,173,12.713837,152.904224,160.286163
23.2421853,145,-14.8957788,152.771824,159.895779
23.2626206,142,-17.5273495,152.638094,159.527349
23.2830559,153,-6.17951416,152.503039,159.179514
23.3034912,135,-23.8509378,152.366664,158.850938
23.3239266,143,-15.5403493,152.228972,158.540349
23.3443619,150,-8.33805122,152.089971,158.338051
23.3647972,164,5.93961518,151.949663,158.060385
23.3852325,136,-21.7974901,151.808056,157.79749
23.4056678,141,-16.5537563,151.665154,157.553756
23.4261031,158,0.682192552,151.520963,157.317807
23.4465385,132,-25.0940651,151.37549,157.094065
23.4669738,148,-8.8832417,151.228739,156.883242
23.4874091,139,-17.6843043,151.080717,156.684304
23.5078444,154,-2.4970822,150.931431,156.497082
23.5282797,145,-11.2263352,150.780886,156.226335
23.548715,144,-12.028293,150.62909,156.028293
23.5691504,166,10.1223918,150.476049,155.877608
23.5895857,142,-13.7393162,150.321771,155.739316
23.610021,131,-24.6138169,150.166261,155.613817
23.6304563,149,-6.50143851,150.009528,155.501439
23.6508916,139,-16.4022393,149.851579,155.402239
23.6713269,149,-6.31572107,149.692421,155.315721
23.6917623,164,8.7594921,149.532061,155.240508
23.7121976,176,20.7350853,149.370508,155.264915
23.7326329,153,-2.22823153,149.20777,155.228232
23.7530682,158,2.82938372,149.043854,155.170616
23.7735035,134,-21.1131176,148.878768,155.113118
23.7939388,130,-25.0556596,148.712521,155.05566
23.8143742,127,-28.0004612,148.545122,155.000461
23.8348095,138,-16.9515928,148.376578,154.951593
23.8552448,141,-13.9145538,148.206899,154.914554
23.8756801,144,-10.8943803,148.036093,154.89438
23.8961154,107,-47.896822,147.864168,154.896822
23.9165507,134,-20.9268912,147.691135,154.926891
23.9369861,143,-11.9892051,147.517002,154.989205
23.9574214,131,-24.0882804,147.341778,155.08828
23.9778567,139,-16.2382174,147.165473,155.238217
23.998292,133,-22.4470293,146.988097,155.447029
24.0187273,130,-25.6161068,146.809657,155.616107
24.0391626,138,-17.7861726,146.630166,155.786173
24.059598,144,-12.1639767,146.449631,156.163977
24.0800333,130,-26.6258791,146.268064,156.625879
24.1004686,146,-11.1874191,146.085473,157.187419
24.1209039,149,-8.86815109,145.901869,157.868151
24.1413392,144,-14.6928401,145.717263,158.69284
24.1617745,142,-17.6930672,145.531664,159.693067
24.1822099,122,-38.9093829,145.345083,160.909383
24.2026452,158,-4.39402029,145.157531,162.39402
24.2230805,145,-19.2151391,144.969017,164.215139
24.2435158,161,-5.46038344,144.779553,166.460383
24.2639511,160,-9.24192847,144.589149,169.241928
24.2843864,148,-24.6986827,144.397816,172.698683
24.3048218,174,-2.99133191,144.205565,176.991332
24.3252571,170,-12.2812047,144.012406,182.281205
24.3456924,164,-24.6874021,143.818352,188.687402
24.3661277,197,0.754873766,143.623413,196.245126
24.386563,209,2.60200649,143.4276,206.397994
24.4069983,239,22.7668603,143.230925,216.23314
24.4274337,225,-2.38380389,143.033399,227.383804
24.447869,256,16.1553208,142.835033,239.844679
24.4683043,275,22.2160061,142.63584,252.783994
24.4887396,271,6.73307291,142.435829,264.266927
24.5091749,239,-32.6058009,142.235014,271.605801
24.5296102,268,-4.91096942,142.033406,272.910969
24.5500456,270,1.83198002,141.831016,268.16802
24.5704809,235,-23.6287284,141.627857,258.628728
24.5909162,212,-33.8823793,141.423941,245.882379
24.6113515,209,-22.6893543,141.219279,231.689354
24.6317868,196,-21.7697894,141.013883,217.769789
24.6522221,194,-11.3176891,140.807766,205.317689
24.6726575,166,-28.8187138,140.600939,194.818714
24.6930928,160,-26.2475068,140.393415,186.247507
24.7135281,157,-22.343156,140.185207,179.343156
24.7339634,158,-15.7906454,139.976325,173.790645
24.7543987,159,-10.3026716,139.766784,169.302672
24.774834,160,-5.64391887,139.556594,165.643919
24.7952694,167,4.36942108,139.34577,162.630579
24.8157047,160,-0.121925223,139.134322,160.121925
24.83614,147,-11.010876,138.922264,158.010876
24.8565753,149,-7.19950368,138.709608,156.199504
24.8770106,146,-8.6581097,138.496367,154.65811
24.8974459,154,0.677902013,138.282554,153.322098
24.9178813,133,-19.1540176,138.06818,152.154018
24.9383166,149,-2.12426728,137.85326,151.124267
24.9587519,144,-6.21014197,137.637805,150.210142
24.9791872,140,-9.39294449,137.421829,149.392944
24.9996225,156,7.34213961,137.205345,148.65786
25.0200578,151,3.00704937,136.988364,147.992951
25.0404932,128,-19.3885393,136.7709,147.388539
25.0609285,130,-16.8367581,136.552967,146.836758
25.0813638,136,-10.3311989,136.334577,146.331199
25.1017991,119,-26.86665,136.115742,145.86665
25.1222344,128,-17.4388942,135.896477,145.438894
25.1426697,150,4.95544238,135.676793,145.044558
25.1631051,123,-21.6809973,135.456705,144.680997
25.1835404,145,0.653777915,135.236225,144.346222
25.2039757,141,-3.03884028,135.015366,144.03884
25.224411,112,-31.5479096,134.794141,143.54791
25.2448463,122,-21.2952337,134.572564,143.295234
25.2652816,118,-25.0691571,134.350648,143.069157
25.285717,142,-0.870563066,134.128405,142.870563
25.3061523,154,11.2991023,133.905849,142.700898
25.3265876,114,-28.5620966,133.682994,142.562097
25.3470229,142,-0.45636672,133.459852,142.456367
25.3674582,118,-24.3856894,133.236436,142.385689
25.3878936,141,-1.35084984,133.01276,142.35085
25.4083289,133,-9.34982599,132.788837,142.349826
25.4287642,150,7.75521615,132.56468,142.244784
25.4491995,141,-1.28455003,132.340303,142.28455
25.4696348,124,-18.317699,132.115718,142.317699
25.4900701,126,-16.3228832,131.890939,142.322883
25.5105055,132,-10.2846785,131.665979,142.284678
25.5309408,132,-10.1990931,131.440852,142.199093
25.5513761,150,7.92639609,131.21557,142.073604
25.5718114,137,-4.92352543,130.990147,141.923525
25.5922467,159,17.2318394,130.764596,141.768161
25.612682,166,24.3588409,130.53893,141.641159
25.6331174,142,0.467398839,130.313163,141.532601
25.6535527,129,-12.468687,130.087307,141.468687
25.673988,147,5.54321805,129.861376,141.456782
25.6944233,135,-6.49980364,129.635383,141.499804
25.7148586,141,-0.597308829,129.409342,141.597309
25.7352939,137,-5.34047945,129.183265,142.340479
25.7557293,136,-7.67097916,128.957165,143.670979
25.7761646,155,11.0765429,128.731056,143.923457
25.7965999,137,-7.2022946,128.504951,144.202295
25.8170352,137,-7.49280283,128.278862,144.492803
25.8374705,150,5.18709444,128.052804,144.812906
25.8579058,138,-7.07312803,127.826789,145.073128
25.8783412,130,-15.2900607,127.60083,145.290061
25.8987765,135,-10.4486895,127.37494,145.448689
25.9192118,165,19.4607163,127.149132,145.539284
25.9396471,145,-0.565672604,126.923419,145.565673
25.9600824,151,5.47008068,126.697815,145.529919
25.9805177,156,10.5483643,126.472331,145.451636
26.0009531,138,-7.35478843,126.246982,145.354788
26.0213884,167,21.7131553,126.021779,145.286845
26.0418237,158,12.6835494,125.796736,145.316451
26.062259,150,4.64826059,125.571866,145.351739
26.0826943,153,7.49783377,125.347181,145.502166
26.1031296,175,29.1916834,125.122694,145.808317
26.123565,156,9.68351593,124.898418,146.316484
26.1440003,142,-5.08201537,124.674366,147.082015
26.1644356,159,10.5972774,124.45055,148.402723
26.1848709,177,27.0866015,124.226983,149.913399
26.2053062,173,21.0594255,124.003677,151.940574
26.2257415,150,-4.6015461,123.780646,154.601546
26.2461769,166,7.99999895,123.557901,158.000001
26.2666122,190,27.841087,123.335455,162.158913
26.2870475,160,-6.895531,123.113321,166.895531
26.3074828,170,-1.67643749,122.891511,171.676437
26.3279181,174,-1.61740043,122.670037,175.6174
26.3483534,152,-25.8204529,122.448913,177.820453
26.3687888,166,-11.8785113,122.228149,177.878511
26.3892241,169,-6.99942965,122.007759,175.99943
26.4096594,141,-31.6649263,121.787754,172.664926
26.4300947,160,-8.3834484,121.568147,168.383448
26.45053,158,-5.70547612,121.34895,163.705476
26.4709653,134,-25.1735046,121.130174,159.173505
26.4914007,172,16.8329225,120.911833,155.167078
26.511836,165,13.1559004,120.693938,151.8441
26.5322713,157,7.79626998,120.4765,149.20373
26.5527066,144,-3.26590787,120.259533,147.265908
26.5731419,154,8.09475921,120.043047,145.905241
26.5935772,149,4.1379692,119.827055,144.862031
26.6140126,122,-22.2144708,119.611567,144.214471
26.6344479,144,0.0822446404,119.396597,143.917755
26.6548832,151,7.07943833,119.182155,143.920562
26.6753185,159,14.8627335,118.968253,144.137267
26.6957538,122,-22.5596253,118.754903,144.559625
26.7161891,134,-10.8476043,118.542116,144.847604
26.7366245,147,2.2335376,118.329903,144.766462
26.7570598,131,-13.3866158,118.118277,144.386616
26.7774951,166,22.2376683,117.907247,143.762332
26.7979304,132,-10.9889035,117.696826,142.988904
26.8183657,140,-2.10454243,117.487025,142.104542
26.838801,133,-8.21189201,117.277854,141.211892
26.8592364,136,-4.41836335,117.069325,140.418363
26.8796717,127,-12.7581095,116.86145,139.75811
26.900107,139,-0.246465118,116.654238,139.246465
26.9205423,150,11.1201297,116.4477,138.87987
26.9409776,144,5.35616585,116.241848,138.643834
26.9614129,143,3.64598598,116.036693,139.354014
26.9818483,148,8.67530221,115.832244,139.324698
27.0022836,144,4.58404076,115.628514,139.415959
27.0227189,145,5.39824137,115.425511,139.601759
27.0431542,142,2.11621436,115.223247,139.883786
27.0635895,148,7.73159746,115.021732,140.268403
27.0840248,147,6.23273091,114.820977,140.767269
27.1044602,151,9.60144546,114.620992,141.398555
27.1248955,155,12.8109933,114.421787,142.189007
27.1453308,149,5.82266349,114.223373,143.177337
27.1657661,162,17.5802668,114.025758,144.419733
27.1862014,145,-0.998996975,113.828955,145.998997
27.2066367,150,1.95989428,113.632971,148.040106
27.2270721,170,19.2622317,113.437818,150.737768
27.2475074,176,21.5925374,113.243506,154.407463
27.2679427,168,8.4149546,113.050043,159.585045
27.288378,193,25.7676916,112.85744,167.232308
27.3088133,192,12.813787,112.665706,179.186213
27.3292486,238,38.8481914,112.474851,199.151809
27.349684,269,34.4483052,112.284885,234.551695
27.3701193,321,25.4120247,112.095816,295.587975
27.3905546,424,55.3912061,111.907654,368.608794
27.4109899,488,95.5783568,111.720408,392.421643
27.4314252,418,63.1770073,111.534088,354.822993
27.4518605,384,57.0996334,111.348703,326.900367
27.4722959,384,71.3022929,111.164261,312.697707
27.4927312,309,32.6142463,110.980772,276.385754
27.5131665,270,39.7949943,110.798244,230.205006
27.5336018,226,27.0889164,110.616687,198.911084
27.5540371,240,59.0050755,110.436108,180.994924
27.5744724,210,39.4349951,110.256518,170.565005
27.5949078,214,49.8058898,110.077923,164.19411
27.6153431,266,105.85423,109.900333,160.14577
27.6357784,291,133.485564,109.723757,157.514436
27.6562137,256,100.210833,109.548202,155.789167
27.676649,271,115.952777,109.373676,155.047223
27.6970843,287,132.59209,109.200189,154.40791
27.7175197,299,144.899833,109.027748,154.100167
27.737955,320,165.949059,108.85636,154.050941
27.7583903,293,138.795664,108.686035,154.204336
27.7788256,326,171.554997,108.51678,154.445003
27.7992609,279,124.08584,108.348602,154.91416
27.8196962,306,150.489038,108.18151,155.510962
27.8401316,236,79.7767487,108.015511,156.223251
27.8605669,237,79.9573271,107.850612,157.042673
27.8810022,273,115.036281,107.686821,157.963719
27.9014375,249,90.0169208,107.524145,158.983079
27.9218728,240,79.9008183,107.362592,160.099182
27.9423082,256,94.6881196,107.202169,161.31188
27.9627435,189,26.3777686,107.042883,162.622231
27.9831788,213,48.9676599,106.884741,164.03234
28.0036141,254,88.4547398,106.72775,165.54526
28.0240494,221,53.8350708,106.571917,167.164929
28.0444847,219,50.1038648,106.417249,168.896135
28.0649201,221,50.2554925,106.263751,170.744507
28.0853554,214,41.2834722,106.111432,172.716528
28.1057907,208,33.1804401,105.960297,174.81956
28.126226,185,7.93380122,105.810353,177.066199
28.1466613,226,46.5077875,105.661607,179.492213
28.1670966,207,24.9574668,105.514064,182.042533
28.187532,206,21.2366908,105.367731,184.763309
28.2079673,217,28.5468881,105.222614,188.453112
28.2284026,221,29.3405475,105.078719,191.659453
28.2488379,219,24.0144495,104.936051,194.98555
28.2692732,201,2.45741997,104.794618,198.54258
28.2897085,223,20.6500008,104.654424,202.349999
28.3101439,186,-20.4294519,104.515475,206.429452
28.3305792,216,5.19495887,104.377777,210.805041
28.3510145,231,15.4963559,104.241335,215.503644
28.3714498,232,11.4447254,104.106155,220.555275
28.3918851,238,12.0958784,103.972242,225.904122
28.4123204,232,0.361420808,103.839601,231.638579
28.4327558,232,-5.97654767,103.708238,237.976548
28.4531911,256,11.1722307,103.578157,244.827769
28.4736264,250,-2.24568418,103.449364,252.245684
28.4940617,245,-15.2905499,103.321864,260.29055
28.514497,265,-4.03012442,103.19566,269.030124
28.5349323,266,-12.5420053,103.070759,278.542005
28.5553677,276,-12.913125,102.947164,288.913125
28.575803,282,-18.2424633,102.82488,300.242463
28.5962383,310,-2.64247038,102.703912,312.64247
28.6166736,320,-6.24104469,102.584264,326.241045
28.6371089,301,-40.1837955,102.465941,341.183795
28.6575442,376,18.3817413,102.348946,357.618259
28.6779796,356,-19.9216446,102.233283,375.921645
28.6984149,337,-59.0010846,102.118957,396.001085
28.7188502,386,-32.2414231,102.005972,418.241423
28.7392855,411,-31.9225786,101.894331,442.922579
28.7597208,456,-14.3671642,101.784039,470.367164
28.7801561,433,-67.9414474,101.675098,500.941447
28.8005915,494,-41.0650363,101.567513,535.065036
28.8210268,542,-31.2202125,101.461286,573.220213
28.8414621,605,-10.9545206,101.356423,615.954521
28.8618974,607,-56.9142187,101.252925,663.914219
28.8823327,679,-38.8923708,101.150795,717.892371
28.902768,717,-61.7786281,101.050038,778.778628
28.9232034,751,-96.6778468,100.950656,847.677847
28.9436387,851,-74.9513687,100.852653,925.951369
28.964074,940,-75.2855394,100.75603,1015.28554
28.9845093,1043,-75.0676653,100.660791,1118.06767
29.0049446,1129,-107.012295,100.566939,1236.0123
29.0253799,1339,-32.8302065,100.474476,1371.83021
29.0458153,1441,-86.1609913,100.383404,1527.16099
29.0662506,1643,-58.3583166,100.293727,1701.35832
29.0866859,1850,-40.0810965,100.205446,1890.0811
29.1071212,2006,-78.7368513,100.118565,2084.73685
29.1275565,2248,-26.260354,100.033084,2274.26035
29.1479918,2449,1.93459629,99.9490061,2447.0654
29.1684272,2565,-25.4164463,99.8663336,2590.41645
29.1888625,2681,-8.71859998,99.7850681,2689.7186
29.2092978,2800,68.3065523,99.7052116,2731.69345
29.2297331,2731,20.8154099,99.6267657,2710.18459
29.2501684,2733,104.494076,99.5497322,2628.50592
29.2706037,2519,22.211479,99.4741126,2496.78852
29.2910391,2522,193.895667,99.3999085,2328.10433
29.3114744,2188,51.6147605,99.3271212,2136.38524
29.3319097,1977,41.6229928,99.2557521,1935.37701
29.352345,1751,13.7575781,99.1858025,1737.24242
29.3727803,1624,72.9197874,99.1172735,1551.08021
29.3932156,1439,56.6552622,99.0501661,1382.34474
29.413651,1269,35.8587669,98.9844815,1233.14123
29.4340863,1131,27.6061012,98.9202204,1103.3939
29.4545216,976,-15.68171,98.8573836,991.68171
29.4749569,928,32.0005056,98.7959721,895.999494
29.4953922,875,60.7882562,98.7359863,814.211744
29.5158275,796,51.7043071,98.6774268,744.295693
29.5362629,721,36.5509804,98.6202942,684.44902
29.5566982,651,17.8793563,98.5645889,633.120644
29.5771335,553,-36.0025059,98.5103111,589.002506
29.5975688,547,-4.00435127,98.4574611,551.004351
29.6180041,498,-20.2232904,98.406039,518.22329
29.6384394,483,-6.91389152,98.356045,489.913892
29.6588748,443,-22.4312223,98.3074789,465.431222
29.6793101,433,-11.328167,98.2603408,444.328167
29.6997454,423,-3.15456697,98.2146304,426.154567
29.7201807,384,-26.5621631,98.1703474,410.562163
29.740616,356,-41.2605472,98.1274916,397.260547
29.7610513,338,-47.9998826,98.0860625,385.999883
29.7814867,361,-15.5822926,98.0460596,376.582293
29.801922,374,5.17506928,98.0074823,368.824931
29.8223573,359,-3.56311243,97.9703299,362.563112
29.8427926,302,-55.6474618,97.9346017,357.647462
29.8632279,365,11.0766826,97.9002969,353.923317
29.8836632,350,-1.22223108,97.8674146,351.222231
29.9040986,329,-20.3426678,97.8359538,349.342668
29.9245339,364,15.969781,97.8059133,348.030219
29.9449692,342,-4.96544662,97.7772922,346.965447
29.9654045,355,9.22253925,97.7500891,345.777461
29.9858398,346,1.90249158,97.7243027,344.097508
30.0062751,337,-4.6368701,97.6999317,341.63687
30.0267105,383,44.7598928,97.6769746,338.240107
30.0471458,376,42.1045551,97.6554299,333.895445
30.0675811,353,24.3472168,97.635296,328.652783
30.0880164,356,33.3709113,97.6165711,322.629089
30.1084517,369,52.9817313,97.5992535,316.018269
30.128887,336,26.9824574,97.5833414,309.017543
30.1493224,350,48.1682923,97.5688329,301.831708
30.1697577,319,24.3652607,97.5557258,294.634739
30.190193,305,17.4352927,97.5440183,287.564707
30.2106283,269,-11.7263767,97.5337081,280.726377
30.2310636,276,1.80229276,97.524793,274.197707
30.2514989,268,-0.0358407767,97.5172708,268.035841
30.2719343,292,29.7185138,97.511139,262.281486
30.2923696,259,2.03791327,97.5063952,256.962087
30.3128049,272,19.9056514,97.5030369,252.094349
30.3332402,281,33.3135212,97.5010615,247.686479
30.3536755,246,1.94212501,97.5004663,244.057875
30.3741108,276,35.4181202,97.5012487,240.58188
30.3945462,252,14.4484027,97.5034058,237.551597
30.4149815,264,29.0323503,97.5069347,234.96765
30.4354168,227,-5.82288157,97.5118325,232.822882
30.4558521,266,34.8890015,97.5180961,231.110998
30.4762874,244,14.1708867,97.5257225,229.829113
30.4967228,220,-11.4405516,97.5347085,231.440552
30.5171581,242,10.9072625,97.5450509,231.092737
30.5375934,258,26.8194693,97.5567464,231.180531
30.5580287,248,16.2871882,97.5697916,231.712812
30.578464,249,16.2967566,97.5841831,232.703243
30.5988993,250,15.8290463,97.5999173,234.170954
30.6193347,223,-13.1413472,97.6169908,236.141347
30.63977,252,13.2088114,97.6353997,238.791189
30.6602053,279,37.1248587,97.6551406,241.875141
30.6806406,272,26.4131167,97.6762095,245.586883
30.7010759,268,18.0103093,97.6986026,249.989691
30.7215112,267,11.8385704,97.7223161,255.16143
30.7419466,301,39.8021547,97.7473459,261.197845
30.7623819,242,-26.2168417,97.7736881,268.216842
30.7828172,289,12.6359209,97.8013384,276.364079
30.8032525,300,14.1796571,97.8302928,285.820343
30.8236878,305,8.18871512,97.860547,296.811285
30.8441231,316,6.37966811,97.8920968,309.620332
30.8645585,383,58.3942424,97.9249377,324.605758
30.8849938,339,-5.30455955,97.9590653,344.30456
30.9054291,357,-8.52554107,97.9944752,365.525541
30.9258644,377,-13.4240622,98.0311629,390.424062
30.9462997,395,-25.2253168,98.0691236,420.225317
30.966735,460,3.90575235,98.1083528,456.094248
30.9871704,494,-5.4030287,98.1488458,499.403029
31.0076057,543,-8.5923592,98.1905977,551.592359
31.028041,660,46.2374252,98.2336037,613.762575
31.0484763,723,37.1305177,98.2778588,685.869482
31.0689116,750,-15.1285738,98.3233582,765.128574
31.0893469,859,13.5793695,98.3700969,845.42063
31.1097823,965,46.7044912,98.4180696,918.295509
31.1302176,993,15.557941,98.4672714,977.442059
31.1506529,971,-51.7528834,98.5176969,1022.75288
31.1710882,1028,-31.3457979,98.569341,1059.3458
31.1915235,1062,-31.2402577,98.6221984,1093.24026
31.2119588,1102,-27.3811032,98.6762636,1129.3811
31.2323942,1287,114.381889,98.7315313,1172.61811
31.2528295,1280,52.3043465,98.787996,1227.69565
31.2732648,1378,81.0877411,98.8456522,1296.91226
31.2937001,1424,46.4195675,98.9044943,1377.58043
31.3141354,1524,62.8579597,98.9645167,1461.14204
31.3345707,1638,103.373082,99.0257137,1534.62692
31.3550061,1619,34.4522117,99.0880795,1584.54779
31.3754414,1662,60.2318138,99.1516083,1601.76819
31.3958767,1574,-10.1606902,99.2162944,1584.16069
31.416312,1601,65.6499929,99.2821319,1535.35001
31.4367473,1512,50.2343007,99.3491147,1461.7657
31.4571826,1436,64.9839835,99.4172369,1371.01602
31.477618,1308,36.3809614,99.4864926,1271.61904
31.4980533,1225,52.618283,99.5568754,1172.38172
31.5184886,1066,-15.0863018,99.6283795,1081.0863
31.5389239,1134,130.658933,99.7009985,1003.34107
31.5593592,1077,134.330331,99.7747262,942.669669
31.5797945,940,38.7118953,99.8495563,901.288105
31.6002299,986,104.300399,99.9254826,881.699601
31.6206652,950,60.8570027,100.002499,889.142997
31.6411005,1019,83.7120304,100.080598,935.28797
31.6615358,1102,57.1680926,100.159774,1044.83191
31.6819711,1328,59.7204527,100.240021,1268.27955
31.7024064,1802,98.8013322,100.321331,1703.19867
31.7228418,2351,-83.2094561,100.403699,2434.20946
31.7432771,3009,-19.441247,100.487118,3028.44125
31.7637124,2943,201.779164,100.57158,2741.22084
31.7841477,2456,235.921322,100.657079,2220.07868
31.804583,2114,58.3769503,100.743609,2055.62305
31.8250183,2069,33.6693685,100.831163,2035.33063
31.8454537,1744,58.7447849,100.919733,1685.25522
31.865889,1243,30.5011544,101.009313,1212.49885
31.8863243,853,-22.6680505,101.099896,875.668051
31.9067596,650,-22.227724,101.191475,672.227724
31.9271949,512,-35.4465866,101.284044,547.446587
31.9476302,440,-26.178967,101.377594,466.178967
31.9680656,339,-71.0465434,101.472119,410.046543
31.9885009,350,-19.3395854,101.567612,369.339585
32.0089362,321,-17.649784,101.664066,338.649784
32.0293715,309,-5.78950749,101.761473,314.789507
32.0498068,265,-30.781597,101.859826,295.781597
32.0702421,257,-23.4476458,101.959119,280.447646
32.0906775,216,-51.7205213,102.059343,267.720521
32.1111128,215,-42.1036677,102.160491,257.103668
32.1315481,220,-28.1707383,102.262557,248.170738
32.1519834,241,0.388352114,102.365532,240.611648
32.1724187,199,-35.1973868,102.469409,234.197387
32.192854,228,-0.757302639,102.574182,228.757303
32.2132894,232,7.8358177,102.679841,224.164182
32.2337247,216,-4.32441171,102.78638,220.324412
32.25416,202,-15.1641528,102.893792,217.164153
32.2745953,234,19.3447703,103.002068,214.65523
32.2950306,200,-12.7683971,103.111201,212.768397
32.3154659,216,4.49729488,103.221184,211.502705
32.3359013,205,-5.87870406,103.332009,210.878704
32.3563366,219,8.06033369,103.443667,210.939666
32.3767719,210,-1.75190225,103.556152,211.751902
32.3972072,221,7.59928013,103.669456,213.40072
32.4176425,220,4.02543132,103.78357,215.974569
32.4380778,192,-27.5349495,103.898488,219.53495
32.4585132,229,4.95743089,104.014201,224.042569
32.4789485,235,5.91518289,104.130701,229.084817
32.4993838,231,-3.07023866,104.247981,234.070239
32.5198191,211,-26.9032951,104.366032,237.903295
32.5402544,245,4.5693642,104.484847,240.430636
32.5606897,249,7.68388094,104.604418,241.316119
32.5811251,274,33.0659047,104.724737,240.934095
32.6015604,285,45.2885652,104.845796,239.711435
32.6219957,254,16.0931205,104.967587,237.90688
32.642431,265,29.1139158,105.090102,235.886084
32.6628663,246,11.9853816,105.213332,234.014618
32.6833016,263,30.300124,105.33727,232.699876
32.703737,249,16.7889695,105.461908,232.211031
32.7241723,243,10.3467649,105.587238,232.653235
32.7446076,265,30.9883315,105.713251,234.011668
32.7650429,263,26.7873305,105.839939,236.21267
32.7854782,244,6.83111837,105.967295,237.168882
32.8059135,251,10.7957501,106.09531,240.20425
