'y-axis saved as y
'x,PKT-3-103-2_mNaMnO2_YOCl_FlowO2_650_24.raw,Diff,Bkg,Ycalc
14.8841407,392,-63.7965139,443.193264,455.796514
14.904576,378,-74.7498291,439.735157,452.749829
14.9250113,408,-41.7755156,436.308138,449.775516
14.9454467,387,-59.8777166,432.912036,446.877717
14.965882,395,-49.0611915,429.546682,444.061191
14.9863173,375,-66.3314186,426.21191,441.331419
15.0067526,395,-43.6947185,422.907548,438.694718
15.0271879,371,-65.1584017,419.633429,436.158402
15.0476232,373,-60.7309476,416.389385,433.730948
15.0680586,353,-78.4222211,413.175245,431.422221
15.0884939,372,-57.2437374,409.990843,429.243737
15.1089292,383,-44.2089854,406.836009,427.208985
15.1293645,373,-52.3338272,403.710575,425.333827
15.1497998,355,-68.6369912,400.614373,423.636991
15.1702352,365,-57.1406851,397.547234,422.140685
15.1906705,367,-53.8713596,394.508991,420.87136
15.2111058,379,-40.8606615,391.499475,419.860661
15.2315411,358,-61.1466184,388.518519,419.146618
15.2519764,378,-40.7751008,385.565955,418.775101
15.2724117,343,-75.8015888,382.641615,418.801589
15.2928471,390,-29.29322,379.745333,419.29322
15.3132824,363,-57.3309623,376.87694,420.330962
15.3337177,338,-84.0114516,374.036269,422.011452
15.354153,355,-69.4474084,371.223155,424.447408
15.3745883,322,-105.764339,368.437429,427.764339
15.3950236,383,-49.0891632,365.678926,432.089163
15.415459,375,-62.5235835,362.947478,437.523583
15.4358943,393,-51.0930277,360.242921,444.093028
15.4563296,398,-53.6665806,357.565087,451.666581
15.4767649,411,-48.8652358,354.913812,459.865236
15.4972002,437,-31.0210592,352.288929,468.021059
15.5176355,445,-30.2869138,349.690273,475.286914
15.5380709,397,-83.9400565,347.117679,480.940056
15.5585062,392,-92.7353722,344.570983,484.735372
15.5789415,439,-48.0021586,342.050019,487.002159
15.5993768,441,-47.2586262,339.554624,488.258626
15.6198121,442,-46.4515922,337.084633,488.451592
15.6402474,465,-21.4181807,334.639882,486.418181
15.6606828,444,-36.3975715,332.220209,480.397572
15.6811181,493,23.536856,329.825449,469.463144
15.7015534,442,-12.3865313,327.45544,454.386531
15.7219887,368,-69.1524747,325.110019,437.152475
15.742424,349,-70.9054141,322.789023,419.905414
15.7628593,363,-41.1332011,320.492291,404.133201
15.7832947,291,-99.4426968,318.219661,390.442697
15.80373,366,-12.8225722,315.970971,378.822572
15.8241653,331,-37.9931852,313.74606,368.993185
15.8446006,308,-52.6238739,311.544767,360.623874
15.8650359,304,-49.6336728,309.366932,353.633673
15.8854712,326,-21.3697769,307.212394,347.369777
15.9059066,313,-28.8671465,305.080995,341.867147
15.9263419,323,-13.9987155,302.972574,336.998715
15.9467772,310,-22.6755578,300.886971,332.675558
15.9672125,333,4.16071755,298.82403,328.839282
15.9876478,335,9.5390471,296.78359,325.460953
16.0080831,323,0.490226071,294.765494,322.509774
16.0285185,276,-43.9623068,292.769585,319.962307
16.0489538,363,45.2479549,290.795704,317.752045
16.0693891,295,-20.7209744,288.843696,315.720974
16.0898244,282,-31.612302,286.913403,313.612302
16.1102597,330,18.8348946,285.004669,311.165105
16.130695,285,-23.2625957,283.11734,308.262596
16.1511304,294,-10.9860016,281.251258,304.986002
16.1715657,287,-14.5399428,279.40627,301.539943
16.192001,284,-14.1375795,277.582221,298.137579
16.2124363,285,-9.9208228,275.778957,294.920823
16.2328716,317,25.0553646,273.996324,291.944635
16.2533069,300,10.7940072,272.234168,289.205993
16.2737423,337,50.3222645,270.492338,286.677735
16.2941776,299,14.6712767,268.77068,284.328723
16.3146129,286,3.86810631,267.069043,282.131894
16.3350482,326,45.9338526,265.387275,280.066147
16.3554835,289,10.8840693,263.725225,278.115931
16.3759188,289,12.7297513,262.082743,276.270249
16.3963542,335,60.4782658,260.459677,274.521734
16.4167895,315,42.1340627,258.855879,272.865937
16.4372248,307,35.6991512,257.271199,271.300849
16.4576601,329,59.1733747,255.705488,269.826625
16.4780954,326,57.554521,254.158598,268.445479
16.4985307,292,24.8383164,252.630382,267.161684
16.5189661,298,32.0183713,251.120691,265.981629
16.5394014,333,68.086206,249.629378,264.913794
16.5598367,305,41.0315961,248.156299,263.968404
16.580272,303,39.8436549,246.701305,263.156345
16.6007073,330,67.5133252,245.264252,262.486675
16.6211426,308,46.0381805,243.844995,261.961819
16.641578,290,28.4303607,242.443389,261.569639
16.6620133,278,16.7274209,241.059291,261.272579
16.6824486,249,-11.9969829,239.692556,260.996983
16.7028839,263,2.36991037,238.343042,260.63009
16.7233192,290,29.9654318,237.010607,260.034568
16.7437545,283,23.9160573,235.695108,259.083943
16.7641899,280,22.2939409,234.396403,257.706059
16.7846252,286,30.0899183,233.114353,255.910082
16.8050605,244,-9.78107792,231.848816,253.781078
16.8254958,260,8.55219544,230.599652,251.447805
16.8459311,282,32.9570074,229.366723,249.042993
16.8663664,244,-2.67391706,228.149888,246.673917
16.8868018,260,15.5893515,226.949011,244.410649
16.9072371,260,17.7111679,225.763952,242.288832
16.9276724,269,28.6807523,224.594575,240.319248
16.9481077,245,6.50217895,223.440744,238.497821
16.968543,226,-10.8132025,222.30232,236.813202
16.9889783,243,7.74846822,221.17917,235.251532
17.0094137,247,13.2009647,220.071158,233.799035
17.029849,238,5.55676022,218.978149,232.44324
17.0502843,236,4.82659555,217.900009,231.173404
17.0707196,236,6.01944384,216.836605,229.980556
17.0911549,250,21.1426542,215.787804,228.857346
17.1115902,261,33.2021566,214.753473,227.797843
17.1320256,271,44.2026718,213.73348,226.797328
17.1524609,260,34.0757199,212.727695,225.92428
17.1728962,239,13.8304111,211.735986,225.169589
17.1933315,256,31.6703489,210.758224,224.329651
17.2137668,253,29.461425,209.794278,223.538575
17.2342021,233,10.2046072,208.84402,222.795393
17.2546375,254,31.9003925,207.907321,222.099608
17.2750728,268,46.5488547,206.984053,221.451145
17.2955081,253,32.1496783,206.074089,220.850322
17.3159434,239,18.7021801,205.177303,220.29782
17.3363787,269,49.205322,204.293567,219.794678
17.356814,237,17.6577137,203.422756,219.342286
17.3772494,234,15.0576085,202.564745,218.942392
17.3976847,264,45.4028909,201.719411,218.597109
17.41812,236,17.6910567,200.886628,218.308943
17.4385553,261,42.9191865,200.066273,218.080813
17.4589906,259,41.0839105,199.258224,217.91609
17.4794259,238,20.1813657,198.462359,217.818634
17.4998613,254,36.2071444,197.678556,217.792856
17.5202966,249,31.1562319,196.906693,217.843768
17.5407319,247,29.0229343,196.146651,217.977066
17.5611672,234,15.8007926,195.39831,218.199207
17.5816025,255,36.4824835,194.661551,218.517516
17.6020378,229,10.0597037,193.936254,218.940296
17.6224732,247,27.5230351,193.222302,219.476965
17.6429085,262,41.8617898,192.519577,220.13821
17.6633438,253,32.0638308,191.827962,220.936169
17.6837791,255,33.1153659,191.147342,221.884634
17.7042144,269,46.0007121,190.4776,222.999288
17.7246498,267,42.7020275,189.818621,224.297973
17.7450851,284,58.1990093,189.170291,225.800991
17.7655204,267,39.4685581,188.532496,227.531442
17.7859557,293,63.4844104,187.905123,229.51559
17.806391,301,69.2167478,187.288058,231.783252
17.8268263,300,65.6317992,186.68119,234.368201
17.8472617,298,60.6914626,186.084407,237.308537
17.867697,318,77.3529963,185.497598,240.647004
17.8881323,325,80.5879734,184.920653,244.412027
17.9085676,351,102.337725,184.353463,248.662275
17.9290029,308,54.5004067,183.795917,253.499593
17.9494382,304,45.0494943,183.247908,258.950506
17.9698736,326,60.9251547,182.709327,265.074845
17.9903089,308,36.0709792,182.180067,271.929021
18.0107442,325,45.4402163,181.660022,279.559784
18.0311795,317,29.0047767,181.149085,287.995223
18.0516148,323,25.7686096,180.647151,297.23139
18.0720501,299,-8.21421511,180.154115,307.214215
18.0924855,319,1.27503509,179.669872,317.724965
18.1129208,335,6.3404463,179.194319,328.659554
18.1333561,297,-42.7507354,178.727353,339.750735
18.1537914,329,-21.4708399,178.268871,350.47084
18.1742267,306,-54.2633725,177.818771,360.263372
18.194662,319,-49.5062907,177.376952,368.506291
18.2150974,307,-67.5852141,176.943314,374.585214
18.2355327,338,-39.9873028,176.517755,377.987303
18.255968,353,-25.3929302,176.100177,378.39293
18.2764033,321,-54.7372928,175.69048,375.737293
18.2968386,319,-51.2216229,175.288567,370.221623
18.3172739,289,-73.2710581,174.89434,362.271058
18.3377093,324,-28.4540929,174.507701,352.454093
18.3581446,321,-20.3857457,174.128554,341.385746
18.3785799,314,-15.6643779,173.756803,329.664378
18.3990152,308,-9.7864831,173.392353,317.786483
18.4194505,339,32.8592857,173.03511,306.140714
18.4398858,311,15.9993812,172.684978,295.000619
18.4603212,319,34.4619857,172.341865,284.538014
18.4807565,333,58.1565984,172.005677,274.843402
18.5011918,321,55.0526553,171.676323,265.947345
18.5216271,336,78.160603,171.35371,257.839397
18.5420624,328,77.5167858,171.037748,250.483214
18.5624977,300,56.1722375,170.728346,243.827763
18.5829331,311,73.1848479,170.425414,237.815152
18.6033684,318,85.6093953,170.128863,232.390605
18.6238037,329,101.513436,169.838604,227.486564
18.644239,296,72.9637833,169.554549,223.036217
18.6646743,264,45.0612978,169.27661,218.938702
18.6851096,296,80.6979089,169.004701,215.302091
18.705545,262,50.0003913,168.738735,211.999609
18.7259803,254,45.0050572,168.478627,208.994943
18.7464156,272,65.7440719,168.224291,206.255928
18.7668509,243,39.2458381,167.975642,203.754162
18.7872862,218,16.5353694,167.732597,201.464631
18.8077215,241,41.6346229,167.495073,199.365377
18.8281569,224,26.5632265,167.262986,197.436773
18.8485922,232,36.3381452,167.036255,195.661855
18.8690275,266,71.974433,166.814798,194.025567
18.8894628,230,37.4853669,166.598533,192.514633
18.9098981,225,33.8826694,166.38738,191.117331
18.9303334,227,37.1767037,166.18126,189.823296
18.9507688,215,26.3766439,165.980094,188.623356
18.9712041,210,22.4906222,165.783801,187.509378
18.9916394,204,17.5258571,165.592306,186.474143
19.0120747,227,41.4887645,165.405529,185.511235
19.03251,223,38.3847497,165.223394,184.61525
19.0529453,193,9.21950543,165.045824,183.780495
19.0733807,238,54.997266,164.872744,183.002734
19.093816,179,-3.27792062,164.704079,182.277921
19.1142513,204,22.3975601,164.539754,181.60244
19.1346866,229,48.0323588,164.379695,180.967641
19.1551219,229,48.6184409,164.223828,180.381559
19.1755572,201,21.1638754,164.072081,179.836125
19.1959926,197,17.670956,163.924381,179.329044
19.2164279,206,27.1417239,163.780656,178.858276
19.2368632,210,31.577991,163.640835,178.422009
19.2572985,204,25.98136,163.504848,178.01864
19.2777338,219,41.3532409,163.372625,177.646759
19.2981691,202,24.6948662,163.244095,177.305134
19.3186045,218,41.0073028,163.119191,176.992697
19.3390398,196,19.2914625,162.997843,176.708537
19.3594751,199,22.547844,162.879984,176.452156
19.3799104,195,18.7417227,162.765547,176.258277
19.4003457,193,16.9449298,162.654464,176.05507
19.420781,196,20.1220978,162.546671,175.877902
19.4412164,198,22.2734558,162.4421,175.726544
19.4616517,218,42.3991044,162.340688,175.600896
19.482087,194,18.4990142,162.24237,175.500986
19.5025223,208,32.573024,162.147081,175.426976
19.5229576,200,24.6208363,162.054759,175.379164
19.5433929,229,53.6420116,161.96534,175.357988
19.5638283,221,45.6359613,161.878763,175.364039
19.5842636,190,14.6019379,161.794965,175.398062
19.6046989,211,35.5390232,161.713885,175.460977
19.6251342,182,6.44611445,161.635464,175.553886
19.6455695,180,4.32190711,161.55964,175.678093
19.6660048,210,34.1648747,161.486354,175.835125
19.6864402,200,23.9732447,161.415547,176.026755
19.7068755,206,29.7449707,161.347161,176.255029
19.7273108,185,8.47769861,161.281137,176.522301
19.7477461,181,4.21905617,161.217419,176.780944
19.7681814,219,41.8648088,161.155949,177.135191
19.7886167,186,8.46223422,161.096671,177.537766
19.8090521,211,33.0072785,161.039529,177.992721
19.8294874,192,13.4952989,160.984468,178.504701
19.8499227,181,1.92097272,160.931434,179.079027
19.870358,187,7.27818893,160.880371,179.721811
19.8907933,189,8.55991889,160.831226,180.440081
19.9112286,216,34.7580609,160.783946,181.241939
19.931664,196,13.8632535,160.738478,182.136746
19.9520993,209,25.86465,160.69477,183.13535
19.9725346,212,27.9247221,160.652771,184.075278
19.9929699,198,12.6776177,160.612429,185.322382
20.0134052,190,3.28223137,160.573693,186.717769
20.0338405,204,15.7183762,160.536514,188.281624
20.0542759,191,0.962259721,160.500842,190.03774
20.0747112,202,9.98572967,160.466628,192.01427
20.0951465,200,5.75534001,160.433823,194.24466
20.1155818,209,12.2311934,160.402378,196.768807
20.1360171,183,-16.6344966,160.372248,199.634497
20.1564524,201,-1.89918958,160.343383,202.89919
20.1768878,213,6.36994711,160.315738,206.630053
20.1973231,212,1.09116644,160.289267,210.908834
20.2177584,244,28.1515692,160.263924,215.848431
20.2381937,221,-0.566180352,160.239664,221.56618
20.258629,260,31.7882087,160.216442,228.211791
20.2790644,236,0.032920767,160.194214,235.967079
20.2994997,243,-2.04973704,160.172936,245.049737
20.319935,274,18.2834581,160.152566,255.716542
20.3403703,265,-3.26178002,160.13306,268.26178
20.3608056,288,4.99412181,160.114377,283.005878
20.3812409,315,14.7364721,160.096474,300.263528
20.4016763,307,-13.2797752,160.07931,320.279775
20.4221116,351,7.82448522,160.062845,343.175515
20.4425469,394,25.4915113,160.047038,368.508489
20.4629822,410,14.5829144,160.031849,395.417086
20.4834175,399,-23.1569679,160.017239,422.156968
20.5038528,413,-33.1545437,160.003169,446.154544
20.5242882,408,-56.3881335,159.989601,464.388134
20.5447235,475,0.829325337,159.976497,474.170675
20.5651588,435,-39.0094599,159.963818,474.00946
20.5855941,405,-59.0683279,159.951528,464.068328
20.6060294,442,-4.01866572,159.939591,446.018666
20.6264647,375,-47.4520549,159.92797,422.452055
20.6469001,360,-36.1591695,159.91663,396.15917
20.6673354,353,-16.53796,159.905534,369.53796
20.6877707,323,-21.2880792,159.894649,344.288079
20.708206,328,6.6293647,159.88394,321.370635
20.7286413,294,-7.16256854,159.873373,301.162569
20.7490766,269,-14.6605818,159.862915,283.660582
20.769512,264,-4.65593518,159.852532,268.655935
20.7899473,229,-26.8540606,159.842193,255.854061
20.8103826,214,-30.9445515,159.831864,244.944551
20.8308179,220,-15.6365807,159.821514,235.636581
20.8512532,192,-35.6735173,159.811112,227.673517
20.8716885,212,-8.83633245,159.800626,220.836332
20.8921239,211,-3.94161005,159.790028,214.94161
20.9125592,195,-14.8373763,159.779285,209.837376
20.9329945,197,-8.39837463,159.768369,205.398375
20.9534298,195,-6.52150146,159.757251,201.521501
20.9738651,171,-27.1215958,159.745902,198.121596
20.9943004,189,-6.12750528,159.734293,195.127505
21.0147358,166,-26.4784022,159.722397,192.478402
21.0351711,185,-5.12097223,159.710186,190.120972
21.0556064,161,-27.0088577,159.697633,188.008858
21.0760417,185,-1.10434565,159.68471,186.104346
21.096477,187,2.62098061,159.671393,184.379019
21.1169123,186,3.18846012,159.657655,182.81154
21.1373477,195,13.6147982,159.64347,181.385202
21.157783,149,-31.0974152,159.628814,180.097415
21.1782183,149,-29.914004,159.613662,178.914004
21.1986536,176,-1.83561074,159.597988,177.835611
21.2190889,146,-30.8484233,159.581771,176.848423
21.2395242,194,18.0563782,159.564985,175.943622
21.2599596,171,-4.19538175,159.547608,175.195382
21.2803949,183,8.56962973,159.529617,174.43037
21.3008302,165,-8.72387682,159.51099,173.723877
