'y-axis saved as y
'x,PKT-3-105-3_BMY2O3_2BMMnO2_FlowO2_650_24.raw,Diff,Bkg,Ycalc
21.2395242,267,10.6177305,240.391593,256.382269
21.2599596,253,-2.1292412,240.016315,255.129241
21.2803949,255,1.04608493,239.642332,253.953915
21.3008302,255,2.15260229,239.269613,252.847398
21.3212655,240,-11.8021743,238.898122,251.802174
21.3417008,247,-3.81182601,238.527827,250.811826
21.3621361,266,16.1291731,238.158695,249.870827
21.3825715,252,3.02555594,237.790692,248.974444
21.4030068,245,-3.11888122,237.423788,248.118881
21.4234421,244,-3.30191063,237.057949,247.301911
21.4438774,245,-1.52497218,236.693145,246.524972
21.4643127,253,7.19716615,236.329344,245.802834
21.484748,254,8.82319008,235.966516,245.17681
21.5051834,220,-24.6266577,235.604631,244.626658
21.5256187,274,30.0118352,235.243659,243.988165
21.546054,244,0.657722347,234.88357,243.342278
21.5664893,241,-1.71511719,234.524335,242.715117
21.5869246,245,2.89292539,234.165926,242.107075
21.6073599,220,-21.5168652,233.808313,241.516865
21.6277953,223,-17.9433165,233.45147,240.943317
21.6482306,219,-21.3853722,233.095368,240.385372
21.6686659,250,10.1579197,232.73998,239.84208
21.6891012,204,-35.3125823,232.38528,239.312582
21.7095365,219,-19.7961046,232.03124,238.796105
21.7299718,240,1.70804921,231.677835,238.291951
21.7504072,241,3.20050574,231.325038,237.799494
21.7708425,258,20.6818271,230.972825,237.318173
21.7912778,253,16.1525159,230.62117,236.847484
21.8117131,240,3.61302018,230.270049,236.38698
21.8321484,229,-6.93626369,229.919437,235.936264
21.8525837,227,-8.49498743,229.56931,235.494987
21.8730191,212,-23.0628485,229.219644,235.062848
21.8934544,232,-2.6395879,228.870417,234.639588
21.9138897,225,-9.22498898,228.521605,234.224989
21.934325,201,-32.818876,228.173185,233.818876
21.9547603,215,-18.421114,227.825136,233.421114
21.9751956,221,-12.0316107,227.477434,233.031611
21.995631,220,-12.6503336,227.13006,232.650334
22.0160663,218,-14.277371,226.782991,232.277371
22.0365016,226,-5.91310405,226.436207,231.913104
22.0569369,190,-41.5588645,226.089686,231.558865
22.0773722,207,-24.2181966,225.743409,231.218197
22.0978075,191,-39.8914518,225.397356,230.891452
22.1182429,217,-13.5603228,225.051507,230.560323
22.1386782,221,-9.19628621,224.705843,230.196286
22.1591135,233,3.2550218,224.360345,229.744978
22.1795488,211,-18.1240122,224.014994,229.124012
22.1999841,239,10.5193126,223.669772,228.480687
22.2204194,189,-39.1765656,223.324661,228.176566
22.2408548,192,-36.036898,222.979644,228.036898
22.2612901,217,-10.9755233,222.634702,227.975523
22.2817254,203,-24.8098974,222.28982,227.809897
22.3021607,214,-13.6206251,221.944979,227.620625
22.322596,204,-23.4459289,221.600165,227.445929
22.3430313,208,-19.2933575,221.25536,227.293357
22.3634667,207,-20.1678897,220.910549,227.16789
22.383902,197,-30.0762127,220.565717,227.076213
22.4043373,200,-27.0272374,220.220847,227.027237
22.4247726,199,-28.031478,219.875926,227.031478
22.4452079,214,-13.0974896,219.530939,227.09749
22.4656432,221,-6.22265076,219.185872,227.222651
22.4860786,195,-32.3798341,218.840709,227.379834
22.5065139,220,-7.51570687,218.495439,227.515707
22.5269492,226,-1.58145731,218.150047,227.581457
22.5473845,224,-3.574203,217.80452,227.574203
22.5678198,231,3.46886964,217.458846,227.53113
22.5882551,227,-0.492224989,217.113011,227.492225
22.6086905,220,-7.49309508,216.767004,227.493095
22.6291258,188,-39.5641571,216.420812,227.564157
22.6495611,204,-23.7086548,216.074425,227.708655
22.6699964,190,-37.8723512,215.72783,227.872351
22.6904317,198,-29.9735952,215.381016,227.973595
22.710867,209,-19.1664808,215.033972,228.166481
22.7313024,214,-14.8156594,214.686689,228.815659
22.7517377,220,-9.71663717,214.339154,229.716637
22.772173,217,-13.8101525,213.99136,230.810152
22.7926083,200,-32.119994,213.643295,232.119994
22.8130436,180,-53.7014879,213.294949,233.701488
22.833479,206,-29.6185252,212.946315,235.618525
22.8539143,194,-43.9544385,212.597383,237.954439
22.8743496,201,-39.829749,212.248143,240.829749
22.8947849,210,-34.4276365,211.898588,244.427636
22.9152202,222,-26.9356693,211.54871,248.935669
22.9356555,250,-4.46490585,211.198499,254.464906
22.9560909,248,-13.4104652,210.84795,261.410465
22.9765262,221,-49.3363019,210.497053,270.336302
22.9969615,245,-36.9965582,210.145803,281.996558
23.0173968,224,-73.4696961,209.794191,297.469696
23.0378321,313,-5.29400795,209.442211,318.294008
23.0582674,285,-61.5601372,209.089857,346.560137
23.0787028,355,-29.7747346,208.737122,384.774735
23.0991381,409,-26.0385064,208.384001,435.038506
23.1195734,491,-5.8154839,208.030487,496.815484
23.1400087,574,10.80564,207.676575,563.19436
23.160444,600,-18.7915653,207.322259,618.791565
23.1808793,642,-3.99979362,206.967536,645.999794
23.2013147,625,-13.2242955,206.612399,638.224296
23.22175,603,0.190003117,206.256844,602.809997
23.2421853,520,-30.2158229,205.900866,550.215823
23.2626206,465,-24.6694244,205.544462,489.669424
23.2830559,400,-30.949962,205.187628,430.949962
23.3034912,371,-10.2691933,204.830359,381.269193
23.3239266,344,1.31109502,204.472652,342.688905
23.3443619,298,-15.8458427,204.114504,313.845843
23.3647972,275,-17.4236151,203.755912,292.423615
23.3852325,246,-30.359456,203.396873,276.359456
23.4056678,228,-36.1155927,203.037384,264.115593
23.4261031,207,-47.6128743,202.677443,254.612874
23.4465385,219,-28.1052082,202.317047,247.105208
23.4669738,194,-47.0745126,201.956194,241.074513
23.4874091,200,-36.156546,201.594883,236.156546
23.5078444,226,-6.09127755,201.233112,232.091278
23.5282797,217,-11.6901245,200.870879,228.690124
23.548715,185,-40.8142624,200.508184,225.814262
23.5691504,208,-15.3601258,200.145024,223.360126
23.5895857,207,-14.2496004,199.781399,221.2496
23.610021,181,-38.4233111,199.417309,219.423311
23.6304563,214,-3.83595338,199.052753,217.835953
23.6508916,192,-24.4528937,198.687731,216.452894
23.6713269,185,-30.2473087,198.322242,215.247309
23.6917623,192,-22.1970278,197.956287,214.197028
23.7121976,224,10.7194567,197.589865,213.280543
23.7326329,173,-39.4737121,197.222978,212.473712
23.7530682,180,-31.751895,196.855626,211.751895
23.7735035,189,-22.0988003,196.487809,211.0988
23.7939388,179,-31.51122,196.119529,210.51122
23.8143742,198,-11.9927224,195.750786,209.992722
23.8348095,181,-28.5484883,195.381583,209.548488
23.8552448,202,-7.18761109,195.01192,209.187611
23.8756801,200,-8.92703512,194.641799,208.927035
23.8961154,189,-19.7865706,194.271223,208.786571
23.9165507,206,-2.75033954,193.900192,208.75034
23.9369861,185,-23.7740964,193.528709,208.774096
23.9574214,196,-12.8969524,193.156776,208.896952
23.9778567,197,-12.1375297,192.784396,209.13753
23.998292,174,-35.5099982,192.411572,209.509998
24.0187273,205,-5.03254464,192.038305,210.032545
24.0391626,194,-16.7289204,191.6646,210.72892
24.059598,221,9.36998197,191.290459,211.630018
24.0800333,199,-13.776158,190.915885,212.776158
24.1004686,197,-17.220416,190.540881,214.220416
24.1209039,218,1.96649354,190.165452,216.033506
24.1413392,191,-27.31103,189.789601,218.31103
24.1617745,210,-11.1844043,189.413331,221.184404
24.1822099,231,6.16277556,189.036647,224.837224
24.2026452,218,-11.5278254,188.659553,229.527825
24.2230805,242,6.38352737,188.282052,235.616473
24.2435158,279,35.4135151,187.90415,243.586485
24.2639511,265,10.9819046,187.52585,254.018095
24.2843864,250,-17.4307101,187.147158,267.43071
24.3048218,286,2.10049964,186.768078,283.8995
24.3252571,311,8.3902513,186.388615,302.609749
24.3456924,346,23.8814784,186.008774,322.118522
24.3661277,341,-0.890178699,185.62856,341.890179
24.386563,408,44.1290062,185.247978,363.870994
24.4069983,410,18.0251928,184.867034,391.974807
24.4274337,411,-19.3340511,184.485733,430.334051
24.447869,509,27.2077218,184.104082,481.792278
24.4683043,547,2.16463494,183.722085,544.835365
24.4887396,611,1.96136422,183.339748,609.038636
24.5091749,618,-37.5621366,182.957078,655.562137
24.5296102,660,-8.34296415,182.574081,668.342964
24.5500456,636,-10.353598,182.190762,646.353598
24.5704809,545,-55.0237005,181.807128,600.0237
24.5909162,578,38.5557921,181.423186,539.444208
24.6113515,429,-44.2458969,181.038942,473.245897
24.6317868,442,31.0225538,180.654403,410.977446
24.6522221,364,4.64288911,180.269575,359.357111
24.6726575,328,8.16824414,179.884465,319.831756
24.6930928,296,5.47408872,179.49908,290.525911
24.7135281,252,-16.8318334,179.113428,268.831833
24.7339634,251,-1.55657178,178.727515,252.556572
24.7543987,227,-13.1128145,178.341348,240.112815
24.774834,220,-10.4055423,177.954935,230.405542
24.7952694,172,-50.6852377,177.568284,222.685238
24.8157047,194,-22.4343177,177.181401,216.434318
24.83614,215,3.71018997,176.794294,211.28981
24.8565753,185,-21.9926682,176.406972,206.992668
24.8770106,162,-41.3546763,176.019442,203.354676
24.8974459,177,-23.2364773,175.631711,200.236477
24.9178813,174,-23.5324171,175.243787,197.532417
24.9383166,196,0.841299676,174.85568,195.1587
24.9587519,167,-26.0373172,174.467396,193.037317
24.9791872,178,-13.0793215,174.078944,191.079321
24.9996225,157,-32.2701759,173.690332,189.270176
25.0200578,173,-14.7415375,173.301568,187.741538
25.0404932,188,1.62506162,172.912661,186.374938
25.0609285,192,6.87663869,172.52362,185.123361
25.0813638,173,-10.9722293,172.134452,183.972229
25.1017991,162,-20.9075778,171.745167,182.907578
25.1222344,152,-29.9187484,171.355774,181.918748
25.1426697,181,0.00220153817,170.96628,180.997798
25.1631051,157,-23.1378856,170.576695,180.137886
25.1835404,147,-32.3334597,170.187027,179.33346
25.2039757,170,-8.58024736,169.797286,178.580247
25.224411,166,-11.8751805,169.40748,177.875181
25.2448463,162,-15.2163833,169.01762,177.216383
25.2652816,148,-28.6032232,168.627713,176.603223
25.285717,176,-0.0364239274,168.237768,176.036424
25.3061523,171,-4.51822389,167.847796,175.518224
25.3265876,177,1.94748083,167.457806,175.052519
25.3470229,162,-12.6448321,167.067806,174.644832
25.3674582,139,-35.3017437,166.677806,174.301744
25.3878936,153,-21.0291122,166.287817,174.029112
25.4083289,171,-2.82811781,165.897846,173.828118
25.4287642,158,-15.688514,165.507903,173.688514
25.4491995,163,-10.5805847,165.118,173.580585
25.4696348,156,-17.4516698,164.728143,173.45167
25.4900701,152,-21.2348182,164.338345,173.234818
25.5105055,161,-11.863612,163.948614,172.863612
25.5309408,166,-6.28074477,163.558959,172.280745
25.5513761,189,17.4718944,163.169392,171.528106
25.5718114,170,-0.810008824,162.779921,170.810009
25.5922467,158,-12.0809594,162.390557,170.080959
25.612682,172,2.64363988,162.001309,169.35636
25.6331174,166,-2.67063297,161.612187,168.670633
25.6535527,152,-16.0459282,161.223202,168.045928
25.673988,182,14.5095443,160.834363,167.490456
25.6944233,159,-8.00335978,160.445681,167.00336
25.7148586,158,-8.58000596,160.057165,166.580006
25.7352939,157,-9.21540625,159.668825,166.215406
25.7557293,180,14.0941619,159.280672,165.905838
25.7761646,155,-10.6494104,158.892716,165.64941
25.7965999,143,-22.4461799,158.504967,165.44618
25.8170352,154,-11.2981487,158.117435,165.298149
25.8374705,157,-8.20929522,157.730131,165.209295
25.8579058,169,3.81429391,157.343064,165.185706
25.8783412,173,7.76415294,156.956244,165.235847
25.8987765,134,-31.3710091,156.569684,165.371009
25.9192118,150,-15.6059791,156.183391,165.605979
25.9396471,144,-21.9600113,155.797377,165.960011
25.9600824,152,-14.4582142,155.411653,166.458214
25.9805177,137,-30.1335233,155.026227,167.133523
26.0009531,154,-14.0295096,154.641112,168.02951
26.0213884,156,-13.204381,154.256316,169.204381
26.0418237,187,16.2635571,153.871851,170.736443
26.062259,163,-9.73178882,153.487727,172.731789
26.0826943,160,-15.3420073,153.103954,175.342007
26.1031296,170,-8.7971713,152.720543,178.797171
26.123565,182,-1.42143744,152.337504,183.421437
26.1440003,192,2.3395902,151.954847,189.66041
26.1644356,209,10.8453132,151.572583,198.154687
26.1848709,215,5.24251465,151.190723,209.757485
26.2053062,230,4.57358581,150.809276,225.426414
26.2257415,248,2.23296626,150.428253,245.767034
26.2461769,262,-7.98032496,150.047665,269.980325
26.2666122,310,15.4063994,149.667521,294.593601
26.2870475,320,6.46483966,149.287833,313.53516
26.3074828,302,-19.014056,148.908611,321.014056
26.3279181,295,-21.2262612,148.529864,316.226261
26.3483534,294,-8.713822,148.151605,302.713822
26.3687888,285,1.16165837,147.773842,283.838342
26.3892241,253,-8.87165062,147.396586,261.871651
26.4096594,247,7.29154234,147.019848,239.708458
26.4300947,226,5.78091896,146.643639,220.219081
26.45053,217,12.2857581,146.267967,204.714242
26.4709653,203,9.94768646,145.892844,193.052314
26.4914007,183,-1.56703076,145.51828,184.567031
26.511836,170,-8.60293369,145.144286,178.602934
26.5322713,204,29.6550997,144.770871,174.3449
26.5527066,195,23.8948769,144.398047,171.105123
26.5731419,194,25.0544363,144.025822,168.945564
26.5935772,173,4.97699445,143.654208,168.023006
26.6140126,193,23.9242573,143.283214,169.075743
26.6344479,184,11.1037946,142.912852,172.896205
26.6548832,184,6.6122267,142.54313,177.387773
26.6753185,180,-0.259091806,142.17406,180.259092
26.6957538,180,-2.59239881,141.805651,182.592399
26.7161891,204,20.0822051,141.437914,183.917795
26.7366245,179,-4.80812467,141.070858,183.808125
26.7570598,220,37.5029449,140.704494,182.497055
26.7774951,200,19.6414735,140.338831,180.358527
26.7979304,204,26.4240412,139.973881,177.575959
26.8183657,190,15.5656097,139.609652,174.43439
26.838801,174,2.8373591,139.246155,171.162641
26.8592364,166,-2.04293167,138.8834,168.042932
26.8796717,173,7.74766992,138.521396,165.25233
26.900107,154,-8.80555752,138.160154,162.805558
26.9205423,178,17.3310798,137.799683,160.66892
26.9409776,156,-2.83915844,137.439994,158.839158
26.9614129,172,14.6818556,137.081095,157.318144
26.9818483,155,-1.07922082,136.722997,156.079221
27.0022836,189,33.9261509,136.365709,155.073849
27.0227189,168,13.7487006,136.009242,154.251299
27.0431542,156,2.43065404,135.653604,153.569346
27.0635895,173,20.0038879,135.298805,152.996112
27.0840248,161,8.49162242,134.944856,152.508378
27.1044602,171,18.9106627,134.591765,152.089337
27.1248955,168,16.2732452,134.239542,151.726755
27.1453308,177,25.5882963,133.888196,151.411704
27.1657661,146,-5.13834455,133.537737,151.138345
27.1862014,160,9.09329831,133.188175,150.906702
27.2066367,177,26.2617955,132.839518,150.738205
27.2270721,168,17.2772103,132.491776,150.72279
27.2475074,165,14.0331774,132.144957,150.966823
27.2679427,153,1.76293186,131.799073,151.237068
27.288378,179,27.7763239,131.45413,151.223676
27.3088133,174,22.8202234,131.11014,151.179777
27.3292486,188,36.7937509,130.76711,151.206249
27.349684,175,23.4820547,130.425049,151.517945
27.3701193,186,33.1198413,130.083967,152.880159
27.3905546,145,-11.0461639,129.743873,156.046164
27.4109899,167,8.07214405,129.404775,158.927856
27.4314252,181,21.3601601,129.066683,159.63984
27.4518605,190,30.0494985,128.729605,159.950502
27.4722959,156,-4.27307132,128.393549,160.273071
27.4927312,170,9.36831383,128.058525,160.631686
27.5131665,190,28.9799799,127.724541,161.02002
27.5336018,156,-5.43358153,127.391606,161.433582
27.5540371,165,3.12082582,127.059728,161.879174
27.5744724,162,-0.359348914,126.728915,162.359349
27.5949078,179,16.1244347,126.399177,162.875565
27.6153431,203,39.5706571,126.070521,163.429343
27.6357784,156,-8.02233041,125.742956,164.02233
27.6562137,178,13.3436869,125.41649,164.656313
27.676649,171,5.6667782,125.091132,165.333222
27.6970843,163,-3.05523557,124.766889,166.055236
27.7175197,191,24.174076,124.443769,166.825924
27.737955,190,22.3431464,124.121781,167.656854
27.7583903,163,-5.60252458,123.800932,168.602525
27.7788256,183,13.1393825,123.48123,169.860617
27.7992609,174,2.42625146,123.162684,171.573749
27.8196962,174,0.893545964,122.845301,173.106454
27.8401316,215,40.690268,122.529089,174.309732
27.8605669,177,1.48741242,122.214055,175.512588
27.8810022,192,15.2145832,121.900207,176.785417
27.9014375,207,28.8641114,121.587553,178.135889
27.9218728,206,26.431178,121.2761,179.568822
27.9423082,212,30.9105662,120.965856,181.089434
27.9627435,229,46.2966297,120.656827,182.70337
27.9831788,190,5.58328301,120.349022,184.416717
28.0036141,230,43.7640431,120.042447,186.235957
28.0240494,209,20.8318704,119.73711,188.16813
28.0444847,229,38.778505,119.433017,190.221495
28.0649201,224,31.5952987,119.130177,192.404701
28.0853554,214,19.2763461,118.828595,194.723654
28.1057907,193,-4.17847228,118.528278,197.178472
28.126226,218,18.2315496,118.229235,199.76845
28.1466613,215,12.4693513,117.931471,202.530649
28.1670966,222,16.4797257,117.634992,205.520274
28.187532,207,-1.72090346,117.339807,208.720903
28.2079673,234,21.8589727,117.045921,212.141027
28.2284026,255,39.2013141,116.75334,215.798686
28.2488379,244,24.2856267,116.462072,219.714373
28.2692732,245,21.0891331,116.172123,223.910867
28.2897085,247,18.5864565,115.883498,228.413543
28.3101439,232,-1.25087496,115.596205,233.250875
28.3305792,267,28.5436713,115.310249,238.456329
28.3510145,245,0.923205904,115.025637,244.076794
28.3714498,249,-1.21461651,114.742374,250.214617
28.3918851,255,-2.13510541,114.460467,257.135105
28.4123204,289,24.0548552,114.179921,264.945145
28.4327558,281,8.14726068,113.900742,272.852739
28.4531911,233,-48.231015,113.622937,281.231015
28.4736264,310,19.6734682,113.34651,290.326532
28.4940617,289,-11.2477189,113.071467,300.247719
28.514497,293,-18.0957163,112.797814,311.095716
28.5349323,298,-24.9861638,112.525557,322.986164
28.5553677,307,-29.0522965,112.2547,336.052296
28.575803,321,-29.4522735,111.985249,350.452274
28.5962383,355,-11.3795939,111.717209,366.379594
28.6166736,371,-13.0522196,111.450586,384.05222
28.6371089,399,-4.72798955,111.185384,403.72799
28.6575442,430,4.28448417,110.921609,425.715516
28.6779796,438,-12.3801501,110.659266,450.38015
28.6984149,439,-39.1661137,110.398359,478.166114
28.7188502,525,15.3414737,110.138893,509.658526
28.7392855,518,-27.5885415,109.880873,545.588541
28.7597208,553,-33.7914932,109.624304,586.791493
28.7801561,667,32.6091294,109.36919,634.390871
28.8005915,645,-44.9550348,109.115536,689.955035
28.8210268,742,-13.4001689,108.863346,755.400169
28.8414621,828,-4.42735739,108.612625,832.427357
28.8618974,915,-8.94960297,108.363376,923.949603
28.8823327,1035,0.665195843,108.115605,1034.3348
28.902768,1219,49.7847463,107.869314,1169.21525
28.9232034,1371,34.8010864,107.624509,1336.19891
28.9436387,1592,46.4354675,107.381194,1545.56453
28.964074,1953,142.144045,107.139371,1810.85596
28.9845093,2225,76.4452642,106.899046,2148.55474
29.0049446,2643,67.4903916,106.660221,2575.50961
29.0253799,3126,23.019856,106.4229,3102.98014
29.0458153,3865,134.491845,106.187088,3730.50815
29.0662506,4488,36.8387814,105.952787,4451.16122
29.0866859,5152,-123.978853,105.720002,5275.97885
29.1071212,6114,-137.690194,105.488735,6251.69019
29.1275565,7077,-345.887717,105.258989,7422.88772
29.1479918,8479,-262.061762,105.030769,8741.06176
29.1684272,10248,252.31365,104.804076,9995.68635
29.1888625,11406,544.864896,104.578915,10861.1351
29.2092978,11739,645.859713,104.355288,11093.1403
29.2297331,10998,288.670198,104.133198,10709.3298
29.2501684,10203,291.828708,103.912649,9911.17129
29.2706037,9049,191.392319,103.693641,8857.60768
29.2910391,7816,186.995142,103.47618,7629.00486
29.3114744,6327,-10.9942954,103.260266,6337.9943
29.3319097,4906,-229.797935,103.045903,5135.79794
29.352345,3869,-256.565712,102.833093,4125.56571
29.3727803,3215,-114.34978,102.621838,3329.34978
29.3932156,2831,111.499947,102.412141,2719.50005
29.413651,2177,-77.8331201,102.204004,2254.83312
29.4340863,1772,-126.239416,101.997429,1898.23942
29.4545216,1599,-22.1117507,101.792418,1621.11175
29.4749569,1387,-15.6331505,101.588974,1402.63315
29.4953922,1169,-58.9153456,101.387097,1227.91535
29.5158275,1050,-36.3013277,101.186791,1086.30133
29.5362629,914,-56.093542,100.988056,970.093542
29.5566982,769,-104.662081,100.790895,873.662081
29.5771335,762,-30.8327799,100.595308,792.83278
29.5975688,665,-59.4686943,100.401299,724.468694
29.6180041,607,-59.1833113,100.208867,666.183311
29.6384394,553,-63.1460348,100.018014,616.146035
29.6588748,513,-59.9473806,99.8287428,572.947381
29.6793101,508,-27.4719596,99.6410531,535.47196
29.6997454,434,-68.7684357,99.4549465,502.768436
29.7201807,454,-20.0588638,99.2704242,474.058864
29.740616,434,-14.8200703,99.087487,448.82007
29.7610513,425,-1.61532152,98.9061359,426.615322
29.7814867,382,-25.0841083,98.7263718,407.084108
29.801922,438,48.0577653,98.5481955,389.942235
29.8223573,367,-7.97209619,98.3716077,374.972096
29.8427926,394,31.9884198,98.1966089,362.01158
29.8632279,384,33.0608556,98.0231997,350.939144
29.8836632,383,41.3519942,97.8513807,341.648006
29.9040986,365,30.9995135,97.6811522,334.000486
29.9245339,364,36.2406737,97.5125145,327.759326
29.9449692,379,56.4829328,97.3454678,322.517067
29.9654045,380,62.3139996,97.1800125,317.686
29.9858398,340,27.3785908,97.0161485,312.621409
30.0062751,355,48.1459226,96.8538758,306.854077
30.0267105,348,47.7448791,96.6931945,300.255121
30.0471458,401,108.019122,96.5341044,292.980878
30.0675811,399,113.707067,96.3766053,285.292933
30.0880164,371,93.538258,96.220697,277.461742
30.1084517,338,68.2245491,96.066379,269.775451
30.128887,328,65.4723376,95.913651,262.527662
30.1493224,329,73.0502555,95.7625125,255.949744
30.1697577,334,83.8392648,95.6129629,250.160735
30.190193,287,41.8244916,95.4650016,245.175508
30.2106283,321,80.0543356,95.3186278,240.945664
30.2310636,305,67.6016841,95.1738408,237.398316
30.2514989,292,57.5403332,95.0306398,234.459667
30.2719343,284,51.9344756,94.8890237,232.065524
30.2923696,277,46.8352583,94.7489916,230.164742
30.3128049,267,38.2774876,94.6105424,228.722512
30.3332402,283,55.2592294,94.4736751,227.740771
30.3536755,313,85.662044,94.3383882,227.337956
30.3741108,289,61.2574955,94.2046807,227.742505
30.3945462,240,11.3237668,94.072551,228.676233
30.4149815,286,56.6133457,93.9419978,229.386654
30.4354168,301,70.6270153,93.8130196,230.372985
30.4558521,269,37.2358964,93.6856148,231.764104
30.4762874,273,39.4142461,93.5597818,233.585754
30.4967228,265,29.1295774,93.4355188,235.870423
30.5171581,274,35.3258092,93.3128241,238.674191
30.5375934,281,38.96454,93.1916959,242.03546
30.5580287,261,15.0972536,93.0721321,245.902746
30.578464,267,16.6165059,92.9541309,250.383494
30.5988993,308,52.440974,92.8376901,255.559026
30.6193347,302,40.4872682,92.7228077,261.512732
30.63977,302,33.6554831,92.6094815,268.344517
30.6602053,322,45.8245894,92.4977091,276.175411
30.6806406,293,7.8472831,92.3874883,285.152717
30.7010759,335,39.5432205,92.2788166,295.45678
30.7215112,300,-7.30994704,92.1716917,307.309947
30.7419466,357,36.0114223,92.0661109,320.988578
30.7623819,325,-11.8392941,91.9620718,336.839294
30.7828172,368,12.698747,91.8595715,355.301253
30.8032525,418,41.0629729,91.7586075,376.937027
30.8236878,411,8.5240501,91.6591768,402.47595
30.8441231,453,20.1243571,91.5612767,432.875643
30.8645585,487,17.589835,91.4649043,469.410165
30.8849938,528,14.2030806,91.3700564,513.796919
30.9054291,575,6.62139403,91.2767302,568.378606
30.9258644,573,-63.378195,91.1849224,636.378195
30.9462997,696,-26.2335745,91.0946299,722.233574
30.966735,792,-39.9626452,91.0058495,831.962645
30.9871704,1002,28.6697449,90.9185779,973.330255
31.0076057,1194,38.8619633,90.8328116,1155.13804
31.028041,1330,-54.1377195,90.7485472,1384.13772
31.0484763,1560,-97.3924486,90.6657814,1657.39245
31.0689116,1890,-60.4051176,90.5845104,1950.40512
31.0893469,2209,-3.31170311,90.5047308,2212.3117
31.1097823,2391,4.01722575,90.4264387,2386.98277
31.1302176,2422,-32.0817932,90.3496305,2454.08179
31.1506529,2362,-79.4829019,90.2743025,2441.4829
31.1710882,2419,31.5780105,90.2004506,2387.42199
31.1915235,2244,-68.9656523,90.1280711,2312.96565
31.2119588,2225,-9.35740297,90.0571599,2234.3574
31.2323942,2205,29.1245382,89.987713,2175.87546
31.2528295,2172,5.49091518,89.9197264,2166.50908
31.2732648,2270,49.0000448,89.8531958,2220.99996
31.2937001,2406,73.0434419,89.788117,2332.95656
31.3141354,2483,6.30926099,89.7244859,2476.69074
31.3345707,2562,-51.0846017,89.662298,2613.0846
31.3550061,2792,90.5822289,89.601549,2701.41777
31.3754414,2824,108.911929,89.5422345,2715.08807
31.3958767,2590,-60.1380752,89.4843499,2650.13808
31.416312,2508,-11.2143714,89.4278907,2519.21437
31.4367473,2304,-35.5826224,89.3728524,2339.58262
31.4571826,2141,12.8109235,89.3192302,2128.18908
31.477618,1875,-28.4527652,89.2670194,1903.45277
31.4980533,1735,49.9886716,89.2162153,1685.01133
31.5184886,1495,5.90195719,89.1668131,1489.09804
31.5389239,1376,51.8575554,89.1188079,1324.14244
31.5593592,1293,103.342755,89.0721947,1189.65725
31.5797945,1095,16.7582505,89.0269687,1078.24175
31.6002299,1071,90.6517365,88.9831246,980.348264
31.6206652,938,47.9961317,88.9406576,890.003868
31.6411005,833,26.5163747,88.8995624,806.483625
31.6615358,718,-12.551517,88.8598338,730.551517
31.6819711,655,-6.28395306,88.8214667,661.283953
31.7024064,583,-14.2009406,88.7844558,597.200941
31.7228418,494,-44.7938528,88.7487956,538.793853
31.7432771,453,-33.691412,88.7144809,486.691412
31.7637124,413,-27.663206,88.6815061,440.663206
31.7841477,343,-59.0580749,88.6498659,402.058075
31.804583,332,-39.5822446,88.6195547,371.582245
31.8250183,310,-36.2990639,88.5905669,346.299064
31.8454537,265,-60.3754873,88.5628969,325.375487
31.865889,262,-46.0665806,88.536539,308.066581
31.8863243,273,-20.3811369,88.5114876,293.381137
31.9067596,262,-18.2821178,88.4877367,280.282118
31.9271949,263,-5.85409373,88.4652808,268.854094
31.9476302,257,-1.92302498,88.4441138,258.923025
31.9680656,227,-23.279878,88.4242299,250.279878
31.9885009,234,-8.75727545,88.4056232,242.757275
32.0089362,230,-6.23417656,88.3882877,236.234177
32.0293715,202,-28.6629043,88.3722173,230.662904
32.0498068,232,5.96242994,88.3574061,226.03757
32.0702421,226,3.86286315,88.3438477,222.137137
32.0906775,192,-26.7284614,88.3315363,218.728461
32.1111128,208,-7.93298241,88.3204654,215.932982
32.1315481,222,8.23315216,88.3106289,213.766848
32.1519834,219,6.77131199,88.3020206,212.228688
32.1724187,233,21.6683302,88.294634,211.33167
32.192854,204,-7.10763136,88.2884629,211.107631
32.2132894,224,12.3889214,88.2835008,211.611079
32.2337247,237,24.0747021,88.2797414,212.925298
32.25416,246,30.8285655,88.2771781,215.171434
32.2745953,223,4.4782694,88.2758044,218.521731
32.2950306,253,29.781589,88.2756138,223.218411
32.3154659,270,40.4004848,88.2765997,229.599515
32.3359013,244,5.86910637,88.2787555,238.130894
32.3563366,248,-1.43577899,88.2820746,249.435779
32.3767719,281,16.7090052,88.2865501,264.290995
32.3972072,301,17.4919898,88.2921755,283.50801
32.4176425,329,21.461425,88.2989439,307.538575
32.4380778,364,28.3644795,88.3068485,335.63552
32.4585132,340,-24.7716563,88.3158826,364.771656
32.4789485,372,-17.518814,88.3260392,389.518814
32.4993838,388,-16.534317,88.3373114,404.534317
32.5198191,399,-9.51464163,88.3496924,408.514642
32.5402544,410,5.29928059,88.3631751,404.700719
32.5606897,398,1.2026543,88.3777527,396.797346
32.5811251,438,51.7438165,88.3934179,386.256183
32.6015604,406,32.0838625,88.4101639,373.916137
32.6219957,386,23.9541681,88.4279835,362.045832
32.642431,376,22.5794203,88.4468695,353.42058
32.6628663,347,-2.74938656,88.466815,349.749387
32.6833016,344,-8.05198987,88.4878126,352.05199
32.703737,395,34.3644435,88.5098552,360.635557
