'y-axis saved as y
'x,PKT-3-111-4_NaMn2O4_YOCl_Y2(CO3)3_650_24_O2.raw,Diff,Ycalc,Bkg
21.3008302,202,22.1905129,179.809487,136.681329
21.3212655,157,-18.00477,175.00477,136.807267
21.3417008,163,-7.42520731,170.425207,136.932585
21.3621361,148,-18.4480816,166.448082,137.057249
21.3825715,170,6.81121063,163.188789,137.181225
21.4030068,160,-0.595224968,160.595225,137.304481
21.4234421,142,-16.5547182,158.554718,137.426985
21.4438774,162,5.04404337,156.955957,137.548703
21.4643127,144,-11.7100636,155.710064,137.669604
21.484748,162,7.25464639,154.745354,137.789658
21.5051834,123,-30.9973827,153.997383,137.908833
21.5256187,153,-0.407140788,153.407141,138.0271
21.546054,147,-5.89574186,152.895742,138.144428
21.5664893,159,6.59644859,152.403551,138.260789
21.5869246,158,6.08040847,151.919592,138.376154
21.6073599,163,11.5261618,151.473838,138.490494
21.6277953,136,-15.0607865,151.060786,138.603782
21.6482306,158,7.30853869,150.691461,138.715991
21.6686659,149,-1.3841161,150.384116,138.827093
21.6891012,139,-11.1499785,150.149979,138.937062
21.7095365,137,-12.9902667,149.990267,139.045873
21.7299718,154,4.09887626,149.901124,139.153499
21.7504072,148,-1.87863029,149.87863,139.259916
21.7708425,165,15.0790827,149.920917,139.365099
21.7912778,145,-5.02895371,150.028954,139.469024
21.8117131,143,-7.20722415,150.207224,139.571667
21.8321484,153,2.53658945,150.463411,139.673005
21.8525837,133,-17.8086382,150.808638,139.773015
21.8730191,127,-24.2584842,151.258484,139.871675
21.8934544,148,-3.83527984,151.83528,139.968963
21.9138897,139,-13.5693352,152.569335,140.064857
21.934325,148,-5.50197487,153.501975,140.159337
21.9547603,151,-3.68975366,154.689754,140.252381
21.9751956,159,2.79000467,156.209995,140.343969
21.995631,145,-13.1674023,158.167402,140.434082
22.0160663,164,3.30062143,160.699379,140.5227
22.0365016,174,10.0256487,163.974351,140.609804
22.0569369,169,0.825908155,168.174092,140.695376
22.0773722,144,-29.4316639,173.431664,140.779398
22.0978075,149,-30.6850742,179.685074,140.861851
22.1182429,166,-20.4824346,186.482435,140.942719
22.1386782,151,-41.8375915,192.837592,141.021984
22.1591135,174,-23.3984677,197.398468,141.09963
22.1795488,168,-31.041983,199.041983,141.175641
22.1999841,204,6.52254007,197.47746,141.250002
22.2204194,186,-7.26522825,193.265228,141.322696
22.2408548,144,-43.3773533,187.377353,141.393709
22.2612901,154,-26.8524111,180.852411,141.463027
22.2817254,179,4.41270417,174.587296,141.530635
22.3021607,153,-16.1458943,169.145894,141.596519
22.322596,159,-5.71473381,164.714734,141.660667
22.3430313,143,-18.2282762,161.228276,141.723065
22.3634667,150,-8.52118707,158.521187,141.7837
22.383902,151,-5.42057698,156.420577,141.84256
22.4043373,145,-9.78115244,154.781152,141.899634
22.4247726,145,-8.49096323,153.490963,141.954909
22.4452079,145,-7.46677707,152.466777,142.008376
22.4656432,151,-0.647460587,151.647461,142.060022
22.4860786,129,-21.9881597,150.98816,142.109838
22.5065139,146,-4.45584744,150.455847,142.157813
22.5269492,142,-8.02609982,150.0261,142.203938
22.5473845,141,-8.68081782,149.680818,142.248204
22.5678198,131,-18.4066375,149.406638,142.290601
22.5882551,145,-4.19384066,149.193841,142.33112
22.6086905,128,-21.0356384,149.035638,142.369754
22.6291258,149,0.0723409207,148.927659,142.406495
22.6495611,139,-9.86747239,148.867472,142.441335
22.6699964,144,-4.85467873,148.854679,142.474266
22.6904317,148,-0.891628724,148.891629,142.505282
22.710867,136,-12.9836729,148.983673,142.534376
22.7313024,120,-29.1404536,149.140454,142.561542
22.7517377,147,-2.37501359,149.375014,142.586774
22.772173,140,-9.69785325,149.697853,142.610066
22.7926083,117,-33.1204231,150.120423,142.631413
22.8130436,168,17.3238718,150.676128,142.65081
22.8334789,132,-19.3955758,151.395576,142.668252
22.8539143,121,-31.3007393,152.300739,142.683735
22.8743496,123,-30.3872736,153.387274,142.697256
22.8947849,126,-28.5974149,154.597415,142.708809
22.9152202,123,-32.8051666,155.805167,142.718393
22.9356555,144,-12.8489717,156.848972,142.726003
22.9560908,128,-29.6194032,157.619403,142.731637
22.9765262,144,-14.1354966,158.135497,142.735293
22.9969615,122,-36.5388772,158.538877,142.736968
23.0173968,125,-34.0420816,159.042082,142.73666
23.0378321,138,-21.9000524,159.900052,142.734368
23.0582674,120,-41.3911466,161.391147,142.73009
23.0787027,136,-27.7707355,163.770735,142.723826
23.0991381,152,-15.1799972,167.179997,142.715574
23.1195734,158,-13.4742841,171.474284,142.705335
23.1400087,159,-16.995511,175.995511,142.693107
23.160444,154,-25.5551065,179.555106,142.678892
23.1808793,166,-14.994039,180.994039,142.662689
23.2013147,156,-24.0013924,180.001392,142.644499
23.22175,138,-39.1440531,177.144053,142.624323
23.2421853,139,-34.1781864,173.178186,142.602162
23.2626206,141,-27.8052256,168.805226,142.578017
23.2830559,134,-30.7219281,164.721928,142.551891
23.3034912,143,-18.4032185,161.403218,142.523786
23.3239266,130,-28.9732286,158.973229,142.493702
23.3443619,159,1.6613749,157.338625,142.461644
23.3647972,140,-16.3538715,156.353871,142.427613
23.3852325,149,-6.90753062,155.907531,142.391613
23.4056678,132,-23.9436168,155.943617,142.353646
23.4261031,123,-33.4389922,156.438992,142.313717
23.4465385,161,3.5821155,157.417884,142.271829
23.4669738,152,-6.94524312,158.945243,142.227986
23.4874091,152,-9.12160509,161.121605,142.182193
23.5078444,142,-22.0638107,164.063811,142.134452
23.5282797,140,-27.8533222,167.853322,142.08477
23.548715,162,-10.434707,172.434707,142.033151
23.5691504,147,-30.4673421,177.467342,141.979601
23.5895857,162,-20.2193,182.2193,141.924123
23.610021,195,9.31230664,185.687693,141.866726
23.6304563,190,2.96821797,187.031782,141.807412
23.6508916,170,-16.0246596,186.02466,141.74619
23.6713269,184,0.895888554,183.104111,141.683065
23.6917623,133,-46.1446014,179.144601,141.618044
23.7121976,172,-2.88503173,174.885032,141.551133
23.7326329,145,-25.1128357,170.112836,141.482338
23.7530682,131,-34.6703368,165.670337,141.411668
23.7735035,145,-16.9336635,161.933664,141.339129
23.7939388,144,-14.9229222,158.922922,141.264729
23.8143742,132,-24.5391775,156.539178,141.188476
23.8348095,121,-33.6608965,154.660897,141.110376
23.8552448,141,-12.180299,153.180299,141.030439
23.8756801,140,-12.0116706,152.011671,140.948673
23.8961154,138,-13.0873973,151.087397,140.865086
23.9165507,151,0.65018832,150.349812,140.779686
23.9369861,151,1.25613659,149.743863,140.692483
23.9574214,146,-3.21613704,149.216137,140.603485
23.9778567,131,-17.7228931,148.722893,140.512701
23.998292,134,-14.2396093,148.239609,140.420142
24.0187273,143,-4.76182288,147.761823,140.325816
24.0391626,134,-13.2951634,147.295163,140.229732
24.059598,125,-21.8482993,146.848299,140.131902
24.0800333,142,-4.43626571,146.436266,140.032335
24.1004686,122,-24.0779257,146.077926,139.931041
24.1209039,124,-21.7717075,145.771707,139.82803
24.1413392,144,-1.51539695,145.515397,139.723314
24.1617745,119,-26.3069917,145.306992,139.616902
24.1822099,139,-6.14549427,145.145494,139.508806
24.2026452,140,-5.03227106,145.032271,139.399036
24.2230805,146,1.027991,144.972009,139.287603
24.2435158,139,-5.9736401,144.97364,139.17452
24.2639511,120,-25.0514763,145.051476,139.059797
24.2843864,140,-5.22650123,145.226501,138.943445
24.3048218,140,-5.52710505,145.527105,138.825478
24.3252571,146,0.0123418979,145.987658,138.705906
24.3456924,137,-9.64512997,146.64513,138.584741
24.3661277,129,-18.5276693,147.527669,138.461996
24.386563,136,-12.5995367,148.599537,138.337683
24.4069983,156,6.31705818,149.682942,138.211814
24.4274337,152,1.52726437,150.472736,138.084402
24.447869,146,-4.67835658,150.678357,137.955459
24.4683043,120,-30.2232651,150.223265,137.824999
24.4887396,145,-4.26561959,149.26562,137.693034
24.5091749,143,-5.05200497,148.052005,137.559577
24.5296102,156,9.25249673,146.747503,137.424642
24.5500456,152,6.51239489,145.487605,137.288241
24.5704809,161,16.604659,144.395341,137.150388
24.5909162,148,4.48521321,143.514787,137.011097
24.6113515,125,-17.8274818,142.827482,136.870381
24.6317868,124,-18.2946775,142.294678,136.728253
24.6522221,141,-0.879720677,141.879721,136.584728
24.6726575,142,0.443833553,141.556166,136.43982
24.6930928,130,-11.3064427,141.306443,136.293543
24.7135281,97,-44.1177579,141.117758,136.14591
24.7339634,124,-16.9780532,140.978053,135.996936
24.7543987,125,-15.871205,140.871205,135.846636
24.774834,117,-23.773855,140.773855,135.695023
24.7952694,114,-26.6581367,140.658137,135.542113
24.8157047,148,7.49832144,140.501679,135.387919
24.83614,113,-27.2973712,140.297371,135.232457
24.8565753,135,-5.05319704,140.053197,135.075741
24.8770106,121,-18.7851936,139.785194,134.917787
24.8974459,120,-19.5099278,139.509928,134.758608
24.9178813,130,-9.23549666,139.235497,134.598221
24.9383166,122,-16.9707244,138.970724,134.436639
24.9587519,129,-9.7249416,138.724942,134.27388
24.9791872,126,-12.4979353,138.497935,134.109956
24.9996225,132,-6.28488355,138.284884,133.944885
25.0200578,114,-24.0852437,138.085244,133.778682
25.0404932,127,-10.9021681,137.902168,133.611361
25.0609285,141,3.27508333,137.724917,133.442938
25.0813638,137,-0.557541329,137.557541,133.27343
25.1017991,125,-12.4086557,137.408656,133.102851
25.1222344,155,17.7308164,137.269184,132.931217
25.1426697,145,7.86430512,137.135695,132.758545
25.1631051,144,6.99156513,137.008435,132.584849
25.1835404,146,9.1071241,136.892876,132.410147
25.2039757,136,-0.802830145,136.80283,132.234453
25.224411,169,32.1898244,136.810176,132.057784
25.2448463,148,10.8504555,137.149544,131.880156
25.2652816,165,27.1565665,137.843434,131.701584
25.285717,157,19.0043269,137.995673,131.522086
25.3061523,132,-5.97252013,137.97252,131.341678
25.3265876,136,-1.9451234,137.945123,131.160374
25.3470229,140,2.06518169,137.934818,130.978193
25.3674582,151,13.0556976,137.944302,130.795149
25.3878935,147,9.02535649,137.974644,130.61126
25.4083289,139,0.975001064,138.024999,130.426542
25.4287642,155,16.9079046,138.092095,130.241011
25.4491995,155,16.8285141,138.171486,130.054684
25.4696348,153,14.7407485,138.259252,129.867577
25.4900701,143,4.6504978,138.349502,129.679706
25.5105054,132,-6.44032402,138.440324,129.491089
25.5309408,127,-11.5469617,138.546962,129.301742
25.5513761,116,-22.6848339,138.684834,129.11168
25.5718114,130,-8.87086449,138.870864,128.920922
25.5922467,135,-4.12982433,139.129824,128.729484
25.612682,129,-10.4961404,139.49614,128.537382
25.6331173,122,-17.9938922,139.993892,128.344632
25.6535527,151,10.3424421,140.657558,128.151253
25.673988,152,10.4666104,141.53339,127.957259
25.6944233,148,5.3179554,142.682045,127.762669
25.7148586,151,6.81818221,144.181818,127.567498
25.7352939,140,-6.12830444,146.128304,127.371764
25.7557292,151,2.3761908,148.623809,127.175483
25.7761646,143,-8.7448664,151.744866,126.978672
25.7965999,148,-7.47427823,155.474278,126.781347
25.8170352,168,8.41248667,159.587513,126.583526
25.8374705,161,-2.52919701,163.529197,126.385225
25.8579058,171,4.51140949,166.488591,126.186462
25.8783412,205,37.1883572,167.811643,125.987251
25.8987765,213,45.6555875,167.344412,125.787612
25.9192118,198,32.6739008,165.326099,125.587559
25.9396471,181,18.8323644,162.167636,125.38711
25.9600824,165,6.65954943,158.340451,125.186282
25.9805177,182,27.6731714,154.326829,124.985091
26.0009531,146,-4.52916692,150.529167,124.783555
26.0213884,151,3.78500988,147.21499,124.581689
26.0418237,158,13.530164,144.469836,124.37951
26.062259,145,2.74444005,142.25556,124.177036
26.0826943,136,-4.48429844,140.484298,123.974283
26.1031296,149,9.93481252,139.065187,123.771266
26.123565,119,-18.9211628,137.921163,123.568004
26.1440003,139,2.0088796,136.99112,123.364513
26.1644356,137,0.771706331,136.228294,123.160809
26.1848709,117,-18.6001399,135.60014,122.956908
26.2053062,139,3.92255821,135.077442,122.752828
26.2257415,142,7.36611443,134.633886,122.548585
26.2461769,108,-26.2619545,134.261955,122.344195
26.2666122,138,4.04007627,133.959924,122.139674
26.2870475,132,-1.73074011,133.73074,121.93504
26.3074828,161,27.4471446,133.552855,121.730308
26.3279181,142,8.60690761,133.393092,121.525496
26.3483534,158,24.7282995,133.271701,121.320618
26.3687888,132,-1.19532396,133.195324,121.115692
26.3892241,131,-2.16772764,133.167728,120.910734
26.4096594,129,-4.19497874,133.194979,120.705759
26.4300947,123,-10.2861328,133.286133,120.500785
26.45053,115,-18.4534418,133.453442,120.295827
26.4709653,106,-27.7117366,133.711737,120.090902
26.4914007,141,6.92434294,134.075657,119.886025
26.511836,150,15.4473946,134.552605,119.681212
26.5322713,137,1.87042256,135.129577,119.47648
26.5527066,147,11.2439377,135.756062,119.271845
26.5731419,128,-8.33505648,136.335056,119.067321
26.5935772,112,-24.7446925,136.744692,118.862926
26.6140126,166,29.10216,136.89784,118.658674
26.6344479,137,0.216994864,136.783005,118.454582
26.6548832,149,12.5598584,136.440142,118.250665
26.6753185,136,0.0594352546,135.940565,118.04694
26.6957538,125,-10.3554217,135.355422,117.84342
26.7161891,146,11.2353867,134.764613,117.640123
26.7366245,133,-1.23577464,134.235775,117.437063
26.7570598,124,-9.80878108,133.808781,117.234256
26.7774951,143,9.50577113,133.494229,117.031717
26.7979304,131,-2.28228781,133.282288,116.829461
26.8183657,115,-18.152608,133.152608,116.627505
26.838801,157,23.918221,133.081779,116.425862
26.8592364,136,2.94982333,133.050177,116.224548
26.8796717,123,-10.0483496,133.04835,116.023579
26.900107,139,5.92344325,133.076557,115.822968
26.9205423,122,-11.1365263,133.136526,115.622731
26.9409776,120,-13.2357723,133.235772,115.422884
26.9614129,145,11.6088105,133.391189,115.223439
26.9818483,145,11.3852375,133.614762,115.024413
27.0022836,147,13.120866,133.879134,114.825821
27.0227189,145,10.8058387,134.194161,114.627675
27.0431542,118,-16.5803607,134.580361,114.429992
27.0635895,153,17.9491786,135.050821,114.232785
27.0840248,151,15.3793084,135.620692,114.036069
27.1044602,145,8.68866259,136.311337,113.839859
27.1248955,131,-6.15347109,137.153471,113.644168
27.1453308,152,13.8085748,138.191425,113.44901
27.1657661,153,13.50995,139.49005,113.2544
27.1862014,146,4.85222008,141.14778,113.060351
27.2066367,162,18.6813483,143.318652,112.866879
27.2270721,138,-8.25228548,146.252285,112.673995
27.2475074,157,6.63511071,150.364889,112.481715
27.2679427,177,20.6440045,156.355995,112.290051
27.288378,171,5.6461906,165.353809,112.099018
27.3088133,187,8.11638321,178.883617,111.908629
27.3292486,223,24.9979333,198.002067,111.718898
27.349684,237,16.343735,220.656265,111.529837
27.3701193,266,26.9584146,239.041585,111.34146
27.3905546,249,4.75096825,244.249032,111.153781
27.4109899,256,18.5739342,237.426066,110.966811
27.4314252,243,15.5655187,227.434481,110.780565
27.4518605,249,32.3542029,216.645797,110.595056
27.4722959,216,12.9199919,203.080008,110.410295
27.4927312,206,17.2244801,188.77552,110.226297
27.5131665,221,42.8736232,178.126377,110.043073
27.5336018,194,21.9111847,172.088815,109.860636
27.5540371,195,25.2280729,169.771927,109.678999
27.5744724,214,43.6676001,170.3324,109.498174
27.5949078,246,72.6215436,173.378456,109.318173
27.6153431,227,48.2065551,178.793445,109.139009
27.6357784,241,54.6438891,186.356111,108.960693
27.6562137,276,80.8040415,195.195958,108.783238
27.676649,252,48.5614913,203.438509,108.606656
27.6970843,240,31.1929288,208.807071,108.430959
27.7175197,280,69.7519829,210.248017,108.256157
27.737955,255,46.4254182,208.574582,108.082264
27.7583903,278,72.8501483,205.149852,107.90929
27.7788256,264,63.2281421,200.771858,107.737247
27.7992609,250,53.7622473,196.237753,107.566147
27.8196962,231,38.3334858,192.666514,107.396
27.8401316,241,50.0917709,190.908229,107.226818
27.8605669,254,62.9208353,191.079165,107.058611
27.8810022,224,31.442506,192.557494,106.891392
27.9014375,232,37.7838272,194.216173,106.72517
27.9218728,208,13.0144245,194.985575,106.559956
27.9423081,209,14.4293995,194.5706,106.395762
27.9627435,218,24.5677187,193.432281,106.232598
27.9831788,217,24.9299701,192.07003,106.070473
28.0036141,256,65.2050538,190.794946,105.9094
28.0240494,207,16.9998098,190.00019,105.749387
28.0444847,210,19.8244153,190.175585,105.590445
28.06492,233,41.4097313,191.590269,105.432584
28.0853554,198,3.85307727,194.146923,105.275814
28.1057907,254,56.5765173,197.423483,105.120146
28.126226,203,2.22061419,200.779386,104.965587
28.1466613,201,-2.56019312,203.560193,104.812149
28.1670966,223,17.6321646,205.367835,104.659841
28.1875319,196,-10.1823421,206.182342,104.508673
28.2079673,226,19.7677906,206.232209,104.358652
28.2284026,220,14.1708796,205.82912,104.20979
28.2488379,194,-11.3479399,205.34794,104.062095
28.2692732,207,1.86915769,205.130842,103.915575
28.2897085,198,-7.2604639,205.260464,103.770241
28.3101438,209,3.01974991,205.98025,103.6261
28.3305792,218,10.6058247,207.394175,103.483161
28.3510145,212,2.50143614,209.498564,103.341434
28.3714498,188,-24.2533836,212.253384,103.200926
28.3918851,195,-20.6173009,215.617301,103.061645
28.4123204,210,-9.56104359,219.561044,102.923601
28.4327558,246,21.9295055,224.070495,102.786801
28.4531911,258,28.8546101,229.14539,102.651253
28.4736264,243,8.19890407,234.801096,102.516965
28.4940617,230,-11.0665714,241.066571,102.383946
28.514497,281,33.0096273,247.990373,102.252202
28.5349323,269,13.3289243,255.671076,102.121741
28.5553677,258,-6.31286412,264.312864,101.992571
28.575803,252,-21.9760873,273.976087,101.8647
28.5962383,311,26.8122734,284.187727,101.738133
28.6166736,313,17.6655271,295.334473,101.61288
28.6371089,291,-16.6331996,307.6332,101.488946
28.6575442,306,-15.259364,321.259364,101.366338
28.6779796,373,36.6370783,336.362922,101.245065
28.6984149,329,-24.1479426,353.147943,101.125131
28.7188502,329,-42.8365167,371.836517,101.006544
28.7392855,359,-33.6587363,392.658736,100.88931
28.7597208,405,-10.9577498,415.95775,100.773435
28.7801561,418,-24.1154026,442.115403,100.658927
28.8005915,441,-30.5756166,471.575617,100.545791
28.8210268,460,-44.8623217,504.862322,100.434032
28.8414621,476,-66.5940862,542.594086,100.323658
28.8618974,537,-48.4998224,585.499822,100.214673
28.8823327,584,-50.4335019,634.433502,100.107084
28.902768,673,-17.3842127,690.384213,100.000896
28.9232034,737,-17.4833011,754.483301,99.896115
28.9436387,743,-85.0005614,828.000561,99.7927456
28.964074,845,-67.3358362,912.335836,99.6907934
28.9845093,969,-39.9113833,1008.91138,99.5902635
29.0049446,1085,-33.9639106,1118.96391,99.491161
29.0253799,1185,-58.3399997,1243.34,99.3934908
29.0458153,1379,-3.0037824,1382.00378,99.2972577
29.0662506,1496,-37.463196,1533.4632,99.2024663
29.0866859,1668,-26.0522082,1694.05221,99.1091214
29.1071212,1860,2.69743455,1857.30257,99.0172272
29.1275565,2030,16.2407324,2013.75927,98.9267882
29.1479918,2172,20.342692,2151.65731,98.8378087
29.1684272,2342,83.3359309,2258.66407,98.7502926
29.1888625,2414,89.6523769,2324.34762,98.6642442
29.2092978,2388,45.5358969,2342.4641,98.5796671
29.2297331,2391,78.900846,2312.09915,98.4965654
29.2501684,2237,-0.361574234,2237.36157,98.4149425
29.2706037,2249,122.820699,2126.1793,98.3348022
29.2910391,1983,-5.67053482,1988.67053,98.2561478
29.3114744,1770,-65.5790943,1835.57909,98.1789826
29.3319097,1691,14.1222259,1676.87777,98.10331
29.352345,1524,3.25288678,1520.74711,98.029133
29.3727803,1364,-9.02773818,1373.02774,97.9564546
29.3932156,1217,-20.2343916,1237.23439,97.8852778
29.413651,1162,47.0472404,1114.95276,97.8156052
29.4340863,1037,30.6145466,1006.38545,97.7474396
29.4545216,941,30.1297698,910.87023,97.6807836
29.4749569,842,14.7130454,827.286955,97.6156395
29.4953922,784,29.6652308,754.334769,97.5520098
29.5158275,700,9.29944,690.70056,97.4898965
29.5362629,607,-28.1503632,635.150363,97.4293019
29.5566982,592,5.4305395,586.569461,97.370228
29.5771335,507,-36.9847588,543.984759,97.3126766
29.5975688,494,-12.5790937,506.579094,97.2566496
29.6180041,470,-3.62930974,473.62931,97.2021485
29.6384394,421,-23.5180259,444.518026,97.149175
29.6588748,414,-4.72881137,418.728811,97.0977306
29.6793101,351,-44.8252762,395.825276,97.0478165
29.6997454,335,-40.4407423,375.440742,96.999434
29.7201807,360,2.73703645,357.262964,96.9525842
29.740616,341,-0.0332842963,341.033284,96.9072681
29.7610513,318,-8.5306287,326.530629,96.8634867
29.7814867,390,76.4254539,313.574546,96.8212408
29.801922,317,14.9664521,302.033548,96.780531
29.8223573,292,0.151192089,291.848808,96.7413579
29.8427926,319,36.0606752,282.939325,96.703722
29.8632279,302,26.9704313,275.029569,96.6676237
29.8836632,308,39.864661,268.135339,96.6330633
29.9040986,290,27.7551213,262.244879,96.6000408
29.9245339,261,3.66765597,257.332344,96.5685564
29.9449692,255,1.59617039,253.40383,96.5386099
29.9654045,291,40.7163808,250.283619,96.5102013
29.9858398,302,54.6640718,247.335928,96.4833303
30.0062751,234,-10.4902334,244.490233,96.4579964
30.0267105,264,22.4438197,241.55618,96.4341992
30.0471458,250,11.5610983,238.438902,96.4119382
30.0675811,220,-15.2266218,235.226622,96.3912126
30.0880164,256,23.8882474,232.111753,96.3720217
30.1084517,222,-7.30306692,229.303067,96.3543645
30.128887,248,20.9814884,227.018512,96.3382401
30.1493224,251,25.4817896,225.51821,96.3236474
30.1697577,216,-9.10534513,225.105345,96.3105851
30.190193,247,20.9591035,226.040897,96.299052
30.2106283,243,14.421374,228.578626,96.2890467
30.2310636,248,15.0469931,232.953007,96.2805675
30.2514989,250,10.6680406,239.331959,96.2736131
30.2719343,230,-17.6887341,247.688734,96.2681815
30.2923696,292,34.422865,257.577135,96.2642711
30.3128049,270,2.10393984,267.89606,96.2618799
30.3332402,304,27.0977415,276.902259,96.2610059
30.3536755,288,5.29127041,282.70873,96.261647
30.3741108,319,34.8632982,284.136702,96.263801
30.3945462,341,59.7439453,281.256055,96.2674656
30.4149815,316,41.097948,274.902052,96.2726384
30.4354168,271,4.93150025,266.0685,96.2793169
30.4558521,247,-8.73086332,255.730863,96.2874985
30.4762874,277,32.0092513,244.990749,96.2971805
30.4967227,218,-16.8270147,234.827015,96.3083601
30.5171581,246,20.3683522,225.631648,96.3210344
30.5375934,254,36.0295764,217.970424,96.3352005
30.5580287,219,7.06885576,211.931144,96.3508552
30.578464,216,8.62604731,207.373953,96.3679955
30.5988993,211,6.90352526,204.096475,96.386618
30.6193346,208,6.09189584,201.908104,96.4067195
30.63977,226,25.3371404,200.66286,96.4282963
30.6602053,204,3.76462694,200.235373,96.4513451
30.6806406,211,10.4594622,200.540538,96.4758622
30.7010759,217,15.4760258,201.523974,96.5018438
30.7215112,234,30.8408723,203.159128,96.5292861
30.7419465,213,7.5590656,205.440934,96.5581853
30.7623819,227,18.6167102,208.38329,96.5885373
30.7828172,219,6.97712863,212.022871,96.620338
30.8032525,210,-6.41176447,216.411764,96.6535834
30.8236878,239,17.3706255,221.629375,96.6882691
30.8441231,221,-6.77869299,227.778693,96.7243907
30.8645584,258,23.0076436,234.992356,96.7619438
30.8849938,240,-3.44039765,243.440398,96.800924
30.9054291,218,-35.3376567,253.337657,96.8413266
30.9258644,250,-14.9496234,264.949623,96.8831468
30.9462997,295,16.3835835,278.616416,96.92638
30.966735,283,-11.7666661,294.766666,96.9710213
30.9871703,294,-19.9287064,313.928706,97.0170656
31.0076057,355,18.2619352,336.738065,97.064508
31.028041,378,14.0850268,363.914973,97.1133434
31.0484763,362,-34.1807759,396.180776,97.1635665
31.0689116,461,26.9114833,434.088517,97.2151721
31.0893469,473,-4.8039761,477.803976,97.2681548
31.1097823,534,6.99909054,527.000909,97.3225091
31.1302176,580,-1.17478939,581.174789,97.3782296
31.1506529,656,15.5368225,640.463177,97.4353106
31.1710882,686,-20.4126977,706.412698,97.4937465
31.1915235,794,12.2150034,781.784997,97.5535314
31.2119588,857,-12.3009312,869.300931,97.6146597
31.2323942,981,10.8848636,970.115136,97.6771252
31.2528295,1159,76.6511303,1082.34887,97.7409221
31.2732648,1207,7.58004925,1199.41995,97.8060442
31.2937001,1425,115.88164,1309.11836,97.8724855
31.3141354,1326,-69.5161285,1395.51613,97.9402396
31.3345707,1477,32.4997462,1444.50025,98.0093003
31.3550061,1461,11.2754918,1449.72451,98.0796613
31.3754414,1345,-68.950488,1413.95049,98.1513161
31.3958767,1309,-36.1547621,1345.15476,98.2242581
31.416312,1233,-19.3737839,1252.37378,98.2984808
31.4367473,1143,-1.8376503,1144.83765,98.3739776
31.4571826,1008,-24.4319188,1032.43192,98.4507416
31.477618,878,-46.7033305,924.70333,98.5287661
31.4980533,786,-42.9565243,828.956524,98.6080443
31.5184886,769,19.5894977,749.410502,98.6885691
31.5389239,693,5.13819249,687.861808,98.7703336
31.5593592,666,20.9513391,645.048661,98.8533306
31.5797945,631,8.97628455,622.023715,98.9375532
31.6002299,594,-27.3649446,621.364945,99.022994
31.6206652,666,17.8219013,648.178099,99.1096457
31.6411005,738,27.9113942,710.088606,99.1975011
31.6615358,779,-34.1056659,813.105666,99.2865527
31.6819711,942,-5.73452971,947.73453,99.376793
31.7024064,1072,2.85423091,1069.14577,99.4682146
31.7228418,1106,-4.38982094,1110.38982,99.5608098
31.7432771,1147,89.346476,1057.65352,99.6545709
31.7637124,1050,76.2234162,973.776584,99.7494904
31.7841477,871,-27.2275297,898.22753,99.8455602
31.804583,819,8.07497294,810.925027,99.9427728
31.8250183,612,-83.5408601,695.54086,100.04112
31.8454537,563,-12.7763344,575.776334,100.140594
31.865889,472,-5.40009411,477.400094,100.241187
31.8863243,365,-40.0227875,405.022788,100.34289
31.9067596,383,30.0862211,352.913779,100.445696
31.9271949,300,-14.7831488,314.783149,100.549597
31.9476302,272,-14.1534564,286.153456,100.654583
31.9680656,254,-10.0936556,264.093656,100.760648
31.9885009,254,7.25703016,246.74297,100.867781
32.0089362,204,-28.8569831,232.856983,100.975976
32.0293715,213,-8.58790349,221.587903,101.085224
32.0498068,227,14.6466134,212.353387,101.195515
32.0702421,197,-7.71389115,204.713891,101.306843
32.0906775,220,21.6952746,198.304725,101.419197
32.1111128,186,-6.79766272,192.797663,101.532569
32.1315481,190,2.08012403,187.919876,101.646951
32.1519834,200,16.5176103,183.48239,101.762334
32.1724187,178,-1.38484958,179.38485,101.878709
32.192854,198,22.4147486,175.585251,101.996067
32.2132894,199,26.9381438,172.061856,102.114399
32.2337247,183,14.194211,168.805789,102.233697
32.25416,169,3.17110636,165.828894,102.35395
32.2745953,155,-8.12667295,163.126673,102.475151
32.2950306,181,20.3272698,160.67273,102.597291
32.3154659,189,30.5037718,158.496228,102.720359
32.3359013,158,1.41642236,156.583578,102.844347
32.3563366,155,0.0876518696,154.912348,102.969246
32.3767719,184,30.5347639,153.465236,103.095047
32.3972072,170,17.7748834,152.225117,103.221739
32.4176425,183,31.8194496,151.18055,103.349315
32.4380778,161,10.6769977,150.323002,103.477763
32.4585132,172,22.351464,149.648536,103.607076
32.4789485,159,9.82911794,149.170882,103.737244
32.4993838,161,12.0973645,148.902636,103.868256
32.5198191,179,30.1432599,148.85674,104.000105
32.5402544,179,29.9176658,149.082334,104.132779
32.5606897,159,9.36533014,149.63467,104.26627
32.5811251,170,19.4316503,150.56835,104.400567
32.6015604,153,1.10265447,151.897346,104.535662
32.6219957,159,5.50738409,153.492616,104.671544
32.642431,158,2.97860853,155.021391,104.808204
32.6628663,171,14.9320009,156.067999,104.945632
32.6833016,157,0.519921485,156.480079,105.083818
32.703737,161,4.4895318,156.510468,105.222753
32.7241723,185,28.5051655,156.494834,105.362426
32.7446076,171,14.4424213,156.557579,105.502828
32.7650429,165,8.2767794,156.723221,105.643949
32.7854782,171,13.8585257,157.141474,105.785779
32.8059135,200,41.9295133,158.070487,105.928307
